H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0.056	0.039	0.044	0.022	0.007	0.04	0.011	0	0.008	0	0.103	0	0.43	0.051	0.062
0.048	0.039	0.043	0.026	0.004	0.022	0.005	0	0.01	0	0.1	0	0.334	0.051	0
0.039	0.039	0.035	0	0.023	0.035	0.052	0	0.004	0	0.08	0	0.362	0.051	0.055
0.054	0.039	0.05	0.03	0.011	0.037	0.013	0	0.007	0	0.02	0	0.384	0.051	0
0.039	0.039	0.036	0.052	0.015	0.039	0.044	0.002	0.008	0	0.054	0	0.412	0.053	0.055
0.039	0.054	0.042	0.047	0.015	0.041	0.026	0.002	0.006	0	0.029	0	0.366	0.061	0.055
0.039	0.039	0.038	0.039	0.018	0.028	0.007	0.002	0.008	0	0.099	0	0.386	0.051	0
0.049	0.039	0.038	0.022	0.007	0.034	0.01	0.002	0.008	0.232	0.317	0	0.41	0.051	0.055
0.039	0.039	0.04	0.033	0.004	0.054	0.023	0	0.007	0	0.701	0	0.344	0	0.07
0.044	0.041	0.032	0.022	0.018	0.063	0.054	0	0.01	0	0.063	0	0.404	0.051	0.06
0.045	0.039	0.036	0.093	0.007	0.03	0.018	0.199	0.009	0.056	0.333	0	0.288	0	0.075
0.039	0.054	0.042	0.039	0.019	0	0.033	0.233	0.007	0.056	0.393	0	0.338	0.051	0.055
0.039	0.112	0.036	0.028	0.036	0.029	0.021	0.786	0.007	0.056	0.33	0	0.322	0.051	0.077
0.045	0.078	0.04	0.022	0.015	0.018	0.006	1.36	0.008	0.102	0.475	0	0.314	0.051	0.06
0.054	0.05	0.049	0.034	0.043	0.032	0.059	0.002	0.009	0	0.818	0	0.386	0.069	0.06
0.039	0.044	0.032	0.022	0.011	0	0.011	0	0.01	0.056	0.88	0	0.522	0.051	0
0.09	0.039	0.038	0.042	0.04	0.039	0.016	0	0.015	0	0.704	0	0.41	0.055	0.069
0.049	0.045	0.037	0.026	0.011	0.031	0.031	0.073	0.007	0.056	0.328	0	0.342	0.055	0.068
0.039	0.039	0.032	0.022	0.028	0.032	0.016	0	0.006	0	0.584	0	0.326	0	0
0.039	0.054	0.05	0.07	0.004	0.031	0.046	0.005	0.011	0	0.093	0	0.382	0.051	0
0.039	0.039	0.043	0.028	0.015	0.04	0.034	0.003	0.01	0	0.36	0	0.36	0.051	0.059
0.049	0.043	0.032	0.028	0.004	0.025	0.017	0.004	0.006	0	0.27	0	0.316	0.051	0
0.039	0.039	0.032	0.029	0.004	0.036	0.032	0	0.006	0.056	1.37	0	0.438	0.051	0.06
0.039	0.056	0.04	0.07	0.018	0.046	0.028	1.23	0.01	0.056	0.498	0	0.358	0	0.13
0.077	0.039	0.034	0.039	0.007	0.028	0.036	0.003	0.016	0	0.342	0	0.42	0	0.064
0.039	0.039	0.038	0.048	0.015	0.05	0.031	0	0.011	0	0.07	0	0.4	0	0.087
0.039	0.039	0.041	0.034	0.007	0.036	0.015	0	0.007	0	0.054	0	0.336	0	0.055
0.039	0	0.034	0.026	0.011	0	0.006	0	0.005	0	1.12	0	0.266	0	0.055
0.063	0.039	0.035	0.033	0.011	0.03	0.032	0	0.01	0	0.055	0	0.346	0.065	0.067
0.039	0.044	0.044	0.028	0.007	0.04	0.047	0	0.013	0	0.08	0	0.408	0.058	0.055
0.059	0.039	0.045	0.028	0.026	0.047	0.051	0	0.013	0	0.477	0	0.36	0	0.055
0.039	0.043	0.058	0.022	0.034	0.029	0.017	0	0.011	0	0.14	0	0.462	0.063	0.071
0.043	0.045	0.045	0.022	0.028	0.028	0.005	0	0.009	0	0.289	0	0.406	0.066	0.055
0.049	0.046	0.048	0.035	0.018	0.028	0.029	0	0.004	0	0.18	0	0.404	0.051	0.059
0.043	0.039	0.041	0.039	0.022	0.018	0.042	0	0.006	0	0.118	0	0.304	0.051	0.062
0.064	0.039	0.042	0.022	0.015	0.03	0.007	0	0.005	0	0.312	0	0.282	0.051	0.124
0.052	0.044	0.038	0.03	0.022	0.041	0.036	0	0.006	0	0.127	0	0.342	0	0.055
0.039	0.044	0.038	0.026	0.018	0.034	0.007	0	0.006	0	0.096	0	0.33	0.062	0.058
0.066	0.049	0.035	0.042	0.03	0.024	0.006	0	0.01	0	0.105	0	0.386	0.06	0.055
0.039	0.039	0.052	0.03	0.026	0.032	0.017	0	0.009	0	0.332	0	0.37	0.051	0.055
0.039	0.046	0.034	0.029	0.018	0.033	0.021	0.143	0.023	0.056	0.418	0	0.412	0.051	0.055
0.039	0.042	0.041	0.022	0.018	0	0.018	0.113	0.003	0.056	0.921	0	0.348	0	0
0.043	0.04	0.032	0.027	0.007	0.02	0.009	0.714	0.005	0.056	1.33	0	0.39	0.051	0.065
0.039	0	0.032	0.022	0.004	0.018	0.024	0.002	0.004	0	0.04	0	0.272	0.051	0.087
0.039	0.039	0.034	0.026	0.007	0.053	0.013	0	0.006	0	0.08	0	0.362	0.051	0.07
0.039	0.039	0.032	0.022	0.011	0.03	0.056	0	0.005	0	0.112	0	0.284	0	0
0.039	0	0.038	0.03	0.004	0.05	0.011	0	0.006	0	0.066	0	0.36	0.051	0.062
0.042	0.039	0.038	0.039	0.026	0.028	0.012	0	0.01	0	0.494	0	0.454	0.062	0.055
0.042	0.039	0.04	0.029	0.007	0.032	0.04	0	0.006	0	0.217	0	0.342	0.051	0.055
0.039	0.039	0.041	0.022	0.007	0.018	0.007	0	0.005	0	0.343	0	0.28	0.051	0.072
0.049	0.044	0.038	0.064	0.022	0.024	0.04	0.003	0.012	0	0.231	0	0.512	0.082	0.069
0.039	0.039	0.034	0.053	0.022	0.038	0.029	0	0.01	0	0.093	0	0.418	0.051	0.055
0.045	0.039	0.035	0.038	0.022	0.018	0.02	0.002	0.007	0	0.114	0	0.34	0.051	0.064
0.039	0.039	0.032	0.022	0.018	0.042	0.005	0.003	0.008	0	0.613	0	0.416	0.051	0.062
0.039	0	0.04	0.022	0.015	0.039	0.006	0	0.005	0	0.277	0	0.346	0.051	0.07
0.039	0	0.032	0.022	0.015	0.042	0.005	0	0.009	0	0.074	0	0.34	0.051	0.066
0	0	0.042	0.022	0.018	0.036	0.027	0	0.004	0	0.141	0	0.316	0	0.056
0.045	0.039	0.052	0.042	0.018	0.035	0.018	0	0.006	0	0.064	0	0.404	0.051	0.055
0.085	0.039	0.036	0.22	0.033	0.032	0.012	0.066	0.01	0	0.131	0	0.412	0.051	0.072
0.039	0.039	0.035	0.028	0.011	0	0.005	0	0.011	0	0.119	0	0.45	0	0.055
0.039	0.039	0.038	0.079	0.018	0	0.02	0.047	0.007	0	0.822	0	0.286	0.051	0.087
0.039	0.042	0.032	0.048	0.011	0.038	0.032	0.046	0.007	0.056	0.253	0	0.404	0.051	0.07
0.07	0.059	0.043	0	0.007	0.039	0.013	0.081	0.007	0	0.487	0	0.364	0.051	0.059
0.045	0.051	0.032	0.022	0.015	0.018	0.022	0.108	0.011	0.056	0.147	0	0.402	0.051	0.066
0.039	0	0.032	0	0.011	0.025	0.007	0.002	0.005	0	1.3	0	0.498	0	0.055
0.039	0	0.036	0.03	0.007	0.018	0.006	0	0.01	0	0.123	0	0.436	0.064	0.055
0.039	0.039	0.058	0.042	0.011	0	0.015	0.311	0.003	0	0.408	0	0.298	0.051	0.055
0.039	0.044	0.035	0.022	0.026	0.036	0.008	0	0.007	0	0.196	0	0.374	0.058	0.068
0.048	0.039	0.04	0.029	0.03	0.021	0.049	0	0.011	0	0.296	0	0.454	0	0
0.039	0	0.032	0.047	0.019	0.018	0.054	0.002	0.006	0	0.58	0	0.406	0.051	0.07
0.039	0	0.047	0.022	0.031	0.018	0.01	0	0.006	0	0.743	0	0.354	0	0.055
0	0.039	0.044	0.022	0.004	0.023	0.012	0.002	0.004	0	0.094	0	0.278	0.051	0.058
0.039	0.041	0.037	0.033	0.015	0.026	0.021	0.002	0.007	0	0.095	0	0.346	0.051	0.055
0.039	0.044	0.037	0.047	0.022	0.062	0.013	0	0.008	0	0.075	0	0.43	0.051	0.055
0.042	0	0.037	0.028	0.023	0.018	0.036	0	0.007	0	0.534	0	0.41	0.051	0.064
0.039	0	0.032	0.047	0.015	0.018	0.014	0.35	0.007	0.056	0.131	0	0.338	0	0.056
0.045	0.041	0.032	0.022	0.011	0.021	0.02	0.258	0.009	0	0.615	0	0.46	0.062	0.055
0.039	0.039	0.055	0.027	0.004	0.036	0.007	0	0.003	0	0.179	0	0.312	0	0.055
0	0.039	0.032	0.022	0.018	0.022	0.012	0	0.005	0	0.114	0	0.372	0	0.055
0.045	0.044	0.041	0.076	0.026	0.023	0.011	0	0.016	0	0.146	0	0.368	0.071	0
0.039	0.044	0.037	0.042	0.015	0.03	0.024	0.152	0.009	0	0.43	0	0.328	0.051	0.1
0.039	0.049	0.034	0.022	0.007	0.037	0.013	0.06	0.007	0.112	0.648	0	0.4	0	0
0.039	0.051	0.034	0.041	0.018	0.027	0.044	0.008	0.012	0	0.299	0	0.44	0.058	0.07
0.039	0.058	0.038	0.035	0.011	0.039	0.044	0.127	0.006	0.056	0.473	0	0.31	0.051	0.071
0.039	0.045	0.04	0.032	0.018	0.024	0.006	0	0.016	0	0.56	0	0.476	0.051	0.06
0.059	0.039	0.035	0.022	0.004	0.037	0.015	0	0.014	0	0.086	0	0.442	0.051	0.055
0.039	0.046	0.043	0.029	0.043	0.045	0.019	0	0.014	0	0.823	0	0.484	0.072	0.07
0.039	0.039	0.042	0.03	0.004	0.032	0.021	0.003	0.008	0	0.11	0	0.292	0.051	0.055
0.042	0.046	0.043	0.026	0.011	0.025	0.018	0.038	0.014	0	0.105	0	0.402	0.051	0.07
0.046	0.043	0.035	0.044	0.018	0.028	0	0.039	0.008	0	0.374	0	0.38	0.051	0.06
0.055	0.039	0.048	0.022	0.015	0.022	0.017	0	0.012	0	0.248	0	0.434	0.051	0.055
0.039	0.041	0.073	0.022	0.015	0.023	0.055	0	0.012	0	0.183	0	0.374	0.072	0.055
0.039	0	0.04	0.022	0.035	0.031	0.006	0	0.006	0	0.133	0	0.302	0.051	0
0.039	0.039	0.035	0.033	0.011	0.024	0.007	0	0.01	0	0.142	0	0.358	0	0.055
0.043	0	0.032	0.09	0.022	0.032	0.043	0	0.008	0	0.064	0	0.25	0	0.055
0.039	0.05	0.038	0.022	0.011	0.036	0.006	0	0.01	0	0.216	0	0.372	0.051	0
0.039	0.039	0.032	0.029	0.015	0.028	0.024	0	0.006	0	0.049	0	0.278	0.051	0.055
0	0	0.032	0.047	0.018	0.038	0.021	0	0.006	0	0.049	0	0.288	0.051	0.055
0.039	0.039	0.039	0.022	0.018	0.024	0.007	0	0.009	0	0.037	0	0.358	0.051	0
0.039	0.047	0.037	0.049	0.015	0.018	0.035	0	0.009	0	0.233	0	0.39	0.062	0.055
0.039	0.039	0.036	0.032	0.007	0.024	0.029	0	0.007	0	0.757	0	0.31	0.051	0.06
0.054	0.039	0.034	0.048	0.018	0.02	0.014	0	0.01	0	0.119	0	0.306	0	0.112
0.039	0.039	0.041	0.022	0.011	0.024	0.005	0	0.011	0	0.214	0	0.296	0.051	0.055
0.039	0.039	0.032	0.022	0.004	0.018	0.013	0	0.009	0	0.076	0	0.302	0	0.055
0.039	0	0.032	0.022	0.03	0.023	0	0	0.008	0	0.036	0	0.246	0	0.07
0.039	0	0	0.022	0.004	0.033	0.042	0	0.007	0	0.053	0	0.262	0	0.062
0	0	0.037	0.022	0.004	0	0.006	0	0.01	0	0.115	0	0.27	0	0.07
0.039	0.049	0.035	0.066	0.04	0.024	0.023	0	0.017	0	0.134	0	0.35	0.051	0
0.132	0.039	0.04	0.065	0.044	0.034	0.037	0.231	0.067	0	0.053	0	0.326	0.051	0.056
0.039	0.039	0.04	0.022	0.015	0.028	0.028	0.008	0.009	0	0.05	0	0.286	0.051	0.055
0.048	0.039	0.032	0.022	0.007	0	0	0	0.011	0.056	1.51	0	0.37	0	0
0	0.044	0.037	0.048	0.004	0.022	0.013	0	0.018	0	0.628	0	0.416	0.051	0
0.039	0.039	0.035	0.096	0.011	0.03	0.037	0.002	0.011	0	0.046	0	0.288	0	0.055
0.039	0.039	0.039	0.076	0.03	0.026	0.045	0.002	0.038	0	0.031	0	0.372	0	0.089
0.039	0.042	0.036	0.111	0.011	0.033	0.011	0.01	0.027	0.056	0.416	0	0.352	0.051	0.055
0.039	0.041	0.04	0.022	0.011	0.033	0.021	0.004	0.02	0	0.048	0	0.412	0.051	0.055
0.039	0.05	0.044	0.022	0.023	0.046	0.006	0.326	0.009	0	0.104	0	0.346	0	0
0.039	0.039	0.039	0.022	0.022	0.034	0.005	0.433	0.019	0.105	0.049	0	0.408	0.051	0.055
0.039	0.039	0.032	0.022	0.007	0	0.035	0	0.005	0	0.426	0	0.212	0.051	0.055
0.043	0.039	0.037	0.022	0.022	0.05	0.024	0	0.019	0	0.491	0	0.392	0.051	0.06
0.039	0.039	0.032	0.058	0.026	0.039	0.022	0	0.025	0	0.118	0	0.394	0.051	0.055
0.039	0	0.032	0.022	0.022	0.018	0.005	0.004	0.008	0	0.041	0	0.306	0	0.071
0	0.039	0.032	0.06	0.004	0.043	0	0	0.007	0	0.243	0	0.328	0.051	0
0	0.039	0.039	0.022	0.022	0.029	0.006	0	0.016	0	0.046	0	0.398	0.051	0.055
0.039	0.039	0.043	0.022	0.023	0.04	0.005	0.002	0.005	0	0.321	0	0.374	0.058	0.055
0.043	0	0.039	0.056	0.007	0.02	0.005	0	0.003	0	0.042	0	0.302	0	0.066
0	0	0	0	0.004	0	0	0	0	0	0.385	0	0.406	0	0
0.049	0.039	0.041	0.022	0.004	0.029	0	0.003	0.007	0	0.029	0	0.38	0.051	0.061
0.054	0.039	0.032	0.032	0.015	0.04	0.041	0.003	0.009	0	0.06	0	0.484	0.207	0.055
0.054	0.067	0.041	0.022	0.011	0.028	0.019	0.113	0.009	0.056	0.856	0	0.47	0.226	0.058
0.039	0	0.032	0.039	0.004	0.047	0.015	0	0.007	0	0.092	0	0.386	0.072	0.087
0.059	0.039	0.037	0.022	0.022	0.024	0.01	0	0.008	0	0.261	0	0.41	0.051	0.07
0.057	0.039	0.037	0.022	0.022	0.049	0.047	0	0.004	0	0.272	0	0.358	0.051	0
0.039	0.039	0.034	0.022	0.011	0.035	0.005	0	0.004	0	0.041	0	0.346	0.051	0
0.039	0.039	0.036	0.027	0.015	0.038	0.019	0	0.008	0	0.074	0	0.374	0.051	0.088
0.039	0	0.032	0.03	0.032	0.024	0.028	0	0.004	0	0.059	0	0.348	0.051	0.066
0.039	0	0.032	0.029	0.011	0.018	0	0	0.01	0	0.269	0	0.254	0	0.059
0.049	0	0.038	0.022	0.019	0.018	0	0	0.007	0	0.438	0	0.308	0	0.07
0	0.039	0.04	0.027	0.007	0.018	0.007	0	0.004	0	0.159	0	0.394	0.051	0.062
0.054	0.039	0.036	0.022	0.011	0.038	0.005	0.003	0.006	0	0.322	0	0.32	0	0
0.039	0	0.038	0.029	0.063	0.018	0.007	0.003	0.004	0	0.022	0	0.304	0	0.07
0.039	0	0.042	0.022	0.015	0.026	0.022	0.003	0.005	0	0.051	0	0.296	0.051	0.055
0	0.039	0.032	0	0.015	0.032	0.039	0	0.004	0	0.252	0	0.366	0.072	0.062
0.041	0	0.032	0.022	0.077	0.085	0.007	0	0.02	0	0.082	0	0.53	0.221	0.062
0.063	0.113	0.032	0.042	0.022	0.022	0.005	0.139	0.019	0.056	0.268	0	0.472	0.149	0.071
0.039	0.039	0.037	0.022	0.007	0.058	0.019	0	0.012	0	0.114	0	0.36	0.247	0.055
0	0.039	0.037	0.043	0.019	0.034	0.005	0	0.005	0	0.105	0	0.358	0.062	0
0.045	0	0.038	0.022	0.015	0.052	0.014	0.002	0.013	0	0.762	0	0.514	0.058	0.091
0.045	0.051	0.035	0.05	0.011	0.018	0.005	0.439	0.005	0.07	0.328	0	0.306	0.061	0.065
0.039	0.049	0.032	0.029	0.015	0.032	0.006	0.012	0.007	0	0.215	0	0.43	0.058	0.055
0.039	0	0.032	0.04	0.022	0.032	0.025	0.002	0.008	0	0.028	0	0.392	0.051	0.061
0.043	0	0.032	0.022	0.015	0.036	0.023	0	0.008	0	0.291	0	0.428	0.054	0
0.039	0	0.037	0.022	0.007	0	0	0	0.005	0	0.045	0	0.302	0.051	0.112
0	0	0.034	0.022	0.018	0.027	0.005	0	0.003	0	0.048	0	0.346	0	0
0.039	0.039	0.036	0.022	0.007	0.023	0.007	0	0.005	0	0.073	0	0.416	0.061	0.055
0.059	0	0.032	0.022	0.004	0.043	0.026	0	0.005	0	0.039	0	0.4	0.054	0.066
0.039	0	0.037	0.022	0.011	0.024	0.018	0	0.006	0	0.114	0	0.324	0.051	0.062
0.039	0	0.032	0.029	0.015	0.018	0.016	0.003	0.004	0	0.044	0	0.304	0.051	0.055
0.039	0.039	0.035	0.022	0.015	0.024	0	0	0.005	0	0.032	0	0.32	0.051	0.066
0.039	0.039	0.037	0.022	0.018	0.019	0.006	0.002	0.006	0	0.209	0	0.362	0.051	0
0	0	0.034	0.044	0.018	0.036	0.038	0.002	0.005	0.056	0.477	0	0.346	0.051	0.068
0.039	0.039	0.034	0.022	0.018	0.026	0.007	0.002	0.009	0	0.223	0	0.472	0.051	0.055
0.039	0	0.032	0.022	0.004	0.028	0.005	0.002	0.005	0	0.11	0	0.306	0	0.055
0.043	0.051	0.048	0.022	0.015	0.03	0.007	0.011	0.007	0	0.642	0	0.398	0.051	0.055
0.059	0	0.044	0.022	0.011	0.036	0.005	0	0.006	0	0.282	0	0.392	0.051	0.055
0.039	0.047	0.032	0.026	0.011	0.02	0.006	0.225	0.011	0.056	0.299	0	0.438	0.065	0.068
0.039	0.042	0.038	0.033	0.007	0.027	0.006	0	0.007	0	0.097	0	0.418	0.062	0.07
0.039	0.039	0.039	0.033	0.015	0.026	0.007	0	0.004	0	0.36	0	0.342	0.051	0.07
0.039	0.039	0.038	0.064	0.011	0.018	0.007	0	0.006	0	0.284	0	0.308	0	0.055
0.039	0.045	0.034	0.022	0.004	0.018	0.005	0.002	0.004	0	0.488	0	0.354	0	0
0.039	0.039	0.032	0.022	0.004	0.03	0.005	0.203	0.003	0	0.544	0	0.302	0.051	0.055
0.039	0.039	0.037	0.049	0.004	0.027	0.006	0	0.008	0	0.051	0	0.478	0.051	0.087
0	0.039	0.038	0.022	0.023	0.033	0.018	0	0.006	0	0.118	0	0.348	0.058	0.055
0.039	0.039	0.034	0.059	0.03	0.043	0.038	0.002	0.011	0	0.134	0	0.506	0.066	0.055
0.039	0.051	0.032	0.027	0.004	0.031	0.017	0.184	0.008	0	0.384	0	0.474	0.051	0.072
0.039	0.039	0.032	0.042	0.007	0.023	0.011	0.002	0.014	0	0.351	0	0.5	0.051	0.071
0.042	0.039	0.04	0.029	0.011	0	0.032	0	0.007	0	0.101	0	0.358	0.051	0.055
0.039	0.048	0.039	0.047	0.011	0.036	0.041	0.002	0.005	0	0.21	0	0.414	0.051	0.055
0.039	0	0.032	0.029	0.004	0.02	0.007	0.031	0.008	0.056	0.613	0	0.396	0.081	0.055
0.043	0.039	0.04	0.03	0.011	0.024	0.006	0.003	0.007	0	0.336	0	0.36	0.051	0.055
0.049	0	0.034	0.022	0.015	0.027	0.028	0.002	0.008	0	0.283	0	0.378	0.078	0.06
0.05	0.039	0.053	0.028	0.011	0.032	0.012	0	0.008	0	0.064	0	0.426	0.051	0.066
0.048	0.039	0.042	0.034	0.015	0.024	0.006	0	0.006	0	0.095	0	0.358	0	0.118
0	0.039	0.036	0.022	0.011	0.036	0.023	0	0.006	0	0.076	0	0.382	0.051	0.055
0.039	0.039	0.035	0.022	0.004	0.031	0.006	0	0.009	0	0.769	0	0.412	0.054	0.055
0.041	0.039	0.041	0.03	0.022	0.039	0.01	0	0.005	0	0.052	0	0.364	0.051	0.092
0.039	0	0.045	0.042	0.007	0.042	0.053	0	0.005	0	0.085	0	0.32	0.051	0.055
0.039	0.039	0.032	0.062	0.011	0.037	0.023	0	0.005	0	0.064	0	0.336	0.051	0
0.054	0.039	0.039	0.022	0.042	0.042	0.03	0	0.008	0	0.031	0	0.408	0.051	0.055
0.039	0	0.041	0.022	0.038	0.032	0.006	0.003	0.008	0.056	0.293	0	0.336	0.051	0.055
0.039	0.039	0.037	0.022	0.028	0.034	0.005	0	0.004	0	0.056	0	0.382	0.051	0.055
0.039	0.039	0.034	0.028	0.032	0.032	0.027	0	0.006	0	0.06	0	0.4	0.059	0.055
0.039	0.07	0.032	0.033	0.074	0	0.018	0.267	0.007	0	0.087	0	0.378	0.051	0.055
0.046	0.039	0.049	0.022	0.015	0.021	0.016	0.084	0.008	0.056	0.415	0	0.438	0.051	0.055
0.039	0.039	0.037	0.022	0.007	0.025	0.021	0.128	0.007	0.056	0.08	0	0.402	0.051	0.055
0.039	0.054	0.032	0.022	0.011	0.018	0.018	0	0.004	0	0.588	0	0.372	0	0.056
0.039	0.039	0.04	0.056	0.011	0.024	0.019	0	0.009	0	0.488	0	0.452	0.051	0
0.039	0.039	0.036	0.061	0.004	0.038	0.022	0	0.011	0	1.27	0	0.448	0.062	0.055
0.052	0	0.032	0.073	0.015	0.018	0.005	0	0.007	0	0.02	0	0.448	0.051	0
0.039	0	0	0.022	0.004	0.023	0.006	0.002	0.005	0	0.051	0	0.29	0	0.07
0.039	0.039	0.037	0.022	0.007	0.027	0.029	0.002	0.008	0	0.063	0	0.362	0.051	0
0.039	0	0.035	0.022	0.015	0.023	0.027	0	0.004	0	0.113	0	0.346	0.051	0.067
0.039	0.039	0.032	0.033	0.004	0.018	0.005	0	0.007	0	0.426	0	0.324	0.051	0
0.039	0	0.041	0.039	0.011	0.03	0.041	0	0.004	0	0.176	0	0.29	0	0.055
0.039	0	0.047	0.022	0.004	0.018	0.005	0	0.005	0	0.035	0	0.346	0.051	0
0.039	0.039	0.044	0.069	0.011	0.018	0.005	0	0.004	0	0.043	0	0.298	0	0.056
0.039	0.039	0.041	0.033	0.015	0.028	0	0	0.007	0	0.071	0	0.422	0.081	0.07
0	0	0.032	0.03	0.018	0.022	0.025	0	0.006	0	0.025	0	0.306	0.051	0.055
0.039	0.042	0.034	0.047	0.043	0.018	0.005	0.075	0.004	0	0.059	0	0.336	0	0.058
0.07	0	0.041	0.022	0.036	0.034	0.017	0	0.007	0	0.095	0	0.348	0	0.055
0.039	0	0.036	0.022	0.011	0.018	0.007	0	0.007	0	0.384	0	0.31	0	0.063
0.039	0.039	0.035	0.028	0.007	0.024	0.022	0	0.007	0	0.468	0	0.326	0.051	0.06
0.039	0.039	0.032	0.027	0.011	0.018	0.026	0	0.006	0	0.022	0	0.316	0	0.056
0.039	0.039	0.041	0.033	0.023	0.039	0.03	0	0.008	0	0.253	0	0.4	0	0
0	0	0.032	0.022	0.011	0	0	0	0.006	0	2.63	0	0.324	0	0.055
0.039	0	0.034	0	0.007	0.027	0.042	0	0.005	0	0.278	0	0.35	0.051	0.072
0.039	0.039	0.037	0.022	0.007	0.028	0.005	0	0.006	0	0.023	0	0.344	0.051	0
0.039	0.039	0.038	0.033	0.004	0.03	0.011	0	0.008	0	0.037	0	0.408	0.051	0.063
0.039	0.039	0.056	0.026	0.015	0.018	0.005	0	0.005	0	0.18	0	0.356	0.051	0.07
0.048	0.039	0.034	0.029	0.018	0.021	0.005	0	0.008	0.056	0.513	0	0.386	0.051	0.055
0.039	0.039	0.062	0.022	0.011	0.032	0.006	0	0.007	0	0.11	0	0.392	0	0.055
0.039	0.039	0.032	0.022	0.011	0.018	0.021	0	0.006	0	0.036	0	0.312	0	0.07
0	0	0.056	0.022	0.004	0.047	0.03	0	0.003	0	0.484	0	0.256	0	0.07
0	0	0.041	0.022	0.007	0	0.007	0	0.005	0	0.187	0	0.246	0	0.11
0.039	0	0.032	0.047	0.011	0.031	0.042	0	0.004	0	0.484	0	0.352	0.051	0.057
0.039	0	0.032	0.022	0.007	0.028	0.011	0	0.005	0	0.698	0	0.352	0.051	0.055
0.039	0	0.036	0.022	0.015	0.027	0.01	0.009	0.003	0	0.063	0	0.322	0	0.056
0.039	0.05	0.04	0.022	0.004	0.036	0.011	0	0.006	0	0.019	0	0.35	0.051	0.055
0.039	0.039	0.042	0	0.011	0	0.025	0	0.003	0	0.035	0	0.316	0.051	0.055
0	0.042	0.032	0.054	0.018	0.024	0.012	0	0.006	0	0.04	0	0.336	0	0.07
0.039	0.039	0.035	0.032	0.015	0.036	0.014	0	0.005	0	0.293	0	0.352	0.051	0.06
0.039	0.039	0.038	0.022	0.007	0	0.018	0.002	0.007	0	0.349	0	0.312	0.058	0
0.039	0.042	0.032	0.033	0.018	0.034	0.005	0.002	0.007	0	0.207	0	0.448	0.051	0.07
0.039	0	0.032	0.039	0.018	0.018	0.005	0	0.004	0	0.139	0	0.262	0	0
0.045	0	0.037	0.022	0.015	0.018	0.016	0	0.005	0	0.05	0	0.312	0.051	0.055
0.045	0.039	0	0.022	0.007	0.036	0.021	0	0.007	0	0.023	0	0.298	0	0.055
0.039	0	0.035	0	0.007	0.043	0.042	0	0.006	0	0.348	0	0.348	0.051	0.076
0.039	0.039	0.04	0.039	0.026	0.038	0.014	0	0.007	0	0.142	0	0.37	0.051	0.055
0.039	0.039	0.039	0.022	0.011	0.031	0.012	0	0.007	0	0.117	0	0.414	0.051	0.055
0.039	0.039	0.032	0.047	0.007	0	0.008	0	0.006	0	0.515	0	0.326	0.051	0
0.049	0	0.049	0.047	0.007	0.018	0.012	0.002	0.003	0	0.047	0	0.324	0	0
0	0	0.032	0.022	0.004	0.018	0.021	0.004	0.006	0	0.779	0	0.462	0.051	0.055
0.039	0	0.032	0.022	0.007	0.021	0.007	0.004	0.008	0	0.356	0	0.374	0	0.065
0.07	0	0.032	0.022	0.004	0.032	0.006	0.002	0.004	0	0.237	0	0.376	0.051	0.055
0	0	0.032	0.036	0.004	0.018	0.018	0.002	0.004	0	0.033	0	0.26	0.051	0.07
0.039	0	0.032	0	0.018	0.023	0.012	0	0.006	0	0.662	0	0.36	0.051	0.082
0.054	0.039	0.032	0.044	0.007	0.037	0.007	0	0.007	0	0.125	0	0.296	0	0.056
0.039	0	0.041	0.056	0.015	0.029	0.013	0	0.01	0	0.046	0	0.454	0.063	0.06
0.039	0	0.037	0.022	0.004	0.018	0.005	0	0.006	0	0.461	0	0.366	0.051	0
0.046	0.039	0.038	0.022	0.007	0.032	0.012	0	0.008	0	0.583	0	0.462	0	0.055
0.039	0.039	0.032	0.027	0.018	0.018	0.023	0	0.008	0	0.065	0	0.354	0.051	0.055
0.039	0	0.034	0.022	0.011	0.018	0.005	0	0.003	0	0.151	0	0.34	0	0
0.039	0.039	0.038	0	0.011	0.027	0.02	0	0.009	0	0.09	0	0.4	0.051	0.055
0.039	0	0.032	0.022	0.015	0.029	0.007	0	0.007	0	0.495	0	0.326	0	0.055
0	0.039	0.041	0.022	0.015	0.032	0.031	0	0.006	0	0.145	0	0.412	0.051	0.07
0	0.039	0.039	0.029	0.018	0.044	0.019	0	0.01	0	0.114	0	0.45	0.054	0.079
0.045	0.039	0.04	0.022	0.015	0.032	0.048	0	0.011	0	0.264	0	0.456	0.051	0.055
0.039	0.039	0.041	0.062	0.015	0.049	0.015	0.07	0.011	0.056	0.183	0	0.41	0.051	0.084
0.039	0.039	0.035	0.022	0.026	0.036	0.005	0	0.01	0	0.027	0	0.444	0.051	0
0.039	0.039	0.032	0.022	0.011	0.018	0.006	0	0.004	0	0.123	0	0.308	0.051	0.055
0.039	0.039	0.032	0.022	0.007	0.028	0.008	0	0.007	0	0.172	0	0.39	0.051	0.071
0.045	0	0.038	0.022	0.019	0.026	0.015	0.003	0.005	0	0.037	0	0.312	0.051	0.059
