H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0.039	0.048	0.036	0.022	0.01	0.027	0.006	0.004	0.016	0	1.66	0	0.444	0.051	0.081
0.045	0.101	0.038	0.032	0.026	0.018	0.07	0.392	0.008	0.063	1.42	0	0.366	0.056	0.055
0.055	0.045	0.035	0.067	0.055	0.034	0.023	0.943	0.014	0.056	0.347	0	0.414	0.051	0.06
0.039	0.046	0.044	0.022	0.014	0.023	0.006	0.886	0.008	0.056	0.755	0	0.42	0.051	0.058
0.039	0.046	0.037	0.029	0.02	0.042	0.037	1.29	0.009	0.105	0.613	0	0.42	0.054	0.055
0.039	0.079	0.032	0.034	0.034	0.031	0.013	1.16	0.011	0.056	1.6	0	0.434	0	0.055
0.039	0.039	0.035	0.037	0.007	0.018	0.03	0.071	0.006	0	0.533	0	0.416	0.051	0.055
0.749	0	0.036	0.056	0.523	0.034	0.564	0.03	0.422	1.53	1.47	0	0.52	0.051	0.538
0.039	0.055	0.037	0.022	0.04	0.018	0.026	0.107	0.01	0.056	0.83	0	0.464	0.056	0.062
0.043	0.042	0.047	0.022	0.017	0.018	0.052	0.634	0.011	0.074	1.43	0	0.314	0	0.055
0.039	0.052	0.032	0.047	0.024	0.024	0.028	0.065	0.01	0.056	2.58	0	0.43	0	0
0.039	0.046	0.049	0.022	0.029	0.018	0.021	0.032	0.012	0.056	2.08	0	0.458	0.051	0.059
0.515	0.039	0.032	0.022	0.028	0.048	0.39	0.379	0.109	0.056	0.359	2	0.686	0.063	0.275
0.039	0.074	0.032	0.042	0.01	0.018	0.044	0.729	0.01	0.056	1.54	0	0.416	0.051	0
0.039	0.096	0.032	0.027	0.024	0.036	0.007	0.209	0.007	0.09	0.521	0	0.394	0	0.061
0.05	0.046	0.035	0.078	0.027	0.018	0.041	0.071	0.019	0.122	0.403	1	0.582	0.051	0.059
0.039	0.141	0.047	0.032	0.033	0	0.033	1.34	0.008	0.243	0.247	0	0.414	0	0.079
0.039	0.039	0.041	0.167	0.022	0.026	0.032	0.08	0.058	0.056	2.88	0	0.444	0.051	0.064
0.059	0.063	0.032	0.075	0.031	0.027	0.039	0.211	0.015	0.067	2	0	0.49	0	0.062
0.039	0.043	0.036	0.028	0.035	0.031	0.027	0.809	0.018	0.056	0.368	0	0.546	0.051	0.056
0.039	0.048	0.032	0.036	0.014	0.037	0.037	0.046	0.01	0.056	0.876	0	0.484	0.051	0.055
0.039	0	0.036	0.022	0.014	0.037	0.043	0.003	0.016	0	0.184	4	0.634	0.057	0.092
0.054	0.039	0.034	0.03	0.015	0.036	0.019	0.003	0.023	0	0.121	0	0.588	0.051	0.056
0.042	0.039	0.034	0.138	0.425	0.028	0.155	0.112	0.092	0.083	0.144	2	0.62	0.051	0.114
0.042	0.052	0.032	0.032	0.014	0.027	0.049	0.131	0.016	0.109	0.318	3	0.602	0.051	0.104
0.039	0.132	0.042	0.046	0.014	0.027	0.017	0.123	0.016	0.206	0.131	0	0.654	0.063	0.069
0.363	0.039	0.032	0.093	0.036	0.021	0.317	0.02	0.636	0.319	0.372	1	0.582	0.224	0.166
0.172	0	0.032	0.022	0.017	0.048	0.283	0.141	0.284	0.123	0.251	13	0.792	0.066	0.112
0.041	0.046	0.036	0.049	0.045	0.031	0.067	0.036	0.036	0	1.94	1	0.542	0.051	0.072
0.043	0.039	0.032	0.022	0.004	0.03	0.095	0.004	0.02	0	0.669	2	0.578	0.051	0.058
0.176	0.039	0.032	0.106	0.011	0.025	0.177	0.008	0.046	0.056	0.202	0	0.638	0.06	0.153
0	0.039	0.036	0.022	0.051	0.03	0.042	0.002	0.021	0.056	0.955	0	0.498	0.051	0.055
0.039	0.133	0.032	0.022	0.017	0.021	0.025	3	0.013	0.07	1.24	0	0.454	0	0.06
0.196	0.039	0.037	0.096	0.036	0.026	0.186	0.031	0.084	0.078	1.55	0	0.426	0.065	0.088
0.039	0.044	0.041	0.05	0.007	0.018	0.037	0.29	0.009	0.056	0.768	0	0.33	0	0
0.039	0.05	0.036	0.111	0.153	0.019	0.089	0.355	0.009	0.056	1.06	0	0.298	0	0.064
0.086	0.041	0.032	0.226	0.247	0.037	0.226	0.015	0.161	0.056	0.729	0	0.584	0.054	0.172
0.411	0.039	0.032	0.126	0.778	0.038	0.35	0.009	0.713	0.146	0.575	4	0.632	0.129	0.32
0.039	0.054	0.038	0.294	0.95	0.027	0.067	0.02	0.07	0.122	0.608	0	0.502	0.063	0.101
1.25	0.045	0.041	0.027	0.203	0	0.695	0.427	0.638	0.264	0.338	0	0.622	0.051	0.261
0.049	0.039	0.032	0.153	0.01	0.04	0.025	0.232	0.012	0.056	0.603	0	0.35	0.051	0.07
0.043	0.051	0.046	0.03	0.014	0.018	0.05	0.447	0.005	0.056	0.541	0	0.302	0.051	0.055
0.044	0.08	0.032	0.022	0.02	0.036	0.037	0.111	0.009	0.108	1.59	0	0.478	0.051	0.065
0.039	0.162	0.036	0.029	0.078	0	0.043	0.202	0.012	0.086	0.414	0	0.394	0.051	0.068
1.09	0.041	0.04	0.022	0.146	0.018	0.864	0.166	0.37	0.283	0.346	1	0.582	0.067	0.108
0.05	0.071	0.037	0.04	0.131	0.044	0.065	0.06	0.011	0.157	0.654	0	0.454	0.056	0.055
0.039	0.066	0.038	0.069	0.027	0.018	0.068	1.02	0.007	0.077	2.64	0	0.394	0	0.057
0.054	0.039	0.032	0.16	0.027	0.018	0.043	0.59	0.079	0.086	0.551	0	0.326	0	0.113
0.039	0.045	0.032	0.037	0.014	0.05	0.033	0.452	0.006	0.056	0.641	0	0.412	0.051	0.056
0.039	0.042	0.032	0.049	0.028	0.018	0.022	0.199	0.006	0.056	0.526	0	0.28	0	0.057
0.039	0.15	0.044	0.031	0.06	0.018	0.013	0.234	0.014	0.115	2.73	0	0.478	0.051	0.076
0	0.039	0.037	0.066	0.014	0.022	0.005	0.018	0.018	0.056	1.18	0	0.412	0.051	0.068
0.039	0.068	0.037	0.048	0.029	0.032	0.105	0.714	0.019	0	0.462	0	0.618	0.066	0.062
0.042	0.151	0.032	0.028	0.031	0.018	0.029	0.642	0.011	0.134	0.521	0	0.39	0.051	0.055
0.472	0.039	0.032	0.057	0.262	0.05	0.34	0.021	0.592	0.073	0.259	8	0.708	0.15	1.24
0.044	0.101	0.038	0.022	0.007	0.029	0.054	0.078	0.018	0.118	0.75	0	0.604	0.051	0.056
0.739	0.039	0.036	0.022	0.362	0.034	0.708	0.084	0.46	0.233	0.497	5	0.606	0.056	0.107
0.052	0.061	0.04	0.15	0.02	0.023	0.056	0.076	0.013	0.092	1.7	0	0.488	0.051	0.056
0.05	0.041	0.035	0.056	0.027	0.022	0.059	0	0.16	0.056	0.769	0	0.53	0.47	0.864
0.039	0.062	0.041	0.022	0.004	0.018	0.047	0.3	0	0	1.78	0	0.354	0	0
0.039	0.053	0.032	0	0.01	0.024	0.031	0.294	0.011	0.107	1.48	0	0.478	0	0.07
0	0.039	0.034	0.047	0.034	0.028	0.029	0.102	0.008	0	1.76	1	0.348	0	0.09
0.039	0.049	0.032	0.022	0.029	0.023	0.046	0.004	0.006	0.067	1.81	0	0.462	0.062	0.112
0.042	0.085	0.032	0.095	0.014	0.036	0.031	0.804	0.01	0.056	1.23	0	0.418	0.051	0.059
0.044	0.039	0.035	0.061	0.028	0.02	0.048	0.002	0.256	0.056	0.483	0	0.488	0.73	0.847
0.039	0.068	0.045	0.029	0.027	0.034	0.041	1.23	0.01	0.063	0.648	0	0.394	0.064	0.065
0.043	0.041	0.032	0.273	0.059	0.031	0.044	1.2	0.015	0.065	0.81	0	0.468	0.051	0.065
0.039	0.046	0.046	0.022	0.01	0.018	0.012	0.004	0.009	0.066	0.317	0	0.442	0.064	0.055
0.039	0.044	0.04	0.056	0.062	0.029	0.02	0.004	0.03	0.154	0.338	4	0.612	0.051	0.076
0.042	0.126	0.044	0.047	0.014	0.025	0.042	1.86	0.012	0.098	0.282	0	0.42	0.061	0.065
0.039	0.086	0.037	0.051	0.031	0.025	0.036	1.85	0.007	0.056	0.313	0	0.35	0	0.112
0.834	0.041	0.032	0.022	0.849	0.03	0.459	0.097	0.445	0.285	0.276	0	0.6	0.1	0.191
0.041	0.069	0.034	0.081	0.024	0.025	0.021	0.697	0.006	0.154	0.551	0	0.434	0.051	0.07
0.039	0.046	0.048	0.039	0.043	0.018	0.01	0.002	0.007	0.056	0.254	0	0.378	0.06	0.055
0.663	0.041	0.035	0.028	0.204	0.018	0.604	0.082	0.183	0.216	0.195	0	0.462	0.111	0.17
0.045	0.094	0	0.053	0.028	0.021	0.032	0.132	0.008	0.06	1.33	0	0.388	0.051	0.076
0.039	0.039	0.034	0.12	0.039	0.026	0.033	0.329	0.008	0	0.865	0	0.326	0.051	0.06
0.039	0.042	0.036	0.044	0.011	0.031	0.073	0.306	0.011	0.056	1.22	0	0.436	0.051	0.069
0.068	0.075	0.032	0.098	0.007	0.018	0.042	1.31	0.008	0.162	0.61	0	0.372	0.106	0.055
0.048	0.041	0.034	0.037	0.027	0.021	0.035	0.072	0.007	0	0.138	0	0.322	0.066	0.055
0	0.155	0.038	0.053	0.017	0	0.029	1.84	0.009	0.108	0.414	0	0.36	0.051	0
0.039	0.099	0.042	0.022	0.03	0.022	0.007	2.06	0.011	0.056	2.22	0	0.416	0.051	0.071
0	0.039	0.039	0.044	0.014	0.018	0.024	0.003	0.018	0.073	0.629	0	0.364	0.057	0.058
0.039	0.072	0.032	0.022	0.01	0.047	0.033	0.95	0.012	0.056	2	0	0.482	0.051	0
0.039	0.045	0.032	0.039	0.02	0.024	0.046	1.22	0.013	0.084	0.683	0	0.494	0.063	0.085
0.039	0.111	0.046	0.07	0.111	0.024	0.067	0.695	0.01	0.13	0.346	0	0.366	0.051	0.088
0.039	0.151	0.032	0.033	0.01	0.024	0.048	0.52	0.012	0.079	0.422	0	0.366	0.051	0.055
0.044	0.048	0.032	0.076	0.015	0.027	0.075	0.005	0.066	0.056	0.554	1	0.478	0.081	0.123
0.596	0.039	0.032	0.022	0.086	0.022	0.737	0.006	0.64	0.13	0.328	2	0.7	0.61	1.21
0.526	0.039	0.032	0.022	0.075	0.024	0.667	0.006	0.728	0.151	0.383	2	0.752	0.739	1.48
0.715	0.039	0.046	0.061	0.125	0.067	0.482	0.127	0.145	0.084	1.04	1	0.602	0.064	0.111
0.577	0.039	0.042	0.022	0.132	0.039	0.459	0.12	0.743	0.07	0.501	2	0.682	0.073	0.198
1.27	0.045	0.039	0.022	0.098	0.028	0.823	0.651	0.741	0.374	0.206	0	0.618	0.161	0.441
0.834	0.046	0.036	0.022	0.08	0.028	0.75	0.526	1.7	0.442	0.206	0	0.638	0.615	1.03
0.043	0.071	0.032	0.022	0.007	0.027	0.021	0.104	0.014	0.072	0.088	0	0.404	0.051	0.066
0.051	0.059	0.035	0.022	0.01	0.035	0.016	0.134	0.011	0.056	0.653	0	0.412	0.051	0.055
0	0.04	0.032	0	0.02	0.018	0.021	0.466	0.006	0.056	2.43	0	0.48	0.051	0
0.785	0.039	0.063	0.022	1.04	0.028	0.626	0.399	0.901	0.23	0.255	1	0.622	0.231	0.157
0.045	0.039	0.032	0.022	0.028	0.036	0.023	0.003	0.015	0.056	2.52	0	0.522	0.056	0.055
0.082	0.039	0.032	0.062	0.039	0.042	0.241	0.063	0.057	0.074	0.24	0	0.572	0.051	0.061
0.039	0.039	0.032	0.078	0.042	0.041	0.05	0.003	0.056	0	0.225	0	0.616	0.105	0.067
0.693	0.039	0.038	0.022	0.278	0.034	0.613	0.182	0.659	0.222	0.358	0	0.624	0.066	0.167
0.816	0.039	0.034	0.022	0.391	0.033	0.786	0.23	0.707	0.231	0.371	0	0.642	0.068	0.172
0.039	0.068	0.044	0.03	0.035	0.025	0.021	0.094	0.008	0.056	1.12	0	0.37	0.056	0.055
0.039	0.052	0.034	0.022	0.014	0.03	0.031	0.196	0.014	0	1.42	0	0.444	0.051	0.07
0	0.039	0.039	0.03	0.021	0.043	0.029	0.062	0.013	0.056	1.29	0	0.438	0.051	0.07
0.039	0.051	0.035	0.029	0.023	0.018	0.024	0.004	0.009	0.056	1.54	0	0.318	0	0.067
0	0.039	0.038	0.061	0.014	0.018	0.006	0.002	0.007	0.084	2.58	0	0.416	0.051	0.087
0.045	0.123	0.034	0.029	0.025	0.028	0.021	0.532	0.013	0.075	0.472	0	0.386	0.051	0.055
0.039	0.126	0.046	0.036	0.028	0.03	0.045	0.554	0.013	0.078	0.788	0	0.444	0.051	0.059
0.039	0.094	0.043	0.028	0.02	0.024	0.054	0.044	0.015	0.056	0.681	0	0.504	0.069	0.058
0.048	0.096	0.036	0.022	0.025	0.018	0.031	0.648	0.016	0.092	1.84	0	0.434	0.051	0.055
0.135	0.039	0.038	0.044	0.034	0.051	0.099	0.002	0.126	0	0.621	0	0.552	0.065	0.086
0.042	0.146	0.036	0.027	0.034	0.037	0.05	1.03	0.012	0.145	0.619	0	0.384	0.051	0
0.071	0.096	0.046	0.045	0.106	0.036	0.056	0.093	0.074	0.151	1.49	0	0.512	0.256	0.24
0.048	0.039	0.038	0.05	0.029	0.025	0.065	0.015	0.033	0.102	0.36	0	0.626	0.076	0.066
0.087	0.059	0.032	0.022	0.024	0.024	0.047	0.282	0.507	0.127	0.658	0	0.51	0.737	1.1
0.039	0.094	0.041	0.022	0.075	0.018	0.024	0.169	0.021	0.295	1.09	0	0.512	0.056	0.069
0.051	0.048	0.038	0.101	0.123	0.033	0.071	0.329	0.022	0.069	1.67	0	0.444	0.066	0.079
0.246	0.069	0.032	0.081	0.047	0.043	0.329	2.9	0.041	0.112	3.11	0	0.45	0	0.092
0.041	0.083	0.032	0.026	0.047	0.026	0.141	0.172	0.249	0.056	0.269	0	0.548	0.638	0.256
0.039	0.098	0.044	0.03	0.015	0.022	0.047	0.931	0.027	0.109	2.81	0	0.578	0.054	0.055
0.039	0.079	0.032	0.028	0.014	0.018	0.029	0.148	0.015	0.056	1.39	0	0.46	0.051	0.058
0.809	0.044	0.032	0.064	0.704	0.018	0.601	0.191	0.774	0.323	0.703	0	0.554	0.081	0.079
0.808	0.044	0.032	0.047	0.704	0.018	0.594	0.194	0.856	0.323	0.676	0	0.556	0.081	0.081
0.043	0.115	0.042	0.029	0.004	0.032	0.023	0.095	0.011	0.064	1.22	0	0.428	0.051	0.06
0.043	0.073	0.035	0	0.078	0.025	0.005	0.322	0.019	0.056	1.13	0	0.434	0.051	0.055
0.054	0.076	0	0.022	0.026	0	0.034	0.238	0.009	0.101	2.08	0	0.45	0.051	0.07
0.039	0.096	0.041	0.05	0.01	0	0.015	0.608	0.01	0.093	0.883	0	0.458	0.051	0.055
0.039	0.168	0.034	0.028	0.028	0.024	0.006	0.255	0.021	0.129	0.869	0	0.564	0.058	0.055
0.054	0.039	0.032	0.191	0.096	0.028	0.128	0.099	0.046	0.056	1.33	0	0.56	0.062	0.096
0.039	0.055	0.047	0.033	0.035	0.043	0.044	0.003	0.014	0.056	0.415	0	0.426	0.066	0.055
0.039	0.072	0.037	0.043	0.02	0.03	0.023	0.949	0.008	0.056	2.31	0	0.402	0.051	0
0.245	0.039	0.034	0.034	0.038	0.025	0.184	0.594	0.05	0.056	4.37	3	0.52	0.061	0.113
0.048	0.062	0.041	0.06	0.03	0.018	0.009	0.61	0.007	0.065	1.1	0	0.374	0	0.055
0.039	0.039	0.032	0.044	0.014	0.043	0.084	0.003	0.034	0	0.421	0	0.622	0.053	0.085
0.042	0.068	0.04	0.048	0.062	0.052	0.016	0.481	0.014	0.069	0.366	0	0.4	0.051	0.074
0.039	0.065	0.032	0.033	0.021	0.034	0.033	0.796	0.024	0.056	0.634	0	0.398	0.051	0.065
0.039	0.112	0.034	0.022	0.026	0.018	0.038	0.386	0.013	0	0.178	0	0.408	0.055	0.055
0.039	0.114	0.032	0.046	0.004	0.029	0.038	0.179	0.011	0.114	0.298	0	0.428	0.051	0.087
0.039	0.046	0.047	0.022	0.014	0.018	0.013	0.666	0.012	0.056	0.915	0	0.384	0.054	0.1
0.039	0.047	0.032	0.022	0.02	0.041	0.024	0.526	0.011	0.056	1.59	0	0.478	0.051	0.055
0.039	0.044	0.055	0.106	0.033	0.037	0.025	0.517	0.012	0	0.628	0	0.416	0.051	0
0.102	0.046	0.032	0.283	0.58	0.042	0.074	0.253	0.097	0.131	1.34	0	0.418	0.069	0.102
0.039	0.065	0.038	0.054	0.034	0.023	0.036	1.89	0.012	0.056	0.632	0	0.358	0.061	0.055
0.398	0.045	0.032	0.04	0.037	0.033	0.727	0.105	0.188	0.074	0.492	0	0.598	0.051	0.088
0.091	0.046	0.034	0.139	0.027	0.018	0.047	0.455	0.026	0	0.364	0	0.38	0.051	0.068
0.108	0.047	0.035	0.139	0.027	0.018	0.037	0.458	0.026	0	0.349	0	0.368	0.051	0.07
0.039	0.043	0.036	0.084	0.014	0.026	0.033	1.62	0.011	0.056	0.312	0	0.332	0.062	0.056
0.073	0.043	0.034	0.129	0.107	0.025	0.076	1.55	0.023	0.084	0.822	0	0.392	0.051	0.057
0.039	0.047	0.032	0.022	0.014	0.038	0.014	0.647	0.011	0.056	0.635	0	0.39	0	0.062
0	0.043	0.034	0.048	0.004	0.035	0.045	0.787	0.008	0.056	0.428	0	0.336	0.055	0.07
0.039	0.057	0.034	0.2	0.108	0.018	0.063	1.76	0.016	0.056	0.513	0	0.38	0.051	0.067
0.111	0.061	0.037	0.126	0.011	0.018	0.124	0.29	0.017	0.1	1.08	0	0.43	0.051	0.068
0.419	0.039	0	0.029	0.077	0.032	1.13	0.229	0.29	0.121	0.296	6	0.758	0.075	0.278
0.348	0.039	0.032	0.04	0.066	0.03	1.08	0.204	0.256	0.108	0.306	1	0.76	0.085	0.298
0.039	0.039	0.032	0.062	0.032	0.039	0.148	0.021	0.252	0.098	0.508	0	0.466	0.051	0.069
0.039	0.168	0.038	0.052	0.053	0.022	0.081	1.07	0.012	0.097	0.749	0	0.364	0.051	0.055
0.046	0.07	0.034	0.123	0.027	0.037	0.053	0.21	0.03	0.062	0.288	0	0.476	0.051	0.071
0.651	0.039	0.032	0.022	0.078	0.031	0.478	0.044	0.945	0.241	0.642	0	0.558	0.092	0.093
0.039	0.082	0.032	0.03	0.02	0.03	0.018	0.436	0.009	0.056	1.35	0	0.304	0.081	0.066
0.039	0.068	0.034	0.039	0.017	0.032	0.01	0.868	0.014	0.056	0.679	0	0.446	0.051	0.069
0.236	0.048	0.041	0.056	0.547	0.026	0.159	0.017	0.437	0.148	0.121	2	0.66	0.062	0.278
0.373	0.039	0.032	0.056	0.135	0.029	0.373	0.292	0.655	0.333	0.223	2	0.786	0.051	0.384
0.047	0.056	0.032	0.059	0.022	0.025	0.008	0.536	0.019	0.056	1.2	1	0.53	0	0.058
0.039	0.058	0.044	0.033	0.02	0	0.007	0.933	0.009	0	2.6	0	0.44	0.051	0.055
0.107	0.041	0.038	0.064	0.017	0.042	0.111	0.101	0.074	0	0.372	0	0.576	0.063	0.065
0.042	0.039	0.032	0.032	0.018	0.031	0.032	0.071	0.044	0	0.628	0	0.542	0.051	0.072
0.047	0.06	0.032	0.282	0.078	0.031	0.042	0.141	0.026	0.056	0.199	0	0.348	0.051	0.07
0.088	0.048	0.032	0.063	0.007	0.041	0.087	0.002	0.774	0.065	0.16	0	0.626	0.729	1.94
0.039	0.039	0.032	0.022	0.017	0.04	0.051	0.007	0.013	0	0.641	0	0.44	0.051	0.077
0.039	0.044	0.034	0.126	0.024	0.031	0.04	0.137	0.025	0.065	0.12	0	0.442	0.051	0.065
0	0.039	0.034	0.022	0.01	0.025	0.018	0.07	0.011	0.056	1.25	0	0.518	0.081	0.057
0.039	0.039	0.032	0.032	0.01	0.037	0.016	0.034	0.028	0.056	0.179	1	0.624	0.081	0.067
0	0.039	0.032	0.029	0.017	0.039	0.023	0.04	0.027	0	0.233	1	0.646	0.051	0.067
0.039	0.064	0.032	0.036	0.017	0.044	0.044	0.209	0.03	0.078	0.354	0	0.6	0.071	0.06
0	0.07	0.032	0.022	0.017	0.04	0.049	0.227	0.03	0.068	0.361	0	0.574	0.051	0.055
1.2	0.039	0.032	0.022	0.354	0.032	1.24	0.616	0.514	0.338	0.339	2	0.69	0.059	0.135
0.046	0.217	0.038	0.06	0.024	0.029	0.038	1.33	0.013	0.109	3.48	0	0.44	0.051	0.056
0.039	0.044	0.032	0.022	0.017	0.031	0.028	0.234	0.01	0.056	0.435	0	0.44	0.051	0.055
0.044	0.039	0.032	0.09	0.024	0.034	0.029	0.06	0.044	0.071	0.632	0	0.434	0.055	0.072
0.052	0.042	0.035	0.052	0.01	0.034	0.055	0.04	0.146	0.078	0.263	0	0.662	0.348	0.539
0.039	0.039	0.032	0.022	0.029	0.026	0.098	0.064	0.041	0.056	0.232	1	0.66	0.051	0.066
0.039	0.039	0.032	0.041	0.05	0.029	0.121	0.005	0.02	0.056	0.684	4	0.65	0.071	0.08
0.084	0.039	0.042	0.07	0.024	0.023	0.124	0.004	0.59	0.056	0.274	2	0.68	0.547	1.56
0.039	0.058	0.045	0.073	0.01	0.03	0.042	0.017	0.006	0.063	0.95	0	0.362	0.051	0.055
0.381	0.039	0.032	0.058	0.017	0.032	0.509	0.057	0.245	0.111	0.66	4	0.72	0.054	0.102
0.048	0.051	0	0.022	0.017	0.04	0.038	0.091	0.033	0.056	0.56	3	0.68	0.082	0.071
0.039	0.147	0.032	0.022	0.017	0.032	0.048	0.969	0.015	0.077	0.296	0	0.62	0.051	0.062
0.039	0.047	0.032	0.032	0.017	0.04	0.036	0.676	0.029	0.101	0.205	1	0.652	0.064	0.055
0.039	0.152	0.032	0.022	0.007	0.053	0.052	0.423	0.01	0.116	1.12	0	0.458	0.051	0.055
0.046	0.042	0.044	0.022	0.004	0.029	0.051	0.016	0.025	0	0.389	1	0.624	0.054	0.066
0.57	0	0.032	0.031	0.093	0	0.323	0.113	0.518	0.154	0.29	4	0.698	0.655	0.896
0.667	0.039	0.039	0.067	0.074	0.024	0.435	0.095	0.585	0.305	0.358	2	0.692	0.056	0.155
0.336	0.039	0.032	0.056	0.036	0.018	0.275	0.024	0.045	0.056	0.623	1	0.652	0.062	0.075
0.902	0.042	0.032	0.022	0.209	0.038	1.31	0.997	0.177	0.143	0.57	2	0.802	0.051	0.096
0.313	0.049	0.039	0.05	0.083	0.042	0.288	0.7	0.038	0.155	0.451	2	0.642	0.078	0.093
0.052	0.039	0.032	0.036	0.028	0.044	0.031	0.071	0.21	0.066	1.1	0	0.524	0.051	0.088
0.039	0.039	0	0.039	0.01	0.024	0.033	0.361	0.024	0.087	0.356	5	0.694	0.051	0.055
0.039	0.082	0.037	0.028	0.014	0.034	0.096	0.32	0.027	0.093	0.125	0	0.656	0.051	0.066
0.039	0.048	0.039	0.022	0.007	0.034	0.054	0.004	0.014	0.067	0.322	1	0.628	0.051	0.091
0	0.041	0.041	0.022	0.01	0.094	0.014	0.004	0.018	0	1.12	1	0.548	0.051	0.08
0.054	0.047	0.032	0	0.01	0.024	0.03	0	0.012	0.056	1.24	0	0.506	0.058	0.055
0.039	0.039	0.044	0.022	0.02	0.056	0.011	0	0.014	0	0.294	1	0.51	0.051	0.055
0.039	0.049	0.057	0.043	0.015	0.036	0.031	0.035	0.007	0.056	0.582	0	0.424	0.051	0.055
0.039	0.044	0.044	0.056	0.017	0.02	0.041	0.041	0.016	0.056	0.328	0	0.486	0	0.06
0.039	0.108	0.039	0.022	0.04	0.03	0.082	0.072	0.018	0.135	0.215	0	0.528	0.051	0.067
0.057	0.07	0.032	0.029	0.004	0.023	0.059	0.102	0.064	0.111	0.635	2	0.536	0.294	0.121
0.039	0.041	0.037	0.029	0.004	0.018	0.079	0.003	0.017	0	0.133	1	0.626	0.051	0.077
0.039	0.039	0.032	0.032	0.02	0.023	0.083	0.004	0.021	0	0.168	1	0.668	0.051	0.117
0.068	0.039	0.033	0.093	0.024	0.032	0.076	0.288	0.025	0.075	3.33	1	0.436	0.058	0.072
0.043	0.048	0.036	0.03	0.024	0.053	0.042	0.297	0.01	0.104	1.11	0	0.422	0.051	0.093
0.049	0.243	0.032	0.022	0.01	0.024	0.058	0.867	0.008	0.056	2.91	0	0.37	0.051	0.055
1.03	0.039	0.032	0.06	0.436	0.028	0.697	0.036	0.325	0.156	0.327	3	0.584	0.093	0.081
0.067	0.047	0.038	0.057	0.004	0.024	0.034	0.185	0.014	0.083	0.425	0	0.442	0.051	0.055
0.207	0.051	0.037	0.076	0.021	0.035	0.12	0.199	0.029	0.056	0.604	0	0.436	0.051	0.068
0.039	0.069	0.032	0.039	0.014	0.022	0.041	0.018	0.018	0.085	2.07	0	0.542	0.096	0.069
0.049	0.057	0.032	0.03	0.014	0.027	0.057	0.06	0.009	0.075	2.07	0	0.47	0.066	0.063
0.172	0.039	0.049	0.026	0.034	0.036	0.137	0.004	0.047	0.133	1.04	0	0.444	0.051	0.066
0.045	0.049	0.032	0.022	0.004	0.036	0.012	0.316	0.011	0	1.21	0	0.456	0.051	0.076
0.656	0	0.032	0.046	0.004	0.043	0.355	0.014	0.281	0.083	0.319	0	0.7	0.075	0.088
0.039	0.048	0.034	0.022	0.011	0.032	0.007	0.028	0.007	0.067	0.294	0	0.424	0.051	0.063
0.05	0.094	0.032	0.022	0.024	0.027	0.062	0.056	0.024	0.219	2.56	0	0.48	0.051	0.066
0.055	0.039	0.038	0.026	0.014	0.024	0.063	0.038	0.01	0.056	0.86	0	0.39	0.051	0.097
0.504	0.046	0.032	0.046	0.007	0.024	0.63	0.054	0.184	0.09	0.263	3	0.646	0.059	0.093
0.049	0.049	0	0.022	0.024	0.024	0.054	0.814	0.007	0.102	1.56	0	0.506	0.051	0.055
0.274	0.039	0.032	0.047	0.823	0.024	0.23	0.018	0.432	0.34	0.274	2	0.602	0.061	0.194
0.045	0.053	0.032	0.031	0.02	0.029	0.005	0.009	0.007	0.085	2.51	0	0.456	0.051	0.055
0.039	0.075	0.039	0.022	0.021	0.036	0.025	0.124	0.011	0.072	1.06	0	0.432	0.055	0.086
0.039	0.044	0.032	0.052	0.007	0.054	0.025	0.112	0.012	0.093	1.1	0	0.44	0.051	0.066
0.049	0.044	0.037	0.035	0.033	0.018	0.049	0.289	0.011	0.056	0.622	0	0.434	0.071	0.061
1.47	0.039	0.036	0.022	0.294	0.018	0.72	0.161	0.41	0.435	0.299	2	0.636	0.14	0.16
0.039	0.142	0.032	0.022	0.014	0.024	0.052	0.397	0.007	0.056	0.748	2	0.422	0.064	0.056
0.042	0.128	0.037	0.026	0.01	0.039	0.014	0.245	0.006	0.084	1.32	0	0.438	0.051	0.055
0.039	0.111	0.032	0.022	0.007	0.036	0.039	0.12	0.013	0.078	0.586	0	0.382	0.051	0
0.039	0.13	0.032	0.022	0.004	0.043	0.023	0.139	0.006	0.056	0.984	0	0.442	0.077	0.07
0.039	0.048	0.034	0.039	0.01	0.04	0.024	0.101	0.012	0	0.529	0	0.48	0.055	0.066
0.049	0.051	0.037	0.022	0.007	0.024	0.06	0.071	0.012	0.056	0.341	1	0.494	0.051	0.084
0.048	0.045	0.037	0.022	0.014	0.032	0.047	0.515	0.014	0.056	0.888	0	0.494	0	0.061
0.059	0.063	0.042	0.022	0.024	0.042	0.016	0.285	0.008	0.063	0.788	0	0.354	0	0.055
0.042	0.058	0.032	0.029	0.018	0.033	0.039	0.086	0.01	0	0.208	0	0.38	0	0.087
0.039	0.043	0.042	0.039	0.014	0.039	0.027	0.107	0.01	0.056	0.223	0	0.382	0.071	0.062
0.039	0.049	0.039	0.032	0.014	0.025	0.007	0.388	0.01	0	1.94	0	0.46	0.051	0.064
