H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0	0.036	0.036	0	0.071	0.063	0	6.87	0.032	0.0577
0	0.034	0.016	0	0.167	0	0.082	3.75	0.032	0.0417
0.788	0.688	0.356	0.497	0.9	0.516	0.136	0.004	0	0
0	0.024	0.029	0	0	0	0.082	0.004	0.053	0
0.206	0.011	0.05	0.056	0.071	0	0.082	0.004	0.033	0.0108
0	0.018	0.016	0.059	0.071	0	0	0.006	0.053	0.00509
0.04	0.014	0.016	0.038	0.231	0.078	0.082	1.45	0.037	0.0168
0.099	0.014	0.03	0.056	0.097	0	0.082	1.48	0.032	0.0258
0.415	0.187	0.115	0.133	0.129	0.13	0.111	0.195	0.087	0.0393
0.176	0.007	0.065	0.112	0	0.165	0.082	0.131	0.171	0.348
0.51	0.014	0.052	0	0	0.063	0.082	0.043	0.032	0.0576
0.901	1.13	0.15	0.378	2.31	1.76	0.902	0.004	0.051	0
0.518	0.013	0.016	0.331	0.071	0.361	0.082	0.474	0.186	0.0354
0	0.027	0.016	0.049	0.071	0.063	0.082	0.22	0.032	0.048
0	0.028	0.034	0	0.084	0.063	0.082	0.1	0.035	0.00242
0	0.04	0.016	0.111	0.071	0.181	0.082	0.028	0.437	0.0529
0	0.049	0.054	0.044	0.071	0	0.094	0.028	0.034	0.00945
0.138	0.007	0.045	0.223	0.071	0.934	0.089	0.317	0.084	0.4
0	0.007	0.016	0.058	0.112	0.063	0.082	0.492	0.049	0.124
0	0.036	0.016	0.089	0.106	0.135	0.082	0.543	0.032	0.0372
0	0.024	0.016	0.049	0.097	0.063	0	0.607	0.037	0.0205
0.395	0.016	0.016	0.19	0.071	0.113	0.093	0.038	0.235	0.00236
0	0.007	0	0.065	0.109	0.097	0.108	8.03	0.053	0.185
0.25	0.007	0.049	0.061	0.144	0.105	0.116	8.7	0.092	0.256
0.363	0.022	0.024	0.072	0.15	0.123	0.082	1.26	0.032	0.0226
0	0.018	0.035	0.038	0.081	0.063	0.13	0.703	0.032	0.0165
0.548	0.047	0.034	0.075	0.081	0.063	0.128	0.073	0.034	0.0499
0	0.007	0.016	0.047	0.071	0.063	0.082	0.11	0.032	0.0385
0	0.018	0.016	0.059	0.088	0	0.082	0.121	0	0.0482
0	0.038	0.059	0.294	0.071	0	0.082	0.026	0.403	0.0604
0.322	0.027	0.028	0.079	0.071	0.063	0.082	0.011	0.041	0.0554
0	0.026	0.016	0	0.095	0	0	0.158	0.04	0.0121
0	0.042	0.03	0.08	0.097	0.063	0.082	0.596	0.032	0.013
0.186	0.025	0.016	0.103	0	0.406	0.088	0.052	0.213	0.112
0.04	0.014	0.026	0.044	0.091	0.063	0.099	0.25	0.032	0.0631
0.334	0.046	0.03	0.038	0.081	0.063	0.082	0.241	0.037	0.071
0.123	0.027	0.037	0	0.092	0.212	0.158	0.076	0.064	0.423
0	0.012	0.044	0.095	0.125	0.167	0.092	0.53	0.042	0.388
0	0.027	0.03	0.056	0.11	0.12	0.088	0.402	0.17	0.0144
0	0.027	0.016	0.048	0.126	0	0.082	0.061	0.032	0.0585
0	0.018	0.031	0.047	0	0.063	0.082	0.074	0.032	0.00985
0	0.02	0.03	0.103	0.088	0.074	0.126	0.414	0.036	0.0634
0	0.011	0.028	0	0.146	0.063	0	0.373	0	0.0101
0.136	0.017	0.027	0	0.079	0.063	0.082	0.083	0.032	0.005
0.105	0.063	0.024	0.046	0.193	0.063	0.082	0.183	0.035	0.218
0.202	0.007	0.016	0.038	0.071	0.063	0	0.239	0.035	0.0451
0	0.013	0.016	0.122	0.097	0.214	0.082	0.448	0.047	0.0244
0.216	0.015	0.016	0.203	0.071	0.106	0.138	0.039	0.079	0.0605
0	0.026	0.016	0.078	0.098	0.063	0.082	0.068	0.038	0.325
0.17	0.023	0.016	0.044	0.071	0.063	0.094	0.917	0.038	0.215
0.814	0.017	0.054	0.632	0.071	1.02	0.098	1.21	0.193	0.132
0	0.031	0.016	0.038	0.105	0	0.13	0.076	0.096	0.0607
0	0.029	0.033	0.038	0.107	0.097	0.126	0.287	0.034	0.0445
0.066	0.007	0.038	0.056	0.071	0.154	0.082	0.17	0	0.102
0	0.036	0.026	0	0.134	0.063	0.082	0.241	0.032	0.0355
0	0.007	0	0.108	0.071	0.063	0.082	0.357	0.036	0.0456
0.249	0.026	0.028	0.066	0.124	0.063	0.082	0.886	0.032	0.00485
0	0.04	0.016	0.068	0.078	0.231	0.113	0.21	0.045	0.0381
0	0.012	0.03	0.08	0.071	0.063	0.082	1.33	0.035	0.0047
0.414	0.034	0.031	0.052	0.071	0.15	0.082	0.876	0.169	0.0184
0	0.017	0.016	0.038	0.141	0.063	0.082	4.63	0.032	0.046
0	0.029	0.016	0.038	0.136	0.063	0.082	0.04	0.038	0.067
0.04	0.007	0.016	0.056	0.107	0.063	0.082	1.13	0.043	0.124
0.26	0.02	0.016	0.405	0	0.103	0.1	10.2	0.047	0.179
0	0.03	0.043	0	0.071	0.063	0.082	0.028	0.032	0
0.161	0.034	0	0.118	0.071	0.063	0.135	0.239	0.064	0.0365
0.31	0.015	0.016	0.072	0.071	0.063	0.13	0.138	0.042	0.0397
0	0.017	0.016	0.076	0.071	0	0.103	0.455	0.064	0.16
0	0.021	0.016	0.1	0.071	0.063	0.114	0.424	0.051	0.112
0	0.03	0.038	0.075	0.107	0.092	0.089	0.421	0.056	0.13
0.17	0.028	0.035	0.08	0.11	0.212	0.082	0.418	0.034	0.114
0	0.024	0.032	0.164	0.071	0.063	0.082	0.27	0.034	0.133
0	0.015	0.029	0.042	0.071	0.063	0.082	0.189	0.032	0.0382
0.162	0.036	0.032	0.271	0.071	0.147	0.169	0.18	0.041	0.119
0.599	0.013	0.024	0.227	0.156	1.27	0.099	0.108	0.106	0.624
0.066	0.033	0.029	0.09	0.152	0.113	0.094	0.371	0.043	0.0477
0.34	0.007	0.016	0.24	0.071	0.919	0.082	0.608	0.401	0.299
0	0.007	0.016	0.038	0.251	0.063	0	0.363	0.032	0.0871
0.447	0.036	0.028	0.123	0.096	0.286	0.13	0.355	0.035	0.0771
0	0.015	0.016	0.108	0.071	0.063	0.082	7.63	0.042	0.353
0	0.02	0.033	0.044	0.082	0.063	0.082	0.6	0.04	0.064
0	0.03	0.03	0.056	0.148	0.063	0.082	0.659	0.032	0.0383
0	0.032	0	0.04	0.169	0.063	0.082	0.47	0.038	0.0509
0.386	0.026	0.025	0.048	0	0.214	0.159	0.06	0.092	0.00823
0	0.021	0.016	0.071	0.114	0.063	0.082	0.075	0.038	0.0792
0.345	0.021	0.019	0.056	0.174	0.063	0.092	1.04	0.035	0.161
0	0.032	0.035	0.053	0.108	0.063	0.118	0.991	0.032	0.139
0.135	0	0.029	0.1	0.071	0.133	0.082	1.43	0.035	0.0848
0	0.017	0.034	0.083	0.071	0	0.119	0.023	0.034	0.0453
0	0.027	0.023	0.056	0.13	0.063	0	1.19	0.035	0.285
0.254	0.036	0.036	0.149	0	0.405	0.123	0.318	0.056	0.04
0	0.027	0.048	0.084	0	0.063	0	0.028	0.04	0.00136
0.131	0.035	0.016	0.095	0.132	0.063	0.082	0.095	0.062	0.0596
0	0.014	0.037	0.059	0.103	0.063	0	0.032	0.032	0.0576
0.04	0.028	0.056	0.05	0.151	0	0.082	0.121	0.037	0.0347
0.202	0.044	0.016	0.056	0.103	0.063	0.082	0.066	0.036	0.0686
0.04	0.033	0.03	0.09	0.097	0.256	0	0.052	0.104	0.133
0	0.032	0.016	0.038	0.122	0.097	0.092	0.369	0.048	0.0342
0.504	0.023	0.02	0.36	0	0.82	0.082	0.402	0.052	0.079
0.04	0.007	0.029	0.052	0.103	0.063	0.111	1.29	0	0.151
0	0.049	0.044	0.104	0.094	0.126	0.082	0.145	0.043	0.219
0	0.007	0.041	0.043	0.102	0.063	0	0.343	0	0.0242
0.206	0.036	0.05	0.047	0.154	0.063	0	0.293	0.042	0.0259
0.04	0.007	0.016	0	0.117	0.212	0.118	0.022	0.061	0.256
0.123	0.022	0.016	0.152	0.081	0.063	0.082	0.05	0.038	0.294
0	0.022	0.052	0.048	0.12	0	0.082	0.298	0.042	0.136
0.622	0.014	0.016	0.878	0.071	0.592	0.082	0.39	0.165	0.439
0	0.025	0.05	0.086	0.084	0.228	0.159	2.05	0.078	0.124
0	0.019	0.03	0	0.071	0.063	0.082	0.259	0.032	0
0.084	0	0.042	0.045	0.15	0	0.082	0.208	0.032	0.0361
0	0.012	0.034	0	0.071	0.138	0.082	0.198	0.032	0.0292
0	0.016	0.032	0.059	0.12	0	0	0.084	0.032	0.0736
0	0.016	0.02	0.038	0.091	0.122	0.104	0.207	0.062	0.0534
0	0.025	0.029	0.044	0.115	0.063	0	0.144	0.04	0.0344
0	0.018	0.016	0	0.112	0.063	0.082	0.193	0.047	0.0514
0.16	0.007	0.021	0.038	0	0.063	0.082	0.122	0.032	0.0651
0.187	0.012	0.025	0.104	0.071	0.063	0.128	0.264	0.251	0.0914
0	0.007	0.016	0.043	0.071	0.097	0.082	0.126	0.043	0.0967
0.501	0.013	0.035	0.056	0.084	0.063	0.082	0.004	0.051	0.003
0	0.033	0	0.06	0.079	0.063	0.082	0.048	0.041	0.18
0.56	0.015	0.016	0.048	0.097	0.063	0.082	0.37	0.043	0.203
0.224	0	0.035	0.038	0.071	0.063	0.082	0.204	0.035	0.0759
0	0.04	0.016	0	0.161	0.063	0.082	0.17	0.032	0.0251
1.93	0.023	0.045	0.056	0.087	0.063	0.082	0.884	0.06	0.0532
0	0	0.033	0.058	0.071	0	0.082	0.068	0.047	0.117
0.128	0.017	0.04	0.268	0.071	0.656	0.082	0.033	0.065	0.00609
0	0.021	0.04	0	0.071	0.063	0.09	0.041	0.048	0.0308
0	0.024	0.037	0.059	0.071	0.074	0.117	0.359	0.038	0.0109
0	0.04	0.031	0.05	0.071	0.262	0.101	0.521	0.264	0.105
0	0.036	0.016	0.038	0.103	0.063	0.082	0.496	0.052	0.0055
0	0.034	0.016	0.066	0.117	0.126	0.098	0.502	0.032	0.00941
0	0.034	0.016	0.066	0.117	0.126	0.098	0.502	0.032	0.00941
0	0.029	0.016	0.062	0.151	0.063	0.082	0.058	0.032	0.13
0.231	0.007	0.016	0.08	0.098	0.139	0.108	0.251	0.062	0.0439
0	0.02	0.024	0.056	0.071	0	0.082	0.191	0.036	0.0719
0.605	0.017	0.03	0.564	0.071	0.808	0.154	0.314	0.042	0.0864
0	0.007	0.05	0.054	0.071	0.063	0.105	0.983	0.04	0.037
0.533	0	0.033	0.725	0.071	0.269	0.082	0.774	0.068	0.279
0.255	0.019	0.016	0	0.123	0	0	0.284	0.034	0.0339
0.602	0.036	0.044	0.72	0.341	1.47	0.082	1.75	0.379	0.138
0	0.015	0.036	0.079	0.198	0.063	0.098	0.103	0.059	0.578
0	0.022	0.05	0.044	0.087	0.063	0.082	0.446	0.032	0.0177
0	0.007	0.016	0.08	0.071	0.063	0.082	0.142	0.032	0.108
0	0.015	0.047	0.038	0	0	0.082	0.004	0	0.0223
0	0.024	0.028	0.056	0.071	0	0	0.004	0.032	0.0133
0	0.022	0.063	0.038	0.097	0.151	0.142	0.004	0.055	0.0185
0	0.042	0.016	0.038	0.071	0	0.082	0.064	0.042	0.102
0.04	0.05	0.04	0	0.084	0.063	0.082	0.013	0.039	0.0784
0.422	0.025	0.016	0.19	0	0.726	0.141	0.03	0.06	0.0528
0	0.012	0.026	0	0.088	0	0.106	0.457	0	0.0224
0	0	0.016	0.038	0.071	0.063	0	0.161	0.032	0.0464
0	0.04	0.022	0.091	0.071	0.063	0.082	0.402	0	0.0561
0.2	0.03	0.024	0.052	0.108	0.063	0.082	0.607	0	0.0624
0	0.007	0.016	0.038	0.071	0.063	0	0.275	0.032	0.0197
0.17	0.237	0.085	0.161	0.119	0.104	0.111	247	0.052	0.0247
0.252	0.044	0	0	0.108	0.063	0.082	0.123	0.037	0
1.67	0.007	0.016	0.451	0.234	1.64	0.082	0.188	0.058	0.532
0	0.033	0.041	0	0.097	0.078	0.082	0.034	0.051	0.0362
0	0.041	0.035	0.048	0.144	0.147	0.082	5.46	0.042	0.0472
0.141	0.035	0.042	0.09	0.071	0.114	0.082	0.328	0.049	0.0337
0	0.016	0.016	0	0.092	0.063	0.082	0.465	0.035	0.0142
0	0.031	0.037	0.038	0.223	0.212	0.094	0.708	0	0.0272
0	0.017	0.026	0.068	0.084	0.282	0.115	0.722	0.04	0.0535
0	0.015	0.037	0.081	0.117	0	0.082	0.053	0.04	0.0306
0.651	0	0.016	0.497	0.071	1.99	0.12	0.135	0.138	0.774
0.04	0.007	0.045	0.048	0.129	0.126	0.082	3.22	0	0.0952
0.255	0.019	0.039	0.062	0.071	0.063	0.082	0.35	0.043	0.143
0.224	0.035	0.038	0.056	0.263	0	0.165	0.261	0.036	0.215
0.487	0.018	0.021	0.068	0.142	0.113	0.082	6.43	0.042	0.113
0.45	0.018	0.061	0.049	0.071	0.063	0.082	0.017	0.032	0.0595
0	0.034	0.036	0.06	0.159	0.063	0.082	0.27	0.034	0.0566
0.326	0.026	0.021	0.068	0.084	0.204	0.1	0.174	0.041	0.00257
0.692	0.007	0.043	1.09	0.071	0.698	0	0.608	0.307	0.0825
0	0.007	0.059	0.059	0.071	0.181	0.09	0.643	0.037	0.092
0.156	0.029	0.034	0.08	0.22	0.104	0.082	0.248	0.032	0.102
0.41	0.01	0.041	0.038	0.115	0.063	0.082	0.004	0.032	0.0477
0.47	0.03	0.04	0.113	0.071	0.225	0.21	0.12	0.047	0.0332
0.04	0.028	0.045	0.044	0.152	0	0.082	0.055	0.032	0.0198
0.062	0.016	0.041	0.049	0.096	0.063	0.082	0.253	0.032	0.033
0.075	0.007	0.037	0.062	0.071	0.063	0.082	0.245	0.038	0.0836
0	0.033	0.033	0.101	0.071	0.063	0.082	0.339	0.037	0.625
0	0.04	0.038	0.057	0.071	0	0.114	0.337	0.032	0.383
0.123	0.013	0.047	0.051	0.091	0.212	0.089	0.338	0.034	0.378
0	0.048	0.046	0.056	0.103	0.164	0.082	0.335	0.041	0.34
0.617	0.023	0.048	0.082	0.111	0.123	0.086	0.834	0.035	0.0234
0.393	0.011	0.027	0.082	0.241	0.083	0	0.079	0.032	0.00925
0	0.031	0.035	0.04	0.077	0.163	0	0.146	0.041	0.02
0.904	0.022	0.04	0.626	0.071	0.479	0.082	0.143	0.099	0.0173
0.04	0.052	0.095	0.072	0.087	0	0.082	0.114	0.038	0.0249
0	0.026	0.054	0.049	0.236	0.063	0	0.042	0.032	0.0466
0.137	0.04	0.056	0.158	0.136	0.164	0.082	0.052	0.032	0.0499
0	0.031	0.016	0.046	0.156	0.063	0.082	0.771	0.038	0.221
0.194	0.014	0.058	0.115	0.144	0.231	0.082	0.874	0.033	0.0621
0	0.028	0.016	0.046	0.125	0.119	0.106	0.92	0.032	0.132
0.084	0.037	0.039	0.063	0.151	0.063	0.106	0.478	0.044	0.0614
0.164	0.357	0.072	0.2	0.838	0.4	0.396	0.004	0.116	0.00125
0	0.028	0.054	0.092	0.145	0.063	0.082	0.069	0.034	0.0183
0.235	0.03	0.046	0.323	0.071	0.063	0.204	0.158	0.092	0.00583
0	0.046	0.05	0.058	0.111	0.316	0.082	0.558	0.035	0.00627
0	0.036	0.032	0.057	0.071	0.063	0	0.547	0.037	0.0106
0.206	0.014	0.036	0.065	0.071	0.063	0.082	0.654	0.04	0.0158
0	0.017	0.016	0.038	0.071	0.063	0.082	0.639	0.04	0.0127
0	0.023	0.033	0.04	0.071	0.063	0.092	0.062	0.041	0.0786
0	0.03	0.016	0.067	0.078	0.159	0.1	1.25	0.136	0.0766
0	0.04	0.045	0.064	0.111	0.063	0.082	1.61	0.032	0.051
0	0.055	0.038	0.214	0.071	0.201	0.106	0.069	0.051	0.0065
0	0.007	0.024	0.083	0.157	0.063	0	0.243	0.035	0.0306
0	0.013	0.016	0.066	0.13	0.063	0.082	1.15	0.039	0.0142
0.606	0.007	0.022	0.057	0.115	0.063	0.082	0.525	0.036	0.0379
0	0.011	0.041	0.064	0.071	0	0.092	0.653	0.032	0.0286
0	0.025	0.06	0.069	0.071	0.126	0.094	0.668	0.032	0.0247
0.934	0.03	0.044	0.066	0.076	0.147	0.098	1.45	0.05	0.0585
0	0.023	0.025	0.044	0.101	0.162	0	1.22	0.048	0.113
0.197	0.034	0.035	0.058	0.122	0.063	0.082	53.4	0.039	0.118
0.986	0.031	0.016	0.074	0.136	0.063	0	0.151	0.035	0.0095
0	0.034	0.036	0.114	0.104	0.063	0	0.059	0.033	0.00538
0	0.027	0.044	0.108	0.147	0.163	0.096	3.18	0.045	0.0176
1.31	0.007	0.034	1.12	0.071	0.977	0.082	0.858	0.558	0.14
0.104	0.021	0.016	0.056	0.196	0.063	0.082	1.05	0.032	0.127
0.123	0.025	0.026	0.056	0.102	0.113	0.111	0.086	0.032	0.17
0.133	0.018	0.044	0.096	0.071	0.147	0.117	0.04	0.04	0.00331
0	0.037	0.032	0.046	0.071	0	0.111	1.27	0.032	0.0466
0	0.037	0.058	0.06	0.079	0.063	0.082	1.27	0.04	0.0362
0	0.02	0.035	0.047	0.107	0.063	0.124	0.051	0.036	0.0435
0.192	0.026	0.032	0.081	0.102	0.147	0.189	1	0.054	0.0756
0	0.027	0.025	0.068	0.164	0.063	0.1	0.588	0.042	0.0404
0	0.021	0.031	0.095	0.154	0.163	0.13	0.52	0.056	0.434
0	0.018	0.026	0.062	0.12	0.063	0.082	0.426	0.034	0.0318
0	0.034	0.062	0.05	0.219	0.063	0	0.402	0.036	0.0186
0.25	0.025	0.027	0.038	0.084	0	0	0.476	0.032	0.00228
1.07	0.007	0.06	1.31	0.071	0.909	0.154	0.211	0.356	0.16
0.792	0.023	0.036	0.093	0.077	0	0.157	0.806	0.032	0.0397
0	0.012	0.037	0.05	0.071	0.063	0.082	0.325	0.032	0.0512
0	0.04	0.021	0.07	0.098	0.063	0.103	0.349	0.032	0.0374
0.105	0.026	0.048	0.052	0.071	0.063	0.082	0.191	0.032	0.0181
0.384	0.015	0.034	0.046	0.119	0.063	0.13	0.347	0.039	0.175
0.322	0.011	0.026	0	0.091	0	0.082	0.562	0.119	0.122
0.197	0.024	0.038	0.101	0.071	0.13	0.126	0.064	0.103	0.0409
0.16	0.051	0.016	0.062	0.179	0.063	0.082	1.24	0.042	0.1
0	0.007	0.016	0.06	0.098	0.164	0.112	1.85	0.034	0.158
0.501	0	0.024	0.264	0.071	0.546	0.082	0.673	1.05	0.101
0	0.023	0.016	0.053	0.077	0.063	0	0.142	0.039	0.133
0	0.027	0.054	0.075	0	0.063	0.102	0.043	0.047	0.00427
0	0.036	0.037	0.047	0.132	0	0	2.69	0.039	0.0445
0	0.028	0.046	0	0.071	0.063	0	0.03	0.032	0.0448
0	0.018	0.043	0.046	0.081	0	0.22	1.64	0.033	0.076
0.41	0.007	0.05	0.066	0.084	0.063	0.082	1.73	0.032	0.107
0.144	0.041	0.041	0.107	0.086	0.08	0.098	5.56	0.138	0.05
0	0.022	0.049	0.05	0.094	0.063	0.082	0.175	0.032	0.0389
0.218	0.03	0.034	0.088	0.164	0.063	0.082	0.119	0.045	0.158
0	0.032	0.036	0.044	0.071	0.126	0.094	0.916	0.032	0.0581
0	0.011	0.052	0	0.071	0	0.082	1.48	0.04	0.0287
0	0.024	0.04	0.08	0	0.212	0.186	1.08	0.363	0.0626
0.31	0.022	0.036	0.07	0.071	0.107	0.103	1.06	0.048	0.0695
0.146	0.026	0.034	0.038	0.108	0	0.082	0.362	0.032	0.0757
0	0.024	0.054	0.061	0.157	0.316	0.082	0.605	0.032	0.09
0	0.013	0.037	0.044	0.093	0.063	0.082	1.09	0.04	0.021
0.188	0.007	0.045	0.047	0.228	0.063	0.082	1.48	0.032	0.0737
0	0.048	0.049	0.05	0.136	0.113	0.082	0.051	0.049	0.193
0.17	0.028	0.016	0.049	0.089	0.063	0	0.139	0.054	0.146
0	0.024	0.044	0.042	0.097	0	0.082	0.021	0.032	0.138
0.133	0.007	0.064	0.109	0.102	0	0.082	0.336	0.034	0.0474
0.298	0.042	0.029	0.078	0.111	0.121	0.135	0.722	0.036	0.043
0.214	0.045	0.039	0.06	0.084	0.1	0.113	0.472	0.055	0.0415
0.066	0.018	0.04	0.061	0.071	0	0.093	0.44	0.043	0.0143
0	0.016	0.058	0.118	0.138	0.162	0	0.085	0.033	0.0214
0.212	0.013	0.029	0.047	0.097	0.097	0	0.081	0.032	0.0906
0	0.019	0.029	0.038	0.096	0	0	0.966	0.032	0.132
0	0.028	0.016	0.066	0.071	0.063	0.082	0.035	0.032	0.0222
0.606	0.021	0.024	0.055	0.123	0.063	0.082	0.101	0.054	0.0486
0	0.031	0.072	0.065	0.13	0.123	0.223	0.272	0.048	0.0609
0	0.056	0.025	0.076	0.138	0.113	0.082	0.271	0.051	0.0486
0.04	0.028	0.016	0.062	0.207	0	0.082	0.325	0.034	0.015
0.264	0.049	0.041	0.075	0.071	0.189	0.096	0.052	0.044	0.00814
1.83	0.025	0.028	0.08	0.132	0.063	0.082	0.073	0.038	0.195
0.188	0.043	0.02	0.076	0	0.063	0.1	0.902	0.044	0.0105
0.779	0.036	0.044	0.053	0.127	0.063	0	0.398	0.04	0.0336
0.206	0.027	0.022	0.076	0.132	0.063	0.132	0.401	0.048	0.0246
0	0.039	0.035	0.133	0.094	0.063	0.1	0.409	0.036	0.0277
0.226	0.014	0.016	0.043	0.071	0.063	0.121	0.325	0.073	0.028
0.243	0.007	0.026	0.071	0.089	0.194	0.171	0.327	0.04	0.0521
0.224	0.024	0.027	0.074	0.148	0.148	0.082	0.353	0.038	0.0423
0	0.03	0.016	0.052	0.093	0.063	0.082	0.369	0.033	0.039
0.04	0.02	0.033	0.053	0.084	0.119	0.095	0.358	0.069	0.0343
0.515	0	0.048	0.038	0.071	0	0.082	0.071	0.036	0.222
0	0.018	0.037	0.099	0.071	0.097	0.082	0.235	0.032	0.13
0.189	0.022	0.042	0.27	0.071	0.136	0.111	0.43	0.038	0.143
0.16	0.021	0.063	0.059	0.084	0.063	0.082	0.044	0.039	0.00325
0.156	0.02	0.032	0.109	0.071	0	0.082	0.004	0.112	0
0	0.024	0.057	0.038	0.071	0.138	0.082	0.004	0.038	0
0	0.031	0.043	0.082	0.071	0.316	0.136	0.028	0.035	0.001
0	0.021	0.036	0.087	0.084	0.063	0.22	0.028	0.033	0
0.322	0.054	0.016	0.07	0.071	0.063	0.134	0.028	0.163	0
0	0.028	0.058	0.038	0.071	0.063	0.082	0.028	0.049	0
0	0.019	0.023	0	0.096	0.063	0.082	0.373	0.036	0.101
0	0.033	0.079	0.094	0.156	0.063	0.082	1.46	0.033	0.0552
0.237	0.035	0.033	0.055	0.096	0.063	0.098	0.191	0.057	0.044
0	0.018	0.042	0.067	0.071	0.063	0.133	0.125	0.04	0.00959
0	0.041	0.048	0.087	0.071	0	0	3.76	0.037	0.00573
0.206	0.038	0.051	0.059	0.081	0	0	0.069	0.032	0.0113
0.104	0.036	0.034	0.063	0.081	0.063	0.082	0.1	0.032	0.00814
0	0.031	0.024	0.07	0.097	0.063	0.082	0.069	0.058	0.0109
0	0.03	0.043	0.048	0.081	0.063	0.113	0.081	0.034	0.0198
0	0.026	0.039	0.074	0.14	0.063	0	36.6	0.047	0.0377
0.202	0.007	0.016	0.071	0.119	0.063	0	0.072	0.041	0.0959
0.04	0.007	0.034	0.093	0.071	0.097	0.082	0.424	0.032	0.042
0.146	0.019	0.034	0.12	0.096	0	0	1.17	0.047	0.0239
0.256	0.018	0.038	0.092	0.071	0.063	0	0.105	0.042	0.0402
0.04	0.035	0.046	0.055	0.098	0.063	0.082	0.33	0.046	0.0753
0.224	0.035	0.029	0.052	0.28	0	0.082	0.48	0.032	0.0743
0	0.021	0.016	0.07	0.071	0.063	0	0.483	0.032	0.0244
0.155	0.019	0.016	0.172	0.071	0.199	0.153	0.14	0.097	0.198
0.309	0.026	0.028	0.069	0.107	0.063	0.082	0.111	0.032	0.008
1.13	0.014	0.054	0.055	0.108	0.063	0.082	0.428	0.035	0.0439
0	0.021	0.053	0.063	0.107	0.063	0.082	0.066	0.048	0.0265
1.11	0.027	0.043	0.394	0.15	2.66	0.122	0.153	0.476	0.304
0.478	0.007	0.028	0.285	0.071	1.57	0.092	2.02	0.157	0.231
0.255	0.047	0.025	0.064	0.107	0.074	0.092	0.846	0.036	0.0781
0.141	0.039	0.036	0.061	0.071	0.063	0.082	0.66	0.032	0.102
0	0.024	0.016	0.094	0.202	0.072	0.135	18.6	0.041	0.0734
0.143	0.007	0.033	0.059	0.101	0.08	0.082	1.27	0.035	0.0827
0.066	0.017	0.058	0.042	0.071	0.212	0.13	0.156	0.034	0.0105
0.282	0.011	0.04	0.097	0	0.35	0.167	0.141	0.156	0.106
0.554	0.023	0.041	0.322	0.071	0.279	0.135	0.229	0.124	0.0135
0.422	0	0.037	0.12	0.071	0.407	0.112	0.154	1.8	0.0297
0	0.022	0.016	0.122	0.12	0.125	0.13	1.91	0.057	0.0132
0.207	0.037	0.058	0.269	0.153	0.099	0.082	0.16	0.079	0.0755
0.235	0.007	0.037	0.099	0.101	0.063	0.102	0.266	0.304	0.0191
0	0.007	0.04	0.059	0.071	0	0	0.084	0.038	0.022
0.141	0.043	0.071	0.103	0.101	0.063	0.099	0.327	0.048	0.0299
0.066	0.013	0.033	0.062	0.103	0.063	0.082	2.76	0.036	0.407
0.438	0.016	0.016	0.078	0.107	0.063	0.082	0.25	0.036	0.14
0.04	0.033	0.063	0.06	0.142	0	0.082	0.095	0.034	0.0104
0	0.013	0.055	0.053	0.225	0.063	0.082	0.328	0.049	0.0282
0.132	0.013	0.078	0.085	0.118	0.063	0	0.238	0.033	0.00339
0.335	0.007	0.058	0.257	0	0.901	0.186	0.054	0.056	0.332
0.174	0.024	0.073	0.109	0.071	0.063	0.082	0.145	0.043	0.041
0	0.019	0.037	0.052	0.071	0.063	0.082	0.213	0.045	0.0205
0.116	0.03	0.024	0.064	0.082	0.063	0.082	1.54	0.032	0.114
0.202	0.025	0.035	0.059	0.149	0	0.106	0.121	0.032	0.0204
0	0.024	0.046	0.106	0.071	0.063	0.082	0.112	0.032	0.00178
0.166	0	0.027	0.08	0.223	0.088	0.089	0.555	0.036	0.0366
0.224	0.028	0.042	0.044	0.085	0.063	0	0.522	0.032	0.0237
0	0.039	0.031	0.051	0.145	0.063	0.082	0.337	0.036	0.0214
0	0.007	0.031	0.047	0.112	0.063	0.082	0.106	0.036	0.0395
0.111	0.015	0.047	0.065	0.071	0.063	0.098	0.101	0.034	0.0382
0.094	0.016	0.051	0.067	0.071	0.063	0.082	0.114	0.042	0.057
0.206	0.036	0.048	0.066	0.071	0.166	0.109	0.121	0.202	0.132
0	0.03	0.033	0.042	0.071	0.078	0.097	1.35	0.039	0.0943
0	0.025	0.044	0.062	0.098	0.063	0	1.39	0.032	0.194
0.075	0.041	0.024	0.038	0.209	0.063	0.082	1.37	0.055	0.0999
0	0.031	0.04	0.038	0.071	0	0.13	0.048	0.053	0.0199
1.46	0.036	0.05	0.656	0	1.41	0.106	2.32	1.93	0.133
0.051	0.063	0.053	0.044	0.123	0.063	0	0.07	0.032	0
0	0.024	0.04	0.055	0.131	0.063	0.082	0.918	0.044	0.0802
0.088	0.015	0.016	0.13	0.16	0.063	0	0.841	0.032	0.0131
0.04	0.047	0.041	0.072	0.208	0.063	0.082	1.19	0.032	0.0207
0	0.037	0.053	0.064	0.143	0.088	0.089	1.39	0.032	0.0438
0.544	0.025	0.049	0.053	0.11	0.063	0.124	1.63	0.054	0.0434
0	0.021	0.026	0.062	0.088	0.113	0.149	1.66	0.032	0.0346
0	0.04	0.052	0.062	0.071	0.063	0	0.101	0.039	0.00386
