H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0	0.024	0.049	0.087	0.098	0.063	0.094	0.116	0.035	0.0619
0.72	0.022	0.016	0.038	0.171	0.063	0	1.3	0.052	0.0448
0	0.019	0.016	0.07	0.13	0.063	0.082	0.863	0.039	0.051
0	0.04	0.016	0	0.071	0	0	0.307	0.032	0.0665
0.189	0.007	0.044	0.068	0	0.176	0.11	0.069	0.392	0.846
0	0.064	0.052	0	0.283	0.088	0	0.372	0	0.0015
0	0.078	0.03	0.059	0.142	0.063	0.082	0.168	0.032	0.0617
0	0.098	0.016	0.056	0.141	0.063	0	0.201	0.032	0.0214
0	0.089	0.028	0.07	0.178	0.063	0.082	0.121	0	0.00594
0.188	0.007	0.026	0.038	0.134	0.063	0.082	2.18	0.037	0.102
0	0.019	0.016	0.038	0.165	0.063	0.094	0.242	0.032	0.0139
0.234	0.059	0.054	0.044	0.102	0	0.082	0.004	0.032	0.00136
0.164	0.035	0.016	0.038	0.107	0.063	0.082	0.884	0.032	0.076
0.388	0.036	0.032	0.04	0.12	0.063	0.082	0.593	0.043	0.0408
1.82	0.022	0.028	0.047	0.188	0.063	0	1.1	0.033	0.206
0.066	0.035	0.016	0.047	0.107	0.219	0.082	1.13	0.038	0.0505
0.2	0.03	0.029	0.081	0.097	0.393	0.122	1.46	0.072	0.061
0.611	0.046	0.046	0.081	0.071	0.063	0.082	0.05	0.04	0.0867
0.17	0.011	0.037	0.055	0.077	0.109	0.088	0.777	0.039	0.0511
0.606	0.034	0.047	0.056	0	0.078	0.093	0.05	0.057	0.00275
0	0.015	0.016	0.056	0.145	0.063	0.106	0.333	0.035	0.129
0	0.022	0.047	0.073	0.131	0.063	0.123	0.733	0.04	0.0712
0.105	0.024	0.016	0.082	0.094	0.063	0.082	0.077	0.047	0.236
0	0.012	0.016	0.064	0.148	0.063	0	0.663	0.039	0.0475
0.244	0.007	0.045	0.08	0.154	0.088	0.082	8.94	0.039	0.248
1.29	0.007	0.016	0.909	0.084	1.84	0.082	1.55	0.08	0.12
0.264	0.036	0.034	0.076	0.081	0.063	0.082	0.103	0.051	0.0466
0.363	0.056	0.016	0	0.125	0.123	0.082	0.416	0.032	0.0584
0.05	0.016	0.038	0.085	0.155	0.063	0.094	1.44	0.05	0.0737
0	0.01	0.02	0.046	0.071	0.123	0.082	0.08	0.036	0.0764
0.18	0.007	0.024	0.665	0	0.264	0	0.227	0.087	0.0449
0	0.036	0.016	0.084	0.113	0.063	0	0.041	0.041	0.0214
0.066	0.032	0.038	0.052	0.126	0.063	0.082	1.03	0.08	0.0373
0.518	0.017	0.034	0.214	0.123	0.394	0.221	0.12	0.531	0.132
0	0.015	0.03	0.055	0.084	0.135	0.082	5.82	0.032	0.103
0.219	0.013	0.016	0.115	0.104	0.063	0.115	0.131	0.108	0.0361
0.172	0.007	0.051	0.149	0.071	0.116	0.147	0.869	0.166	0.234
0.19	0.007	0.026	0.497	0.071	0.511	0.082	1.24	0.078	0.289
0.77	0.007	0.033	0.383	0.071	1.02	0.234	0.151	0.092	0.106
0.066	0.03	0.055	0.093	0.142	0.13	0.109	0.768	0.034	0.0564
1.04	0.017	0.032	0.223	0.097	2.3	0.082	0.161	0.231	0.242
0.199	0.045	0.016	0.077	0.081	0.093	0.124	0.133	0.04	0.0109
0.322	0.032	0.023	0.071	0.107	0.063	0.131	0.12	0.04	0.035
0	0.032	0.028	0.038	0.15	0.1	0.082	1.61	0.039	0.122
0	0.044	0.024	0.089	0.107	0.084	0.082	46	0.041	0.0324
0.652	0.024	0.016	0.271	0.071	0.409	0.232	0.184	0.189	0.0958
0	0.022	0.025	0.094	0.071	0	0.082	0.433	0.032	0.063
1.22	0.021	0.034	0.069	0.154	0.214	0	0.469	0.035	0.0212
0	0.029	0.033	0.101	0.087	0.105	0	0.339	0.032	0.0268
0	0.068	0.033	0.088	0.071	0.063	0.082	0.032	0.035	0.055
0.494	0.007	0.042	0.179	1.04	0.42	0.134	0.547	0.118	0.0465
0.188	0.025	0.064	0.084	0.161	0.063	0	0.654	0.07	0.0433
0	0.019	0.016	0.046	0.115	0.063	0.215	0.193	0.057	0.205
0	0.012	0.016	0.056	0.116	0.063	0.082	0.286	0.034	0.045
0.499	0.024	0.021	0.066	0.077	0.108	0.119	0.289	0.032	0.07
0	0	0.042	0.062	0.152	0.088	0.082	0.131	0.032	0.441
0.04	0.007	0.065	0.159	0.071	0.152	0.176	0.018	0.042	0.118
0.2	0.029	0.04	0.056	0.253	0.131	0.082	0.539	0.032	0.231
0	0.016	0.016	0.078	0.081	0.063	0.18	0.68	0.036	0.538
0	0.019	0.028	0	0.071	0.114	0	0.054	0.032	0.0501
0.206	0.03	0.02	0.042	0.095	0.063	0.082	0.042	0.039	0.0492
0.767	0.039	0.035	0.241	0.071	1.92	0.281	0.821	0.171	0.147
0.267	0.019	0.036	0.057	0.078	0.076	0.11	3.39	0.039	0.0031
0	0.03	0.025	0	0.169	0.084	0.082	0.092	0.036	0.187
0.322	0.02	0.024	0	0.201	0.063	0.082	0.594	0.043	0.126
0.251	0.007	0.068	0.073	0	0	0.098	0.474	0.036	0.0637
1.09	0.051	0.028	0.049	0.129	0.063	0.082	0.474	0.041	0.0867
0.21	0.026	0.016	0.047	0.142	0.162	0.082	0.485	0.034	0.0215
0.224	0.037	0.016	0.038	0.136	0	0.082	0.594	0.037	0.015
0	0.007	0.045	0.044	0.11	0	0	0.636	0.032	0.0798
0.363	0.034	0.044	0.04	0.148	0.092	0.082	0.579	0.035	0.115
0.151	0.029	0.058	0.065	0.092	0.13	0.143	0.571	0.032	0.0856
0.188	0.035	0.1	0.052	0.134	0.14	0.101	0.508	0.045	0.165
0.141	0.01	0.032	0.071	0.091	0.063	0.082	0.039	0.037	0.00909
0	0.016	0.035	0.052	0.084	0.097	0.157	0.028	0.086	0.0205
1.59	0.021	0.016	0	0.154	0.063	0.082	0.538	0.034	0.062
0	0.031	0.016	0.038	0.164	0.063	0	0.539	0.034	0.0457
0.164	0.007	0.016	0.056	0.097	0.063	0.082	4	0.034	0.0908
0.523	0.007	0.039	0.982	0.094	1.71	0.152	4.32	0.187	0.276
0	0.018	0.03	0.055	0.124	0.093	0.082	0.376	0.034	0.0197
0.546	0.015	0.03	0.052	0.091	0.063	0	0.535	0.033	0.0227
0.292	0.026	0	0.109	0.071	0.149	0.124	0.06	0.224	0.0277
0.394	0.026	0.016	0.038	0.085	0.063	0.093	1.38	0.039	0.0672
0	0.073	0.016	0.046	0.16	0.063	0.082	0.057	0.032	0.0237
0.436	0.011	0.047	0.098	0.091	0	0.082	16.3	0.032	0.188
0.198	0.007	0.016	0.245	0.071	0.118	0.082	0.156	1.52	0.262
0.088	0.026	0.021	0.076	0.15	0.063	0.194	0.399	0.032	0
0.04	0.023	0.051	0.058	0.093	0	0.106	0.232	0.039	0.0086
0	0.037	0.037	0.04	0.099	0.063	0	0.054	0.052	0.0348
0.428	0.019	0	0.067	0.081	0.13	0.121	9.32	0.057	0.127
0	0.02	0.04	0.038	0.19	0.063	0.082	0.824	0.038	0.0408
0	0.019	0.08	0.056	0.107	0	0.082	0.326	0.046	0.154
0.066	0.016	0.03	0.043	0.184	0.063	0	0.504	0.032	0.0368
0.051	0.026	0.025	0.043	0.095	0.165	0.126	1.07	0.038	0.0558
0	0.031	0.025	0.038	0.164	0.063	0.103	0.629	0.032	0.102
0	0.029	0.064	0.038	0.111	0.122	0.1	0.662	0.065	0.192
0	0.018	0.016	0.079	0.187	0.063	0.118	0.742	0.036	0.11
0.141	0.011	0.038	0.101	0.138	0.063	0	0.454	0.032	0.0755
0.322	0.03	0	0.059	0.14	0.063	0.082	0.295	0.035	0.087
0	0.031	0.016	0.038	0.071	0	0.082	0.028	0.047	0
1.22	0.011	0.016	0.476	0.081	0.588	0.094	0.06	0.521	0.11
0.202	0.007	0.028	0.467	0.071	0.576	0.112	0.065	0.183	0.107
0	0.019	0.016	0.067	0.196	0.164	0.144	0.194	0.043	0.0804
0	0.012	0.016	0.038	0.071	0.063	0.082	0.09	0.032	0.032
0.51	0.036	0.03	0.038	0.071	0.128	0.1	0.112	0.044	0.0505
0	0.023	0.05	0.059	0.11	0.063	0.082	0.102	0.032	0.0205
0	0.022	0.016	0.056	0.1	0.113	0.082	0.049	0.043	0.0615
0	0.016	0.038	0.045	0.12	0	0.098	0.13	0.032	0.104
0	0.026	0.016	0.038	0.081	0.063	0	0.104	0	0.0825
0.04	0.024	0.026	0.068	0.099	0.063	0.082	0.123	0.052	0.0607
0.17	0.016	0.016	0.089	0.079	0.105	0.168	0.258	0.032	0.214
0.234	0.036	0.016	0.109	0.114	0.345	0.093	0.588	0.104	0.344
0	0.034	0.016	0.038	0.123	0.088	0.082	0.372	0.042	0.149
0	0.035	0.044	0.038	0.085	0.063	0.106	0.425	0.032	0.271
0	0.024	0.044	0.084	0.071	0.171	0.112	0.246	0.036	0.0605
0.244	0.007	0.022	0.056	0.101	0.088	0	0.474	0.038	0.0783
0.282	0.013	0.037	0.08	0.071	0.063	0.082	0.206	0.035	0.0222
0.54	0.018	0.027	0.529	0.071	0.786	0.082	0.272	0.112	0.0445
0.397	0.007	0.043	0.088	0.071	0.182	0.146	0.106	0.043	0.103
0.153	0.03	0	0.071	0.122	0.063	0.082	0.354	0.032	0.0415
0	0.036	0.049	0.059	0.106	0.113	0.082	0.275	0.034	0.118
0.206	0.023	0.032	0.082	0.128	0	0	0.116	0.035	0
0.356	0.022	0.047	0.953	0.071	1.36	0	0.835	0.123	0.0817
0	0.029	0.044	0.059	0.138	0.097	0.082	0.022	0.04	0.13
0.322	0.04	0.047	0.038	0.212	0.097	0.082	0.159	0.038	0.101
0	0.031	0.026	0.038	0.081	0	0.094	0.913	0.034	0.0523
0.224	0.019	0.045	0.073	0.134	0.078	0.082	0.871	0.039	0.0699
0	0.045	0.016	0	0.106	0.063	0.092	0.23	0.044	0.0317
0.05	0.017	0.021	0.043	0.079	0.063	0	0.384	0.04	0.0388
0.17	0.021	0.016	0.052	0.227	0.063	0.082	2.35	0.035	0.17
0.255	0.021	0.05	0.097	0.157	0.063	0.082	1.32	0.032	0.116
0.169	0.015	0.028	0.052	0.171	0.097	0.082	0.96	0.032	0.102
0.355	0	0.016	0.179	0.071	0.24	0.144	0.318	0.048	0.0522
0	0.026	0.032	0.045	0.081	0.063	0.082	0.032	0.06	0.0357
0	0.035	0.022	0.07	0.145	0.209	0.082	0.038	0.032	0.17
0	0.019	0.036	0.064	0.11	0.063	0.082	0.174	0.032	0.0895
0.282	0.007	0.037	0.052	0.079	0.063	0.114	0.149	0.038	0.144
0	0.035	0.048	0	0.192	0.063	0	0.199	0.037	0.0647
0.438	0.021	0	0.038	0.312	0.105	0.12	0.088	0.033	0.212
0.264	0.007	0.04	0.068	0.135	0.416	0.122	3.98	0.041	0.132
0	0	0.016	0.047	0.277	0.113	0.089	3.23	0.034	0.149
0	0.036	0.016	0.056	0.089	0	0.082	0.286	0.057	0.0504
2.47	0.028	0.035	0.05	0.13	0.063	0.082	0.471	0.032	0.0605
0.823	0.017	0.026	0.097	0.101	0.063	0.099	0.319	0.044	0.0501
0.379	0.007	0.033	0.253	0.091	0.275	0.094	0.527	0.137	0.0631
0	0.021	0.016	0.044	0.162	0.063	0.082	0.004	0.032	0.00935
0	0.036	0.056	0	0.087	0	0.096	0.004	0.048	0.00918
0.174	0.029	0.026	0.038	0.071	0.113	0.11	0.004	0.04	0.00895
0	0.025	0.025	0.038	0.128	0.063	0.082	0.004	0.052	0.0141
0.08	0.063	0.043	0.06	0.144	0.063	0.082	0.049	0	0
0	0.023	0.027	0.069	0	0	0	0.029	0.032	0.0117
0.141	0.041	0.053	0.059	0.085	0.083	0.082	0.569	0.042	0.0763
0.224	0.035	0.027	0.058	0.131	0.146	0.082	0.5	0.032	0.175
0	0.018	0.043	0.081	0.071	0.063	0.082	0.004	0.035	0.0553
0	0.025	0.055	0.038	0.071	0	0.082	0.004	0.041	0.165
0	0.042	0.038	0.053	0.089	0.212	0.129	1.16	0.044	0.0337
0.218	0.025	0.025	0.061	0.133	0.192	0.091	1.16	0.043	0.0334
0	0.034	0.032	0.086	0.084	0.063	0.082	0.304	0.034	0.0437
0	0.019	0.03	0.108	0.229	0.208	0.106	0.044	0.161	0.025
0.145	0.019	0.1	0	0.212	0.063	0	1.29	0.044	0.0458
0.105	0.027	0.021	0.063	0.139	0.138	0.146	0.248	0.038	0.0163
0.149	0.03	0.031	0.762	0.071	0.25	0.092	0.118	0.441	0.0103
0	0.016	0.044	0.056	0.102	0.063	0.1	0.106	0.032	0.084
0	0.047	0.016	0.072	0.091	0.123	0.082	0.042	0.033	0.0015
0	0.007	0.016	0.136	0.092	0.138	0.082	0.498	0.035	0.108
0.321	0.016	0.016	0.49	0.071	0.325	0.09	0.004	0.086	0.0322
0.343	0.02	0.047	0.067	0.071	0.126	0.123	1	0.049	0.322
0.113	0.2	0.082	0.137	0.195	0.189	0.179	12.7	0.221	2.65
0.322	0.019	0.016	0.042	0.273	0.194	0.082	0.11	0.046	0.923
1.28	0	0.022	0.617	0.138	1.33	0.113	1.18	0.062	0.553
0.201	0.04	0.032	0.05	0.328	0.164	0.082	0.047	0.108	0.0319
0.231	0.007	0.02	0.08	0.094	0.129	0.175	0.148	0.033	0.045
0	0.007	0.033	0.07	0.071	0.212	0.082	0.11	0.032	0.0236
0	0.031	0.045	0	0.112	0.063	0.082	0.026	0.032	0.0179
0	0.019	0.026	0.084	0.218	0.264	0	0.684	0.038	0.0916
0.04	0.015	0.02	0.051	0.203	0.078	0.082	0.064	0.035	0.0473
0	0.044	0.045	0.051	0.095	0.063	0.082	0.268	0.033	0.0206
0	0.017	0.066	0.038	0.071	0.063	0.094	0.052	0.036	0.0042
0.384	0.011	0.016	0.132	0.071	0.668	0.22	0.052	0.118	0.0119
0	0.036	0.029	0.038	0.102	0.063	0.082	0.331	0.039	0.00868
0	0.017	0.053	0.071	0.118	0.063	0.082	0.233	0.032	0.0154
0	0.02	0.054	0.094	0.071	0.164	0.137	0.152	0.033	0.01
0.123	0.036	0.058	0.038	0.089	0.063	0.082	0.157	0.032	0.0127
0	0.032	0.044	0.061	0.087	0.088	0.082	0.294	0.035	0.0169
0	0.012	0.032	0.066	0.106	0.063	0.082	0.049	0.036	0.0647
0	0.048	0.047	0.052	0.071	0.063	0.106	0.08	0.037	0.0185
0.51	0.029	0.035	0.096	0.071	0.063	0.101	0.099	0.042	0.0189
0	0.019	0.048	0.047	0.071	0.063	0.082	0.093	0.032	0.0194
0.284	0.026	0.055	0.083	0.071	0.063	0.082	0.097	0.038	0.0201
0	0.031	0.044	0.074	0.081	0.063	0.082	0.336	0.032	0.00673
0	0.029	0.016	0.052	0.191	0.063	0.082	0.236	0.04	0.0305
0	0.018	0.016	0.056	0.115	0.063	0.094	0.439	0.038	0.017
0.101	0.03	0.016	0.038	0.096	0.063	0	0.356	0.04	0.0219
0.119	0.047	0.026	0.055	0.071	0.316	0.103	0.042	0.036	0.006
0	0.043	0.069	0.054	0.184	0.138	0.082	2.16	0.185	0.0363
0.363	0.007	0.027	0.054	0.078	0.116	0.126	1.81	0.054	0.028
0.497	0.637	0.147	0.155	0.523	0.342	0.224	0.004	0.032	0
0.391	0.007	0.016	0.083	0.136	0.527	0.096	0.054	0.05	0.567
0.352	0.019	0.016	0	0.189	0.063	0.082	0.186	0.032	0.223
0.228	0.013	0.061	0.119	0.1	0.611	0.111	0.291	0.246	0.00515
0	0.02	0.032	0.05	0	0.114	0.156	0.067	0.041	0.00489
0	0.019	0.027	0	0.156	0.083	0.22	0.377	0.032	0.0838
0.497	0.019	0.034	0.276	0.071	0.309	0.111	0.32	0.061	0.0777
0	0.016	0.038	0.1	0.101	0.063	0.183	0.122	0.053	0.16
0	0.026	0.05	0.097	0.071	0.063	0.082	0.415	0.036	0.0304
0.04	0.026	0.016	0.058	0.287	0.123	0	14.6	0.052	0.0492
0	0.025	0.042	0.073	0.143	0.063	0	30.8	0.032	0.0761
0	0.016	0.016	0.074	0.266	0.151	0.082	17.9	0.041	0.061
0.292	0.025	0.016	0.079	0.147	0	0.094	1.28	0.041	0.0225
0.389	0	0.035	0.409	0.071	0.869	0.082	0.121	0.441	0.371
0.708	0.007	0.058	0.518	0.103	0.627	0.111	0.994	0.042	0.162
0.094	0.007	0.05	0.056	0.071	0.063	0.082	2.39	0.044	0.009
0.188	0.022	0.016	0.116	0.091	0.159	0.082	1.35	0.037	0.0519
0	0.007	0.026	0.164	0.228	0	0	0.178	0.035	0.0887
0.356	0.025	0.024	0.038	0.205	0.063	0.094	0.574	0.034	0.0271
0.606	0.027	0.051	0.061	0.071	0.076	0.128	5.92	0.035	0.0664
0	0	0.016	0.046	0.175	0.063	0.082	0.301	0.056	0.328
1.47	0.011	0.037	0.099	0.147	0.093	0.112	17.9	0.048	0.136
0.242	0.014	0.026	0.069	0.088	0.063	0.082	0.233	0.032	0.0736
0	0.012	0.048	0.052	0.216	0.063	0.082	1.4	0.04	0.0853
0.04	0.031	0.037	0.038	0.127	0.063	0.118	0.154	0.048	0.0577
1.01	0.011	0.037	0.067	0.238	0.063	0.082	1.78	0.036	0.244
0	0.014	0.016	0.084	0.094	0.114	0.082	0.192	0.032	0.205
0	0.021	0.027	0.04	0.107	0.063	0	0.274	0.032	0.00573
0.241	0.019	0.029	0.547	0.081	0.987	0.082	93.7	0.316	0.164
0.184	0.036	0.025	0.076	0.176	0.063	0.082	0.762	0.032	0.0668
0	0.007	0	0	0.127	0.063	0.082	0.085	0.036	0.0468
0.04	0.022	0.084	0.059	0.111	0.063	0	0.103	0.043	0.07
0.296	0.022	0.03	0.046	0.133	0.063	0.082	0.277	0.038	0.0648
0	0.022	0.031	0.05	0.084	0	0.082	0.118	0.04	0.046
0.426	0.017	0.016	0.056	0.203	0.13	0.082	0.627	0.032	0.0789
0	0.007	0.029	0.078	0.157	0	0.082	0.138	0.035	0.13
0.336	0.036	0.038	0.072	0.183	0.115	0	6.35	0.035	0.126
0	0.012	0.025	0.056	0.114	0.146	0.082	0.39	0.045	0.0574
0.302	0.028	0.047	0.07	0.158	0.063	0.082	0.769	0.034	0.0489
0.577	0.036	0.058	0.456	0.078	1.11	0.089	0.214	0.509	0.304
0.9	0.01	0.016	0.07	0.123	0.152	0.082	0.292	0.04	0.0344
0.975	0.007	0.03	0.399	0.104	0.506	0.121	0.289	0.153	0.732
0	0.007	0.021	0.081	0.096	0.124	0.082	0.17	0.047	0.0896
0.04	0.026	0.045	0.095	0.085	0.063	0.088	0.075	0.043	0.0041
0	0.007	0.037	0.08	0.071	0.212	0.082	0.252	0.04	0.0578
0	0.013	0.044	0.078	0.103	0.063	0.082	0.398	0.034	0.0796
0.942	0.049	0.016	0.535	0.071	1.42	0	0.282	2.09	0.453
0.381	0.018	0.016	0.091	0.1	0.063	0.082	0.486	0.039	0.064
0.066	0.011	0.031	0.038	0.071	0.097	0.106	0.093	0.032	0.047
0.374	0.029	0.045	0.108	0.136	0.162	0.106	0.75	0.036	0.0184
0	0.029	0.016	0.06	0.084	0.083	0.082	0.557	0.045	0.0298
0.43	0.007	0.028	0.064	0.096	0.063	0.169	0.613	0.035	0.1
0	0.007	0.016	0.038	0.205	0.063	0.115	0.363	0.036	0.0614
0.473	0.007	0.023	0.213	0.126	0.309	0.148	0.719	0.032	0.0776
0	0.041	0.016	0.09	0.156	0.063	0.082	0.086	0.127	0.624
0.391	0.025	0.016	0.098	0.071	0.184	0.092	0.089	0.056	0.0968
0.312	0.007	0.041	0.078	0.35	0.148	0.156	0.073	0.178	0.0809
0.298	0.033	0.027	0.072	0.077	0.063	0.098	0.004	0.042	0.0551
0.426	0.007	0.016	0.044	0.13	0	0	0.228	0.032	0.0522
0.198	0.007	0	0.064	0.101	0.088	0.082	0.605	0.052	0.0989
0.517	0	0	0.215	0.071	0.21	0.125	0.075	0.083	0.046
0.123	0.014	0.04	0.097	0.071	0.063	0.092	0.006	0.114	0.0015
0	0.023	0.033	0.038	0.08	0.063	0.082	0.206	0.056	0.0448
0	0.007	0.045	0.082	0.116	0.063	0.082	0.171	0.034	0.0277
0	0.007	0.047	0	0.071	0.063	0.082	0.218	0.033	0.0165
0	0.016	0.016	0.059	0.153	0.063	0.092	0.249	0.036	0.0256
0	0.017	0.041	0.047	0.116	0.063	0.082	0.31	0.032	0.0342
0	0.018	0.028	0	0.093	0.063	0.082	0.484	0.032	0.107
0	0.007	0.055	0.058	0.081	0.138	0.082	0.54	0.032	0.027
0.17	0.024	0.016	0.119	0.119	0.063	0.082	0.516	0.032	0.00868
0.193	0.007	0.046	0	0.12	0.063	0.082	12.8	0.033	0.0318
0	0.022	0.054	0.059	0.097	0.063	0.082	0.028	0.035	0.00464
0.141	0.046	0	0.077	0.101	0.106	0.082	0.199	0.035	0.00112
0	0.031	0.038	0.038	0.078	0.083	0.102	0.038	0.034	0.00406
0	0.007	0.027	0.048	0.139	0.063	0.082	2.5	0.032	0.201
0.318	0.007	0.016	0.047	0.149	0.135	0.09	4.57	0.053	0.156
0	0.044	0.03	0.063	0.118	0.106	0.082	0.335	0.032	0.0746
0.199	0.024	0.016	0.067	0.071	0.063	0.082	0.329	0.07	0.0387
0.17	0.02	0.036	0.047	0.079	0	0	0.319	0.034	0.0615
0.066	0.022	0	0.08	0.085	0.063	0.082	0.107	0.041	0.122
0	0.059	0.026	0	0.102	0.063	0.082	0.65	0.032	0.0753
0.042	0.029	0.052	0	0.528	0.063	0	0.267	0	0.0015
0	0.012	0.016	0.066	0.188	0.063	0	0.277	0.032	0.0491
0.488	0.054	0.04	0.063	0.15	0.063	0	0.039	0.04	0.0275
0.224	0.022	0.016	0.038	0.093	0.063	0.082	0.03	0.039	0.0223
0	0.024	0.055	0.038	0.071	0.099	0.082	0.039	0.044	0.061
0	0.013	0.027	0.059	0.107	0.097	0.135	0.141	0.032	0.0651
0.268	0.011	0.05	0.2	0.071	0.568	0.146	0.03	0.353	0.194
0	0.007	0.016	0.06	0.108	0.063	0.082	0.561	0.036	0.00518
0.202	0.007	0.041	0.038	0.102	0.08	0.082	0.33	0.032	0.06
1.14	0.011	0.037	0.614	0.071	0.885	0	0.143	0.605	0.121
0.04	0.016	0.031	0.042	0.097	0.162	0	0.011	0.038	0.0925
0.055	0.012	0.051	0.049	0.071	0.083	0.112	0.068	0.061	0.122
0	0.041	0.069	0.066	0.071	0.063	0.082	0.007	0.044	0.00244
0.17	0.007	0.068	0.223	0.071	0.607	0.105	0.274	0.786	0.221
0	0.028	0.016	0.05	0.147	0	0.082	0.775	0.043	0.066
0	0.007	0.058	0.066	0.357	0.063	0	1.31	0.032	0.143
0.426	0.034	0.026	0.038	0.145	0.063	0.082	0.182	0.032	0.0215
0	0.018	0.036	0.047	0.104	0.316	0.111	0.044	0.125	0.0666
0.17	0.02	0.026	0	0.123	0.063	0	0.06	0.082	0.543
0.243	0.007	0.016	0.047	0.149	0.063	0.082	0.389	0.032	0.424
0.196	0.014	0.026	0.096	0.103	0.114	0.135	0.276	0.032	0.0221
0	0.021	0.048	0.06	0.132	0.147	0.082	1.85	0.038	0.0152
0	0.021	0.058	0.056	0.071	0.063	0.092	0.039	0.034	0.0138
0	0.019	0.016	0.056	0.101	0.063	0.082	0.284	0.032	0.233
0	0.013	0.038	0.09	0.22	0.063	0.154	0.078	0.036	0.133
0.04	0.022	0.037	0.043	0.071	0.063	0.082	0.134	0.032	0.0143
0.384	0.022	0.049	0.134	0.221	0.156	0.082	0.408	0.086	0.0233
0	0.018	0.046	0.044	0.121	0.105	0.082	0.374	0.058	0.119
0	0.03	0.042	0.056	0.071	0.164	0.154	1.15	0.035	0.0847
0.632	0.017	0.037	0.208	0.071	0.614	0.082	0.878	0.06	0.161
0	0.032	0.03	0.052	0.084	0.189	0.1	0.028	0.042	0.0251
0	0.02	0.029	0.062	0.094	0.164	0	0.024	0.038	0.0169
0	0.016	0.05	0	0.141	0.063	0	0.114	0.045	0.0581
0	0.056	0.032	0.084	0.077	0.282	0.148	0.134	0.056	0.0516
0.173	0.018	0.016	0.076	0.071	0.123	0.082	0.12	0.055	0.13
0.962	0.034	0.036	0.086	0.097	0.063	0.094	0.151	0.05	0.0905
0.233	0.007	0.037	0	0.189	0.063	0.082	0.305	0.032	0.0398
0.437	0.02	0.044	0.411	0.071	0.56	0.154	0.244	0.061	0.668
0.224	0.022	0.037	0.094	0.12	0.138	0.162	0.358	0.032	0.0899
0	0.017	0.063	0.066	0.071	0.36	0.184	1.27	0.057	0.108
0	0.02	0.05	0.071	0.103	0.083	0.082	0.811	0.032	0.0826
0.273	0.015	0.031	0.038	0.071	0.063	0.082	0.219	0.037	0.00144
1.35	0.007	0.016	0.086	0.143	0.076	0	1.08	0.032	0.0537
0.111	0.236	0.139	0.09	1.18	0.632	0.311	0.004	0.032	0
0.141	0.021	0.06	0	0.071	0.088	0.106	0.319	0.034	0.0313
0.426	0.042	0.016	0.08	0.095	0	0	0.111	0.034	0.0243
0	0.028	0.035	0.069	0.11	0.078	0.117	0.146	0.032	0.0633
0.293	0.015	0.031	0.084	0.088	0.063	0.106	1.59	0.038	0.0178
0.182	0.027	0.029	0.043	0.071	0.197	0.082	0.044	0.044	0.013
1.3	0.007	0.058	0.512	0	1.68	0.082	0.557	0.345	0.359
0	0.039	0.058	0.038	0.108	0.063	0	0.087	0.032	0.0717
0.173	0.019	0.016	0.038	0.071	0.063	0.082	0.062	0.032	0.0317
0	0.023	0.05	0.056	0.121	0.122	0.082	0.063	0.034	0.0329
0	0.02	0.058	0.1	0.122	0.114	0	0.417	0.05	0.0291
0.432	0.036	0.016	0.543	0.071	2.23	0.092	0.084	0.245	0.253
0.13	0.023	0.071	0.084	0.135	0.181	0.158	0.047	0.032	0.0416
0	0.02	0.044	0.055	0.071	0.063	0.082	0.038	0.032	0.0115
0.224	0.016	0.016	0.069	0.232	0.088	0.082	0.454	0.046	0.0367
0.242	0.007	0.033	0.049	0.156	0.063	0.082	0.571	0	0.0839
0.192	0.018	0.016	0.038	0.089	0.063	0.082	0.22	0.036	0.0495
0.32	0.036	0.045	0.348	0	1.78	0.092	0.14	1.08	0.358
0	0.021	0.025	0.04	0.108	0.063	0.082	0.496	0.04	0.0209
0	0.035	0.027	0.083	0.108	0	0.082	0.355	0.04	0.00864
0.289	0.021	0.016	0.081	0.071	0.083	0.082	0.882	0.034	0.029
0	0.007	0.029	0.052	0.092	0	0.082	0.892	0.032	0.0353
0.203	0.02	0.043	0.566	0.071	0.469	0.082	0.11	0.172	0.144
0	0.007	0.022	0.038	0.088	0.123	0.082	0.797	0	0.0434
1.09	0.013	0.056	0	0.071	0.063	0.154	0.51	0.032	0.0355
0.188	0.017	0.048	0.061	0.151	0.063	0.138	0.18	0.042	0.229
0.189	0.007	0.034	0.317	0	0.556	0.151	0.043	0.424	0.0294
0.18	0.03	0.051	0.038	0	0.063	0.082	0.031	0.04	0.002
0.123	0.056	0.033	0.052	0.24	0.063	0.082	0.556	0.035	0.0387
0	0.017	0.039	0	0.126	0.063	0.082	0.326	0.044	0.0176
0	0.046	0.016	0.038	0.091	0.063	0.082	0.004	0.054	0.0212
0	0.016	0.016	0.089	0.071	0.114	0.106	0.004	0.034	0.0219
0.177	0.025	0.043	0.386	0	0.125	0.082	0.004	0.167	0.0266
0.432	1.08	0.234	0.36	0.582	0.688	0.452	0.004	0.09	0.0357
0.322	0.015	0.037	0.101	0.116	0.063	0.157	0.004	0.037	0.043
0	0.024	0.016	0.06	0.16	0.063	0.082	0.004	0.039	0.0125
0	0.029	0.033	0.038	0.088	0.132	0.167	0.004	0.033	0.00144
