H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0	0.012	0.06	0.092	0.071	0.063	0.082	0.004	0.034	0.00133
0.209	0.018	0.035	0.046	0.071	0.063	0.155	0.034	0.049	0.00114
0	0.029	0.016	0.038	0.071	0.063	0	0.004	0.032	0.00112
0	0.023	0.033	0.061	0	0	0.082	0.028	0.04	0
0	0.014	0.046	0	0	0	0	0.004	0.048	0
0	0.041	0.016	0.052	0.11	0.063	0.082	0.028	0.051	0
0	0.026	0.023	0.104	0.071	0.063	0	0.052	0.032	0
0	0.029	0.054	0.038	0.071	0	0	0.03	0.04	0
1.03	0.037	0.052	0.056	0.071	0.063	0.082	0.036	0.046	0
0	0.007	0.02	0.05	0	0	0	0.004	0.036	0
0	0.033	0.062	0.056	0.071	0	0.082	0.004	0.032	0
0	0.026	0.059	0.096	0	0	0	0.029	0.033	0
0	0.028	0.038	0.069	0.071	0.063	0	0.004	0.036	0.0015
0	0.058	0.048	0	0.071	0.114	0	0.004	0.037	0
0	0.04	0.04	0.067	0	0.063	0.082	0.004	0.032	0
0	0.068	0.03	0.078	0	0	0	0.004	0.032	0
0	0.04	0.058	0.068	0.11	0	0	0.004	0.036	0
0	0.034	0.016	0.038	0	0.063	0	0.004	0.048	0
0	0.026	0.026	0.052	0.071	0.063	0.082	0.004	0.033	0
0	0.028	0.057	0.04	0.071	0	0.082	0.004	0.032	0.0036
0	0.021	0.016	0	0.071	0.189	0.082	0.004	0.032	0.00142
0	0.016	0.067	0.06	0	0.063	0.082	0.004	0.032	0.00117
0	0.032	0.051	0.038	0.071	0	0	0.038	0.044	0.00117
0	0.039	0.07	0.058	0	0.063	0.082	0.004	0.032	0
0.195	0.026	0.016	0.055	0	0	0.082	0.004	0.048	0
0	0.021	0.047	0.056	0.071	0.063	0.106	0.004	0.037	0.00583
0.606	0.022	0.028	0.067	0.097	0	0.082	0.004	0.04	0.00891
0	0.007	0.055	0.064	0.15	0.063	0.082	0.033	0.069	0.00312
0	0.032	0.045	0.068	0.071	0.063	0.106	0.061	0.037	0
0.679	0.03	0.016	0.251	0.071	1.2	0.094	0.182	0.236	0.177
0	0.035	0.031	0.044	0.071	0	0.106	0.083	0.032	0
0	0.025	0.067	0.047	0	0.063	0.082	0.004	0.032	0
0	0.056	0.025	0.038	0.078	0.063	0.082	0.084	0.066	0.00832
0	0.046	0.035	0.038	0	0.063	0.094	0.093	0.165	0.0127
0	0.015	0.044	0.074	0.153	0.076	0.082	0.004	0.04	0.0015
0	0.017	0.041	0.044	0.091	0.063	0.082	0.063	0.043	0.0589
0.51	0.016	0.044	0.108	0	0	0	0.1	0.045	0.0015
0	0.031	0.046	0.082	0.071	0	0	0.004	0.032	0
0.363	0.038	0.054	0.075	0	0.063	0	0.004	0.032	0
0	0.058	0.048	0.106	0	0.063	0	0.004	0.032	0
0	0.044	0.047	0.045	0	0.063	0	0.004	0.032	0
0	0.019	0.032	0.071	0	0	0	0.004	0.032	0
0	0.007	0.03	0.09	0.071	0.063	0	0.061	0.036	0.015
0	0.007	0.043	0.046	0.071	0	0.082	0.004	0.038	0
0	0.015	0.026	0.06	0	0.063	0.111	0.004	0.032	0.00125
0	0.031	0.054	0.056	0	0	0.13	0.004	0.032	0
0	0.024	0.035	0	0.071	0.434	0.082	0.004	0	0
0	0.028	0.047	0.038	0	0	0	0.004	0.032	0
0.206	0.014	0.036	0.038	0.071	0	0.082	0.004	0.032	0
0	0.032	0.044	0	0.071	0.114	0.082	0.004	0.038	0.00275
0.164	0.011	0.056	0.084	0.071	0.088	0.151	0.004	0.053	0.00142
0	0.017	0.028	0.038	0	0	0.082	0.042	0.034	0
0.424	0.007	0.016	0.445	0.071	1.33	0.082	0.365	0.312	0.177
0.114	0.025	0.016	0.093	0.071	0.255	0.211	0.031	0.826	0.0872
0.066	0.016	0.037	0	0	0.212	0.082	0.004	0.035	0
0	0.024	0.016	0.048	0.071	0.063	0.082	0.004	0.032	0
0.04	0.019	0.032	0	0.153	0.063	0.082	0.004	0	0
0	0.035	0.025	0	0	0.063	0.082	0.06	0.034	0
0	0.035	0.034	0.071	0.071	0.063	0.1	0.052	0.036	0.00661
0.206	0.019	0.021	0.073	0.169	0.063	0.082	0.042	0.038	0.0471
0.219	0.023	0.016	0.047	0	0.063	0	0.032	0.032	0.0137
0	0.02	0.024	0.047	0.071	0	0.082	0.004	0.04	0
0	0.026	0.016	0.049	0	0.063	0	0.013	0.032	0
0	0.036	0.037	0.069	0.071	0.063	0.165	0.031	0.131	0.0015
0	0.007	0.033	0.047	0.071	0	0.082	0.004	0.036	0
0.141	0.022	0.016	0	0.166	0	0	1.04	0.033	0.037
0.702	0.016	0.031	0.038	0.071	0	0.082	0.004	0.032	0.0055
0	0.032	0.045	0.052	0.071	0.063	0.082	0.004	0	0
0	0.013	0.025	0.038	0.071	0.097	0	0.004	0.032	0
0.322	0.017	0.029	0.061	0.071	0	0.22	0.028	0.109	0.00775
0	0.015	0.033	0.052	0.071	0	0.082	0.028	0.032	0
0	0.036	0.051	0.098	0.096	0.212	0.082	0.208	0.043	0
0	0.01	0.016	0.038	0	0.063	0	0.004	0.036	0.00125
0.04	0.027	0.025	0.061	0.071	0	0.082	0.004	0.04	0
0	0.015	0.016	0	0	0.063	0.082	0.004	0	0
0	0.007	0.03	0.047	0	0.063	0.1	0.004	0.16	0
0	0.007	0.016	0.081	0.071	0	0.108	0.004	0.04	0.00292
0	0.025	0.029	0.038	0	0.063	0.082	0.004	0.032	0.00112
0	0.043	0.033	0.056	0.071	0.063	0.082	0.152	0.032	0.01
0.244	0.028	0.016	0.058	0.071	0	0.121	0.02	0.078	0.00609
0.066	0.039	0.016	0.038	0.071	0.063	0	1.11	0.032	0.013
0	0.007	0.016	0.155	0.071	0	0.082	0.554	0	0.0206
0	0.026	0.024	0.038	0.071	0.063	0.093	0.004	0.043	0.00186
0	0.014	0.05	0.038	0.071	0.063	0.112	0.042	0.038	0
0	0.02	0.016	0.056	0	0.063	0.082	0.255	0.04	0.0381
0	0.051	0.035	0.038	0.071	0.063	0.082	0.028	0.032	0
0	0.007	0.026	0.052	0.132	0	0.082	0.042	0.046	0
0	0.035	0.025	0.04	0.071	0.063	0	0.042	0.036	0
0.199	0.019	0.025	0.052	0	0.063	0.082	0.004	0.035	0.00125
0	0.015	0.016	0.08	0	0.083	0	0.242	0.032	0.0441
0	0.035	0.061	0	0	0	0	0.004	0.032	0.00112
0	0.027	0.052	0.038	0.071	0.063	0.082	0.004	0.033	0
0	0.017	0.033	0.038	0	0	0.082	0.004	0.034	0
0.105	0.021	0.057	0	0.071	0.063	0.082	0.004	0.032	0.00112
0	0.019	0.047	0.038	0.071	0	0.082	0.028	0.032	0.0015
0.204	0.007	0.016	0.128	0.071	0.184	0.1	0.223	0.219	0.0548
0.27	0.007	0.016	0.061	0.15	0.214	0.141	0.066	0.047	0.0567
0	0.011	0.053	0.092	0	0	0	0.004	0.032	0
0.606	0.021	0.058	0.047	0	0	0	0.004	0.033	0
0	0.019	0.037	0.053	0	0.063	0	0.042	0.032	0.00236
0	0.029	0.032	0.038	0.071	0	0	0.004	0.032	0
0	0.04	0.016	0.056	0.071	0	0.082	0.004	0.032	0.0015
0.123	0.023	0.042	0.038	0.071	0.086	0.082	0.026	0.032	0.0492
0	0.032	0.04	0.056	0.071	0.063	0	0.004	0.038	0
0	0.022	0.016	0.129	0.071	0.123	0.082	0.146	0.032	0.0408
0	0.03	0.049	0.064	0	0	0	0.004	0.032	0
0.268	0.007	0.016	0.054	0.071	0.115	0.082	0.262	0.046	0.136
0.288	0.024	0.016	0.407	0.071	0.263	0	0.274	0.154	0.059
0	0.023	0.063	0	0.071	0	0	0.004	0.032	0
0	0.019	0.03	0	0	0	0	0.004	0	0.00112
0.255	0.04	0.034	0.08	0.071	0.316	0	0.004	0.032	0
1.13	0.038	0.05	0	0	0	0	0.004	0.032	0
0.141	0.036	0.042	0.047	0	0	0.082	0.004	0.048	0
0.123	0.045	0.038	0.064	0.071	0	0.082	0.004	0.045	0.0397
0.363	0.026	0.03	0.065	0.079	0.097	0.106	0.078	0.049	0.0406
0.231	0.019	0.03	0.136	0.071	0.063	0.132	0.138	0.053	0.0882
0	0.012	0.07	0.05	0.071	0.063	0.098	0.219	0.038	0.0181
0	0.021	0.027	0.056	0.071	0	0	0.028	0.034	0
0.123	0.007	0.029	0.038	0	0	0.122	0.004	0.052	0.00138
0	0	0.047	0.047	0.071	0.063	0.135	0.004	0.036	0
0	0.031	0.025	0.068	0.071	0.063	0.082	0.021	0.04	0.0205
0.263	0.019	0.016	0.203	0.071	0.391	0.09	0.231	0.429	0.375
0	0.015	0.042	0.038	0.071	0.189	0.082	0.06	0.033	0
0	0.043	0.044	0.059	0.071	0.063	0.082	0.004	0.04	0
0.32	0.029	0.047	0	0	0.063	0	0.008	0.032	0.0026
0	0.03	0.028	0.056	0.071	0	0.106	0.004	0.061	0
0	0.026	0.047	0.066	0	0.126	0	0.004	0.034	0.00125
0	0.025	0.016	0.056	0.071	0	0.082	0.004	0.037	0
0	0.036	0.053	0	0.071	0.063	0	0.004	0.052	0
0.303	0.028	0.041	0.052	0.071	0.581	0.264	0.004	0.048	0.00125
0	0.013	0.058	0.136	0.071	0.063	0.082	0.032	0.064	0
0	0.036	0.04	0.073	0.071	0.063	0	0.015	0.035	0
0	0.007	0.035	0.053	0.083	0	0	0.028	0.032	0
0	0.032	0.044	0.057	0.071	0.138	0.082	0.06	0.036	0.0015
0	0.08	0.068	0	0.088	0.063	0	0.042	0.033	0.0268
0	0.036	0.03	0	0	0.063	0	0.004	0.032	0
0	0.049	0.033	0.08	0	0	0	0.004	0.032	0
0	0.053	0.029	0	0	0.063	0	0.004	0.032	0
0	0.043	0.039	0.08	0	0.063	0	0.004	0.032	0
0	0.029	0.034	0.044	0.071	0.063	0	0.07	0.047	0.329
0.207	0.026	0.04	0.038	0.071	0.063	0.082	0.004	0.034	0.00117
0	0.021	0.016	0.057	0.071	0	0.082	0.034	0.032	0.003
0	0.026	0.016	0.083	0.126	0.063	0.082	0.028	0.041	0
0.188	0.012	0.033	0.042	0.071	0.063	0.082	0.043	0.037	0.0152
0	0.007	0.036	0.038	0.071	0.063	0	0.004	0.052	0
0	0.022	0.026	0.054	0.071	0	0.082	0.068	0.034	0.0154
0	0.025	0.042	0.049	0.071	0	0.082	0.004	0.032	0.018
0.158	0.022	0.03	0.101	0	0.6	0.096	0.004	0.664	0.0077
0	0.02	0.045	0.059	0	0.063	0	0.028	0.032	0.0015
0	0.036	0.052	0.066	0.071	0	0	0.004	0.038	0
0	0.055	0.016	0.056	0.096	0	0	0.004	0.032	0.00125
0	0.022	0.05	0.056	0.071	0.138	0	0.028	0.052	0
0	0.02	0.016	0.09	0.079	0.197	0.112	0.066	0.038	0.188
0	0.012	0.034	0.066	0.071	0.063	0.082	0.037	0.037	0.00625
0.107	0.024	0.016	0.058	0.071	0.097	0.106	0.004	0.062	0.00369
0.04	0.02	0.027	0.038	0.071	0	0.106	0.014	0.037	0.00795
0	0.042	0.016	0.056	0.071	0	0.082	0.078	0.04	0.0199
0.284	0.018	0.04	0.038	0.071	0	0.082	0.028	0.032	0
0	0.019	0.031	0.1	0.071	0.063	0.082	0.008	0.032	0.00312
0.206	0.02	0.016	0.044	0.071	0.063	0.082	0.134	0.042	0.036
0	0.007	0.037	0	0.091	0.162	0.22	0.603	0.032	0.0179
0	0.032	0.035	0.038	0.071	0	0	0.042	0.032	0.0015
0	0.007	0.016	0.047	0.071	0.063	0.082	0.004	0.032	0.00138
0	0.02	0.034	0.063	0.071	0.135	0.14	0.06	0.083	0
0	0.023	0.028	0.12	0	0.063	0.082	0.021	0.046	0.00312
0	0.022	0.047	0	0.071	0.063	0.132	0.004	0.036	0
0.206	0.045	0.03	0.053	0.071	0.063	0.118	0.131	0.272	0.0021
0.322	0.029	0.034	0.056	0	0.189	0.082	0.004	0.032	0.0017
0.188	0.042	0.051	0.073	0	0.078	0.134	0.086	0.051	0.0015
0	0.029	0.046	0.038	0.071	0.063	0.082	0.004	0.032	0
0.255	0.025	0.023	0.038	0.071	0.063	0.082	0.004	0.052	0
0.286	0.036	0.016	0.218	0.071	0.123	0.092	0.48	0.109	0.0679
0	0.04	0.037	0.056	0.071	0.063	0.082	0.052	0.032	0.014
0.04	0.028	0.03	0.076	0.071	0.063	0.082	0.004	0.038	0.00491
0.196	0.007	0.034	0.062	0	0	0.082	0.004	0.035	0
0.51	0.007	0.016	0.038	0.102	0.063	0.082	0.133	0.032	0.0308
0	0.028	0.016	0.053	0.071	0	0.106	0.004	0.036	0
1.02	0.017	0.029	0.038	0.1	0	0.093	0.127	0.032	0.0179
0.255	0.011	0.056	0.056	0.071	0.063	0	0.004	0.032	0
0	0.021	0.024	0	0.071	0.063	0.082	0.004	0.032	0
0	0.034	0	0.059	0.071	0	0.082	0.004	0.034	0
0	0.018	0.037	0	0.118	0.063	0	0.874	0.033	0.0233
0	0.011	0.039	0	0.071	0.063	0.106	0.004	0.035	0.00136
0	0.042	0.038	0.08	0	0.063	0.103	0.004	0.037	0.00112
0.394	0.02	0.046	0.136	0	0.52	0.165	0.088	0.108	0.0727
0	0.027	0.044	0.038	0.071	0.063	0.082	0.042	0.034	0.00923
0	0.019	0.03	0.056	0.087	0	0.118	0.044	0	0.0162
0	0.03	0.047	0.08	0.071	0.08	0.114	0.042	0.042	0.0127
0	0.03	0.037	0.08	0.071	0.063	0.1	0.043	0.04	0.0128
0	0.024	0.016	0.049	0	0	0	0.004	0.032	0
0	0.044	0.06	0.056	0	0	0	0.004	0.032	0.00136
0	0.031	0.031	0.05	0.071	0.083	0.097	0.16	0.077	0.0495
0	0.036	0.031	0.038	0.11	0.113	0.112	0.004	0.047	0
0	0.023	0.016	0.049	0	0	0.106	0.13	0.032	0.0021
0.332	0.047	0.034	0.059	0.071	0.083	0.096	0.072	0.042	0.00144
0	0.02	0.025	0	0	0	0.106	0.004	0.04	0
0	0.02	0.016	0.05	0.071	0.063	0.082	0.061	0.032	0.0104
0	0.007	0.061	0	0	0.063	0	0.011	0.032	0.0118
0	0.02	0.019	0.042	0.071	0	0.082	0.004	0.032	0
0	0.032	0.066	0.042	0.071	0	0.082	0.004	0.032	0
0	0.012	0.03	0.08	0.091	0	0.082	0.335	0.035	0.0152
0	0.042	0.054	0.038	0.071	0	0.082	0.004	0.032	0
0	0.019	0.035	0	0	0.063	0	0.004	0.032	0.0015
0	0.016	0.032	0	0	0.272	0	0.004	0.032	0.00235
0	0.007	0.019	0.038	0.071	0.063	0	0.004	0.032	0
0	0.019	0.039	0.056	0.071	0.063	0.082	0.004	0.032	0
0	0.022	0.016	0.06	0.071	0	0	0.004	0.032	0
0	0.028	0.016	0.068	0.071	0	0	0.083	0.032	0
0	0.038	0	0.059	0	0	0	0.004	0.032	0
0.606	0.014	0.045	0.104	0.071	0.063	0.082	0.008	0.035	0
0	0.007	0.034	0.056	0	0.063	0	0.004	0.059	0.00125
0	0.007	0.039	0.073	0.094	0	0.082	0.038	0.036	0.0329
0	0.064	0.035	0.048	0.076	0.063	0.082	0.161	0.037	0.044
0.141	0.034	0.031	0.038	0.071	0	0.082	0.004	0.032	0
0	0.016	0.055	0.038	0.071	0.063	0.082	0.004	0.032	0
0.234	0.017	0.054	0.129	0.071	0.063	0.117	0.004	0.046	0.039
0	0.007	0.03	0	0.071	0.063	0	0.004	0.035	0
0.17	0.017	0.016	0.038	0.234	0.088	0.082	1.22	0.035	0.0239
0.487	0.022	0.016	0	0.127	0.063	0.082	0.07	0.032	0.0682
0.188	0.007	0.016	0.075	0	0.08	0.106	0.032	0.045	0.0025
0	0.035	0.047	0.038	0	0.316	0.082	0.004	0.051	0.00292
0.216	0.023	0.02	0.044	0	0.063	0.082	0.004	0.032	0.00112
0	0.03	0.04	0.063	0.071	0	0.082	0.004	0.036	0
0.206	0.017	0.05	0.07	0	0	0.082	0.004	0.032	0.00325
0.41	0.035	0.048	0.038	0.071	0.189	0.082	0.004	0.033	0.00288
0	0.011	0.047	0.046	0	0.063	0.082	0.004	0.032	0.00117
0	0.022	0.036	0	0.071	0.212	0.129	0.004	0.089	0
0.244	0.007	0.063	0	0.079	0.063	0	0.004	0.032	0
0.255	0.02	0.016	0.094	0	0	0.082	0.025	0.042	0
0.198	0.036	0.026	0.091	0.079	0	0.119	0.201	0.042	0.0494
0.322	0.007	0.032	0.081	0.097	0.123	0.09	0.151	0.032	0.0383
0.147	0.017	0.043	0.047	0.071	0.063	0.082	0.224	0.034	0.0916
0.04	0.024	0.06	0.052	0	0.097	0.082	0.068	0.032	0.00382
0	0.014	0.03	0.05	0.11	0.063	0.13	0.004	0.036	0.001
0	0.034	0.046	0.072	0.071	0.063	0.082	0.052	0.042	0.0015
0	0.036	0.016	0	0.071	0	0.11	0.045	0.045	0.00175
0	0.015	0.04	0.066	0.071	0.063	0	0.044	0.032	0.00136
0	0.026	0.058	0	0.071	0.189	0	0.042	0.032	0
0.224	0.037	0.047	0.038	0.071	0	0.082	0.004	0.036	0
0	0.007	0.034	0.108	0.071	0	0.082	0.042	0.048	0
0.206	0.032	0.046	0.057	0.121	0.197	0.13	0.385	0.066	0.00727
0.842	0.036	0.016	0.607	0.071	1.37	0.082	0.588	0.836	0.165
0	0.014	0.054	0.136	0	0	0	0.013	0.057	0
0	0.014	0.052	0.042	0.071	0	0.082	0.004	0.044	0
0.202	0.032	0.047	0.056	0.071	0.063	0	0.004	0.033	0
1.59	0.029	0.054	0.064	0	0	0	0.194	0.04	0
0	0.025	0.016	0.088	0	0.063	0	0.004	0.032	0
0	0.029	0.03	0.075	0	0	0.082	0.004	0.064	0
0.17	0.007	0.057	0	0	0	0.082	0.004	0.032	0
0	0.02	0.038	0.038	0.071	0.063	0	0.004	0.04	0
0.249	0.036	0.041	0	0	0	0.082	0.012	0.032	0.00443
0	0.041	0.028	0.062	0.071	0.063	0.082	1.4	0.032	0.0559
0	0.031	0.032	0	0.071	0.063	0.187	0.024	0.033	0
0	0.019	0.039	0.063	0.071	0.063	0.082	0.004	0.04	0
0.72	0.024	0.029	0.048	0.071	0.063	0	0.004	0.032	0
0	0.02	0.016	0.062	0.071	0.063	0.082	0.004	0.032	0
0	0.007	0.02	0.077	0.071	0.063	0	0.052	0.032	0.0015
0	0.015	0.016	0	0.071	0.063	0.111	0.224	0.032	0.0582
0	0.019	0.024	0.072	0.071	0.063	0.094	0.004	0.049	0.0569
0	0.04	0.03	0	0.071	0.264	0.082	0.004	0.032	0.00245
0.141	0.041	0	0.048	0.071	0	0	0.004	0.032	0
0.255	0.015	0.058	0.064	0.079	0.063	0.082	0.142	0.045	0.0372
0	0.007	0.035	0.05	0	0.063	0	0.004	0.032	0
0	0.033	0.054	0.041	0.071	0.063	0.082	0.052	0.035	0.0013
0	0.007	0.048	0	0.071	0	0.082	0.004	0.036	0
0	0.022	0.053	0.113	0.071	0.063	0.082	0.004	0.044	0
0	0.007	0.026	0.124	0.071	0	0.082	0.072	0.132	0.00673
0.412	0.036	0.024	0.08	0.096	0.063	0.082	0.072	0.033	0.00229
0	0.031	0.037	0.059	0.071	0.162	0.082	0.072	0.032	0.00333
0	0.007	0.036	0.064	0	0.082	0.082	0.036	0.095	0.00556
0	0.022	0.024	0.056	0	0	0.082	0.012	0.052	0.0073
0.207	0.015	0.029	0.047	0	0.063	0.082	0.004	0.032	0
0	0.029	0.064	0.066	0.1	0.078	0.137	0.028	0.224	0.00239
0.171	0.007	0	0.056	0.071	0.187	0.113	0.198	0.047	0.0602
0.582	0.019	0.023	0.437	0	1.16	0.082	0.209	0.171	0.0771
0.084	0.015	0.036	0.038	0.071	0.212	0	0.004	0.032	0
0	0.027	0.039	0	0	0	0.082	0.004	0.032	0
0.331	0.021	0.04	0.038	0	0.063	0	0.004	0.032	0
0.211	0.043	0.045	0.046	0	0	0	0.004	0.038	0
0	0.044	0.025	0.067	0.071	0.264	0.082	0.004	0.032	0
0	0.021	0.052	0.038	0.071	0.063	0	0.004	0.032	0
0	0.015	0.026	0.038	0.071	0	0	0.004	0.032	0.0015
0	0.02	0.016	0.056	0	0.063	0	0.028	0	0
0	0.03	0.047	0.064	0.071	0.063	0.082	0.028	0.032	0
0	0.017	0.067	0	0	0.063	0.09	0.004	0.032	0.00213
0	0.022	0.04	0	0	0.063	0.082	0.004	0.032	0
0.222	0.036	0.054	0.073	0	0.063	0.104	0.011	0.042	0.00264
0	0.007	0.06	0.056	0	0.063	0.082	0.004	0.057	0
0.144	0.031	0.026	0.087	0	0	0	0.004	0.071	0
0	0.027	0.035	0.08	0.071	0.063	0.082	0.021	0.032	0
0	0.029	0.042	0.052	0	0	0.082	0.004	0.032	0.00518
0	0.022	0.026	0.05	0.071	0.063	0	0.004	0.032	0.0139
0.962	0.015	0.028	0	0	0.063	0.082	0.086	0.045	0.0204
0.17	0.021	0.047	0.078	0	0.063	0.082	0.06	0.048	0
0.209	0.016	0.045	0.078	0.071	0	0	0.004	0.048	0
0	0.034	0.034	0.062	0.071	0.063	0.11	0.028	0.04	0.00112
0	0.019	0.032	0.056	0.088	0.063	0	0.037	0.044	0.0137
0.322	0.05	0.032	0.146	0.11	0.063	0.122	0.004	0.032	0.0232
0	0.023	0.028	0.038	0	0.063	0	0.004	0.032	0
0	0.028	0.046	0	0.135	0.063	0.082	0.004	0.034	0.045
0	0.046	0.064	0.111	0	0	0	0.004	0.038	0
0.189	0.032	0.028	0.038	0.071	0	0.082	0.004	0.035	0.00125
0	0.031	0.05	0	0.152	0.316	0.122	0.007	0.077	0.0034
0.156	0.032	0.033	0.078	0	0	0.082	0.004	0.038	0
0	0.018	0.026	0.114	0	0	0.082	0.018	0.043	0
0.439	0.012	0.058	0.099	0	0.17	0.082	0.019	0.069	0.00267
0	0.034	0.043	0.049	0	0.063	0	0.022	0.041	0
0	0.02	0.02	0.038	0.071	0.063	0.082	0.028	0.035	0
0	0.038	0.044	0.038	0.071	0	0.082	0.004	0.046	0
0	0.038	0.046	0.056	0	0	0	0.004	0.034	0
0	0.028	0.016	0.048	0	0.197	0.082	0.004	0	0
0.084	0.03	0.039	0.167	0.101	0.063	0	0.071	0.032	0.0687
0	0.019	0.016	0.056	0	0.063	0	0.028	0.032	0
0.223	0.02	0.02	0.066	0.071	0.063	0.103	0.004	0.042	0
0	0.02	0.016	0.055	0.123	0.063	0	0.124	0.032	0.0138
0.554	0.014	0.048	0.092	0	0.063	0.082	0.004	0.041	0
0	0.029	0.045	0.052	0	0	0.082	0.105	0.038	0
0	0.027	0.038	0.07	0.084	0.063	0.082	0.028	0.125	0
0	0.039	0.064	0.056	0.071	0	0	0.004	0.032	0.0204
0.31	0.039	0.031	0.041	0	0	0	0.028	0.033	0
0	0.04	0.033	0.038	0	0	0	0.004	0.032	0
0	0.018	0.037	0.038	0	0	0	0.004	0.032	0
0	0.019	0.034	0.092	0.071	0	0.082	0.004	0.032	0
0.282	0.015	0.016	0.065	0	0.063	0	0.004	0	0
0	0.019	0.016	0	0.071	0.063	0.118	0.042	0.032	0
0	0.026	0.039	0.038	0	0	0	0.004	0.032	0
0	0.018	0.044	0.068	0	0	0	0.004	0.032	0
0	0.019	0.016	0.056	0.071	0	0.082	0.004	0.032	0
0.136	0.029	0.027	0.08	0	0.063	0.082	0.004	0.046	0
0	0.012	0.06	0.038	0.071	0	0.082	0.004	0.032	0
0	0.024	0.026	0.068	0	0	0	0.004	0.044	0
0.179	0.021	0.061	0.068	0	0	0.103	0.004	0.032	0
0	0.013	0.028	0.08	0.071	0	0.082	0.004	0	0.00406
0	0.032	0.029	0.056	0.071	0.063	0.152	0.004	0.032	0
0	0.014	0.031	0	0	0.063	0	0.004	0.032	0
0	0.016	0	0.108	0	0.063	0.082	0.004	0.032	0
0	0.023	0.042	0.047	0	0.063	0	0.004	0.032	0
0	0.007	0.05	0.046	0.071	0	0.082	0.004	0.032	0
0	0.016	0.03	0	0	0	0.082	0.004	0.032	0
0	0.029	0.044	0	0	0	0	0.004	0.032	0
0	0.007	0.041	0.08	0.071	0	0.082	0.004	0.032	0
0	0.028	0.016	0.062	0.096	0.063	0.138	0.103	0.033	0.0187
0	0.019	0	0	0.071	0.13	0.102	0.124	0.032	0.011
0.084	0.022	0.052	0.082	0.071	0	0.082	0.019	0.034	0.00791
0	0.007	0.016	0.056	0.093	0.063	0.082	0.013	0.038	0.00323
0	0.017	0.026	0.104	0	0	0.082	0.265	0.04	0.103
0	0.032	0.042	0.049	0	0.063	0	0.004	0.045	0
0	0.024	0.037	0.08	0.071	0.063	0	0.004	0.032	0
0	0.035	0.016	0.082	0.071	0.063	0.082	0.004	0.044	0.0015
0	0.021	0.016	0.082	0.071	0.096	0.103	0.004	0.141	0.00514
0	0.023	0.044	0.067	0.153	0	0.082	0.004	0.032	0
0	0.034	0.045	0.052	0.071	0.063	0	0.042	0.032	0.00112
0	0.018	0.016	0.156	0.132	0.063	0	2.43	0.04	0.0915
0	0.032	0.042	0.05	0	0.063	0.082	0.256	0.035	0.0313
0.255	0.042	0.046	0.055	0.071	0	0.098	0.183	0.032	0.0269
0	0.016	0.044	0.056	0	0	0	0.042	0.047	0.0015
0	0.037	0.016	0	0.071	0.063	0.082	0.004	0	0
0	0.026	0.06	0.05	0.071	0.231	0.19	0.004	0.038	0.0102
0.194	0.024	0.05	0.038	0	0.316	0.082	0.004	0.044	0
0	0.02	0.061	0.064	0.071	0.063	0.094	0.004	0.032	0
0	0.04	0.042	0.038	0.071	0.063	0	0.004	0.035	0
0	0.047	0.054	0	0.071	0	0	0.004	0.032	0
0.151	0.031	0.02	0.038	0.071	0.063	0.094	0.166	0.034	0.00142
0	0.016	0.049	0.043	0.088	0.063	0.082	0.004	0.045	0
0.141	0.035	0.063	0.057	0.096	0.079	0.13	0.004	0.032	0.00608
0	0.024	0.062	0.05	0.071	0.063	0.082	0.004	0.038	0.0015
0	0.025	0.06	0.047	0.071	0.138	0.122	0.004	0.044	0.00959
0	0.031	0.044	0.044	0.071	0.063	0.114	0.004	0.032	0.00773
0.353	0.025	0.04	0.073	0.071	0.214	0	0.206	0.032	0.0301
0.322	0.024	0.054	0.067	0.234	0	0.082	0.042	0.032	0
0.206	0.038	0.054	0.07	0.071	0.063	0.082	0.004	0.035	0.00117
0	0.04	0.074	0	0	0.063	0.082	0.004	0.032	0.019
0	0.049	0.048	0.062	0.071	0.063	0.089	0.011	0.043	0.0025
0.426	0.015	0.051	0.049	0	0	0.128	0.004	0.032	0
0.363	0.027	0.03	0.078	0.18	0.135	0.108	0.044	0.032	0.00206
0	0.027	0.054	0	0.071	0.114	0	0.004	0.041	0.00882
0	0.027	0.063	0.045	0.071	0.063	0.082	0.013	0.048	0.00133
0	0.035	0.059	0.097	0	0.103	0.13	0.004	0.035	0
0	0.034	0.046	0.08	0	0.063	0.082	0.004	0.032	0
0	0.018	0.056	0.049	0.088	0.063	0	0.052	0.042	0
0	0.011	0.053	0.094	0	0	0.082	0.052	0.032	0
0	0.042	0.05	0.045	0	0.063	0	0.042	0.032	0.00117
0	0.039	0.05	0.044	0	0	0.154	0.004	0.035	0
0	0.01	0.016	0	0	0.063	0.082	0.004	0.032	0
0	0.007	0.033	0.056	0.071	0.063	0.082	0.004	0.032	0
0	0.032	0.024	0	0	0.063	0.098	0.004	0	0
0	0.029	0.04	0.07	0	0.063	0	0.004	0.032	0
0	0.017	0.041	0.073	0.071	0.063	0	0.004	0.032	0
0	0.029	0.042	0.038	0.071	0.316	0.082	0.004	0.036	0.00125
0.224	0.026	0.036	0.047	0	0.201	0.113	0.004	0.035	0.0013
0	0.048	0.016	0.062	0.071	0.063	0.082	0.004	0.037	0
