H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0.17	0.016	0.035	0.104	0.071	0.063	0	0.042	0.032	0.00188
0.14	0.015	0.058	0.335	0.11	0.284	0.13	0.184	0.086	0.0602
0	0.036	0.041	0.038	0.112	0.316	0.09	0.006	0.04	0.166
0	0.013	0.042	0.06	0.071	0.189	0.082	0.004	0.039	0
0	0.007	0.016	0.085	0.084	0.063	0.108	0.444	0.038	0.0517
0.298	0.017	0.016	0.135	0.133	0.489	0.17	0.067	0.268	0.631
0	0.055	0.05	0	0	0.063	0	0.004	0.036	0
0	0.007	0.033	0.038	0	0.063	0.082	0.004	0.032	0
0	0.033	0.016	0.038	0.071	0	0	0.004	0	0
0	0.025	0.046	0.038	0	0	0.082	0.004	0.035	0.00257
0.255	0.017	0.039	0.038	0.114	0.152	0.082	0.004	0.032	0.0015
0	0.007	0.03	0.062	0.071	0.063	0.082	0.004	0.032	0.0745
0	0.029	0.038	0	0.071	0.063	0.095	0.107	0.032	0.034
0.966	0.021	0.043	0.038	0.119	0	0.082	0.099	0.039	0.0168
0.255	0.027	0.066	0	0.071	0.063	0.082	0.028	0.039	0
0	0.037	0.024	0.08	0	0	0.082	0.013	0.032	0.0015
0	0.028	0.039	0.205	0	0	0	0.004	0.036	0.001
0.244	0.028	0.03	0.059	0.071	0	0	0.004	0.032	0
0	0.007	0.031	0.069	0.071	0	0.082	0.004	0.049	0.0135
0	0.01	0.036	0.038	0.071	0	0.082	0.014	0.032	0.0015
0.403	0.032	0.053	0	0.071	0.063	0	0.004	0.032	0
0	0.033	0.051	0.058	0	0	0.082	0.004	0.032	0
0	0.011	0.036	0.038	0	0.212	0.082	0.004	0.057	0.00312
0	0.015	0.036	0.051	0.071	0	0.082	0.028	0.032	0
0	0.027	0.016	0.038	0	0	0.09	0.004	0.051	0.0077
0	0.037	0.044	0.06	0.234	0.063	0	0.028	0.032	0
0.17	0.019	0.029	0.038	0	0	0.082	0.121	0.032	0
0	0.04	0.031	0.086	0	0.084	0.129	0.028	0.047	0
0	0.019	0.048	0.059	0	0.105	0	0.073	0.032	0.0069
0.249	0.051	0.044	0.038	0.071	0.063	0	0.004	0.032	0
0	0.028	0.037	0.074	0.071	0	0	0.004	0.034	0
0	0.028	0.016	0.038	0.11	0	0.082	0.217	0.034	0.2
0.32	0.007	0.051	0	0	0	0	0.042	0.032	0
0	0.037	0.048	0.038	0.071	0.063	0.082	0.042	0.032	0
0	0.036	0.055	0.073	0	0.063	0.106	0.004	0.032	0
0	0.042	0.016	0.065	0.071	0	0	0.004	0.032	0
0.255	0.046	0.016	0.038	0.071	0	0	0.004	0.032	0
0	0.02	0.046	0.067	0.071	0.063	0	0.025	0.042	0.00745
0	0.03	0.016	0.038	0.088	0	0.082	0.023	0.052	0.0275
0	0.026	0.042	0.038	0.071	0	0	0.004	0.032	0
0	0.03	0.06	0.058	0.081	0.063	0.082	0.069	0.035	0.00691
0.141	0.021	0.048	0.124	0	0.063	0.094	0.06	0.034	0.00209
0.141	0.031	0.02	0.164	0.071	0.063	0.082	0.004	0.037	0
0.194	0.007	0.044	0.038	0.071	0	0.082	0.004	0.032	0
0	0.043	0.02	0.082	0.071	0.104	0.111	0.24	0.035	0.0148
0	0.02	0.016	0.053	0.081	0.189	0.11	0.056	0.037	0.0039
0	0.007	0.039	0.056	0	0.063	0.082	0.072	0.032	0
0	0.018	0.035	0.042	0.071	0.063	0.082	0.083	0.032	0
0	0.047	0.016	0.059	0.107	0.063	0.082	0.92	0.032	0.0161
0	0.007	0.016	0.053	0.166	0.113	0	0.613	0.038	0.0124
0.504	0.007	0.016	0.496	0.071	1.56	0.082	0.671	0.957	0.0855
0	0.022	0.016	0.046	0	0.231	0.131	0.004	0.05	0.00112
0	0.027	0.043	0.064	0	0.063	0.104	0.015	0.04	0
0	0.028	0.047	0.062	0.071	0.063	0	0.004	0.032	0.00112
0	0.035	0.03	0.092	0.071	0.063	0.094	0.004	0.033	0
0	0.043	0.022	0	0.088	0	0.082	0.004	0	0.0015
0.363	0.043	0.042	0.09	0	0	0	0.004	0.039	0
0.206	0.051	0.025	0	0	0.063	0.163	0.004	0.038	0.00112
0	0.028	0.041	0	0.084	0	0.082	0.004	0.032	0.00317
0	0.033	0.049	0.038	0.088	0.063	0.124	0.004	0.032	0.0142
0	0.014	0.061	0	0.071	0.063	0.082	0.004	0.043	0
0.173	0.016	0.056	0	0.081	0.114	0.082	0.004	0.043	0.0015
0	0.027	0.033	0.056	0.071	0.063	0.082	0.028	0.036	0
0	0.037	0.024	0.07	0	0.063	0	0.004	0.032	0
0	0.039	0.016	0.082	0.071	0	0.082	0.028	0	0
0	0.034	0.016	0.12	0.071	0	0	0.028	0.032	0
0	0.033	0.022	0.044	0.071	0.063	0	0.004	0.033	0
0	0.044	0.02	0.047	0	0.063	0.082	0.004	0.044	0
0	0.058	0.044	0	0.071	0.063	0.082	0.004	0.042	0
0	0.029	0.043	0.108	0.123	0.063	0.092	0.072	0.042	0.00133
0	0.026	0.044	0.116	0.071	0	0	0.017	0.056	0
0.322	0.02	0.046	0	0.071	0.063	0.092	0.027	0.038	0.00125
0	0.024	0.041	0.049	0.071	0.063	0.11	0.04	0.073	0.00144
0	0.024	0.019	0.055	0.071	0.063	0.105	0.004	0.07	0
0.397	0.034	0.037	0.038	0.071	0.138	0.135	0.012	0.032	0
0	0.087	0.035	0.068	0.071	0.063	0.082	0.004	0.032	0.00229
0	0.007	0.034	0.074	0.071	0.063	0	0.018	0.038	0
0.161	0.023	0.05	0.038	0.071	0.063	0	0.004	0.032	5e-04
0	0.023	0.055	0.038	0	0.063	0	0.004	0.038	0
0.549	0.028	0.049	0.564	0.071	1.91	0	0.211	0.433	0.152
0.149	0.028	0.037	0.038	0.122	0	0.082	0.026	0.036	0.0467
0.17	0.029	0.02	0.083	0	0.063	0.082	0.028	0.087	0.00336
0.411	0.021	0.032	0.099	0.093	2.33	0.232	0.118	0.325	0.1
0.346	0.031	0.033	0.062	0.071	0.063	0.094	0.004	0.049	0.00138
0	0.035	0.049	0.076	0	0	0.082	0.028	0.032	0
0	0.027	0.037	0.114	0.071	0.063	0.082	0.004	0.035	0
0	0.019	0.061	0	0	0.063	0.082	0.127	0.038	0
0	0.048	0.022	0.087	0	0	0.082	0.042	0.032	0
0	0.061	0.058	0.06	0.071	0.063	0	0.004	0.032	0
0	0.056	0.016	0.089	0.071	0	0.082	0.004	0.036	0
0.301	0.063	0.033	0.103	0.071	0	0	0.012	0.032	0
0.084	0.028	0.042	0.056	0	0.063	0	0.004	0.032	0.001
0	0.028	0.028	0.05	0.071	0.063	0.082	0.004	0.036	0
0	0.072	0.044	0.056	0.071	0.063	0	0.004	0.036	0
0	0.039	0.041	0.038	0.071	0.063	0.082	0.004	0.033	0
0	0.049	0.016	0.038	0.071	0.197	0	0.004	0.041	0
0	0.044	0.044	0.065	0.071	0.189	0	0.004	0.034	0.00125
0.161	0.048	0.016	0.062	0.071	0.063	0	0.004	0.036	0
0	0.03	0.016	0	0.071	0	0	0.004	0.032	0
0.219	0.058	0.022	0	0	0.063	0	0.004	0.035	0
0.363	0.049	0.054	0.078	0.071	0	0	0.004	0.032	0
0	0.047	0.038	0.038	0.071	0	0	0.06	0.054	0
0	0.048	0.062	0.038	0.081	0	0.082	0.004	0.034	0.00541
0	0.052	0.031	0.038	0.071	0.063	0.082	0.004	0.04	0
0	0.033	0.054	0.044	0.071	0.078	0	0.079	0.042	0.0199
0.606	0.026	0.053	0.043	0.071	0	0.082	0.015	0.032	0
0	0.02	0.016	0.083	0.071	0.063	0.082	0.004	0.043	0
0	0.057	0.027	0.04	0.071	0.063	0	0.004	0.035	0
0	0.043	0.028	0.054	0.071	0	0.082	0.043	0.049	0
0.224	0.072	0.016	0.038	0	0	0	0.004	0.036	0
0.179	0.04	0.038	0.081	0	0	0	0.004	0.032	0
0	0.066	0.032	0.069	0.071	0.063	0	0.004	0.039	0.0015
0	0.1	0.016	0.038	0.071	0.063	0.082	0.004	0.046	0
0	0.071	0.022	0.038	0.071	0	0	0.004	0.032	0
0.123	0.088	0	0.11	0	0	0	0.004	0.037	0
0	0.058	0.064	0.056	0	0	0	0.004	0.034	0
0	0.092	0.029	0.046	0	0.063	0	0.004	0.04	0
0	0.092	0.036	0.044	0	0.063	0	0.004	0.045	0
0	0.03	0.045	0.038	0.094	0	0.082	0.028	0.032	0.00138
0	0.031	0.047	0.122	0	0.063	0	0.028	0.034	0
0	0.012	0.035	0.055	0.071	0.063	0	0.004	0.041	0
0	0.035	0.058	0.06	0.071	0.063	0	0.029	0.032	0
0	0.048	0.03	0	0.071	0.063	0.082	0.042	0.032	0
0	0.024	0.066	0.093	0.089	0.063	0	0.042	0.034	0
1.23	0.023	0.041	0.837	0.096	3	0	1.11	0.296	0.107
0.239	0.031	0.048	0.043	0.071	0.063	0.119	0.047	0.08	0
0.426	0.042	0.04	0.046	0	0.063	0	0.006	0.051	0
0.224	0.028	0.044	0.047	0.071	0	0	0.004	0.032	0
0.322	0.015	0.016	0.296	0.071	0.243	0.082	0.252	0.089	0.154
0	0.007	0.051	0	0.071	0	0	0.004	0.032	0
0	0.02	0.019	0.05	0.071	0.063	0	0.004	0.032	0
0	0.007	0.054	0.052	0	0	0.082	0.052	0.032	0
0	0.013	0.08	0.139	0.071	0.063	0.082	0.004	0.04	0
0	0.018	0.046	0.041	0	0.063	0.082	0.004	0.034	0
0.185	0.034	0.054	0.125	0.084	0	0	0.004	0.053	0
0.51	0.029	0.051	0.05	0.071	0	0	0.004	0.04	0
0.212	0.007	0.043	0	0.071	0.063	0	0.004	0.032	0.002
0.17	0.023	0.028	0.104	0.071	0.111	0.186	0.064	0.082	0.00358
0.832	0.021	0.049	0.059	0	0.063	0	0.004	0.034	0
1.09	0.032	0.044	0.108	0.171	0.177	0.087	0.313	0.037	0.073
0	0.031	0.046	0.038	0.071	0	0	0.004	0.035	0
0.217	0.032	0.038	0.068	0	0.063	0.103	0.004	0.061	0.0045
0	0.007	0.022	0.077	0.102	0	0.082	0.004	0.037	0
0	0.027	0.041	0.038	0.071	0	0.089	0.004	0.036	0
0.476	0.019	0.037	0.049	0.071	0	0.082	0.004	0.032	0
0	0.04	0.055	0.056	0.11	0.063	0.082	0.008	0.044	0
0.084	0.011	0.02	0.061	0.081	0.226	0.082	0.352	0.04	0.0721
0	0.007	0.053	0.044	0.071	0.063	0.082	0.004	0.032	0
0	0.034	0.04	0.038	0	0	0.082	0.004	0.038	0
0	0.02	0.022	0.044	0.123	0.063	0	0.004	0.041	0.00155
0.17	0.015	0.028	0	0.071	0.063	0.082	0.004	0.054	0.0355
0	0.026	0.016	0.05	0.088	0.063	0.082	0.01	0.036	0.0447
0	0.019	0.037	0.05	0.071	0	0.082	0.004	0.034	0
0	0.032	0.024	0.038	0.071	0.063	0.082	0.004	0.032	0.0269
0	0.015	0.038	0	0.071	0.063	0.082	0.028	0.033	0
0	0.011	0.052	0.059	0	0.063	0	0.028	0.032	0.0015
0	0.05	0.021	0.056	0.071	0.063	0.082	0.004	0.032	0
0	0.033	0.036	0.104	0.071	0	0.082	0.012	0.035	0
0.207	0.029	0.038	0.108	0.097	0.126	0.082	0.004	0.032	0
0	0.016	0.037	0.097	0.103	0.114	0	0.022	0.032	0.00238
0	0.044	0.022	0.058	0	0.063	0	0.004	0	0.00112
0	0.02	0.016	0	0	0.063	0.088	0.004	0.057	0
0	0.023	0.051	0.075	0	0.063	0.082	0.004	0.032	0
0	0.034	0.016	0.071	0.071	0.063	0	0.004	0.032	0
0	0.032	0.045	0.047	0.071	0.063	0	0.004	0.039	0
0	0.007	0.016	0.073	0.071	0	0.082	0.161	0.032	0.00959
0	0.022	0.016	0.058	0.122	0.088	0.096	0.004	0.032	0
0	0.039	0.053	0	0.071	0.063	0.098	0.01	0.04	0
0.237	0.026	0.062	0.08	0.071	0.063	0.082	0.028	0.035	0.003
0	0.011	0.03	0	0	0.063	0	0.004	0.032	0
0	0.022	0.038	0	0	0.063	0.082	0.025	0.045	0.0244
0	0.024	0.056	0.084	0	0	0.098	0.004	0.032	0
0	0.02	0.032	0.038	0.071	0.063	0.082	0.004	0.032	0
0	0.027	0.037	0.05	0.071	0	0.106	0.012	0.043	0.00162
0.298	0.015	0.016	0.038	0.124	0.063	0.082	0.012	0.032	0.0119
0.322	0.015	0.037	0.06	0.071	0.08	0.156	0.03	0.086	0.0364
0	0.019	0.016	0.059	0	0	0.082	0.004	0.052	0
0.198	0.007	0.027	0.069	0.071	0	0.082	0.004	0.04	0
0.246	0.031	0.016	0.08	0.071	0.65	0.117	0.004	0.124	0.0208
0	0.015	0.046	0.038	0.071	0	0.082	0.004	0.044	0
0	0.033	0.039	0.066	0.071	0.063	0.098	0.004	0.032	0.00112
0.322	0.04	0.042	0	0.071	0.063	0.082	0.042	0.032	0.00555
0	0.007	0.032	0.038	0	0.063	0	0.004	0.034	0
0.51	0.023	0.036	0.038	0.096	0.063	0.161	0.205	0.035	0.304
0.149	0.036	0.016	0.311	0.071	0.395	0.082	0.077	0.451	0.0767
0	0.028	0.046	0.144	0.071	0.281	0.124	0.108	0.038	0.009
0.214	0.04	0.031	0.051	0.078	0.106	0.082	0.116	0.041	0.0121
0.224	0.013	0.016	0.12	0.071	0.348	0.186	0.128	0.435	0.118
0	0.032	0.043	0.087	0.103	0	0.082	0.11	0.032	0.0142
0.17	0.024	0.024	0.108	0	0.063	0.082	0.004	0.032	0.00291
0	0.022	0.033	0.073	0.112	0.063	0.082	0.004	0.035	0.0015
0	0.021	0.036	0	0	0	0.082	0.004	0.032	0
0	0.055	0.016	0.038	0.071	0.063	0.118	0.004	0.039	0.00112
0	0.007	0.041	0.038	0.172	0.063	0.114	0.201	0.083	0.00661
0.224	0.012	0.041	0.068	0	0.063	0.082	0.004	0.032	0
0.289	0.024	0.05	0.051	0.071	0	0.082	0.004	0.043	0
0	0.054	0.058	0.082	0.071	0.063	0	0.052	0.034	0
0	0.007	0.016	0.038	0.114	0.063	0.082	0.799	0.032	0.0477
0	0.007	0.025	0.044	0.106	0	0.082	0.792	0.032	0.0609
0	0.031	0.034	0.038	0.071	0.164	0.082	0.004	0.048	0.00112
0.197	0.007	0.016	0.543	0.146	0.24	0.134	0.392	0.059	0.297
0.173	0.019	0.044	0.537	0.071	0.938	0.082	0.181	0.53	0.0678
0	0.007	0.043	0.056	0.071	0.063	0	0.004	0.032	0
0	0.007	0.016	0	0.077	0.187	0.112	1.55	0.053	0.405
0	0.024	0.061	0.047	0	0.063	0.124	0.042	0.035	0.00112
0	0.018	0.041	0.038	0.071	0.063	0.111	0.042	0.042	5e-04
0	0.015	0.044	0.038	0.071	0	0.082	0.134	0.032	0.00194
0	0.032	0.039	0.052	0.071	0.097	0.082	0.015	0.034	0
0	0.017	0.071	0.056	0.071	0	0.082	0.004	0.035	0
0.44	0.026	0.027	0.116	0.071	0.427	0.113	0.063	0.157	0.0336
0.105	0.064	0.058	0.104	0.071	0.063	0.105	0.114	0.037	0.0062
0	0.007	0.047	0.044	0	0.063	0.082	0.004	0.041	0
0	0.024	0.054	0.068	0	0	0.082	0.004	0.033	0
0	0.046	0.028	0	0.071	0	0.102	0.004	0.036	0.0015
0.105	0.02	0.031	0.038	0	0.063	0	0.028	0.032	5e-04
0	0.029	0.032	0.056	0	0.063	0.082	0.331	0.034	0.0299
0	0.032	0.024	0.056	0.071	0.063	0.082	0.297	0.063	0.0233
0	0.035	0.041	0.099	0.071	0.063	0	0.004	0.032	0
0	0.029	0.016	0.206	0.071	0.063	0	0.004	0.032	0
0	0.007	0.022	0.047	0	0.063	0	0.004	0.038	0
0	0.021	0.048	0.038	0.071	0.063	0	0.004	0.032	0
0	0.017	0.029	0	0.071	0.063	0	0.004	0.04	0
0	0.02	0.044	0.038	0.071	0.063	0.082	0.004	0.032	0
0	0.045	0.044	0	0.071	0	0.082	0.028	0.039	0
0.832	0.016	0.038	0.038	0.071	0.063	0	0.014	0.036	0.00991
0	0.048	0.043	0.056	0.071	0.063	0.082	0.004	0.032	0
0	0.022	0.041	0	0	0	0	0.004	0.032	0
0	0.028	0.048	0	0.071	0.475	0.082	0.004	0.033	0
0	0.016	0.048	0.056	0.15	0.304	0.18	0.01	0.033	0
0	0.007	0.058	0.038	0.071	0.063	0.1	0.004	0.033	0
0	0.059	0.045	0.067	0.071	0.122	0.155	0.043	0.063	0.00469
0	0.033	0.016	0.038	0.071	0.126	0.082	0.521	0.042	0.00161
0.282	0.02	0.016	0.082	0.071	0.063	0.082	0.064	0.037	0.024
0	0.021	0.05	0.047	0	0	0.082	0.004	0.032	0
0	0.007	0.042	0.038	0.153	0	0	0.098	0.034	0.0169
0.225	0.017	0.024	0.044	0.071	0.195	0.182	0.07	0.131	0.015
0	0.007	0.037	0.061	0	0.063	0.124	0.004	0.049	0
0	0.007	0.046	0.08	0	0	0	0.004	0.032	0
0	0.024	0.051	0.038	0.071	0.063	0	0.004	0.04	0
0.298	0.007	0.041	0.927	0.11	0.565	0.082	0.406	0.454	0.294
0	0.028	0.046	0	0	0	0	0.004	0.042	0
0	0.032	0.039	0.059	0.071	0.063	0.082	0.004	0.044	0
0	0.021	0.032	0.04	0	0	0.105	0.325	0.075	0.00217
0	0.012	0.03	0	0.071	0	0.082	0.004	0.032	0.00125
0.322	0.041	0.016	0.076	0.081	0.063	0.09	0.031	0.045	0.00106
0.206	0.043	0.016	0.059	0.071	0	0.082	0.066	0.044	0
0.278	0.016	0.043	0.115	0.071	0.063	0.082	0.099	0.032	0.00462
0	0.022	0.016	0.082	0.18	0.063	0.094	0.463	0.034	0.038
0	0.016	0.067	0.072	0.071	0	0.082	0.004	0.033	0
0.188	0.012	0.06	0	0.097	0	0.094	0.004	0.032	0
0	0.015	0.031	0.09	0.071	0.212	0.138	0.029	0.037	0.00205
0	0.016	0.024	0.049	0.071	0.063	0.106	0.004	0.08	0.006
0	0.016	0.045	0.038	0.071	0.252	0.105	0.004	0.042	0.048
0.546	0.007	0.016	0.168	0.071	0.436	0.125	1.06	0.135	0.0994
0	0.007	0.021	0	0.071	0	0.09	0.004	0.041	0.00189
0	0.037	0.04	0.06	0	0	0	0.004	0.045	0
0	0.042	0.033	0	0	0	0	0.004	0.032	0.00125
0	0.019	0.048	0.052	0.071	0.113	0.082	0.004	0.039	0
0.197	0.007	0.027	0.118	0	0.114	0.12	0.102	0.174	0.00544
0	0.027	0.042	0.056	0	0	0.082	0.052	0.035	0
0	0.018	0.03	0	0	0.063	0.082	0.004	0.038	0
0	0.016	0.037	0.038	0	0	0.082	0.042	0.032	0
0	0.034	0.048	0.089	0.071	0	0.094	0.004	0.032	0
0.04	0.02	0.041	0.052	0.081	0.063	0.082	0.004	0.036	0
0	0.029	0.04	0.038	0	0	0	0.004	0.032	0.00138
0	0.025	0.028	0.059	0.071	0.063	0.082	0.004	0.043	0
0.182	0.032	0.02	0.048	0.071	0	0.117	0.004	0.054	0
0	0.02	0.051	0.145	0.071	0	0.106	0.004	0.032	0
0	0.007	0.021	0.056	0.121	0.063	0.082	0.43	0.036	0.0796
0.509	0.018	0.028	0	0.071	0.063	0.082	0.004	0.058	0
0	0.037	0.044	0.052	0.071	0	0.082	0.004	0.032	0
0	0.026	0.036	0.073	0.096	0.063	0.082	0.004	0.032	0
0	0.03	0.032	0.063	0.096	0.063	0.082	0.004	0.032	0
0.606	0.022	0.021	0.042	0.071	0	0.082	0.011	0.043	0.0247
0	0.028	0.039	0.066	0	0	0.082	0.004	0.036	0
0.293	0.02	0.038	0.059	0.071	0.114	0.082	0.004	0.051	0
0	0.03	0.034	0.044	0	0.063	0	0.004	0.032	0
0	0.03	0.058	0.038	0	0.212	0	0.004	0.034	0
0	0.011	0.046	0.038	0.071	0.063	0	0.004	0.033	0
0	0.038	0.029	0	0.071	0	0.082	0.004	0.032	0
0.141	0.026	0.03	0.114	0.071	0	0	0.004	0.042	0.00119
0	0.03	0.04	0.171	0.071	0.063	0.082	0.004	0.072	0
0.123	0.022	0.066	0.06	0	0	0.106	0.004	0.051	0.00112
0	0.015	0.067	0.038	0.071	0.063	0.082	0.004	0.032	0
0	0.016	0.059	0.07	0.071	0	0.082	0.004	0.033	0.00333
0.258	0.024	0.034	0.136	0.071	0.487	0.142	0.124	0.577	0.0155
0	0.032	0.064	0.049	0.071	0.063	0.09	0.028	0.064	0.0045
0	0.036	0.029	0.064	0.071	0.063	0.1	0.052	0.06	0.0866
0.282	0.028	0.016	0.066	0.071	0.271	0.124	0.07	0.06	0.00343
0	0.032	0.049	0.047	0.092	0	0.082	0.004	0.032	0.005
0.105	0.032	0.046	0	0.071	0	0	0.004	0.036	0.0014
0	0	0.044	0.084	0.071	0.063	0.082	0.004	0.042	0
0	0.007	0.028	0	0	0	0.082	0.042	0.045	0.0018
0	0.015	0.016	0	0.081	0	0	0.004	0.036	0
0	0.044	0.016	0.056	0.071	0.063	0.082	0.004	0.038	0.00125
0	0.029	0.019	0.038	0	0	0.082	0.004	0.034	0
0	0.015	0.016	0.038	0.071	0.063	0	0.004	0.032	0
0	0.019	0.041	0.076	0.071	0.063	0.082	0.016	0.036	0
0	0.014	0.022	0.071	0.071	0.063	0.082	0.004	0.043	0
0.698	0.038	0.033	0.076	0.107	0.163	0.082	0.366	0.038	0.029
0	0.018	0.032	0.038	0.133	0.506	0.112	0.389	0.045	0.0323
0	0.01	0.037	0.059	0.132	0.212	0.093	0.044	0.032	0.00727
0.108	0.028	0.034	0.082	0.112	0.063	0.082	0.093	0.032	0.0014
0	0.012	0.016	0.038	0.084	0.063	0.082	0.253	0.032	0.0377
0.123	0.007	0.073	0.051	0	0.063	0.082	0.042	0.032	0.00167
0.224	0.022	0.041	0.048	0.071	0.097	0.082	0.004	0.084	0.00125
0	0.055	0.026	0.075	0.088	0	0	0.004	0.032	0
0	0.02	0.041	0	0	0.063	0.082	0.004	0.034	0
0.426	0.007	0.042	0.108	0	0.063	0	0.004	0	0
0	0.007	0.022	0.038	0.071	0.104	0.082	0.316	0.032	0.0265
0	0.02	0.035	0.056	0.071	0	0	0.004	0.042	0
0.084	0.042	0.042	0	0.071	0.063	0	0.096	0.061	0
0.245	0.012	0.033	0.064	0.071	0.063	0	0.004	0.038	0
0	0.027	0.05	0.073	0	0.063	0.082	0.004	0.045	0
0	0.022	0.053	0.056	0	0.063	0.082	0.004	0.038	0
0.426	0.059	0.05	0.053	0.071	0.063	0.082	0.134	0.046	0.00367
0.136	0.022	0.059	0.07	0.071	0.177	0.154	0.137	0.041	0.0085
0	0.032	0.031	0.038	0.071	0.08	0.082	0.004	0.036	0
0	0.02	0.034	0.047	0.071	0.063	0.082	0.004	0.036	0.0015
0	0.039	0.035	0.038	0	0.063	0.082	0.004	0.032	0.0026
0.178	0.019	0.016	0.126	0.102	0	0.147	0.004	0.055	0.0011
0	0.035	0.068	0.089	0.153	0.063	0.141	0.004	0.038	0
0	0.04	0.033	0.071	0.071	0	0.11	0.004	0.085	0.00121
0	0.035	0.054	0	0	0.063	0.082	0.004	0.032	0
0	0.007	0.046	0.048	0.123	0.063	0.111	0.004	0.048	0.0015
0	0	0.058	0.038	0.097	0	0.088	0.242	0.035	0.00145
0.343	0.025	0.042	0.071	0.071	0.212	0	0.278	0.037	0.0103
0	0.027	0.031	0.038	0.084	0.063	0.09	0.309	0.035	0.0122
0	0.015	0.049	0.077	0.172	0	0	0.098	0.039	0.00594
0	0.028	0.026	0	0	0	0.082	0.004	0.034	0
0	0.042	0.016	0.038	0.071	0.063	0	0.004	0.036	0
0	0.017	0.016	0.047	0.071	0.063	0.082	0.004	0.032	0
0	0.041	0.025	0.043	0.192	0.063	0.082	0.012	0.062	0.0015
0	0.02	0.028	0.056	0.071	0	0.082	0.028	0.032	0
0	0.032	0.031	0.038	0.071	0	0.094	0.004	0.036	0
0	0.023	0.034	0.056	0.071	0.063	0	0.004	0.032	0
0	0.007	0.024	0.05	0.121	0.138	0	1.91	0.035	0.044
0	0.039	0.022	0.051	0.071	0.063	0.094	0.004	0.04	0
0.139	0.034	0.053	0.08	0.071	0	0.092	0.004	0.034	0
0.151	0.03	0.016	0.117	0.071	0.063	0.082	0.004	0.034	0
0.123	0.023	0.043	0.056	0.071	0.063	0.082	0.004	0.032	0
0	0.03	0.035	0.047	0.071	0	0.082	0.004	0.039	0.00125
0	0.022	0.038	0.108	0	0.063	0.092	0.004	0.035	0.0015
0.426	0.015	0.021	0	0.132	0.063	0.082	0.004	0.042	0
0.72	0.021	0.043	0	0	0.162	0.082	0.004	0.039	0.0555
0	0.016	0.039	0.038	0.071	0.063	0.104	0.663	0.047	0.0554
0.606	0.007	0.048	0	0.071	0.063	0	0.004	0.034	0
0.224	0.013	0.046	0.038	0.071	0.063	0.082	0.004	0.032	0
0	0.01	0.021	0.065	0	0.063	0.082	0.004	0.032	0
0.384	0.007	0.053	0.072	0.097	0.063	0.09	0.053	0.039	0.00125
0	0.065	0.028	0.06	0.071	0.135	0.124	0.008	0.036	0.0015
0	0.021	0.023	0	0.071	0.063	0.082	0.004	0.045	0
0	0.007	0.046	0	0.071	0.063	0	0.004	0.032	0.00325
0.282	0.025	0.016	0.056	0	0.063	0.082	0.004	0.032	0.00439
0	0.037	0.045	0.048	0.071	0	0.082	0.004	0.046	0
0	0.026	0.016	0	0	0	0.098	0.004	0.032	0
0	0.025	0.036	0.108	0.071	0	0.082	0.004	0.032	0
0	0.014	0.028	0	0.071	0	0.082	0.004	0.038	0
0	0.007	0.025	0	0.071	0.114	0.082	0.004	0.032	0
0	0.025	0.022	0	0	0.063	0.094	0.004	0.033	0
0	0.021	0.036	0.046	0.118	0.113	0.092	0.493	0.035	0.0365
0	0	0.058	0.063	0.071	0.063	0.118	0.496	0.073	0.0459
0	0.043	0.042	0.043	0.071	0.063	0.098	0.004	0.032	0.00125
0	0.007	0.037	0.038	0	0	0.106	0.004	0.035	0
0.375	0.032	0.031	0.146	0.071	0.43	0.174	0.012	0.067	0
0	0.035	0.02	0.04	0.071	0.165	0.112	0.013	0.373	0.00545
0	0.018	0.035	0.047	0	0.063	0.082	0.004	0.044	0
0	0.02	0.023	0	0.071	0.063	0.119	0.011	0.04	0
0	0.034	0.067	0.108	0.071	0.063	0.092	0.004	0.038	0
0.17	0.007	0.043	0.072	0.071	0	0	0.004	0.032	0
0	0.022	0.055	0.08	0	0.063	0	0.004	0.032	0
1.07	0.044	0.029	0.084	0	0.063	0.1	0.004	0.038	0
0	0.007	0.07	0.056	0.071	0.063	0.082	0.043	0.038	0
0.105	0.041	0.032	0.042	0	0	0.082	0.004	0.032	0
0.334	0.015	0.022	0.038	0	0.063	0.112	0.004	0.062	0.00495
0	0.023	0.048	0.048	0.071	0	0	0.004	0.032	0.00125
0	0.022	0.024	0.08	0.071	0	0	0.004	0.032	0
0	0.038	0.025	0.04	0	0.063	0.082	0.004	0.033	0
0	0.007	0.033	0.056	0.15	0	0	0.004	0.037	0
0	0.038	0.042	0.08	0.117	0.063	0.139	0.004	0.048	0.0171
0.188	0.044	0.052	0.066	0.108	0.138	0.118	0.004	0.047	0.00125
0.123	0.012	0.016	0	0.071	0.063	0.082	0.056	0.032	0.0182
0.426	0.04	0.052	0.074	0.071	0.063	0.098	0.113	0.039	0.00405
0	0.02	0.016	0.064	0.11	0.08	0.138	1.28	0.046	0.0202
0	0.023	0.034	0.056	0.071	0	0	0.004	0.043	0
0	0.044	0.019	0.044	0.071	0	0	0.004	0.032	0
0	0.033	0.026	0.038	0.071	0.063	0	0.004	0.034	0.0015
0	0.035	0.016	0.038	0.071	0.212	0.082	0.004	0.064	0.0109
0	0.044	0.037	0	0.071	0.088	0.082	0.004	0.044	0
