H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0.051	0.042	0.048	0.066	0.139	0.229	0.049	1.22	0.033	0.154
0.031	0.046	0.07	0.038	0.187	0.106	0.048	0.454	0.039	0.052
0.029	0.037	0.054	0.066	0.088	0.069	0.098	0.369	0.045	0.0302
0.276	0.043	0.048	0.08	0.149	0.063	0.118	0.22	0.034	0.149
0.277	0.034	0.048	0.224	0.1	2.59	0.116	0.007	0.582	0.214
0.022	0.03	0.052	0.055	0.153	0.201	0.178	0.246	0.06	0.0479
0.041	0.042	0.07	0.038	0.116	0	0.067	0.265	0.033	0.0961
0.08	0.051	0.052	0.07	0.086	1.13	0.097	0.188	0.034	0.0115
0.044	0.03	0.056	0.063	0.121	0	0.088	0.204	0.036	0.0923
0.101	0.042	0.048	0.204	0.098	1.1	0.158	0.113	0.147	0.155
0.225	0.03	0.048	0.038	0.212	0.181	0.083	0.477	0.036	0.0777
0.033	0.042	0.048	0.038	0.078	0.244	0.084	0.583	0.032	0.0379
0.196	0.038	0.054	0.045	0.077	0.288	0.123	0.389	0.103	0.0606
0.13	0.03	0.052	0.038	0.152	0.121	0.13	0.449	0.042	0.0824
0.376	0.04	0.054	0.337	0.117	0.23	0.171	0.439	0.647	0.153
1.41	0.043	0.048	1.36	0.19	1.02	0.126	6.34	0.282	0.995
0.131	0.034	0.076	0.063	0.09	0.112	0.104	0.591	0.032	0.161
0.295	0.044	0.09	0.047	0.213	0.443	0.128	0.455	0.04	0.094
0.022	0.043	0.048	0.049	0.091	0.174	0.088	0.318	0.033	0.0589
0.328	0.034	0.068	0.063	0.184	0.065	0.086	0.73	0.043	0.0609
0.172	0.036	0.065	0.038	0.135	0.075	0.051	0.555	0.033	0.0498
0.259	0.036	0.065	0.129	0.083	0.069	0.085	0.089	0.55	0.0379
0.924	0.044	0.051	0.577	0.164	0.519	0.131	7.45	0.089	0.767
0.043	0.035	0.054	0.092	0.104	0.284	0.144	0.21	0.054	0.0391
0.129	0.046	0.065	0.052	0.177	0.1	0.104	1.37	0.036	0.093
0.103	0.03	0.074	0.038	0.098	0.078	0.042	0.065	0.032	0.0153
0.334	0.03	0.051	0.056	0.074	0.093	0.067	0.033	0.032	0
0.109	0.032	0.05	0.038	0.12	0.063	0.077	0.102	0.035	0.0358
0.193	0.03	0.048	0.08	0.072	0	0.081	0.029	0.041	0.108
0.074	0.03	0.054	0.038	0.114	0.265	0.103	0.349	0.033	0.0577
0.07	0.032	0.054	0.038	0.157	0.16	0.03	0.269	0.032	0.0407
0.959	0.035	0.048	0.099	0.132	0.112	0.074	0.289	0.044	0.0495
0.118	0.036	0.051	0.038	0.134	0.063	0.098	1.96	0.048	0.0491
0.384	0.03	0.106	0.182	0.106	0.176	0.13	0.108	0.06	0.28
0.085	0.041	0.07	0.076	0.168	0.08	0.128	0.22	0.044	0.037
0.224	0.051	0.07	0.038	0.11	0	0.084	0.292	0.037	0.0495
0.095	0.051	0.076	0.055	0.124	0.098	0.09	0.122	0.037	0.169
0.701	0.042	0.054	0.431	0.092	1.07	0.137	0.16	0.65	0.348
0.094	0.038	0.063	0.055	0.167	0.152	0.073	0.603	0.036	0.121
0.022	0.035	0.062	0.055	0.286	0.063	0.053	2.14	0.036	0.126
0.213	0.033	0.097	0.167	0.107	0.177	0.192	0.841	0.154	0.218
0.119	0.04	0.062	0.087	0.165	0.096	0.154	2.29	0.049	0.256
0.23	0.038	0.048	0.045	0.418	0.092	0.134	1.97	0.045	0.0635
0.138	0.034	0.051	0.071	0.183	0.086	0.063	0.676	0.035	0.0707
0.398	0.046	0.074	0.406	0.107	0.099	0.141	0.669	0.087	0.0873
0.125	0.039	0.048	0.056	0.103	0.213	0.053	0.051	0.032	0.0404
0.394	0.03	0.048	0.049	0.073	0.067	0.076	0.109	0.04	0.0329
0.235	0.039	0.053	0.097	0.14	0	0.018	0.214	0.042	0.0374
0	0.054	0.051	0	0	0.076	0.035	1.1	0.035	0.0603
0.397	0.04	0.058	0.038	0.081	0.122	0.066	0.929	0.032	0.074
0.291	0.04	0.056	0.513	0.21	0.245	0.08	0.092	0.1	0.137
0.022	0.03	0	0.038	0.071	0	0.03	0.017	0.034	0.0289
0.022	0.038	0.086	0.056	0.131	0.277	0.062	0.029	0.038	0.458
0	0.034	0.048	0.038	0.071	0	0	0.172	0.036	0.069
0.056	0.03	0.048	0.066	0.134	0	0.092	0.584	0.035	0.0581
0.318	0.03	0.051	0.038	0.074	0	0.075	0.14	0.032	0.0432
0.022	0.034	0.048	0.062	0.085	0.219	0.033	0.199	0.032	0.0554
2.08	0.047	0.056	0.726	0.574	0.117	0.341	0.566	0.118	0.143
0.022	0.051	0.071	0.052	0.073	0.244	0.018	0.015	0.033	0.0368
0.188	0.038	0.048	0.119	0.071	0.224	0.045	0.019	0.042	0.04
0	0.048	0.058	0	0	0	0	0.087	0.049	0
0	0.03	0	0.046	0.082	0.164	0.018	0.211	0.032	0.0598
0	0.055	0.048	0.071	0	0.253	0	0.012	0.046	0
0.188	0.048	0.048	0.052	0.096	0.116	0.062	0.021	0.038	0.089
0.215	0.032	0.052	0	0.222	0.074	0.057	0.293	0.032	0.0189
0.129	0.054	0.048	0.038	0.127	0	0.065	0.097	0.034	0.0151
0.334	0.04	0.052	0.522	0.071	0.116	0.086	0.247	0.081	0.059
0	0.039	0.048	0.043	0.071	0	0.018	0.276	0.094	0.0596
0	0.068	0.048	0.038	0.077	0	0.018	0.248	0.045	0.0384
0.297	0.034	0.063	0.038	0.124	0.063	0.057	0.276	0.032	0.0661
0.238	0.03	0.048	0.038	0.11	0.063	0.116	0.096	0.04	0.154
0	0.048	0.048	0.038	0	0	0	3.33	0.079	0.0167
0.022	0.043	0.067	0.156	0	0	0	9.38	0.044	0.162
0.188	0.03	0.054	0.056	0	0.208	0	9.79	0.067	0.0576
0	0.053	0.052	0.038	0	0	0.018	9.87	0.032	0.0754
0	0.101	0.06	0.038	0	0	0	10.5	0.04	0.304
0.022	0.036	0.048	0.038	0	0	0.018	9.98	0.04	0.101
0	0.056	0.062	0.038	0.071	0	0.018	7.51	0.032	0.0209
0	0	0.051	0	0	0	0	6.96	0	0.0242
0	0.041	0.05	0.049	0	0	0	4.29	0.032	0
0	0.055	0.048	0.038	0.115	0.083	0.018	3.4	0.239	0.0751
0.374	0.048	0.051	0	0	0	0	0.803	0.032	0.0179
0.084	0.035	0.048	0.038	0.086	0	0.09	0.114	0.047	0.0291
0.256	0.041	0.053	0.049	0.133	0	0.036	0.287	0.035	0.0448
0	0.055	0.076	0.059	0	0	0	1.58	0.044	0.145
0	0.03	0.059	0.038	0	0	0	2.14	0.032	0.0185
0	0.036	0.048	0	0.096	0	0	1.32	0.044	0
0	0	0.048	0	0	0	0	2.5	0.032	0
0	0	0.074	0	0	0	0	2.75	0	0.061
0	0	0.048	0	0	0	0	3.11	0	0.0605
0	0.043	0.058	0	0	0	0	3.12	0	0.0258
0.022	0.03	0.048	0.074	0.085	0	0.043	0.086	0.032	0.0277
0.598	0.03	0.079	0.308	0.822	0.083	0.148	0.538	0.098	0.0465
0.07	0.033	0.073	0.046	0.251	0	0.064	0.384	0.042	0
0.022	0.046	0.065	0.038	0.077	0.088	0.033	3.84	0.048	0.0263
0.189	0.066	0.048	0.038	0.134	0	0.065	2.71	0.032	0.0441
0	0.038	0.048	0.038	0	0	0	0.002	0.032	0
0.07	0.03	0.05	0.169	0.081	0.248	0.073	0.142	0.11	0.152
0	0.03	0.048	0.056	0	0	0	0.071	0.032	0
0.09	0.03	0.048	0.038	0.127	0	0.018	0.717	0.034	0.0724
0.022	0.04	0.048	0.059	0.091	0	0.038	0.018	0.032	0.0388
0	0.036	0.056	0.055	0.071	0.259	0.062	0.74	0.054	0.0362
0	0.061	0.048	0.054	0	0	0.018	0.029	0.032	0.0215
0.073	0.051	0.048	0.038	0.071	0.063	0.018	0.362	0.032	0.0362
0	0.045	0.065	0.038	0	0	0	0.444	0.032	0
0.212	0.041	0.048	0.395	0.071	0.178	0.071	1.01	0.165	0.0431
0	0.03	0.048	0	0	0	0	7.77	0.044	6.12
0.066	0.048	0.048	0.038	0.106	0.134	0.126	0.028	0.075	0.129
0	0.158	0.048	0.038	0	0	0	0.324	0.032	0.0581
0.123	0.038	0.048	0.054	0.091	0.084	0.045	0.195	0.034	0.0149
0.129	0.047	0.048	0.038	0.092	0.076	0.058	0.68	0.032	0.0197
0.133	0.03	0.058	0.05	0.223	0.063	0.081	0.744	0.044	0.482
0.022	0.039	0.048	0.056	0.096	0.077	0.076	0.338	0.047	0.0374
0.022	0.066	0.048	0.062	0.071	0	0.038	0.117	0.049	0.106
0	0.034	0.053	0.038	0.071	0.261	0	0.1	0.048	0.139
0	0.036	0.053	0.086	0	0.206	0	0.264	0.032	0.0194
0.315	0.033	0.055	0.258	0.114	0.291	0.139	8.01	0.207	0.11
0.16	0.036	0.079	0.06	0.14	0.181	0.073	8.09	0.033	0.08
0	0.03	0.048	0.038	0.079	0	0.018	0.385	0.035	0.0295
0.177	0.04	0.048	0.038	0.086	0.24	0.025	0.282	0.036	0.0445
0.022	0.051	0.06	0.066	0.084	0	0.018	0.256	0.032	0.0354
0.105	0.039	0.048	0.038	0.073	0.078	0.055	0.237	0.032	0.0184
0.022	0.063	0.048	0.071	0.113	0.194	0.069	0.286	0.032	0.0534
0.258	0.03	0.048	0.162	0.102	0	0.091	0.097	0.037	0.121
0.022	0.064	0.048	0.038	0.124	0	0.018	0.961	0.036	0.118
0.043	0.032	0.048	0.052	0.142	0.076	0.039	0.148	0.041	0.0435
0.043	0.03	0.048	0.067	0.156	0.259	0.127	0.176	0.049	0.0611
0.202	0.042	0.048	0.038	0.121	0.072	0.085	0.214	0.035	0.0483
0.315	0.03	0.065	0.181	0.13	0.106	0.16	0.047	0.108	0.105
0.056	0.036	0.048	0.085	0.095	0	0.116	0.107	0.035	0.0702
0.149	0.032	0.051	0.064	0.17	0.243	0.104	0.272	0.035	0.0263
0	0.04	0.048	0.048	0	0.49	0	0.019	0.032	0.038
0.203	0.045	0.048	0.4	0.071	0.164	0.018	0.269	0.038	0.125
0.022	0.059	0.082	0.043	0.071	0.269	0.054	0.22	0.038	0.0699
0	0	0.048	0	0	0	0	0.113	0.032	0.11
0.278	0.03	0.06	0.32	0.142	0.101	0.089	0.394	0.082	0.1
0	0.044	0.048	0.038	0.108	0	0.091	0.059	0.032	0.25
0.022	0.056	0.048	0.06	0.071	0.098	0.043	0.066	0.035	0.0272
0	0.042	0.048	0.073	0.071	0.08	0.018	0.07	0.044	0.0185
0.029	0.038	0.048	0.099	0.097	0.226	0.088	2.77	0.032	0.0397
0.022	0.044	0.048	0.06	0.163	0.136	0.066	0.397	0.036	0.106
0.326	0.044	0.053	0.131	0.243	0.281	0.172	0.087	0.101	0.0269
0.162	0.037	0.048	0.047	0.244	0.278	0.095	0.47	0.053	0.117
0.572	0.036	0.054	0.731	0.283	0.121	0.13	0.386	0.163	0.0824
0	0.046	0.057	0.038	0.071	0	0.018	229	0.032	451
0	0.049	0.048	0.08	0	0.086	0	0.603	0.036	0.229
0.713	0.03	0	0.844	0.347	0.394	0.176	0.276	0.573	0.122
0.022	0.036	0.07	0.038	0.188	0.1	0.104	0.052	0.041	0.0611
0.116	0.035	0.048	0.063	0.183	0.065	0.171	2.21	0.078	0.04
0.07	0.048	0.048	0.038	0.09	0	0.026	2.84	0.032	0.0591
0.113	0.034	0.048	0.038	0.138	0.074	0.114	2.88	0.046	0.0298
0.188	0.036	0.048	0.048	0.112	0	0.03	0.278	0.036	0.0186
0	0.033	0.052	0.07	0	0.098	0.049	0.119	0.032	0.0964
0	0.036	0.048	0.068	0	0	0	0.137	0.138	0.0516
0.022	0.049	0.064	0.062	0.096	0.08	0.082	0.372	0.043	0.0598
0.18	0.059	0.06	0.09	0.101	0.164	0.096	0.253	0.039	0.0402
0.044	0.046	0.068	0.038	0.096	0	0	0.556	0.038	0.0845
0.056	0.036	0.068	0.038	0.107	0.063	0.072	0.573	0.035	0.0608
0.022	0.046	0.058	0.066	0	0.077	0.05	0.125	0.032	0.0241
0	0.034	0.048	0	0	0	0.061	0.221	0	0.0386
0.105	0.048	0.062	0.038	0.087	0.089	0.06	0.02	0.032	0.0561
0.53	0.057	0.05	0.435	0.169	0.08	0.152	0.027	0.265	0.143
0.09	0.04	0.074	0.071	0.152	0.164	0.203	0.081	0.035	0.0559
0.119	0.04	0.051	0.119	0.111	0.271	0.158	0.076	0.068	0.0701
0.029	0.051	0.048	0.052	0.176	0.288	0.098	0.527	0.032	0.0272
0.044	0.043	0.048	0.038	0.087	0.14	0.045	0.556	0.034	0.453
0.022	0.036	0.063	0.071	0.096	0	0.077	0.138	0.032	0.0958
0.188	0.035	0.048	0.047	0.22	0.077	0.081	0.074	0.04	0.0828
0.116	0.032	0.065	0.098	0.119	0.16	0.184	0.061	0.126	0.0327
1.08	0.033	0.054	0.823	0.841	0.319	0.089	1.23	0.088	0.0679
0	0.038	0.054	0.056	0.076	0.213	0.12	0.131	0.034	0.0167
0.078	0.047	0.077	0.091	0.079	0	0.059	0.011	0.035	0.0429
0.225	0.05	0.079	0.151	0.241	0.255	0.26	2.23	0.054	0.3
0.022	0.03	0.048	0.038	0.159	0.393	0.088	1.02	0.042	0.597
0.131	0.03	0.052	0.038	0.097	0.076	0.03	0.237	0.032	0.0985
0.108	0.047	0.048	0.092	0.116	0.063	0.067	0.871	0.032	0.0678
0.022	0.035	0.048	0.038	0.159	0.15	0.097	0.308	0.045	0
0.022	0.032	0.048	0.038	0.079	0.114	0.033	0.085	0.035	0.0483
0.088	0.036	0.048	0.14	0.109	0.42	0.159	0.131	0.11	0.0785
0	0.041	0.293	0.038	0	0.102	0	0.196	0.032	0.0153
0	0.03	0.048	0	0	0	0	0.035	0.032	0.0121
0	0.043	0.048	0.038	0.078	0	0.053	0.268	0.032	0.0458
0.151	0.043	0.062	0.06	0.071	0	0.063	0.532	0.033	0.0359
0.123	0.032	0.077	0.054	0.169	0.063	0.076	0.218	0.052	0.0575
0.255	0.038	0.056	0.071	0.195	0.152	0.137	0.599	0.036	0.0422
0	0.03	0.056	0.038	0	0.063	0.08	0.233	0.032	0.152
1.15	0.03	0.048	1.02	0.707	0.831	0.143	0.29	0.691	0.338
0	0.03	0.048	0.038	0	0.063	0.018	0.006	0.043	0.0752
0.408	0.034	0.052	0.038	0.123	0.121	0.117	0.926	0.032	0.0664
0.234	0.035	0.066	0.184	0.113	0.109	0.101	0.265	0.043	0.254
0.153	0.043	0.055	0.038	0.151	0.093	0.06	0.052	0.034	0.0152
0.078	0.036	0.048	0.087	0.071	0	0.051	0.01	0.047	0.111
0.022	0.041	0.062	0.052	0.133	0.186	0.061	0.034	0.032	0.0162
0.031	0.048	0.074	0.048	0.099	0.083	0.051	0.14	0.032	0.0512
0.064	0.03	0.781	0.046	0.071	0	0.028	0.004	0.073	0.031
0.022	0.038	0.051	0.038	0.102	0.074	0.049	0.566	0.034	0.135
0.022	0.037	0.048	0.097	0.096	0	0.056	0.503	0.098	0.111
0.212	0.034	0.048	0.038	0.074	0.534	0.084	0.059	0.06	0.134
0.044	0.054	0.048	0.038	0.156	0.093	0.086	0.049	0.035	0.0453
0.299	0.035	0.079	0.226	0.142	0.063	0.069	0.228	0.064	0.0237
0	0.059	0.06	0.098	0.096	0.093	0.059	0.24	0.035	0.0385
0	0.055	0.048	0.038	0.082	0.119	0.039	0.09	0.035	0.0273
0	0.032	0.055	0.063	0.134	0	0.059	0.553	0.032	0.141
0	0.033	0.048	0.074	0	0	0	0.178	0.032	0.207
0.137	0.064	0.051	0.052	0.183	0.084	0.084	1.21	0.037	0.0501
0.031	0.037	0.053	0.089	0.132	0	0.082	1.04	0.037	0.0532
1.72	0.033	0.072	0.817	1.04	0.313	0.805	0.305	0.954	0.142
0.031	0.03	0.048	0.05	0.152	0.182	0.088	0.384	0.048	0.0475
0.022	0.041	0.055	0.038	0.077	0.24	0.035	0.205	0.032	0.0433
0.022	0.035	0.048	0.066	0.121	0.063	0.025	0.398	0.033	0.0271
0.105	0.053	0.048	0.085	0.076	0.072	0.064	1.42	0.04	0.457
0.182	0.053	0.06	0.209	0.071	0.097	0.064	0.334	0.046	0.371
0.257	0.04	0.048	0.076	0.088	0.237	0.162	0.29	0.413	0.084
0.273	0.053	0.048	0.132	0.132	0.135	0.146	0.388	0.068	0.035
0.208	0.03	0.048	0.087	0.133	0.53	0.16	0.273	0.059	0.0272
0.022	0.032	0.052	0.062	0.136	0.074	0.039	0.037	0.044	0.148
0.072	0.034	0.048	0.057	0.116	0	0.084	0.092	0.04	0.144
0.462	0.036	0.063	0.08	0.143	0.123	0.074	0.466	0.042	0.0562
0.201	0.03	0.048	0.038	0.125	0.086	0.072	0.119	0.04	0.0478
0.022	0.03	0.048	0.071	0.103	0.234	0.117	0.105	0.033	0.0204
0.321	0.04	0.06	0.069	0.124	0.129	0.098	0.121	0.037	0.0596
0.344	0.032	0.054	0.038	0.216	0.283	0.018	0.682	0.039	0.0655
0.378	0.041	0.048	0.088	0.194	0.104	0.183	0.027	0.048	0.113
0.269	0.048	0.055	0.116	0.105	0.063	0.132	0.462	0.043	0.0412
0.022	0.032	0.048	0.086	0.071	0.328	0.018	0.027	0.032	0.0592
0.144	0.039	0.057	0.12	0.092	0.376	0.167	0.025	0.112	0.0246
0	0.034	0.048	0.103	0	0	0.018	0.006	0.045	0.0577
0	0.039	0.048	0.038	0.071	0	0.018	0.008	0.032	0.0947
0.492	0.034	0.068	0.239	0	0.222	0.079	0.306	0.075	0.0822
0.635	0.037	0.084	0.458	0.32	0.091	0.182	0.829	0.128	0.0352
0.136	0.039	0.05	0.038	0.071	0.102	0.071	1.48	0.032	0.0345
0.022	0.044	0.05	0.038	0.135	0.089	0.091	1.5	0.044	0.0712
0.119	0.056	0.049	0.058	0.104	0.526	0.102	2.49	0.123	0.0964
0.456	0.035	0.066	0.436	0.08	0.153	0.116	2.51	0.093	0.132
0.064	0.045	0.048	0.073	0.137	0.116	0.054	0.161	0.066	0.0485
0	0.03	0.05	0.107	0.082	0	0.125	1.27	0.033	0.0528
0	0.047	0	0.066	0.115	0	0.089	0.075	0.039	0.0496
0.105	0.045	0.066	0.066	0.101	0	0.059	0.415	0.033	0.0775
0.133	0.03	0.048	0.038	0.075	0.063	0.051	0.241	0.032	0.0142
0	0.036	0.048	0.049	0.071	0.08	0.052	0.004	0.038	0
0	0.042	0.058	0.038	0.071	0.797	0	0.013	0.032	0
0.044	0.039	0.063	0.038	0.226	0	0.057	0.365	0.036	0.0654
0.022	0.034	0.048	0.038	0.147	0	0.038	1.85	0.034	0.0159
0	0	0.048	0	0	0	0	2.5	0	0.181
0.022	0.03	0.048	0.038	0.138	0.089	0.061	0.575	0.039	0.113
0	0.03	0.056	0.049	0.071	0.063	0.058	0.239	0.04	0.0553
0	0.04	0.048	0.038	0	0	0	0.023	0.032	0.101
0	0.038	0	0.059	0	0	0.018	0.019	0.032	0
0	0.03	0.079	0.073	0.086	0.132	0.038	0.083	0.045	0.0232
0	0.048	0	0.038	0	0.123	0.034	0.407	0.034	0.157
0.188	0.04	0.048	0.038	0.129	0	0.038	0.552	0.036	0.0391
0.282	0.049	0.048	0.038	0	0.442	0.018	0.016	0.032	0.0671
0.155	0.03	0.048	0.059	0.085	0.128	0.043	0.04	0.032	0.0121
0.022	0.04	0.048	0.049	0.09	0.582	0.091	0.564	0.046	0.038
0.022	0.051	0.064	0.077	0.12	0.244	0.05	0.889	0.035	0.155
0	0.04	0	0.05	0	0.082	0.018	0.243	0.032	0.0869
0	0.042	0.048	0.038	0.12	0	0.08	0.277	0.038	0.0376
0	0.03	0.048	0.062	0	0.093	0.018	0.176	0.033	0.0676
0.022	0.03	0.048	0.038	0.084	0	0.053	0.099	0.034	0.0492
0.022	0.047	0.048	0.049	0.073	0.114	0.08	0.014	0.033	0.0169
0.03	0.034	0.048	0.047	0.168	0.087	0.093	0.092	0.035	0.159
0.115	0.046	0.051	0.055	0.108	0.08	0.032	0.428	0.038	0.111
0.664	0.034	0	0.582	0.468	0.213	0.093	0.441	0.083	0.158
0	0.03	0.063	0.038	0	0	0	0.007	0.032	0
0	0.03	0.048	0.047	0.096	0	0.018	0.048	0.035	0.0245
0.312	0.042	0.048	0.149	0.108	0.302	0.107	0.003	0.146	0.314
0.228	0.037	0.051	0.297	0.164	0.405	0.08	0.332	0.086	1.65
0.435	0.036	0.048	0	0.14	0.114	0.091	0.213	0.038	0.0411
0.112	0.052	0.048	0.038	0.186	0.074	0.135	0.297	0.034	0.115
0.235	0.03	0.048	0.052	0.104	0.08	0.109	0.254	0.032	0.0713
0	0.051	0.066	0.066	0	0.194	0.061	0.457	0.048	0.033
0.022	0.03	0.048	0.038	0	0.063	0.116	0.462	0.044	0.022
0.022	0.04	0.048	0.049	0.084	0	0.018	0.004	0.033	0.0121
0.1	0.043	0.048	0.106	0.079	0	0.116	0.45	0.042	0.0401
0.022	0.03	0.048	0	0.125	0.417	0.113	0.424	0.042	0.0639
0.208	0.03	0	0.054	0.127	0.085	0.187	0.416	0.046	0.0805
0.309	0.045	0.056	0.038	0.182	0.202	0.085	0.364	0.039	0.0798
0.022	0.036	0.048	0.052	0.127	0.063	0.064	0.367	0.038	0.0925
0	0.036	0.048	0.038	0	0	0.018	0.301	0.032	0.0724
0.123	0.03	0.059	0.038	0.11	0.173	0.079	0.238	0.035	0.025
0	0.102	0.048	0.038	0.076	0	0.057	0.255	0.036	0.0422
0.788	0.036	0.05	0.732	0.513	0.334	0.152	0.128	0.182	0.0566
0.056	0.035	0.095	0.038	0.163	0.226	0.044	0.157	0.032	0.0458
0.156	0.047	0	0.044	0.083	0	0.044	1.28	0.036	0.083
0.022	0.039	0.058	0.052	0.086	0.115	0.096	0.029	0.033	0.0192
0.078	0.038	0.075	0.038	0.155	0.085	0.038	0.528	0.034	0.0307
0.044	0.035	0.053	0	0.132	0.063	0.07	3.11	0.032	0.0282
0.255	0.054	0.055	0.038	0.143	0.063	0.07	0.159	0.033	0.0627
0.048	0.051	0.048	0.106	0.161	0.124	0.073	0.015	0.085	0.0528
0.432	0.038	0.048	0.614	0.189	0.198	0.066	0.542	0.151	0.187
0.022	0.032	0.048	0.068	0.077	0	0.018	0.389	0.039	0.141
0.022	0.036	0.048	0.063	0.084	0.082	0.11	1.63	0.126	0.216
0.637	0.046	0.087	0.39	0.307	0.211	0.11	0.025	0.169	0.0211
0.152	0.032	0.068	0.038	0.106	0	0.067	0.082	0.045	0.0822
0.022	0.03	0.048	0.038	0.14	0.084	0.061	2.03	0.042	0.111
0.202	0.054	0.048	0.25	0.153	0.075	0.084	1.63	0.036	0.0725
0.063	0.042	0.068	0.079	0.255	0.063	0.046	0.73	0.034	0.0823
0.326	0.05	0.061	0.266	0.228	0.095	0.161	0.257	0.12	0.0988
0.225	0.059	0.048	0.038	0.153	0.11	0.068	0.335	0.032	0.0286
0.067	0.036	0	0.048	0.165	0.063	0.058	0.085	0.035	0.0499
0.145	0.03	0.05	0.038	0.075	0.198	0.081	0.167	0.327	0.0244
0.147	0.042	0.048	0.066	0.071	0.173	0.034	0.102	0.034	0.187
0.263	0.041	0.061	0.048	0.258	0.329	0.089	0.042	0.038	0.0195
0.059	0.039	0.055	0.066	0.123	0.063	0.018	1.5	0.032	0.0428
0.317	0.04	0.093	0.066	0.263	0	0.101	0.888	0.038	0.051
0.249	0.044	0.048	0.05	0.085	0.08	0.209	0.018	0.061	0.0398
0.03	0.034	0.068	0.088	0.125	0	0.073	0.316	0.032	0.085
0.038	0.038	0.068	0.071	0.076	0.084	0.063	1.22	0.217	0.0392
0.022	0.052	0.05	0.059	0.144	0	0.041	0.59	0.032	0
0.287	0.042	0.048	0.096	0.107	0.244	0.253	1.13	0.119	0.0805
0.111	0.038	0.062	0.038	0.158	0.082	0.1	0.661	0.032	0.0593
0.176	0.03	0.048	0.038	0.151	0.288	0.042	0.767	0.04	0.0356
0.022	0.057	0.052	0.038	0.111	0.08	0.063	0.088	0.045	0.0529
0.329	0.048	0	0.201	0.071	0.529	0.165	0.029	0.113	0.183
0.161	0.03	0.048	0.063	0.144	0.08	0.091	0.377	0.033	0.0583
0.103	0.036	0.048	0.052	0.074	0.656	0.146	0.043	0.06	0.0462
0.107	0.034	0.048	0.05	0.137	0	0.035	0.142	0.032	0.0348
0.022	0.034	0.048	0.038	0.088	0.168	0.048	0.123	0.036	0.0339
0.085	0.042	0.072	0.064	0.071	0.223	0.113	0.329	0.041	0.0713
0.126	0.044	0.377	0.056	0.073	0.128	0.052	0.294	0.032	0.008
0.028	0.034	0.048	0.038	0.135	0.063	0.052	0.107	0.032	0.029
0	0.047	0.068	0.038	0	0	0	2.64	0.1	0.0963
0	0.03	0.056	0.038	0	0	0	1.14	0.032	0.0532
0	0.047	0.048	0	0.071	0	0	1.52	0.032	0.0794
0.064	0.04	0.058	0.045	0.19	0.118	0.133	0.411	0.048	0.105
0.022	0.048	0.048	0.114	0.071	0	0.046	0.019	0.071	0.0488
0	0.047	0.06	0.092	0	0.114	0.018	0.017	0	0.0165
1.78	0.038	0.048	0.966	0.387	0.169	0.138	0.246	0.164	0.152
0.022	0.034	0.048	0.038	0.071	0	0.018	0.277	0.032	0.0419
0	0.064	0.057	0.106	0	0.089	0	3.89	0.044	0.107
0	0.03	0.099	0.148	0	0	0	13.8	0.043	0.232
0	0.18	0.086	0.038	0	0	0	14.6	0.167	0.0881
0	0.03	0.048	0	0	0	0	17.2	0.032	0.0843
0	0	0.052	0	0	0	0	17.1	0	0.148
0	0	0.048	0	0	0	0	16.3	0.032	0.0588
0	0.073	0.048	0.049	0.071	0.332	0.018	0.823	0.034	0.0885
0.132	0.056	0.084	0.433	0.642	0.124	0.065	0.108	0.48	0.159
0.188	0.03	0.048	0.052	0.087	0.366	0.036	0.293	0.036	0.0448
0.282	0.032	0	0.061	0.08	0.198	0.077	0.567	0.049	0.427
0.24	0.048	0.048	0.283	0.071	0.234	0.037	0.144	0.153	0.0848
0.056	0.04	0	0.059	0.189	0.063	0.072	0.28	0.032	0.0719
0.224	0.032	0.048	0.082	0.171	0	0.069	0.222	0.033	0.0374
0.235	0.032	0.059	0.038	0.147	0.111	0.062	0.358	0.035	0.0684
0.022	0.053	0.048	0.07	0.092	0	0.097	0.141	0.032	0.0322
0.64	0.04	0.048	0.038	0.15	0.063	0.068	0.112	0.037	0.12
0.123	0.044	0	0.106	0.071	0.241	0.072	0.036	0.05	0.139
0.063	0.043	0.055	0.052	0.219	0.102	0.018	0.013	0.04	0
0.022	0.03	0.074	0.09	0.073	0.43	0.036	0.662	0.032	0.0239
0.022	0.04	0.062	0.072	0.151	0	0.05	0.079	0.036	0.0793
0.188	0.044	0.064	0.047	0.096	0	0.018	0.875	0.033	0.202
0.315	0.488	0.244	0.102	0.071	0	0.039	1.73	0.053	0
0	0.037	0.056	0	0.071	0	0.05	1.74	0.054	0.0801
0	0.03	0.051	0.059	0	0	0	1.93	0.032	0.151
0	0.053	0.048	0.038	0.082	0.063	0.018	0.144	0.033	0.0503
0.147	0.033	0.048	0.038	0.086	0.124	0.075	0.036	0.043	0.0567
0	0.03	0.051	0.055	0.071	0	0	0.142	0.099	0.138
0	0.044	0.054	0.038	0.071	0.123	0.018	0.022	0.039	0
0.426	0.062	0.051	0.066	0.072	0.569	0.053	0.057	0.089	0.829
0.022	0.038	0.052	0.058	0.075	0.154	0.085	0.274	0.042	0.0564
0.022	0.042	0.048	0.101	0.084	0.089	0.097	0.009	0.089	0.0165
0.188	0.036	0.048	0.183	0	0.162	0.018	0.013	0.084	0.0437
