H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0.117	0.046	0.048	0.077	0.099	0.176	0.255	0.304	0.034	0.144
0.243	0.032	0.052	0.059	0.078	0.203	0.094	0.379	0.046	0.0992
0.039	0.044	0.048	0.065	0.132	0.081	0.097	0.487	0.04	0.119
0.022	0.046	0.077	0.044	0.115	0.086	0.071	0.952	0.034	0.0801
0.195	0.043	0.048	0.075	0.095	0.103	0.128	0.259	0.071	0.0659
0.022	0.04	0.062	0.099	0.104	0.288	0.018	0.252	0.052	0.651
0.071	0.03	0.048	0.066	0.09	0.215	0.071	0.548	0.124	0.063
0.096	0.044	0.048	0.052	0.09	0.063	0.172	0.043	0.062	0.0377
0.171	0.036	0.079	0.078	0.075	0.766	0.184	0.164	0.096	0.0875
0.039	0.034	0.061	0.084	0.149	0.34	0.068	0.212	0.035	0.191
0.249	0.041	0.052	0.084	0.17	0.078	0.237	0.438	0.045	0.095
0.188	0.036	0.048	0.064	0.087	0	0.038	0.174	0.035	0.056
0	0.056	0.08	0.038	0	0	0.042	1.04	0.034	0.134
0.105	0.037	0.048	0.038	0.079	0.08	0.086	0.031	0.035	0.0408
0.232	0.047	0.048	0.117	0.128	0.143	0.13	0.916	0.069	0.182
0.089	0.035	0.1	0.038	0.191	0.083	0.046	1.34	0.038	0.0998
0	0.046	0.048	0.038	0.12	0	0.072	0.911	0.032	0.132
0	0.052	0.053	0.077	0.075	0.063	0.018	0.978	0.032	0.271
0.148	0.03	0.048	0.038	0.269	0.137	0.064	5.11	0.036	0.101
0	0.039	0.071	0.085	0.185	0.063	0.052	6.89	0.091	0.346
0.098	0.04	0.048	0.047	0.078	0.095	0.105	0.185	0.145	0.308
0.316	0.066	0.048	0.072	0.077	0.063	0.096	0.042	0.076	0.12
0.093	0.044	0.065	0.052	0.095	0.252	0.059	0.07	0.033	0.0542
0.022	0.037	0.048	0.059	0.13	0.08	0.096	0.23	0.034	0.0376
0.022	0.046	0.052	0.061	0.157	0	0.033	0.096	0.038	0.156
0.173	0.033	0.058	0.038	0.105	0.063	0.048	0.228	0.032	0.0484
0.193	0.03	0.063	0.038	0.202	0.106	0.036	0.083	0.035	0.177
0.022	0.047	0.048	0.05	0.179	0.095	0.063	0.516	0.032	0.0306
0	0.052	0.048	0.106	0	0.495	0.018	0.185	0.039	0.0498
0.133	0.044	0.048	0.038	0.304	0.153	0.094	0.819	0.032	0.0981
0.166	0.046	0.048	0.072	0	0	0.059	0.155	0.035	0.266
0.188	0.037	0	0.038	0.104	0.192	0.105	0.713	0.032	0.0823
0.299	0.054	0	0.864	0.071	0.47	0.108	0.293	0.863	0.444
0.105	0.034	0.065	0.106	0.102	0.074	0.071	0.026	0.032	0.22
0	0.033	0.063	0.038	0.071	0	0.018	0.038	0.044	0.0461
0.139	0.045	0.051	0.072	0.12	0.089	0.117	0.41	0.056	0.0474
0	0.03	0.048	0.059	0.074	0	0.018	0.235	0.054	0.0464
0.34	0.03	0.048	0.09	0	0	0.097	1.83	0.044	0.0691
0.022	0.036	0.048	0.052	0.083	0.082	0.06	0.22	0.039	0.0388
0.149	0.03	0.088	0.038	0.201	0.063	0.06	1.64	0.032	0.0852
0.152	0.03	0.074	0.038	0.096	0.063	0	0.019	0.039	0.078
0.022	0.035	0	0.038	0.122	0.063	0.076	0.065	0.032	0.0684
0.429	0.043	0.048	0.492	0.076	2.56	0.09	0.4	0.365	0.792
0.089	0.046	0.056	0.344	0.119	0.29	0.084	0.122	0.054	0.495
0.182	0.045	0.048	0.158	0.14	1.61	0.08	0.11	0.42	0.495
0.933	0.037	0.074	0.547	0.091	4.15	0.106	0.365	0.859	1.09
0.24	0.04	0.048	0.038	0.129	0.063	0.076	0.906	0.032	0.1
0.022	0.032	0.065	0.044	0.12	0.063	0.101	1.33	0.04	0.0544
0.111	0.035	0.058	0.045	0.095	0.229	0.084	0.784	0.034	0.0979
0.022	0.043	0.048	0.038	0.085	0.098	0.061	0.779	0.035	0.0761
0.022	0.048	0.061	0.038	0.086	0.067	0.067	0.034	0.05	0.0178
0.073	0.034	0.048	0.038	0.076	0.083	0.047	0.019	0.048	0.12
0.213	0.039	0.048	0.038	0.198	0.228	0.072	0.984	0.032	0.106
0.179	0.037	0.06	0.092	0.142	0.155	0.17	0.95	0.074	0.18
0.022	0.05	0.048	0.038	0.076	0	0.018	0.068	0.032	0.0569
0	0.044	0	0.038	0.071	0	0	0.061	0.034	0.0915
0	0.03	0.048	0.056	0.09	0	0.018	0.352	0.032	0.023
0.022	0.037	0.06	0.038	0.084	0.08	0.049	2.4	0.034	0.0671
0.114	0.034	0.048	0.068	0.136	0.104	0.083	0.134	0.035	0.0349
0.121	0.055	0.051	0.045	0.12	0.164	0.132	0.412	0.04	0.0323
0.022	0.037	0.062	0.038	0.071	0.101	0.071	0.027	0.056	0.0162
0.482	0.035	0.048	0.448	0.285	0.129	0.159	0.019	0.152	0.186
0.122	0.033	0.079	0.06	0.075	0	0.062	0.29	0.032	0.0218
0	0.03	0.063	0.038	0.095	0.725	0.028	0.627	0.037	0.0903
0.061	0.051	0.048	0.052	0.211	0	0.062	0.616	0.032	0.0736
0.253	0.03	0.061	0.055	0.118	0.083	0.018	0.306	0.032	0.025
0.252	0.036	0.048	0.038	0.071	0	0.081	0.175	0.032	0
0.057	0.054	0.048	0.038	0.075	0.081	0.045	0.299	0.036	0.0152
0.022	0.036	0.1	0.038	0.103	0.251	0.08	0.323	0.032	0.0269
0.123	0.033	0	0	0.101	0	0.028	0.503	0.048	0.0466
0.188	0.048	0.063	0.132	0.084	0.082	0.042	0.142	0.032	0.258
0.241	0.035	0.048	0.112	0.108	0.084	0.152	0.051	0.206	0.0422
0.022	0.049	0.048	0.047	0.079	0.701	0.034	0.441	0.035	0.093
0.078	0.069	0.056	0.038	0.097	0.123	0.034	0.55	0.032	0.084
0.337	0.037	0.05	0.278	0.072	0.188	0.123	0.289	0.089	0.0486
0.286	0.038	0.055	0.049	0.131	0.123	0.04	0.05	0.032	0.198
0.184	0.035	0.074	0.113	0.135	0	0.106	0.042	0.082	0.0399
0.697	0.03	0.048	0.481	0.071	0.463	0.068	0.048	0.906	0.16
0.022	0.03	0.058	0.038	0.175	0	0.039	0.487	0.037	0.0286
0	0.03	0	0.038	0.084	0.43	0.018	0.25	0.036	0.073
0.056	0.076	0.048	0.038	0.094	0.063	0.071	0.284	0.032	0.0298
0.243	0.041	0.048	0.038	0.124	0	0.029	0.156	0.035	0.0599
0.029	0.054	0.076	0.056	0.098	0.063	0.031	0.021	0.034	0.0716
0.133	0.043	0.052	0.15	0.099	1.21	0.147	0.009	0.171	0.115
0.022	0.036	0.048	0.049	0.151	0	0.086	0.294	0.036	0.0356
0.163	0.034	0.058	0.038	0.151	0	0.067	0.142	0.039	0.0322
0.138	0.04	0.048	0.038	0.08	0.147	0.125	0.472	0.04	0.0551
0.169	0.035	0.079	0.068	0.102	0.069	0.095	0.087	0.034	0.0563
0	0.03	0.048	0.038	0.119	0.098	0.048	0.07	0.036	0.0611
0.11	0.035	0.058	0.038	0.142	0.086	0.089	0.631	0.045	0.123
2.63	0.038	0.08	1.13	0.693	0.993	0.312	0.871	0.202	0.386
0.116	0.03	0.048	0.092	0.211	0.154	0.143	1.31	0.04	0.102
0.022	0.036	0.048	0.057	0.129	0.094	0.072	0.762	0.032	0.0695
0.351	0.076	0.061	0.305	0.071	0.072	0.09	0.06	1	0.0263
0.344	0.046	0.054	0.28	0.082	0.15	0.16	0.785	0.069	0.134
0	0.042	0.048	0.038	0.096	0	0	0.083	0.032	0.0531
0.022	0.03	0.058	0.055	0.071	0	0.03	0.157	0.037	0.073
0.457	0.03	0.048	0.651	0.4	0.884	0.103	0.102	0.253	0.169
0.116	0.037	0.048	0.048	0.105	0.142	0.109	0.668	0.051	0.0766
0.194	0.035	0.058	0.071	0.074	0.176	0.172	0.365	0.049	0.0204
0.069	0.036	0.049	0.038	0.071	0.303	0.018	0.034	0.041	0.0653
0.231	0.035	0.055	0.056	0.14	0	0.042	1.09	0.039	0.052
0	0.034	0.067	0.115	0.088	0.156	0.068	0.234	0.284	0.0242
0.168	0.05	0.048	0.055	0.175	0.124	0.069	1.56	0.037	0.112
0.595	0.032	0.077	0.478	0.308	0.209	0.21	0.255	0.09	0.0743
0.126	0.033	0.048	0.078	0.096	0	0.062	0.168	0.037	0.0292
0.153	0.035	0.068	0.097	0.129	0.42	0.271	0.174	0.126	0.0704
0.022	0.036	0.048	0.038	0.084	0.123	0.033	0.038	0.043	0.0855
0	0.042	0.048	0.075	0.079	0.092	0.062	0.053	0.312	0.11
0.022	0.071	0.048	0.038	0.071	0.089	0.018	0.061	0.053	0.0447
0.148	0.037	0.062	0.038	0.073	0.063	0.062	0.01	0	0.0538
0.373	0.038	0.068	0.298	0.135	0.206	0.109	0.01	0.173	0.0181
0.668	0.04	0.063	0.08	0.149	0.109	0.078	0.065	0.064	0.0299
0.022	0.03	0.048	0.038	0.071	0	0.018	0.037	0.033	0
0	0.041	0.048	0.038	0.073	0	0.043	0.512	0.032	0.148
0.022	0.048	0.051	0.038	0.082	0.186	0.061	0.233	0.036	0.155
0.452	0.039	0	0.36	0.513	0.351	0.166	0.203	1.51	0.313
0.174	0.044	0.057	0.049	0.13	0.137	0.087	0.521	0.035	0.0349
0.236	0.042	0.048	0.038	0.116	0.208	0.106	0.731	0.044	0.0834
0	0.037	0.086	0.089	0	0	0.033	0.083	0.036	0.00925
0.243	0.034	0.063	0.46	0.129	0.243	0.089	0.031	0.139	0.149
0.23	0.039	0.055	0.062	0.228	0.116	0.093	1.27	0.045	0.101
0.022	0.045	0.052	0	0.071	0	0.064	0.317	0.033	0.0282
0.022	0.038	0.062	0.038	0.071	0	0.018	0.203	0.032	0.0492
0.111	0.044	0.06	0.047	0.071	0.17	0.018	0.217	0.032	0.0276
0.08	0.044	0.055	0.077	0.127	0	0.052	0.316	0.033	0.036
0.102	0.048	0.048	0.052	0.078	0.077	0.058	0.244	0.037	0.0422
0.022	0.035	0	0.074	0.076	0.063	0.059	0.334	0.035	0.0668
0.115	0.05	0.048	0.08	0.164	0.192	0.137	0.262	0.054	0.0604
0.064	0.064	0.048	0.038	0.1	0.102	0.086	0.081	0.034	0.0269
0.022	0.054	0.055	0.038	0.072	0.508	0.045	0.021	0.044	0.0586
0.022	0.039	0.048	0.052	0.074	0	0.03	0.012	0.033	0.0132
0	0.081	0.051	0.038	0.176	0.192	0.092	1.09	0.043	0.0369
0.022	0.038	0	0.09	0.087	0	0.048	0.207	0.032	0.0292
0.064	0.05	0.048	0	0.074	0	0.018	0.502	0.033	0.0378
0	0	0.052	0	0.084	0	0	0.571	0.056	0.0734
0.101	0.03	0.048	0.038	0.082	0	0.072	0.037	0.033	0.0751
0	0	0.048	0.106	0	0	0.018	0.21	0.054	0.0298
0	0.037	0.051	0.045	0	0.063	0	0.073	0.032	0.0168
0.221	0.053	0.048	0.22	0.071	0.782	0.125	0.021	0.151	0.194
0.022	0.043	0.048	0.038	0.082	0.557	0.06	0.219	0.042	0.206
0.398	0.064	0.079	0.038	0.107	0.063	0.032	0.391	0.034	0.113
0.052	0.124	0.081	0.189	0.078	0.12	0.074	0.184	0.12	0.0237
0	0.04	0.066	0.05	0.096	0	0.086	0.74	0.032	0.105
0.022	0.034	0.063	0.056	0	0.086	0.05	0.764	0.047	0.148
0.022	0.03	0.048	0.038	0.086	0.145	0.095	4.94	0.037	0.136
0.043	0.034	0.048	0.055	0.089	0.299	0.079	4.58	0.032	0.109
0	0.042	0.075	0.038	0.144	0.148	0	4.49	0.038	0.108
0.022	0.049	0.052	0.061	0.094	0	0.044	4.51	0.032	0.103
0.022	0.035	0.048	0.038	0.162	0.137	0.073	4.58	0.032	0.0777
0.022	0.038	0.048	0.06	0.09	0.063	0.028	4.51	0.047	0.0227
0.116	0.043	0.051	0.038	0.153	0.199	0.124	1.16	0.032	0.0335
0.784	0.03	0.191	0.038	0.071	0.239	0.072	0.624	0.145	0.45
0	0.039	0.048	0	0	0	0	0.042	0.034	0.0528
0	0.043	0.053	0.038	0	0.189	0.018	0.037	0.036	0.0488
0	0.048	0.052	0.038	0	0	0	0.085	0.032	0.0171
0	0.041	0.048	0.069	0.071	0.115	0.018	0.003	0.036	0.0196
0.022	0.039	0.048	0.074	0.071	0.1	0.042	0.298	0.308	0.157
0	0.04	0.048	0.066	0.071	0	0.018	0.482	0.047	0.0596
0.196	0.033	0.052	0.081	0.12	0.312	0.07	0.719	0.044	0.142
0.061	0.041	0.068	0.076	0.108	0.429	0.111	0.307	0.036	0.0411
0.031	0.054	0.053	0	0.075	0.112	0.053	0.034	0.032	0.0305
0.298	0.03	0.051	0.494	0.075	0.074	0.106	0.026	1.73	0.0196
0.197	0.03	0.048	0.038	0.143	0	0.112	0.679	0.04	0.0997
0.073	0.037	0	0.059	0.075	0.08	0.069	0.15	0.04	0.0416
0.033	0.047	0.065	0.057	0.084	0	0.077	0.119	0.04	0.0308
0.186	0.035	0.048	0.038	0.131	0.122	0.046	0.541	0.037	0.0374
0.908	0.03	0.048	0.727	0.083	0.324	0.075	0.204	1.13	0.501
0.147	0.03	0.048	0.086	0.194	0.067	0.073	0.385	0.032	0.0607
1.1	0.03	0.048	0.766	0.912	0.162	0.174	0.71	0.104	0.192
0.022	0.042	0.068	0.038	0.122	0.063	0.055	0.457	0.034	0.11
0.033	0.04	0.048	0.071	0.076	0.139	0.091	0.049	0.034	0
0.051	0.03	0.048	0.055	0.128	0.104	0.166	0.306	0.037	0
0.599	0.04	0.079	0.049	0.114	0.363	0.04	0.248	0.032	0.0121
0.222	0.035	0.068	0.044	0.093	0	0.047	0.302	0.168	0.03
0.103	0.03	0.048	0.058	0.076	0.426	0.095	0.065	0.039	0.0854
0.022	0.035	0.055	0.071	0.073	0	0.067	1.12	0.038	0.547
0	0.042	0.062	0.038	0.1	0.188	0.046	0.437	0.04	0.0961
0.135	0.06	0.048	0.05	0.072	1.6	0.039	0.291	0.033	0.0256
0.198	0.036	0.051	0.07	0.112	0.162	0.187	0.496	0.06	0.0848
0	0.03	0	0.048	0.118	0.08	0.118	0.706	0.039	0.128
0.081	0.038	0.142	0.048	0.188	1.12	0.059	0.732	0.032	0.0704
0.353	0.035	0.057	0.068	0.219	0.098	0.117	0.843	0.032	0.0335
0.363	0.036	0	0.075	0.211	0	0.121	1.37	0.037	0.0208
0	0.035	0.048	0.038	0.157	0.085	0	1.28	0.038	0.173
0	0.055	0.048	0.066	0.095	0.063	0.018	2.69	0.036	0.0265
0.022	0.032	0.048	0.055	0.2	0.072	0.057	3.37	0.037	0.0731
0.022	0.045	0.048	0.049	0.079	0	0.018	0.414	0.349	0.102
0.028	0.04	0.048	0.092	0.241	0.183	0.151	0.809	0.035	0.158
0.066	0.043	0.055	0.069	0.182	0.069	0.125	1.2	0.036	0.0261
0.322	0.03	0.048	0.038	0.226	0.086	0.018	1.48	0.033	0.0533
0.266	0.043	0.063	0.038	0.122	0	0.108	0.229	0.041	0.174
1.01	0.034	0.068	0.603	0.358	0.453	0.122	0.342	0.847	0.527
0.022	0.033	0.048	0.08	0.198	0.08	0.082	0.176	0.034	0.0821
0.259	0.042	0	0.067	0.132	0.219	0.149	0.282	0.047	0.0429
0.212	0.032	0.048	0.1	0.13	0.104	0.198	0.218	0.087	0.0972
0.168	0.037	0.065	0.038	0.159	0.09	0.134	0.13	0.04	0.0864
0.089	0.03	0.072	0	0.122	0.072	0.08	0.276	0.041	0.0703
0.248	0.047	0.048	0.302	0.125	1.26	0.095	0.036	0.712	0.121
0.022	0.037	0.048	0.038	0.155	0.076	0.065	0.351	0.051	0.364
0.076	0.045	0.052	0.049	0.12	0.172	0.078	0.689	0.039	0.0428
0.157	0.043	0.048	0.038	0.198	0.12	0.103	0.962	0.306	0.0662
0.022	0.056	0.048	0.056	0.136	0	0.047	0.332	0.039	0.0965
0.226	0.055	0.048	0.095	0.114	0.092	0.117	0.297	0.041	0.0685
0.076	0.03	0.06	0.055	0.285	0.095	0.11	1.11	0.04	0.0787
0	0.035	0.07	0.062	0.071	0	0	0.172	0.039	0.262
0.115	0.03	0.048	0.038	0.215	0.063	0.105	0.164	0.04	0.0242
0	0.03	0.067	0.038	0.076	0.116	0.054	0.088	0.032	0.418
0.105	0.033	0.064	0.038	0.128	0.114	0.064	0.439	0.032	0.0321
0.166	0.03	0.048	0.048	0.082	0	0.072	0.291	0.033	0.0473
0.078	0.033	0.061	0.051	0.135	0.09	0.05	0.08	0.047	0.143
0.136	0.039	0.048	0.064	0.077	0.13	0.139	0.089	0.08	0.0417
0.063	0.036	0.048	0.064	0.135	0.156	0.095	0.724	0.033	0.0267
0.173	0.036	0.063	0.08	0.091	0.098	0.025	0.007	0.036	0.0155
0.282	0.045	0.058	0.106	0.09	0.144	0.085	0.007	0.034	0.0242
0.07	0.049	0.058	0.187	0	0.114	0.036	0.004	0.046	0.0275
0.127	0.054	0.048	0.038	0.085	0.112	0.042	0.208	0.034	0.0216
0.654	0.044	0.048	0.369	0.106	0.173	0.071	0.025	1.24	0.0845
0.076	0.035	0.09	0.054	0.097	0.427	0.152	0.479	0.039	0.0172
0	0.03	0.061	0.078	0	0	0.091	0.081	0.062	0.147
0.794	0.036	0.048	0.758	0.365	0.265	0.075	0.301	0.104	0.0912
0.116	0.038	0.079	0.058	0.092	0.115	0.06	0.053	0.039	0.0186
0.022	0.04	0.048	0.052	0.094	0.106	0.054	2.29	0.032	0.0639
0	0.047	0.048	0.038	0.071	0	0.018	2.59	0.036	0.045
0.095	0.03	0.048	0.07	0.178	0.231	0.234	0.132	0.081	0.815
0.29	0.03	0.048	0.266	0.198	0.143	0.117	2.04	0.054	0.323
0.022	0.033	0.063	0.08	0.071	0	0.06	0.226	0.035	0.0513
0	0.036	0.048	0.047	0	0.063	0.018	0.004	0.043	0
0	0.032	0.048	0.038	0	0	0	0.181	0.032	0.0303
0.022	0.03	0.082	0.038	0	0	0.018	0.377	0.032	0.0385
0.022	0.048	0.048	0.059	0.306	0	0.048	0.615	0.032	0.0233
0.022	0.039	0.052	0.038	0.078	0.166	0.069	0.161	0.032	0
0	0	0.048	0.038	0.071	0	0.018	0.011	0.032	0
0	0	0.052	0	0	0	0	0.043	0	0
0.022	0.047	0.068	0.132	0.074	0.128	0.053	0.014	0.067	0.0582
0.144	0.036	0.054	0.083	0.071	0.441	0.1	0.357	0.038	0.106
0	0.032	0.048	0.08	0	0	0	0.041	0.036	0.0681
0	0.041	0.06	0.071	0.071	0.366	0.091	0.719	0.037	0.112
0	0.048	0.054	0.038	0.096	0.076	0	0.011	0.044	0
0.141	0.032	0.072	0.038	0.102	0.074	0.084	0.016	0.039	0.0217
0.022	0.034	0.048	0.038	0.091	0.136	0.063	0.916	0.034	0.0905
0.379	0.032	0.053	0.045	0.071	0	0.058	0.015	0.032	0.0203
0.133	0.04	0.048	0.059	0.111	0	0.054	0.619	0.032	0.0554
0.043	0.039	0.048	0.127	0.087	0.063	0.106	0.599	0.042	0.09
0.191	0.038	0.048	0.061	0.09	0.164	0.118	0.679	0.034	0.0885
0	0.038	0.059	0	0.071	0.084	0.084	0.33	0.035	0.021
0	0.033	0.048	0.08	0.071	0.084	0.066	0.078	0.04	0.0198
0	0.043	0.06	0.038	0	0	0.018	0.073	0.032	0.0242
0	0.046	0.068	0.038	0.081	0.168	0.064	0.524	0	0.0127
0	0.03	0.048	0.038	0	0.115	0	0.017	0.032	0.0162
0.022	0.067	0.055	0.059	0.071	0	0	0.01	0.041	0.0188
0.022	0.034	0.056	0.049	0.09	0.076	0.083	0.011	0.032	0.0177
0	0.053	0.048	0.038	0	0.063	0.018	0.011	0.045	0
0.022	0.036	0.048	0.092	0.071	0.179	0.087	0.009	0.121	0.0489
0.022	0.054	0.048	0.038	0.08	0	0.039	0.056	0.037	0.0155
0	0.049	0.048	0.038	0.088	0	0.018	0.107	0.038	0.133
0.022	0.044	0.079	0.038	0.097	0.182	0.05	0.153	0.032	0.0188
0.124	0.036	0.056	0.059	0.184	0.089	0.067	1.56	0.032	0.0317
0.114	0.042	0.048	0.1	0.071	0.526	0.134	0.025	0.107	0.0749
0.044	0.049	0.06	0.038	0.121	0	0.06	0.288	0.033	0.0369
0.501	0.042	0.067	0.862	0.124	0.425	0.124	0.419	0.141	0.166
0	0.04	0.05	0.113	0	0.093	0.042	0.009	0.034	0.104
0.133	0.03	0.048	0.038	0.077	0	0.06	0.293	0.032	0.0169
0	0.03	0.048	0.069	0.071	0.063	0.115	0.313	0.032	0.0635
0.089	0.032	0.07	0.048	0.079	0.08	0.123	0.029	0.053	0.039
0.073	0.035	0.048	0.061	0.071	0.162	0.096	2.42	0.035	0.081
0	0.048	0.048	0.057	0.071	1.62	0.042	0.524	0.036	0.0812
0.022	0.066	0.06	0.158	0.08	0.135	0.117	0.386	0.032	0.0744
0.022	0.042	0.048	0.038	0.071	0	0.059	1.29	0.04	0.0939
0.188	0.033	0.05	0.038	0.071	0	0.077	0.006	0.032	0.0346
0.022	0.053	0.076	0.08	0.089	0	0.065	0.304	0.032	0.0666
0.126	0.051	0.048	0.038	0.118	0.156	0.026	0.18	0.034	0.105
0	0.042	0.064	0.05	0	0	0	1.3	0.037	0.0827
0	0.033	0.048	0.045	0	0	0	0.536	0.04	0.135
0	0	0.05	0	0	0	0	19.4	0	0.277
0.931	0.038	0.048	0.447	1.47	0.321	0.174	0.166	2.04	0.217
0.999	0.05	0.095	0.933	0.119	0.221	0.16	0.586	0.119	0.0632
0.022	0.03	0.048	0.038	0.073	0.11	0.09	0.954	0.032	0.0578
0.022	0.033	0.048	0.038	0.17	0	0.075	0.217	0.032	0.0222
0.034	0.03	0.048	0.038	0.171	0	0.049	0.398	0.036	0.0772
0.022	0.03	0.048	0.038	0.078	0.12	0.085	0.022	0.035	0.0351
0	0.034	0.065	0.038	0.107	0	0.032	0.302	0.038	0.0413
0.022	0.047	0.048	0.038	0.071	0	0.018	0.018	0.043	0.132
0.022	0.038	0.075	0.038	0.128	0	0.03	0.161	0.046	0.0316
0.022	0.032	0.048	0.049	0.105	0	0.04	1.3	0.032	0.024
0.022	0.05	0.048	0.047	0.112	0.189	0.117	0.505	0.042	0.0884
0	0.035	0.054	0.038	0.251	0.063	0.091	0.403	0.036	0.121
0	0.03	0.048	0.066	0	0	0	0.46	0.041	0.274
0.022	0.047	0.054	0.093	0	0.106	0.018	0.177	0.045	0.0862
0	0.033	0.054	0.045	0.071	0.177	0.056	0.918	0.034	0.0874
0	0.034	0.048	0.074	0.071	0	0.048	1.09	0.043	0.0733
0.022	0.06	0.048	0.069	0.114	0.063	0.08	0.136	0.032	0.0962
0.169	0.03	0.048	0.435	0.091	0.135	0.049	0.461	0.051	0.0687
0.447	0.043	0.05	0.122	0.135	0.068	0.253	0.208	0.068	0.817
0.086	0.032	0.052	0.091	0.082	0	0.161	0.4	0.045	0.0482
0.238	0.048	0.048	0.048	0.088	0.236	0.064	0.055	0.037	0.241
0.556	0.034	0.053	0.752	0.696	0.375	0.078	1.11	0.201	0.119
0	0.032	0.048	0.062	0	0.141	0.018	0.95	0.039	0.0593
0.167	0.042	0.084	0.038	0.117	0.149	0.088	0.267	0.059	0.136
0.022	0.03	0.048	0.071	0.1	0.139	0.018	0.226	0.035	0.287
0.188	0.03	0.048	0.038	0.112	0.076	0.07	0.273	0.044	0.091
0.129	0.03	0.063	0.066	0.085	0.126	0.134	0.059	0.051	0.0979
0.022	0.045	0.054	0.078	0	0.139	0.074	0.004	0.203	0.0148
0.376	0.06	0.075	0.063	0.156	0.106	0.118	0.269	0.039	0.0249
0	0.03	0.056	0.044	0.071	0	0.061	0.012	0.032	0.0188
0.121	0.039	0.048	0.045	0.08	0.114	0.089	0.038	0.048	0.0412
0.181	0.034	0.048	0.065	0.136	0.076	0.101	0.261	0.047	0.363
0.022	0.044	0.048	0.092	0	0.08	0.038	0.259	0.034	0.0753
1.24	0.038	0.063	0.038	0.11	0.216	0	0.251	0.032	0.0363
0.242	0.036	0.054	0.127	0.197	0.168	0.249	0.118	0.06	0.0465
0.105	0.044	1.61	0.038	0.079	0.063	0.018	0.017	0.039	0
0.022	0.042	0.066	0.038	0.1	0	0.057	0.124	0.032	0.0352
0.531	0.034	0.063	0.08	0.148	0.84	0.135	0.192	0.058	0.0309
0.039	0.048	0.085	0.105	0.097	0.095	0.149	0.012	0.061	0.0278
0.043	0.04	0.076	0.038	0.085	0.32	0.056	0.618	0.032	0.0243
0	0.036	0.048	0.038	0	0	0.018	0.06	0.032	0
0.022	0.053	0.05	0.038	0.073	0.102	0.042	0.794	0.032	0.0639
0.132	0.052	0.052	0.118	0.108	0.127	0.098	1.07	0.035	0.25
0	0.046	0.048	0.067	0.122	0	0.04	0.923	0.033	0.174
0	0.044	0.055	0.038	0	0	0	0.184	0.033	0.0692
0.096	0.032	0.048	0.038	0.072	0.08	0.064	0.987	0.039	0.0418
0.035	0.03	0.048	0.038	0.188	0.324	0.073	2.21	0.032	0.0781
0.037	0.03	0.048	0.038	0.095	0	0.05	1.37	0.032	0.0384
0.022	0.042	0.062	0.062	0	0.063	0	0.118	0.032	0.257
0	0.037	0.052	0.066	0.071	0	0.018	0.295	0.032	0.0305
0.022	0.094	0.055	0.07	0.097	0.144	0.045	0.016	0.034	0.031
0	0.037	0.056	0.046	0	0	0.018	0.144	0.032	0.176
0.637	0.03	0.048	0.601	0.246	0.276	0.202	0.838	0.093	0.0629
0.022	0.03	0.076	0.038	0.072	0.1	0.042	0.619	0.036	0.0467
0.022	0.054	0.065	0.038	0	0.063	0.07	0.011	0.041	0.0164
0.022	0.064	0.048	0.038	0.076	0.376	0.038	0.101	0.032	0.0404
0.617	0.042	0.048	0.372	0.407	0.203	0.141	0.166	0.56	0.111
0	0.09	0.068	0	0.21	0.123	0.046	0.538	0.04	0.128
0.1	0.036	0.048	0.038	0.099	0.072	0.157	0.253	0.032	0.0193
0.097	0.04	0.048	0.047	0.202	0	0.06	0.496	0.034	0.0982
0.405	0.032	0.048	0.063	0.42	0	0.05	0.492	0.032	0.0846
0	0.047	0.056	0	0.071	0	0.03	0.407	0.032	0.0383
0.022	0.066	0.048	0.038	0.084	0	0.128	0.274	0.032	0.0645
0.09	0	0.048	0.038	0.185	0.072	0.07	0.728	0.034	0.0614
0	0.041	0.048	0.074	0.096	0	0.039	0.811	0.062	0.0781
0.078	0.039	0.048	0.038	0.179	0.063	0.042	0.519	0.04	0.113
0.997	0.035	0.048	0.704	0.102	0.269	0.134	0.291	0.142	0.09
0.022	0.03	0.074	0.038	0.113	0	0.069	0.072	0.032	0.0661
0.06	0.077	0.063	0.038	0.105	0.105	0.068	0.147	0.035	0
0.079	0.03	0.048	0.072	0.11	0.137	0.184	0.321	0.05	0.316
0.081	0.038	0.051	0.055	0.156	0.417	0.054	1.05	0.032	0.065
0.133	0.033	0.048	0.076	0.148	0	0.047	0.139	0	0.0377
0	0.033	0.048	0.038	0.113	0	0.038	0.071	0.032	0.039
0.24	0.041	0.061	0.121	0.224	0.225	0.148	0.144	0.088	0.15
0.309	0.038	0.05	0.046	0.071	0	0.043	0.152	0.032	0.033
0	0.04	0.048	0.038	0.114	0	0.048	0.219	0.033	0.0489
0.098	0.03	0.076	0.062	0.132	0	0.192	0.096	0.04	0.093
0.022	0.041	0.1	0	0.12	0.08	0.037	0.007	0.039	0.0245
0.648	0.04	0.057	0.175	0.768	0.168	0.146	0.009	0.118	0
0.022	0.03	0.048	0.066	0.088	0	0.018	0.093	0.032	0.0406
0.022	0.043	0.054	0	0.075	0	0.018	0.197	0.032	0.0214
0.123	0.03	0.05	0.038	0.092	0.139	0.05	0.012	0.042	0.0275
