H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0.037	0.063	0.034	0.029	0.007	0.028	0.019	0.267	0.009	0.04	0.477	0	0.468	0.048	0.055
0	0.136	0.032	0.046	0.004	0.021	0.005	0.357	0.007	0.021	2.14	0	0.422	0.048	0.055
0	0.011	0.041	0.021	0.004	0.025	0.019	0.11	0.012	0.021	1.08	0	0.438	0	0.055
0.043	0.033	0.034	0.141	0.185	0.031	0.045	0	0.014	0	0.7	0	0.412	0.048	0.055
0.039	0	0.033	0.028	0.015	0.077	0.033	0	0.008	0	0.324	2	0.586	0.052	0.055
0.033	0.022	0.041	0.028	0.004	0.034	0.019	0	0.008	0	1.22	0	0.502	0	0
0.031	0.014	0.036	0.024	0.022	0.044	0.014	0	0.009	0	0.487	4	0.538	0.048	0.063
0.031	0.019	0.046	0.035	0.019	0.021	0.037	0	0.029	0	1.62	0	0.494	0.048	0.063
0	0.014	0.032	0.021	0.004	0.023	0.028	0	0.017	0	0.345	0	0.338	0	0.055
0	0.046	0	0.021	0.004	0.021	0.023	0.182	0.005	0.138	0.764	0	0.468	0.048	0.055
0.059	0.035	0.042	0.028	0.015	0.027	0.058	0.07	0.01	0	0.245	0	0.542	0.059	0.068
0.034	0.027	0.033	0.028	0.024	0.038	0.023	0	0.01	0	0.109	0	0.384	0.076	0.055
0.034	0.027	0.032	0	0.004	0.089	0.023	0	0.006	0	0.14	4	0.578	0	0.055
0	0.025	0.037	0.024	0.022	0.029	0.019	0	0.008	0	0.221	0	0.464	0.048	0.055
0.04	0.015	0.032	0	0.019	0.043	0.028	0.07	0.011	0	1.58	0	0.494	0.048	0
0.044	0.026	0.032	0.041	0.014	0.021	0.023	0.11	0.052	0	0.951	0	0.318	0.373	0.248
0.036	0.043	0.032	0.037	0.015	0.018	0.023	0.238	0.009	0.021	0.807	0	0.378	0.054	0.071
0.045	0.016	0.032	0.04	0.015	0.074	0.019	0	0.009	0	0.384	0	0.536	0	0.055
0.035	0.011	0.032	0.028	0.007	0.039	0.014	0	0.005	0	0.987	0	0.502	0	0.055
0.042	0.032	0.043	0.038	0.01	0.043	0.028	0	0.01	0	1.05	2	0.472	0.048	0.063
0.031	0.014	0.044	0.042	0.022	0.037	0.019	0.07	0.011	0	0.464	0	0.42	0.048	0.06
0	0.024	0.032	0	0.01	0.036	0.005	0	0.005	0	0.841	0	0.458	0	0.055
0.116	0.099	0.033	0.094	0.007	0.028	0.021	5.21	0.014	0.024	0.235	0	0.398	0.051	0.059
0.051	0.061	0.032	0.064	0.022	0.039	0.048	0.197	0.027	0.084	1.63	0	0.436	0.048	0.055
0.033	0.024	0.032	0.045	0.016	0.026	0.03	0.165	0.005	0.068	1.46	0	0.45	0.048	0.061
0.07	0.011	0.032	0.036	0.046	0.029	0.023	0	0.024	0	0.379	0	0.47	0.051	0.055
0.034	0	0.032	0.044	0.01	0.044	0.037	0	0.008	0.138	0.176	0	0.574	0.048	0.055
0.035	0.014	0.053	0.028	0.004	0.034	0.023	0	0.007	0	0.97	0	0.462	0.048	0.055
0.041	0.026	0.032	0.044	0.023	0.023	0.014	0.037	0.011	0	2	0	0.438	0.051	0.079
0.062	0.054	0.039	0.026	0.015	0.018	0.01	0.774	0.009	0.052	2.41	0	0.464	0.048	0
0.053	0.092	0.045	0.04	0.004	0.021	0.046	0.788	0.01	0.04	0.301	0	0.458	0.055	0.058
0.031	0.033	0.033	0.044	0.019	0.026	0.03	0	0.007	0.138	1.27	0	0.452	0.048	0.055
0.033	0.065	0.039	0.043	0.04	0.03	0.014	0.432	0.009	0.05	0.812	0	0.4	0.048	0.055
0.044	0.014	0.04	0.049	0.022	0.032	0.041	0	0.011	0.021	0.272	0	0.55	0.048	0.061
0.159	0.026	0.038	0.124	0.51	0.018	0.175	0	0.231	0.218	0.331	0	0.486	0.074	0.351
0.034	0.029	0.033	0.032	0.012	0.046	0.023	0	0.012	0.138	0.592	0	0.574	0.052	0.055
0.048	0.027	0.043	0.028	0.004	0.075	0.014	0	0.011	0	0.384	0	0.436	0.048	0.055
0.04	0.051	0.033	0.04	0.017	0.029	0.028	0	0.006	0	0.246	0	0.39	0.048	0.055
0.031	0.014	0.036	0.021	0.027	0.033	0.017	0	0.008	0	0.627	0	0.398	0.048	0.055
0.046	0	0.043	0	0.01	0.023	0.005	0	0.005	0	0.297	0	0.452	0.048	0.061
0.035	0.014	0.043	0.021	0.004	0.033	0.01	0	0.005	0	1.16	0	0.494	0.052	0.055
0.054	0.015	0.045	0.032	0.004	0.025	0.014	0	0.008	0	0.68	0	0.374	0.059	0.055
0	0	0.042	0	0.004	0	0.014	0	0.005	0	0.73	0	0.47	0.048	0.055
0.034	0.028	0.033	0.034	0.023	0.034	0.014	0	0.009	0	0.139	0	0.354	0.048	0.067
0	0.028	0.033	0	0.01	0.04	0.045	0	0.007	0	0.2	0	0.458	0.067	0.055
0.031	0.011	0.035	0	0.019	0.039	0.041	0	0.01	0.021	0.261	1	0.648	0.052	0.055
0.054	0.026	0.036	0	0.027	0.028	0.035	0	0.012	0	0.173	0	0.418	0.051	0.063
0.035	0	0.035	0.021	0.004	0.046	0.03	0	0.01	0	0.112	1	0.64	0	0.069
0.034	0.097	0.033	0.028	0.004	0.029	0.036	0.199	0.007	0.049	1.1	0	0.398	0.048	0.055
0.034	0.071	0	0.038	0.03	0.042	0.023	0.302	0.007	0.052	0.511	0	0.492	0.076	0.055
0.033	0.107	0.045	0.032	0.004	0.028	0.023	0.125	0.008	0.068	1.05	0	0.43	0.048	0
0.031	0.067	0.051	0	0.015	0.025	0.014	0.196	0.005	0.052	0.163	0	0.384	0.051	0.067
0	0.016	0.032	0.038	0.012	0.028	0.014	0	0.009	0	0.107	0	0.298	0	0
0	0.017	0.032	0.034	0.004	0.037	0.022	0	0.008	0	1.09	0	0.474	0.048	0.055
0.043	0.014	0.033	0	0.004	0.06	0.01	0	0.007	0	0.415	0	0.424	0.048	0.055
0	0	0	0	0.004	0.037	0.019	0	0.006	0	0.911	0	0.462	0.048	0.055
0.034	0.032	0.043	0.028	0.007	0.024	0.005	0.636	0.008	0.088	0.475	0	0.306	0.048	0.076
0.066	0.019	0	0.034	0.035	0.021	0.039	0	0.006	0.348	0.541	0	0.464	0	0.067
0.034	0.022	0.032	0.028	0.004	0.02	0.014	0.248	0.007	0.021	0.209	0	0.3	0	0.055
0	0.014	0.039	0.028	0.004	0.03	0.005	0	0.007	0	0.48	0	0.326	0.048	0.063
0.031	0.014	0.032	0.028	0.013	0.022	0.01	0	0.005	0	0.686	0	0.314	0.048	0.055
0.049	0.011	0.032	0	0.004	0.023	0.014	0	0.004	0	1.29	0	0.442	0	0
0.034	0.029	0.032	0.034	0.008	0.025	0.005	0	0.005	0	0.272	0	0.4	0.048	0.063
0	0.03	0.035	0	0.014	0.027	0.014	0	0.005	0	0.163	0	0.32	0.048	0.055
0.034	0.032	0.032	0.021	0.019	0.048	0.01	0	0.005	0	1.12	0	0.48	0.048	0.055
0.035	0.014	0.032	0	0.007	0	0.014	0.037	0.008	0.021	0.529	0	0.464	0.048	0.061
0.033	0.032	0.035	0.03	0.004	0.018	0.01	0.705	0.008	0.021	0.473	0	0.412	0.048	0.055
0.034	0.041	0.035	0.028	0.01	0.028	0.014	0	0.008	0	0.463	0	0.394	0.048	0.055
0.031	0.011	0.039	0.025	0.004	0.026	0.014	0	0.005	0	0.076	0	0.394	0.048	0
0	0.016	0.032	0.025	0.004	0.051	0.023	0	0.003	0	1.03	0	0.424	0.048	0
0.031	0.013	0.036	0.028	0.004	0.045	0.005	0	0.01	0	0.49	0	0.414	0.048	0.06
0.035	0.031	0.038	0	0.015	0.047	0.005	0	0.008	0	0.391	0	0.37	0.048	0.055
0.031	0.015	0.038	0.044	0.024	0.059	0.01	0	0.007	0	0.026	0	0.322	0.048	0.063
0	0.014	0.032	0.044	0.007	0.035	0.028	0	0.004	0	0.46	0	0.286	0.048	0.055
0.031	0.059	0.033	0.021	0.012	0.026	0.014	0.114	0.007	0.053	0.087	0	0.438	0.048	0.06
0	0.029	0.035	0.026	0.004	0.029	0.019	0.07	0.008	0	0.767	0	0.42	0.048	0.055
0.045	0.024	0.036	0.171	0.104	0.023	0.023	0	0.052	0.021	0.455	0	0.41	0.071	0.064
0	0.014	0.033	0.026	0.004	0.046	0.019	0	0.009	0.021	0.332	0	0.492	0.051	0.055
0	0.014	0.032	0	0.015	0.03	0.014	0.037	0.01	0.021	1.58	0	0.48	0.048	0.071
0.031	0.041	0.04	0.064	0.026	0.031	0.019	0.037	0.036	0.021	0.095	0	0.51	0.42	0.155
0	0.072	0.032	0.021	0.015	0	0.014	0.196	0.01	0.021	0.689	0	0.364	0.048	0.055
0.034	0.019	0.051	0.038	0.015	0.036	0.005	0	0.01	0	0.705	0	0.352	0	0.055
0	0.013	0.032	0.025	0.015	0.026	0.014	0	0.006	0	0.08	0	0.292	0	0.055
0.031	0.025	0.032	0.028	0.004	0.033	0.005	0	0.006	0	0.077	0	0.29	0.048	0
0.034	0.016	0.047	0.04	0.014	0.021	0.014	0	0.011	0	0.251	0	0.402	0.261	0.08
0	0.03	0.036	0.026	0.019	0.023	0.005	0.391	0.007	0.021	1.18	0	0.438	0.048	0
0	0.014	0.032	0.021	0.004	0.025	0.005	0	0.005	0.021	1.12	0	0.396	0.048	0.068
0.035	0.03	0.034	0.044	0.022	0.018	0.019	0	0.012	0	0.154	0	0.452	0.051	0.08
0	0.031	0.032	0.021	0.004	0.028	0.005	0	0.009	0	0.176	0	0.328	0.077	0.055
0.031	0.014	0.032	0.021	0.015	0	0.027	0	0.004	0	0.158	0	0.36	0.048	0
0	0.011	0.043	0	0.004	0.031	0.014	0	0.006	0	1.23	0	0.444	0.048	0.055
0.034	0.029	0.039	0.021	0.007	0	0.01	0.252	0.004	0.021	0.337	0	0.23	0	0.071
0.052	0.014	0.032	0.032	0.025	0.039	0.017	0	0.052	0	0.548	0	0.474	0.048	0.063
0	0.03	0.032	0.034	0.004	0.018	0.014	0	0.01	0	0.21	0	0.274	0.048	0.055
0.042	0.02	0.032	0.021	0.015	0.018	0.005	0	0.01	0	0.858	0	0.42	0.048	0.055
0.034	0.011	0.032	0.028	0.004	0	0.014	0	0.003	0	2.21	0	0.432	0.048	0
0.043	0.034	0.032	0.038	0.004	0.024	0.01	0	0.007	0	0.184	0	0.386	0	0.055
0.034	0.015	0.043	0.025	0.015	0.026	0.026	0.07	0.006	0	0.126	0	0.408	0.048	0.055
0.034	0.036	0.041	0.055	0.021	0.018	0.005	0.07	0.006	0	1.17	0	0.374	0	0.055
0.033	0.026	0.032	0.028	0.01	0.039	0.014	0	0.007	0	0.114	0	0.32	0	0.067
0.034	0.019	0	0.045	0.01	0.035	0.014	0	0.008	0	0.753	0	0.43	0	0.055
0.031	0.027	0.032	0.032	0.004	0.023	0.01	0	0.007	0	0.496	0	0.312	0	0.061
0.035	0	0.032	0.026	0.004	0.021	0.023	0	0.006	0	0.402	0	0.442	0.056	0.055
0.034	0.032	0.039	0.032	0.015	0.032	0.014	0	0.01	0	0.036	0	0.36	0.048	0.055
0	0.011	0.032	0.028	0.02	0.03	0.01	0	0.006	0	0.968	0	0.394	0	0
0.034	0.014	0.032	0.053	0.015	0.06	0.005	0	0.006	0	0.286	0	0.45	0.048	0.055
0.033	0.024	0.032	0.021	0.015	0.032	0.005	0	0.006	0	0.728	0	0.432	0.048	0.079
0	0.03	0	0.034	0.01	0.048	0.023	0	0.006	0	0.508	0	0.474	0	0
0	0.014	0.032	0.025	0.032	0.035	0.01	0	0.006	0	0.153	0	0.356	0.048	0.06
0	0.03	0.046	0.03	0.004	0.028	0.014	0	0.009	0	0.067	0	0.334	0.048	0.055
0.034	0.018	0.048	0.04	0.01	0.021	0.005	0.07	0.009	0.021	1.02	0	0.41	0.048	0.055
0.031	0.022	0.04	0.054	0.007	0.048	0.028	0	0.007	0	0.055	0	0.36	0.048	0
0.034	0.016	0.035	0.028	0.029	0.025	0.019	0	0.013	0.021	0.095	0	0.41	0.051	0.055
0.034	0.015	0.032	0	0.004	0.028	0.023	0	0.011	0	0.978	0	0.424	0	0.055
0	0.033	0.032	0.021	0.004	0.022	0.005	0	0.007	0	1.33	0	0.384	0	0.055
0.034	0.055	0.032	0.021	0.035	0.018	0.005	0.093	0.011	0.023	0.26	0	0.4	0.051	0.055
0.033	0.05	0.032	0.026	0.015	0.026	0.019	0.532	0.006	0.054	0.193	0	0.32	0.048	0
0	0.039	0.032	0.099	0.023	0.031	0.005	0.558	0.009	0.068	0.35	0	0.302	0.048	0.066
0	0.024	0.032	0.024	0.007	0	0.005	0.144	0.006	0.054	0.79	0	0.388	0.048	0
0.044	0.011	0.032	0.028	0.015	0.023	0.014	0	0.011	0	0.063	0	0.328	0.048	0.065
0.031	0.037	0.035	0.049	0.01	0.026	0.019	0.039	0.019	0.021	0.096	0	0.392	0.051	0.068
0.042	0.041	0.032	0.027	0.01	0.028	0.022	0.181	0.006	0	0.886	0	0.436	0.048	0.055
0.034	0.027	0.034	0.032	0.027	0.023	0.014	0.147	0.01	0.021	0.26	0	0.354	0.048	0.079
0.045	0.039	0.033	0.033	0.015	0.023	0.005	0	0.006	0	0.676	0	0.392	0.058	0.061
0.034	0.016	0.032	0.052	0.033	0.018	0.023	0	0.012	0.021	0.098	0	0.372	0.048	0.055
0	0.023	0.032	0.021	0.01	0.031	0.019	0.09	0.003	0.024	2.02	0	0.482	0.048	0
0.036	0.021	0.033	0	0.036	0.049	0.028	0	0.011	0	0.353	0	0.486	0.088	0.055
0.036	0.014	0.032	0.028	0.01	0.021	0.01	0.069	0.007	0.021	0.315	0	0.296	0	0.067
0	0.111	0.032	0.035	0.022	0.024	0.005	0.248	0.008	0.04	0.287	0	0.308	0.048	0.055
0.043	0.032	0.041	0.029	0.015	0.03	0.014	0	0.004	0.021	0.215	0	0.306	0	0.055
0.037	0.014	0.032	0.032	0.01	0.018	0.032	0.037	0.009	0	2.12	0	0.41	0.048	0.055
0.031	0.017	0.032	0	0.037	0.018	0.023	0.312	0.004	0.021	2.14	0	0.47	0	0
0	0.014	0.032	0	0.004	0.038	0.023	0	0.007	0	0.656	0	0.338	0.054	0.055
0	0.051	0.032	0.026	0.004	0.021	0.005	0.347	0.005	0.021	0.4	0	0.27	0	0.055
0.05	0.048	0.032	0.028	0.028	0.022	0.019	0.07	0.007	0.021	0.349	0	0.37	0.048	0.068
0.034	0.033	0.039	0	0.004	0.025	0.014	0	0.009	0	0.142	0	0.294	0.048	0.055
0.034	0.022	0.032	0.032	0.031	0.022	0.023	0	0.009	0	0.071	0	0.446	0.048	0.055
0.031	0.03	0.044	0.025	0.019	0.023	0.022	0	0.006	0	0.158	0	0.324	0.048	0.055
0	0.016	0.032	0.032	0.012	0.021	0.005	0	0.007	0	0.098	0	0.308	0.051	0.055
0.033	0.024	0.036	0.021	0.004	0.031	0.01	0	0.008	0	0.538	0	0.412	0.048	0.055
0	0.047	0.032	0.021	0.021	0.021	0.014	0.932	0.003	0.054	0.856	0	0.32	0	0.055
0.044	0.024	0.032	0.141	0.109	0.028	0.056	0.076	0.059	0.054	0.032	0	0.408	0.062	0.059
0	0.034	0.032	0	0.012	0.026	0.023	0.114	0.011	0.052	0.212	0	0.372	0.048	0.059
0.038	0.036	0.032	0.042	0.004	0.023	0.014	0.121	0.012	0	1.1	0	0.32	0.048	0.061
0.035	0.021	0.032	0.021	0.021	0	0.023	0.099	0.005	0.1	0.159	0	0.32	0.048	0.055
0	0.024	0.032	0	0.01	0.018	0.01	0	0.006	0	0.368	0	0.398	0.048	0.079
0.031	0.014	0.032	0.021	0.015	0.029	0.019	0	0.01	0	0.08	0	0.332	0.059	0.055
0.033	0.016	0.032	0.032	0.004	0.048	0.014	0	0.006	0	0.103	0	0.37	0	0.055
0	0.023	0.033	0.03	0.004	0.044	0.029	0	0.004	0	0.052	0	0.42	0.048	0
0.031	0.042	0.039	0.021	0.004	0.031	0.032	0	0.009	0	0.096	0	0.392	0.048	0.055
0.031	0	0.032	0.026	0.01	0.032	0.014	0	0.007	0	0.309	0	0.354	0	0
0	0.014	0.033	0.021	0.012	0.034	0.005	0	0.009	0	0.161	0	0.324	0.048	0.055
0.034	0.056	0.032	0.028	0.004	0.021	0.014	0.07	0.007	0.021	0.206	0	0.308	0	0.059
0.178	0.014	0.032	0.039	0.05	0.018	0.102	0.07	0.037	0.042	0.202	4	0.636	0.048	0.083
0	0.011	0.032	0.032	0.018	0.024	0.019	0	0.007	0	0.073	0	0.422	0.067	0.055
0.033	0.032	0.034	0.049	0.014	0.018	0.023	0	0.006	0	0.037	0	0.388	0.056	0.055
0	0.036	0.035	0.028	0.004	0.021	0.01	0	0.005	0	0.029	0	0.262	0.048	0.066
0	0.019	0.032	0	0.004	0.026	0.01	0	0.006	0	0.093	0	0.304	0.048	0.067
0.031	0.014	0.038	0.03	0.004	0.022	0.005	0	0.004	0	0.455	0	0.374	0.048	0.055
0.031	0.014	0.032	0.021	0.004	0.02	0.005	0	0.004	0	0.796	0	0.27	0	0.055
0	0.014	0.032	0.028	0.004	0.036	0.005	0	0.006	0	0.23	0	0.274	0.048	0
0.04	0.028	0.045	0.034	0.033	0.021	0.019	0.207	0.015	0	0.478	0	0.412	0.048	0.055
0	0.032	0.032	0.035	0.015	0.026	0.014	0	0.005	0	0.186	0	0.278	0.048	0
0.049	0.042	0.039	0.044	0.004	0.026	0.023	0	0.005	0	0.546	0	0.354	0.048	0.055
0.041	0.029	0.043	0.032	0.02	0.02	0.03	0	0.006	0	0.071	0	0.35	0.048	0.06
0.031	0.024	0.044	0.032	0.026	0.021	0.005	0	0.006	0	0.243	0	0.388	0.048	0.055
0.044	0.043	0.035	0.028	0.015	0.021	0.01	0	0.006	0	0.13	0	0.37	0.048	0.055
0.034	0	0.032	0.028	0.015	0.024	0.005	0	0.007	0	0.07	0	0.282	0.048	0.055
0.041	0.056	0.041	0.021	0.004	0.04	0.023	0.592	0.009	0.021	0.199	0	0.318	0	0.061
0.033	0.036	0.032	0.025	0.015	0.072	0.032	0.037	0.01	0	0.46	0	0.402	0.072	0.064
0.034	0.052	0.032	0.047	0.031	0.036	0.032	0.526	0.011	0.021	0.267	0	0.39	0.048	0.055
0.035	0.037	0.036	0.047	0.004	0.026	0.005	0	0.006	0	0.048	0	0.276	0	0.069
0.041	0.042	0.032	0.021	0.01	0.021	0.028	0	0.013	0	0.05	0	0.356	0.048	0.063
0	0.047	0.035	0.021	0.004	0.028	0.01	0	0.003	0	2.07	0	0.312	0.048	0.055
0.034	0.025	0.036	0.037	0.015	0.02	0.023	0	0.01	0	0.102	0	0.354	0.056	0.055
0	0.046	0.037	0.048	0.004	0.024	0.019	0	0.007	0	0.025	0	0.298	0.048	0.055
0.034	0.022	0.034	0.03	0.01	0.021	0.014	0	0.011	0	0.259	0	0.266	0.056	0.055
0.034	0.013	0.033	0	0.004	0.033	0.005	0	0.003	0	0.15	0	0.306	0	0.061
0.034	0.051	0.034	0	0.027	0.035	0.014	0	0.007	0	0.582	0	0.292	0.048	0.055
0	0.026	0.032	0.028	0.015	0.026	0.005	0	0.005	0	0.224	0	0.316	0.048	0.055
0.031	0.037	0.032	0	0.004	0.028	0.019	0	0.01	0	0.24	0	0.31	0.048	0.063
0.034	0.024	0.032	0.025	0.015	0.018	0.005	0	0.004	0	1.28	0	0.418	0.048	0.055
0	0.033	0.032	0.04	0.004	0.026	0.005	0	0.007	0	0.049	0	0.266	0	0.055
0	0.014	0.032	0.021	0.004	0.021	0.005	0	0.007	0	0.032	0	0.23	0	0
0	0.016	0.032	0	0.004	0.034	0.026	0	0.009	0	0.08	0	0.326	0.048	0.055
0	0.043	0.032	0.028	0.004	0.037	0.014	0	0.006	0	0.218	0	0.26	0.048	0.13
0.039	0.04	0.033	0.021	0.01	0.023	0.019	0.363	0.007	0	1.02	0	0.434	0.048	0.055
0.048	0.041	0.037	0.04	0.004	0.024	0.032	0	0.003	0	0.263	0	0.354	0.048	0.06
0	0.029	0.046	0.032	0.004	0.028	0.014	0	0.003	0	0.018	0	0.248	0	0.055
0.049	0.019	0.041	0.028	0.038	0.025	0.028	0	0.009	0	0.522	0	0.39	0.067	0.055
0.033	0.014	0.038	0.049	0.022	0.023	0.014	0	0.008	0	0.038	0	0.302	0.063	0.095
0.032	0.03	0.032	0.034	0.015	0.027	0.019	0	0.008	0	0.06	0	0.358	0.048	0.065
0	0.021	0.037	0.045	0.004	0.024	0.005	0	0.007	0	0.075	0	0.336	0.058	0.061
0.031	0.038	0.034	0.028	0.041	0.03	0.005	0	0.006	0	0.046	0	0.34	0.048	0.055
0	0.026	0.032	0	0.004	0.024	0.01	0	0.009	0	0.809	0	0.376	0	0.055
0.042	0.015	0.045	0.035	0.012	0.024	0.019	0	0.009	0.021	0.452	0	0.34	0.048	0.055
0.033	0.017	0.032	0.021	0.023	0.029	0.026	0	0.01	0	0.089	0	0.492	0.048	0.076
0.033	0.031	0.037	0	0.012	0.041	0.005	0	0.003	0	1.88	0	0.416	0.05	0.055
0.034	0.047	0.032	0.03	0.008	0.019	0.005	0	0.006	0	0.022	0	0.278	0	0.055
0.031	0.025	0.034	0.029	0.019	0.033	0.032	0	0.029	0	0.498	0	0.384	0.048	0.065
0.031	0.039	0.036	0.038	0.01	0.024	0.01	0.212	0.009	0.021	0.032	0	0.334	0.055	0.055
0	0.024	0.032	0	0.004	0.023	0.005	0	0.006	0	0.038	0	0.254	0.048	0.055
0.034	0.077	0.034	0.032	0.015	0.021	0.005	0.312	0.011	0.021	0.831	0	0.4	0	0.06
0.035	0.011	0.034	0.021	0.022	0.018	0.014	0	0.01	0.021	0.775	0	0.448	0.048	0.055
0.031	0.025	0.036	0.05	0.015	0.032	0.005	0.07	0.011	0.021	0.649	1	0.486	0.048	0.055
0.044	0.036	0.037	0.036	0.004	0.021	0.014	0.048	0.007	0.049	0.396	0	0.412	0.048	0.06
0.031	0.028	0.032	0	0.018	0.078	0.023	0	0.009	0	2.25	0	0.462	0.048	0
0.039	0.04	0.035	0.044	0.004	0.06	0.019	0	0.008	0	0.048	0	0.294	0.051	0.055
0	0	0.032	0.044	0.004	0.052	0.01	0	0.01	0	1.42	0	0.438	0	0.055
0	0.021	0.036	0.044	0.013	0.044	0.023	0	0.006	0	0.101	0	0.316	0.048	0
0.039	0	0.032	0	0.013	0.052	0.028	0	0.003	0	1.03	0	0.416	0	0.055
0	0	0.052	0.044	0.004	0.036	0.023	0	0.006	0	0.089	0	0.436	0.048	0.061
0.039	0.034	0.038	0.044	0.004	0.028	0.01	0	0.004	0	0.021	0	0.322	0.048	0.055
0.046	0.014	0.032	0.021	0.004	0	0.014	0	0.007	0	1.71	0	0.288	0.048	0.055
0.034	0.028	0.033	0	0.015	0.028	0.014	0	0.007	0	0.697	0	0.392	0	0
0	0.034	0.032	0.028	0.004	0.018	0.005	0	0.004	0	0.894	0	0.45	0	0.055
0.039	0.041	0.041	0.044	0.018	0.028	0.005	0	0.006	0	0.23	0	0.318	0.048	0.055
0.039	0.052	0.041	0.047	0.008	0.043	0.005	0	0.006	0	0.319	0	0.352	0.048	0.063
0	0.041	0.043	0	0.004	0.034	0.005	0	0.007	0	0.982	0	0.45	0.056	0
0	0.011	0.032	0.032	0.004	0.021	0.005	0	0.006	0	0.625	0	0.314	0	0.055
0.033	0.027	0.037	0.021	0.004	0.033	0.039	0	0.005	0	0.357	0	0.3	0.06	0
0.04	0.026	0.04	0.04	0.004	0.024	0.023	0.11	0.006	0	0.763	0	0.398	0	0.055
0.031	0.011	0.033	0.028	0.027	0.033	0.019	0.11	0.005	0.021	0.152	0	0.572	0.048	0.067
0.035	0.011	0.035	0.032	0.015	0.119	0.014	0	0.011	0	0.11	0	0.52	0.059	0.06
0.052	0.066	0.032	0.038	0.019	0.035	0.05	0.409	0.008	0.082	0.506	0	0.5	0.048	0.058
0.033	0.014	0.049	0.028	0.004	0.066	0.014	0.037	0.006	0.021	1.12	0	0.598	0.048	0
0	0.014	0.032	0.03	0.01	0.018	0.045	0.11	0.023	0.021	0.888	1	0.616	0.048	0.084
0.031	0.011	0.033	0.026	0.023	0.018	0.032	0.07	0.009	0	0.846	8	0.56	0	0
0.051	0.015	0.036	0.021	0.004	0.032	0.005	0.037	0.008	0	0.074	0	0.38	0.048	0
0.033	0.011	0.033	0	0.012	0.051	0.014	0.037	0.008	0	0.143	0	0.436	0.056	0
0.034	0.038	0.038	0.038	0.015	0.032	0.023	0.037	0.004	0	1.12	0	0.448	0.048	0.055
0.036	0.032	0.038	0.055	0.007	0.11	0.01	0.07	0.01	0	1.72	0	0.406	0.048	0.055
0.034	0.021	0.039	0.026	0.015	0.025	0.005	0.037	0.011	0	0.17	0	0.346	0.048	0.055
0.055	0.112	0.032	0.043	0.044	0.039	0.041	17.2	0.014	0.092	0.526	0	0.364	0.048	0.062
0.033	0.218	0.04	0.049	0.016	0.021	0.01	17.1	0.016	0.042	0.391	0	0.332	0.048	0.058
0.034	0.016	0.046	0.021	0.004	0.023	0.023	0	0.006	0	0.837	0	0.364	0.048	0.055
0.042	0.024	0.035	0.035	0.018	0.038	0.019	0	0.01	0	0.102	0	0.548	0.051	0.119
0.043	0.03	0.035	0.044	0.004	0.027	0.019	0	0.009	0	0.27	0	0.378	0.048	0.059
0.04	0.035	0.033	0.044	0.02	0.035	0.01	0	0.007	0	0.092	0	0.31	0.048	0.059
0.046	0.022	0.033	0.03	0.01	0.028	0.03	0	0.05	0	0.063	0	0.464	0.051	0.055
0	0.011	0.049	0.03	0.024	0.025	0.005	0	0.013	0	0.11	0	0.354	0.048	0.055
0.045	0.018	0.044	0.039	0.031	0.025	0.023	0	0.006	0	0.201	0	0.43	0.048	0.055
0.039	0.014	0.043	0.034	0.015	0.03	0.014	0	0.003	0.021	0.095	0	0.278	0.048	0.06
0.033	0.023	0.032	0	0.015	0.022	0.038	0	0.012	0	0.147	0	0.432	0.055	0.067
0.055	0.027	0.033	0.023	0.004	0.018	0.01	0	0.005	0	0.242	0	0.258	0.048	0.055
0	0.018	0.043	0.037	0.01	0.021	0.01	0	0.007	0	0.178	0	0.4	0.048	0.055
0.034	0.018	0.041	0.03	0.004	0.037	0.028	0	0.007	0	0.615	0	0.42	0.048	0.06
0.034	0.014	0.034	0.051	0.015	0.032	0.01	0	0.011	0	0.037	0	0.352	0.067	0.055
0.033	0.025	0.045	0.066	0.015	0.051	0.019	0	0.008	0	0.196	0	0.394	0.048	0.055
0.033	0.014	0.032	0.025	0.019	0.036	0.014	0	0.008	0	0.411	0	0.352	0.048	0
0.045	0.025	0.044	0.028	0.022	0.044	0.019	0.07	0.015	0	0.322	0	0.388	0.048	0.055
0.068	0.03	0.045	0.227	0.054	0.036	0.022	0	0.016	0.138	0.066	0	0.356	0.078	0.074
0.031	0.025	0.032	0.04	0.015	0.034	0.03	0	0.009	0	0.147	0	0.384	0.048	0.055
0	0.055	0.032	0.038	0.022	0.025	0.035	0	0.015	0.021	0.06	0	0.398	0.058	0.06
0.033	0.036	0.042	0.021	0.02	0.045	0.014	0	0.007	0	0.072	0	0.348	0.048	0.055
0.031	0.03	0.032	0.03	0.019	0.028	0.01	0	0.007	0	0.157	0	0.336	0.048	0.055
0.034	0.014	0.032	0.03	0.004	0.05	0.005	0	0.005	0	0.175	0	0.364	0.051	0.06
0.034	0.017	0.047	0.043	0.004	0.083	0.023	0	0.009	0	0.202	0	0.386	0.054	0.055
0.034	0.03	0.036	0.03	0.004	0.027	0.035	0.407	0.022	0.138	0.352	0	0.414	0.051	0.071
