H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0.623	0	0.032	0.03	0.307	0.023	0.289	0.108	0.167	0.16	0.212	0	0.67	0.2	0.089
0.033	0.051	0.032	0.053	0.039	0.042	0.037	0	0.026	0.021	0.408	0	0.386	0.059	0.066
0.034	0.029	0.032	0.045	0.014	0	0.022	0.194	0.005	0.048	1.31	0	0.432	0.048	0
0.031	0.03	0.049	0.044	0.004	0.032	0.01	0.037	0.007	0	0.363	0	0.432	0.054	0.061
0.033	0.04	0.032	0.021	0.004	0.028	0.014	0.037	0.014	0.079	2.07	0	0.422	0.048	0.055
0.594	0	0.046	0	0.364	0.03	0.718	0.07	0.068	0.141	0.414	6	0.758	0.092	0.059
0.032	0.053	0.048	0.034	0.014	0.025	0.018	0.193	0.013	0.035	0.951	0	0.496	0.061	0.055
0.034	0.1	0.042	0.041	0.007	0	0.03	1.48	0.019	0.033	1.41	0	0.446	0.048	0.055
0.031	0.032	0.052	0.024	0.025	0.033	0.01	0.07	0.014	0.021	0.85	4	0.42	0.048	0.061
0	0.018	0.032	0.021	0.004	0.018	0.014	0.037	0.008	0.064	3.33	0	0.508	0	0
0	0.054	0.032	0.048	0.02	0.036	0.03	1.06	0.007	0.097	1.27	0	0.406	0.057	0.058
0.033	0.12	0.032	0.047	0.024	0.034	0.029	3.69	0.014	0.069	1.1	0	0.366	0.048	0.068
0	0.05	0.032	0.041	0.018	0.029	0.014	0.043	0.014	0.021	0.702	0	0.434	0.061	0.061
0.034	0.04	0.037	0.029	0.014	0.034	0.022	0	0.01	0.033	1.52	0	0.312	0.048	0.064
0.032	0.037	0.045	0.042	0.004	0.029	0.014	1.27	0.009	0.053	1.26	0	0.392	0.048	0.055
0.033	0.172	0.052	0.035	0.013	0.032	0.012	1.89	0.009	0.032	0.893	0	0.38	0.06	0.071
0.034	0.153	0.064	0.115	0.068	0.026	0.032	0.612	0.006	0.021	1.42	0	0.424	0.048	0.058
0.048	0.026	0.048	0.044	0.031	0.051	0.01	0.212	0.008	0.038	0.32	0	0.608	0.048	0.055
0.797	0.021	0.033	0.071	0.422	0.04	0.673	0.07	0.122	0.133	0.275	3	0.706	0.158	0.081
0.039	0.129	0.033	0.044	0.016	0.033	0.014	1.36	0.01	0.047	0.883	0	0.37	0.054	0.058
0.054	0.1	0.032	0.044	0.021	0.028	0.03	0.68	0.005	0.053	0.774	0	0.388	0.064	0.055
0.039	0.048	0.032	0.044	0.004	0.034	0.032	0.569	0.007	0.209	0.943	0	0.476	0	0.055
0.054	0.052	0.04	0.067	0.012	0.028	0.04	0.061	0.008	0.021	0.499	0	0.412	0.059	0.058
0.114	0.032	0.04	0.066	0.028	0.048	0.042	0.057	0.038	0.142	0.11	0	0.604	0.054	0
0.039	0.046	0.037	0.044	0.021	0.036	0.034	0.108	0.006	0.024	0.986	0	0.558	0.051	0.063
0.27	0.021	0.033	0.095	0.04	0.033	0.113	0	0.028	0.05	0.067	0	0.61	0.058	0.073
0.054	0.023	0.034	0.021	0.01	0.045	0.05	0	0.044	0.021	0.242	0	0.584	0.639	0.26
0.043	0.038	0.033	0.037	0.014	0.033	0.04	0.506	0.008	0.032	1.68	0	0.474	0.048	0.055
0.034	0.04	0.04	0.024	0.033	0.035	0.045	0.344	0.013	0.027	1.46	0	0.466	0.057	0.055
0.039	0.114	0.044	0.053	0.041	0.036	0.043	0.804	0.018	0.053	1.29	0	0.57	0.054	0.061
0.039	0.086	0.04	0.044	0.062	0.042	0.062	0.577	0.019	0.043	0.553	0	0.494	0.051	0.061
0.051	0	0.032	0.044	0.004	0.05	0.02	0.07	0.01	0.061	1.86	0	0.448	0.048	0.055
0.039	0.147	0.035	0.044	0.024	0.028	0.048	2.65	0.01	0.074	2.54	0	0.454	0.048	0.055
0.052	0.112	0.034	0.053	0.046	0.025	0.052	1.03	0.014	0.052	1.77	0	0.428	0.051	0.069
0.056	0.281	0.045	0.066	0.055	0.039	0.061	0.858	0.029	0.07	2.45	0	0.436	0.062	0.074
0.055	0.114	0.044	0.058	0.024	0.025	0.034	0.424	0.015	0.038	2.23	0	0.45	0.055	0.104
0.049	0.243	0.044	0.087	0.06	0.044	0.061	7.08	0.018	0.048	0.438	0	0.358	0.052	0.065
0.031	0.113	0.034	0.021	0.018	0.034	0.034	2.21	0.02	0.17	1.88	0	0.472	0.055	0.055
0.031	0.09	0.048	0.047	0.027	0.032	0.036	0.14	0.017	0.029	0.862	0	0.482	0.066	0.065
0.138	0.103	0.035	0.192	0.439	0.042	0.156	3.9	0.016	0.11	0.901	0	0.528	0.055	0.055
0.042	0.084	0.037	0.034	0.026	0.025	0.018	1.15	0.01	0.051	1.03	0	0.45	0.048	0.059
0.034	0.131	0.032	0.035	0.029	0.029	0.03	0.905	0.01	0.094	2.5	0	0.368	0.054	0.055
0.044	0.03	0.035	0.1	0.014	0	0.01	0.232	0.006	0.021	4.44	0	0.47	0.051	0.055
0.04	0.098	0.04	0.024	0.019	0.029	0.01	0.28	0.008	0.022	1.4	0	0.394	0.048	0.055
0.036	0.105	0.079	0	0.025	0.025	0.032	0.068	0.01	0.041	0.987	0	0.458	0.058	0.067
0.033	0.167	0.038	0.056	0.039	0.04	0.069	2.38	0.011	0.076	0.37	0	0.486	0.051	0.062
0.041	0.018	0.035	0.053	0.014	0.022	0.02	0	0.013	0.021	0.608	3	0.616	0.052	0.065
0.057	0.03	0.033	0.081	0.055	0.037	0.054	0	0.012	0.021	0.483	2	0.65	0.059	0.06
0.038	0.026	0.041	0.048	0.007	0.03	0.034	0.037	0.011	0.021	0.573	2	0.624	0.051	0.055
0.042	0.016	0.032	0.037	0.021	0.03	0.042	0	0.015	0.021	0.45	1	0.654	0.048	0.055
0.046	0.04	0.04	0	0.024	0.047	0.044	0	0.012	0.059	0.502	0	0.556	0.058	0.059
0.034	0.011	0.043	0.038	0.033	0.034	0.041	0	0.018	0.032	0.328	0	0.554	0.06	0.063
0.054	0.032	0.032	0.05	0.047	0.026	0.026	0	0.024	0.021	0.704	0	0.584	0.048	0.062
0.031	0.031	0.032	0.038	0.004	0.023	0.04	1.05	0.016	0.049	0.825	0	0.608	0.048	0.055
0.044	0.028	0.032	0.028	0.032	0.02	0.032	0.823	0.015	0.048	0.8	0	0.596	0.067	0.063
0.033	0.036	0.032	0.078	0.086	0.031	0.051	0.07	0.017	0.024	1.56	0	0.484	0.048	0.063
0.041	0.044	0.039	0.045	0.017	0.029	0.04	0.087	0.032	0.025	0.389	0	0.556	0.097	0.106
0.086	0.058	0.041	0.436	0.362	0.038	0.147	0.055	0.036	0.049	1.23	0	0.484	0.048	0.083
0.033	0.056	0.048	0.059	0.027	0.025	0.04	0.194	0.024	0.054	1.03	0	0.472	0.05	0.072
0.05	0.132	0.04	0.021	0.023	0.023	0.036	5.68	0.016	0.067	0.343	0	0.482	0	0.055
0.254	0.045	0.037	0.735	1.26	0.037	0.517	0.295	0.113	0.085	1.39	1	0.556	0.063	0.081
0.336	0.011	0.033	0.076	0.457	0.018	0.379	0.217	1.35	0.269	0.95	3	0.708	0.054	0.153
0.53	0.088	0.041	0.111	0.144	0.063	0.246	0.606	0.032	0.254	2.17	0	0.56	0.056	0.071
0.033	0.095	0.035	0	0.043	0.021	0.028	0.212	0.019	0.053	1.37	0	0.45	0.058	0.059
0.048	0.013	0.033	0.048	0.052	0.035	0.032	0.182	0.014	0.021	0.253	0	0.554	0.048	0.07
0.763	0.016	0.035	0.047	0.196	0.028	0.411	0.542	0.047	0.112	0.657	2	0.67	0.048	0.064
0.041	0.094	0.033	0.035	0.007	0.028	0.034	1.02	0.011	0.11	2.24	0	0.466	0.059	0.055
0.317	0	0.033	0	0.363	0.018	0.487	0.395	0.35	0.577	0.633	4	0.718	0.051	0.1
0.062	0.045	0.04	0.138	0.113	0.051	0.076	0.087	0.027	0.051	2	0	0.56	0.058	0.055
0.034	0.049	0.044	0.04	0.023	0.038	0.019	0.1	0.01	0.056	4.28	0	0.458	0.048	0.06
0.04	0.04	0.035	0.036	0.014	0.023	0.026	0.076	0.016	0.022	0.26	0	0.602	0.052	0.055
0.053	0.042	0.034	0.03	0.004	0.042	0.03	0.464	0.011	0.022	0.611	0	0.598	0	0.055
0.056	0.049	0.044	0.058	0.035	0.052	0.071	0.097	0.025	0.052	1.22	0	0.564	0.054	0.057
0	0.011	0.035	0.032	0.01	0	0.014	0.626	0.012	0.056	3.76	0	0.536	0.048	0
0.217	0.011	0.036	0.108	0.185	0.034	0.328	0.087	0.179	0.185	0.788	2	0.702	0.129	0.227
1.39	0.029	0.037	0.025	0.668	0.046	0.908	1.19	0.061	0.696	1.59	0	0.526	0.062	0.121
0.063	0.021	0.036	0.124	0.051	0.046	0.048	0.217	0.078	0.052	0.747	0	0.546	0.066	0.094
1.41	0	0.041	0.024	1.1	0.023	1.48	0.7	0.331	0.501	0.367	0	0.614	0.063	0.13
0.042	0.169	0.039	0.032	0.038	0.02	0.037	1.22	0.014	0.027	2.31	0	0.474	0.056	0.055
0.041	0.04	0.034	0.057	0.013	0.026	0.034	1.15	0.014	0.16	6.92	0	0.518	0.048	0.055
0.035	0.043	0.036	0.04	0.028	0.04	0.059	0.07	0.03	0.105	1.23	2	0.622	0.064	0.055
0.036	0.074	0.034	0.028	0.017	0.026	0.024	0.264	0.011	0.075	2.49	0	0.494	0.048	0.055
0.062	0.039	0.032	0.043	0.025	0.032	0.034	0.468	0.018	0.098	1.7	0	0.518	0.054	0.068
0.036	0.024	0.037	0.021	0.004	0.026	0.045	0.401	0.014	0.073	1.25	0	0.608	0.048	0.098
0.646	0.026	0.036	0.21	0.163	0.025	0.258	0.576	0.033	0.103	0.78	0	0.532	0.067	0.065
0.034	0.024	0.032	0.021	0.03	0.021	0.016	0.354	0.011	0.098	3.05	0	0.476	0.048	0.055
0.244	0.014	0.036	0.156	0.946	0.026	0.347	0.132	1.28	0.434	0.787	0	0.622	0.057	0.227
0.042	0.091	0.034	0.024	0.022	0.018	0.018	0.376	0.01	0.057	2.4	0	0.454	0	0.055
0.034	0.098	0.038	0	0.004	0.026	0.022	0.338	0.006	0.021	2.25	0	0.514	0.048	0.055
0.038	0.014	0.043	0.047	0.049	0.036	0.055	0.044	0.041	0.035	0.677	2	0.632	0.048	0.055
0.053	0.016	0.036	0.031	0.052	0.035	0.02	0	0.021	0.03	0.644	1	0.634	0.054	0.055
0	0	0.032	0	0.004	0	0.018	0.099	0.007	0.068	2.94	5	0.728	0.048	0.055
0.058	0.085	0.032	0.046	0.024	0.043	0.04	0.445	0.013	0.025	0.649	0	0.454	0.072	0.093
0.038	0.044	0.035	0.028	0.025	0.021	0.046	0.392	0.006	0.021	2.45	0	0.536	0.048	0.071
0.996	0	0.036	0.092	1.81	0.043	1.51	0.047	0.325	0.158	0.795	0	0.672	0.081	0.14
0.035	0.03	0.037	0.055	0.016	0.047	0.05	0.072	0.028	0.051	0.54	0	0.478	0.05	0.058
0.045	0.058	0.035	0.056	0.017	0.034	0.014	0.432	0.015	0.077	0.562	0	0.334	0.078	0.055
0.785	0.014	0.032	0.044	0.763	0.021	0.825	0.218	0.491	0.844	0.637	1	0.726	0.054	0.108
0.034	0.019	0.034	0.024	0.043	0.019	0.05	0.053	0.02	0.053	0.447	0	0.588	0.054	0.055
0.035	0.079	0.037	0.034	0.046	0.026	0.022	0.155	0.016	0.053	1	0	0.524	0.048	0.055
0.53	0.017	0.032	0.046	0.415	0.021	0.305	0.115	0.31	0.171	0.936	4	0.674	0.062	0.193
0.054	0.011	0.035	0.037	0.026	0.053	0.067	0	0.015	0.138	2.36	0	0.504	0.053	0.055
0.04	0.055	0.032	0.026	0.012	0.027	0.01	0.05	0.009	0.064	2.76	0	0.512	0	0.055
0.05	0.02	0.036	0.021	0.043	0.021	0.036	0.091	0.015	0.024	1.39	0	0.632	0.048	0.055
0.038	0.031	0.032	0.028	0.032	0.018	0.02	0.265	0.008	0.05	1.37	3	0.63	0.048	0.066
0.047	0.053	0.043	0.032	0.004	0.034	0.038	0.823	0.012	0.084	0.981	0	0.568	0.048	0.08
0	0.04	0.039	0.041	0.027	0.028	0.03	1.35	0.009	0.052	3.96	0	0.48	0.048	0.093
0.058	0.077	0.044	0.025	0.057	0.032	0.043	1.45	0.01	0.047	0.271	0	0.532	0.053	0.059
0.116	0.053	0.042	0.085	0.082	0.05	0.085	1.25	0.023	0.035	0.475	0	0.53	0.052	0.067
0.044	0.033	0.033	0.036	0.034	0.041	0.04	0.407	0.017	0.055	0.263	0	0.532	0.054	0.065
0.044	0.02	0.036	0.021	0.028	0.03	0.034	0.07	0.017	0.05	0.28	0	0.608	0.048	0.055
0.123	0.046	0.039	0.333	1.15	0.033	0.341	0.15	0.368	0.084	0.598	1	0.562	0.081	0.179
0.044	0.011	0.045	0.039	0.028	0.026	0.014	0.157	0.027	0.117	0.712	0	0.604	0.048	0.055
0.034	0.044	0.038	0.049	0.004	0.023	0.018	0.11	0.006	0.045	1.4	0	0.466	0.059	0.063
0.077	0.06	0.032	0.067	0.072	0.039	0.062	0.08	0.023	0.057	1.03	0	0.568	0.048	0.062
0.031	0.053	0.039	0.044	0.014	0.018	0.03	0.037	0.008	0.075	1.32	0	0.472	0.048	0.055
0.034	0.047	0.032	0.038	0.017	0.034	0.018	0.049	0.009	0.032	1.54	0	0.528	0.062	0.055
0.04	0.022	0.032	0.06	0.028	0.025	0.026	0.071	0.018	0.141	2.31	0	0.508	0.092	0.087
0.033	0.056	0.038	0.046	0.023	0.041	0.032	0.835	0.02	0.067	2.15	3	0.55	0.052	0.058
0.035	0.048	0.038	0.056	0.043	0.025	0.026	0.118	0.006	0.021	1.24	0	0.5	0.048	0.08
1.28	0	0.036	0.051	0.277	0.04	0.526	0.064	0.067	0.091	0.354	3	0.672	0.051	0.072
0.578	0.03	0.033	0.132	0.265	0.021	0.287	0	0.486	0.181	0.252	0	0.562	0.059	0.107
0.034	0.014	0.037	0.055	0.049	0.033	0.072	0	0.013	0.171	0.399	0	0.596	0.056	0.055
1.19	0.023	0.041	0.049	0.365	0.045	0.608	0.106	0.605	0.279	0.489	0	0.622	0.054	0.092
0.037	0.035	0.038	0.048	0.038	0.029	0.048	0.064	0.017	0.186	0.517	0	0.412	0.048	0.071
0.06	0.039	0.034	0.025	0.031	0.027	0.04	0.045	0.016	0.037	0.332	0	0.6	0.048	0.065
0.044	0.015	0.042	0.072	0.031	0.039	0.041	0.048	0.019	0.05	0.516	1	0.62	0.048	0.06
0.049	0.074	0.039	0.104	0.037	0.038	0.044	0.13	0.146	0.05	0.664	0	0.572	0.472	0.479
0.073	0.057	0.038	0.19	0.147	0.038	0.09	0.154	0.102	0.023	0.376	0	0.608	0.08	0.1
0.034	0.028	0.041	0.048	0.042	0.023	0.04	0.156	0.016	0.04	1.4	0	0.558	0.061	0
0.038	0.035	0.035	0.032	0.014	0.022	0.018	0.202	0.025	0.488	4.62	0	0.53	0.06	0.067
0.032	0.011	0.033	0.053	0.093	0.035	0.042	0.182	0.014	0.024	0.168	0	0.594	0.048	0.055
0.04	0.038	0.044	0.021	0.034	0.032	0.036	0.435	0.007	0.05	3.39	0	0.512	0.048	0.055
0.036	0.05	0.041	0.038	0.02	0.028	0.014	0.744	0.012	0.038	1.56	0	0.35	0.053	0.076
0.057	0.036	0.034	0.054	0.023	0.034	0.05	0	0.014	0.045	0.395	0	0.448	0.051	0.063
0.049	0	0.037	0.032	0.026	0.044	0.022	0	0.012	0.026	3.49	8	0.558	0	0.076
0.041	0.038	0.047	0.03	0.021	0.027	0.026	0.548	0.015	0.074	1.69	1	0.642	0.048	0.055
0.04	0.077	0.032	0.026	0.028	0.036	0.032	0.312	0.009	0.021	2.14	0	0.376	0.048	0.055
0.034	0.113	0.032	0.05	0.034	0.024	0.038	0.767	0.012	0.044	0.301	0	0.41	0.048	0.06
0.034	0.068	0.06	0.06	0.03	0.03	0.044	0.294	0.01	0.021	3.8	0	0.472	0.048	0.055
0	0.015	0.032	0	0.004	0.021	0.026	0.248	0.01	0.07	2.9	0	0.46	0.048	0
0.038	0.049	0.032	0.025	0.034	0.025	0.029	0.248	0.011	0.021	1.37	0	0.486	0.076	0.055
0.035	0.157	0.036	0.04	0.071	0.031	0.032	2.62	0.015	0.052	0.887	0	0.444	0.054	0.055
0.04	0.029	0.044	0.053	0.023	0.025	0.018	0	0.009	0	1.55	0	0.412	0.073	0.055
0.057	0.078	0.035	0.053	0.037	0.027	0.03	0.994	0.024	0.076	0.487	0	0.436	0.048	0.076
0.04	0.013	0.036	0.04	0.017	0.031	0.014	0.301	0.01	0.022	1.74	0	0.44	0.048	0.055
0.039	0.014	0.032	0.028	0.004	0.023	0.014	0	0.007	0.021	2.87	2	0.382	0	0.055
0.034	0.08	0.033	0.071	0.048	0.022	0.014	2.13	0.01	0.044	1.61	0	0.412	0.055	0.055
0.048	0.015	0.038	0.224	0.226	0.034	0.104	0.168	0.223	0.048	0.155	0	0.57	0.396	0.72
0.046	0.056	0.038	0.1	0.068	0.024	0.036	0.183	0.144	0.084	0.284	0	0.46	0.048	0.172
0.042	0.026	0.041	0.034	0.031	0.021	0.034	0.356	0.009	0.021	0.696	0	0.418	0.048	0.087
0.667	0.013	0	0.036	0.542	0.024	0.452	0.088	0.222	0.209	0.386	0	0.59	0.107	0.265
0.054	0.308	0.033	0.062	0.05	0.025	0.022	1.11	0.049	0.345	0.27	0	0.35	0.054	0.06
0.033	0.075	0.038	0.037	0.025	0.024	0.026	0.155	0.016	0.123	0.871	0	0.456	0.048	0.061
0.058	0.201	0.046	0.035	0.034	0.059	0.02	0.264	0.017	0.062	1.01	0	0.448	0.048	0.055
0.035	0.073	0.039	0.038	0.061	0.026	0.032	0.088	0.024	0.177	0.295	0	0.414	0.053	0.061
0.392	0.018	0.032	0.038	0.335	0.021	0.496	0.224	0.141	0.098	0.352	4	0.694	0.075	0.207
0.289	0.014	0.034	0	0.023	0.053	0.165	0	0.019	0.056	0.408	1	0.69	0.051	0.095
0.042	0.119	0.033	0.028	0.014	0.038	0.029	2.09	0.012	0.041	4.14	0	0.464	0.05	0.066
0.031	0.076	0.035	0.041	0.031	0.02	0.005	2.27	0.01	0.052	1.32	0	0.306	0.048	0.055
0.037	0.087	0.035	0.185	0.074	0.038	0.04	0.569	0.016	0.046	0.313	0	0.364	0.064	0.06
0.037	0.035	0.046	0.078	0.05	0.027	0.033	0.622	0.009	0.047	0.617	0	0.45	0.062	0.06
0.036	0.015	0.046	0.039	0.067	0.025	0.028	0.09	0.017	0.021	0.582	0	0.544	0.064	0.064
0.038	0.033	0.035	0.076	0.025	0.028	0.005	0	0.011	0	1.92	0	0.372	0.066	0.06
0.33	0.014	0.033	0.028	0.102	0.028	0.473	0.072	0.12	0.256	0.347	2	0.714	0.114	0.095
0.047	0.102	0.032	0.103	0.018	0.03	0.01	1.71	0.012	0.052	1.26	0	0.322	0.051	0.081
0.041	0.12	0.062	0.037	0.014	0.06	0.052	1.56	0.013	0.067	1.97	0	0.376	0.051	0.055
0.044	0.047	0.032	0.032	0.023	0.025	0.026	0.175	0.008	0.037	1.15	0	0.368	0.048	0.055
0	0.045	0.032	0.028	0.023	0.025	0.014	0.574	0.007	0.058	1.46	0	0.402	0.051	0.063
0.216	0	0.032	0.034	0.289	0.021	0.451	0.274	0.06	0.066	0.439	4	0.752	0.048	0.063
0.033	0.011	0.032	0.025	0.004	0.018	0.005	0	0.007	0	2.78	2	0.488	0.048	0
0.043	0.06	0.038	0.086	0.08	0.02	0.028	0.292	0.075	0.057	0.968	0	0.372	0.078	0.094
0.031	0.018	0.032	0.044	0.01	0.03	0.005	0.07	0.006	0.021	1.67	0	0.442	0.048	0.055
0.034	0.033	0.032	0.032	0.004	0	0.022	0.248	0.007	0.21	0.442	0	0.432	0.048	0.063
0.031	0.054	0.033	0.045	0.022	0.026	0.014	0.108	0.01	0.021	0.55	0	0.408	0.051	0.055
0.034	0.074	0.032	0.045	0.004	0.028	0.022	0.499	0.011	0.032	0.146	0	0.442	0.048	0.055
0.038	0.011	0.033	0.056	0.043	0.022	0.016	0.088	0.017	0.042	0.38	0	0.598	0.048	0.06
0.035	0.011	0.032	0.028	0.014	0.03	0.02	3.15	0.013	0.065	0.155	0	0.582	0.048	0.055
0	0.037	0.032	0	0.014	0.023	0.005	3.17	0.007	0.052	0.201	0	0.608	0.048	0.055
0	0.022	0.032	0.034	0.024	0.026	0.034	2.48	0.011	0.052	0.228	0	0.596	0.048	0.055
0.069	0.048	0.039	0.145	0.233	0.032	0.12	1.18	0.101	0.048	0.238	1	0.622	0	0.076
0.075	0.024	0.032	0.181	0.216	0.034	0.063	1.19	0.524	0.086	0.13	0	0.556	0.048	0.206
0.034	0.036	0.032	0.056	0.014	0.028	0.005	0.528	0.009	0.021	0.935	0	0.452	0.076	0.055
0	0.011	0.032	0.028	0.007	0.028	0.01	0.528	0.007	0.271	1.61	0	0.404	0	0
0.049	0.016	0.035	0.032	0.018	0.03	0.014	0.07	0.009	0.056	0.591	0	0.394	0.048	0.055
0.033	0.026	0.035	0	0.004	0.021	0.018	0.233	0.007	0.074	1.46	0	0.44	0	0.055
0.035	0.036	0.042	0.028	0.014	0	0.014	0.705	0.005	0.024	1.06	0	0.446	0.048	0.055
0.033	0.084	0.033	0.064	0.016	0.02	0.018	0.804	0.011	0.079	0.568	0	0.5	0.048	0.071
0.271	0	0.034	0.057	0.08	0	0.181	0.061	0.048	0.021	0.326	4	0.748	0.048	0.068
0	0.038	0	0.053	0.004	0	0.018	0.294	0.012	0.024	3.13	0	0.512	0	0
0.041	0.011	0	0.03	0.082	0.021	0.035	0.216	0.109	0.063	2	0	0.508	0.048	0.07
0.313	0.04	0.035	0.069	0.654	0.023	0.232	1.18	0.109	0.338	1.48	0	0.446	0.07	0.078
0.035	0.089	0.033	0.032	0.029	0.031	0.034	1.58	0.008	0.062	2.44	0	0.424	0.048	0.055
0.033	0.038	0.032	0.024	0.05	0.023	0.014	1.38	0.009	0.046	0.916	0	0.608	0.048	0.055
0	0.051	0.035	0.043	0.052	0.021	0.028	1.31	0.013	0.071	2.3	0	0.406	0.048	0.055
0.032	0.049	0.041	0.028	0.037	0.042	0.024	0.459	0.022	0.047	0.802	2	0.608	0.048	0.067
0.033	0.029	0.032	0.021	0.019	0.024	0.021	0.744	0.005	0.068	2.07	0	0.438	0.054	0
0.596	0.014	0.034	0.061	0.319	0.033	0.558	0.04	0.06	0.227	0.19	0	0.624	0.048	0.072
0.039	0.053	0.032	0.028	0.014	0.021	0.034	0.07	0.006	0.059	0.254	0	0.36	0.051	0.055
0.038	0.024	0.039	0.032	0.017	0.021	0.034	0	0.009	0.021	0.417	0	0.592	0.108	0.055
0.038	0.033	0	0.021	0.014	0.025	0.029	0.037	0.011	0.023	0.197	0	0.532	0.059	0.055
0	0.041	0.034	0.049	0.032	0.021	0.034	0.806	0.016	0.04	0.188	0	0.556	0.048	0.055
0.031	0	0.032	0.021	0.01	0.033	0.005	0	0.005	0	0.91	2	0.664	0	0.055
0.242	0	0.032	0.035	0.026	0.021	0.074	0	0.073	0.034	0.174	0	0.656	0.076	0.058
0.031	0.02	0.039	0	0.01	0	0.005	0	0.005	0	2.43	0	0.41	0	0
0.035	0.014	0.037	0.028	0.022	0.043	0.019	0.07	0.007	0	0.23	2	0.598	0	0.055
0.034	0	0.033	0.044	0.021	0.025	0.046	0.07	0.011	0.021	0.193	2	0.636	0.051	0.055
0	0	0	0	0.004	0	0.01	0	0.006	0.021	0.307	9	0.832	0	0
0.035	0.132	0.036	0.032	0.02	0.037	0.014	1.56	0.01	0.052	0.798	0	0.418	0.07	0.055
0.035	0.022	0.039	0.067	0.011	0.018	0.018	0.344	0.024	0.1	1.72	0	0.422	0.048	0.063
0.033	0.037	0.04	0.027	0.021	0.024	0.025	0.175	0.009	0.031	0.849	0	0.388	0.076	0.063
0.037	0.011	0.037	0.021	0.021	0.056	0.01	0	0.007	0.024	1.18	0	0.51	0.054	0.055
0.043	0.014	0.038	0.037	0.056	0.034	0.032	0.05	0.012	0.146	2.14	0	0.514	0.056	0.055
0.593	0	0.032	0.028	0.462	0.02	0.617	0.162	0.087	0.225	0.391	3	0.716	0	0.14
0.039	0.073	0.041	0.081	0.089	0.025	0.044	0.803	0.01	0.07	0.537	0	0.424	0.052	0.055
0.033	0	0.032	0	0.014	0.06	0.026	0	0.009	0	0.917	5	0.56	0	0.055
0.041	0.093	0.038	0.027	0.016	0.025	0.01	0.211	0.015	0.076	2.85	0	0.346	0.048	0.055
0.068	0.02	0.038	0.021	0.007	0.044	0.033	0.423	0.011	0.032	0.727	1	0.61	0	0.055
0.034	0.036	0.032	0.03	0.014	0.023	0.014	0	0.018	0.021	0.132	1	0.63	0.048	0.055
0.036	0.02	0.032	0.036	0.014	0.03	0.029	0	0.01	0.021	0.203	0	0.574	0.048	0.058
1.12	0.014	0.033	0.033	0.6	0	0.797	0.102	0.16	1.07	0.358	2	0.668	0.062	0.068
0.044	0.056	0.032	0.021	0.014	0.027	0.04	0.218	0.005	0.074	0.951	0	0.392	0.048	0.063
0.034	0.053	0.035	0.057	0.034	0.028	0.036	3.23	0.03	0.037	1.21	0	0.578	0.048	0.055
0.034	0.104	0.048	0.057	0.073	0.022	0.051	3.21	0.01	0.056	0.432	0	0.542	0.056	0.055
0.09	0.014	0.043	0.232	0.277	0.028	0.143	0.037	0.206	0.024	0.311	0	0.61	0.07	0.155
0.055	0.031	0.036	0.028	0.039	0.028	0.024	0.037	0.015	0.096	0.539	0	0.552	0.048	0.055
0.045	0.085	0.034	0.028	0.033	0.033	0.022	1.59	0.011	0.042	0.707	0	0.522	0.056	0.055
0.038	0.097	0.032	0.026	0.03	0.026	0.014	0.935	0.015	0.077	2.88	1	0.562	0.058	0.069
0.044	0.05	0.034	0.025	0.039	0.021	0.005	3.11	0.013	0.108	1.46	0	0.484	0.053	0.055
0.034	0.048	0.036	0.034	0.034	0.024	0.018	0.113	0.009	0.024	0.422	0	0.496	0.048	0.055
0.031	0.107	0.039	0.021	0.004	0.023	0.03	0.385	0.006	0.048	0.425	0	0.352	0.048	0.055
0.366	0.05	0.033	0.026	0.191	0.021	0.226	5.65	0.044	0.46	1.09	0	0.496	0.051	0.072
0.034	0.036	0.037	0.061	0.02	0.021	0.026	0.182	0.009	0.021	2.11	0	0.384	0.056	0.055
0.034	0.02	0.038	0.032	0.004	0.028	0.018	0.037	0.013	0	1.98	0	0.494	0.05	0.065
0.131	0.021	0.036	0.048	0.008	0.039	0.075	0.07	0.037	0.084	0.295	0	0.65	0.407	0.251
0.043	0.027	0.042	0.044	0.008	0.028	0.005	0.143	0.007	0.079	0.105	0	0.404	0.066	0.08
0.039	0.026	0.043	0.055	0.021	0.028	0.036	0.265	0.01	0.034	0.818	0	0.46	0.056	0.055
0.049	0.046	0.033	0.073	0.028	0.033	0.022	0.487	0.015	0.036	0.314	0	0.392	0.051	0.133
0	0.087	0.033	0.044	0.027	0.033	0.018	0.404	0.012	0.055	0.671	0	0.404	0.048	0.063
0.044	0.011	0.043	0	0.021	0.018	0.024	0.306	0.006	0.021	2.9	0	0.486	0.048	0.055
0	0.03	0.033	0.03	0.004	0.052	0.005	0.037	0.008	0.028	1.05	0	0.298	0.048	0.055
0.044	0.073	0.036	0.032	0.007	0.021	0.022	0.182	0.007	0.052	1.11	0	0.432	0.062	0.066
0.115	0.016	0.037	0.12	0.015	0.023	0.035	0.037	0.131	0.042	0.394	0	0.588	0.068	0.118
0.037	0.068	0.035	0.026	0.018	0.028	0.024	0.478	0.01	0.085	2.2	0	0.404	0.058	0.055
