H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0	0.05	0.038	0.021	0.004	0.023	0.01	0.635	0.01	0.053	3.28	0	0.398	0.053	0.067
0.031	0.064	0.038	0.038	0.004	0.028	0.005	0.435	0.007	0.024	0.668	0	0.322	0.048	0.058
0.032	0.091	0.032	0.034	0.035	0.023	0.036	0.323	0.007	0.049	0.57	0	0.44	0.069	0.066
1.31	0.02	0.035	0.034	0.716	0.025	0.883	0.354	0.174	0.351	0.321	1	0.608	0.066	0.128
0.031	0.057	0.042	0.028	0.042	0.025	0.01	1.4	0.007	0.063	2.18	0	0.424	0.048	0.055
0.391	0.02	0.032	0.132	0.476	0.04	0.417	0.05	0.104	0.193	0.23	0	0.6	0.05	0.117
0.044	0.105	0.042	0.053	0.013	0.039	0.014	4.51	0.009	0.038	0.865	0	0.46	0.048	0.071
1.19	0.014	0.043	0.066	0.134	0.028	0.462	0.394	0.087	0.274	0.188	0	0.62	0.068	0.131
0.035	0.024	0.032	0.043	0.025	0	0.014	0.07	0.01	0.042	1.07	0	0.496	0.048	0.055
0.943	0.024	0.036	0.076	0.238	0.031	0.403	0.147	0.074	0.058	0.514	0	0.574	0.128	0.164
0.033	0.063	0.032	0.037	0.035	0.018	0.014	0.387	0.018	0.036	0.962	0	0.39	0.048	0.064
0.034	0.063	0.032	0.026	0.007	0.02	0.01	1.88	0.012	0.042	1.11	0	0.378	0.048	0.067
0.046	0.034	0.035	0.028	0.014	0.029	0.01	0.183	0.007	0.021	1.17	0	0.422	0.048	0.055
0.363	0	0.032	0	0.208	0.018	0.394	0.064	0.117	0.21	0.216	2	0.746	0.062	0.121
0.337	0	0.032	0	0.124	0.021	0.371	0	0.05	0.045	0.297	4	0.792	0.048	0.055
0.061	0.014	0.041	0.131	0.042	0.022	0.023	0.053	0.032	0.021	0.361	0	0.524	0.102	0.066
0.047	0.033	0.032	0.028	0.007	0.021	0.005	0.216	0.005	0.021	2.4	0	0.456	0.048	0.055
0.034	0.014	0.032	0.029	0.004	0.018	0.014	0.043	0.007	0.021	1.06	0	0.396	0.048	0.055
0.031	0.021	0.033	0.032	0.007	0.018	0.018	0.07	0.008	0.05	0.798	0	0.426	0.06	0.055
0.033	0.04	0.034	0.036	0.017	0.032	0.02	0.654	0.004	0.052	0.467	0	0.398	0.048	0.055
0.034	0.061	0.032	0.043	0.01	0.036	0.014	0.54	0.006	0.076	0.808	0	0.402	0.051	0.065
0	0.043	0.037	0.053	0.034	0.021	0.022	0.54	0.006	0.071	1.22	0	0.454	0.048	0.055
0.034	0.06	0.035	0.028	0.025	0.023	0.03	0.278	0.007	0.074	1.8	0	0.398	0.048	0.055
0.552	0.015	0.032	0.053	0.222	0.018	0.427	0	0.33	0.195	0.389	1	0.69	0.051	0.077
0.047	0.033	0.037	0.032	0.004	0.039	0.01	0.053	0.009	0.064	0.78	0	0.398	0.048	0
0.042	0.054	0.036	0.021	0.023	0.036	0.014	1.12	0.016	0.037	1.58	0	0.434	0.048	0.055
0.034	0.066	0.056	0.044	0.033	0.023	0.018	0.781	0.01	0.054	2.55	0	0.476	0.056	0.055
0.045	0.056	0.033	0.07	0.022	0.027	0.04	0.196	0.024	0.049	3.19	0	0.336	0.062	0.055
0.395	0.013	0.032	0.044	1.22	0.024	0.96	0.148	0.305	0.232	0.614	1	0.584	0.048	0.114
0.348	0.022	0.035	0.095	1.03	0.028	0.764	0.059	0.127	0.286	0.928	4	0.578	0.048	0.112
0.18	0	0	0.105	0.622	0.022	0.513	0.067	0.19	0.058	0.428	3	0.742	0.048	0.124
0.39	0.011	0.034	0.04	0.199	0.025	0.191	0.125	0.159	0.149	0.984	0	0.564	0.048	0.082
0.655	0	0.033	0.035	0.176	0.025	0.243	0.345	0.187	0.748	0.487	6	0.728	0.048	0.108
0.031	0.066	0.035	0.028	0.027	0.04	0.016	0.752	0.009	0.104	1.22	0	0.432	0.101	0.088
0.689	0.014	0.033	0.021	0.398	0.023	0.624	0.139	0.231	0.178	0.296	0	0.7	0.05	0.074
0.034	0.042	0.032	0.057	0.017	0.036	0.014	0.243	0.005	0.06	1.29	0	0.424	0.056	0.055
0.034	0.022	0.034	0.025	0.028	0.026	0.01	0.157	0.007	0	0.236	0	0.332	0.048	0.055
0.038	0.021	0.038	0.046	0.007	0.024	0.026	0.711	0.007	0.021	0.3	0	0.378	0	0.055
0.034	0.029	0.032	0	0.004	0.025	0.014	0.448	0.007	0.021	2.15	0	0.464	0.048	0.055
0.034	0.026	0.032	0.04	0.025	0.018	0.005	0.07	0.008	0	2.15	0	0.428	0.048	0.055
0.455	0	0.049	0.028	0.173	0.025	0.41	0.128	0.038	0.042	0.416	1	0.708	0.048	0.086
0.033	0.077	0.039	0.025	0.004	0.024	0.024	0.081	0.009	0.06	0.3	0	0.61	0.048	0.055
0.032	0.101	0.032	0.028	0.02	0.027	0.034	0.351	0.007	0.053	0.839	0	0.402	0.056	0.055
1.3	0.014	0.045	0.046	1.1	0.027	1.34	0.801	0.306	0.503	0.393	0	0.6	0.715	0.231
0.034	0.051	0.033	0.038	0.004	0.021	0.026	1.08	0.005	0.055	2.37	0	0.406	0	0
0.056	0.057	0.032	0.021	0.028	0.025	0.022	0.071	0.015	0.047	0.166	1	0.52	0.048	0.073
0.299	0.011	0.035	0.026	0.107	0.029	0.205	0	0.23	0.066	0.411	2	0.72	0.056	0.067
0.053	0.044	0.032	0.09	0.05	0.02	0.044	0.665	0.012	0.221	2.84	0	0.508	0.048	0.063
0.048	0.056	0.032	0.043	0.017	0.02	0.005	0.047	0.007	0.021	2.2	0	0.478	0.048	0
0.032	0.02	0.039	0.04	0.024	0.049	0.014	0	0.014	0	0.264	0	0.486	0.08	0.055
0.049	0.014	0.032	0.038	0.036	0.021	0.046	0.182	0.011	0.064	5.1	0	0.494	0.048	0.055
0.049	0.036	0.033	0.081	0.04	0.031	0.024	0.147	0.013	0.021	1.3	0	0.438	0.048	0.063
0.084	0.047	0.032	0.094	0.105	0.036	0.063	1.04	0.016	0.081	0.612	1	0.552	0.057	0.068
0.031	0.025	0.032	0.032	0.016	0.023	0.03	0.07	0.009	0.04	1.79	0	0.458	0.056	0
0.056	0.024	0.039	0.179	0.548	0.021	0.235	0.093	0.051	0.067	0.227	0	0.604	0.048	0.155
0.04	0.059	0.04	0.04	0.056	0.024	0.026	0.061	0.011	0.064	1.4	0	0.498	0.048	0
0.197	0.027	0.039	0.101	0.041	0.029	0.048	0.07	0.016	0.138	0.329	0	0.546	0.069	0.074
0.033	0.054	0.032	0	0.004	0.025	0.042	0.679	0.01	0.026	0.413	0	0.574	0.048	0.058
1.03	0.016	0.035	0.036	0.498	0.026	0.588	0.296	0.418	0.39	0.321	0	0.57	0.07	0.099
1.29	0.027	0.037	0.021	0.685	0.025	0.884	0.353	0.306	0.249	0.194	0	0.548	0.058	0.102
0.038	0.031	0.039	0.031	0.048	0.033	0.034	1.42	0.009	0.029	0.43	0	0.334	0.048	0.055
0.28	0.011	0.039	0	0.098	0	0.192	0	0.088	0.04	0.145	0	0.694	0.44	0.369
0.041	0.014	0.032	0.04	0.017	0	0.045	0	0.024	0.098	0.602	3	0.488	0.048	0.108
0.72	0.011	0.036	0.042	0.495	0.021	0.673	0.144	0.269	0.717	0.944	3	0.696	0.11	0.087
0.033	0.08	0.036	0.028	0.046	0.034	0.014	0.177	0.012	0.052	1.64	0	0.416	0.048	0.055
0.032	0	0.037	0.039	0.034	0.021	0.022	0	0.023	0.138	0.584	0	0.65	0.06	0.09
0.033	0.035	0.032	0.028	0.021	0.033	0.034	0.062	0.01	0.056	1.52	2	0.686	0.048	0.055
0.045	0.029	0.036	0.025	0.023	0.029	0.018	0.042	0.015	0.068	0.606	0	0.542	0.048	0.055
0.035	0.051	0.034	0.03	0.022	0.03	0.022	0.05	0.008	0.096	0.375	0	0.304	0.048	0.067
0	0.014	0.034	0	0.016	0.023	0.014	0	0.006	0.022	1.2	0	0.564	0.048	0.055
0	0.051	0.035	0.044	0.019	0.021	0.03	1.78	0.008	0.045	1.57	0	0.318	0.048	0.064
0.035	0.091	0.032	0	0.02	0.018	0.022	1.39	0.008	0.045	0.786	0	0.436	0.062	0.055
1.18	0.017	0.033	0.029	0.954	0.021	1.11	0.479	0.417	0.298	0.334	0	0.616	0.063	0.117
0.907	0.013	0.032	0	0.692	0.026	1.09	0.247	0.216	0.194	0.45	1	0.688	0.07	0.09
0.041	0.081	0.043	0.041	0.025	0.029	0.018	0.522	0.007	0.057	0.446	0	0.394	0.048	0.055
0.035	0.014	0.041	0.024	0.032	0.04	0.024	0	0.013	0	4.14	0	0.534	0.048	0.055
0	0.047	0.039	0	0.004	0.025	0.01	0.182	0.011	0.029	0.953	0	0.498	0.048	0.055
0.04	0.03	0.05	0.028	0.007	0.028	0.026	0.344	0.008	0.021	0.182	0	0.47	0.048	0.065
0.048	0.015	0.032	0.024	0.015	0.023	0.014	0.044	0.005	0.063	1.54	0	0.502	0.048	0.055
0.039	0.014	0.034	0.021	0.004	0.021	0.024	0	0.006	0.021	0.764	4	0.576	0	0.055
0.056	0.029	0.038	0.236	0.315	0.029	0.063	0.07	0.039	0.082	0.496	0	0.564	0.048	0.075
0	0	0.032	0.04	0.004	0.023	0.018	0	0.004	0.068	0.493	0	0.6	0	0.055
0.034	0	0.032	0.044	0.018	0.025	0.018	0	0.006	0.022	0.886	0	0.596	0.067	0.055
0.033	0.029	0.032	0	0.004	0.037	0.018	0	0.011	0.068	0.686	0	0.568	0	0.071
0.036	0.023	0.032	0.032	0.004	0.018	0.005	0	0.008	0.021	0.776	0	0.578	0.058	0.055
0.035	0.028	0.033	0.034	0.032	0.021	0.022	0.854	0.006	0.052	1.59	0	0.374	0.048	0.055
0.035	0.064	0.039	0.032	0.03	0.039	0.005	1.03	0.005	0.078	1.42	0	0.408	0.048	0.055
0.142	0.03	0.032	0.215	0.693	0.024	0.247	0.086	0.086	0.054	0.315	0	0.554	0.569	0.338
0.621	0.038	0.04	0.046	0.512	0.021	0.657	1.35	0.048	0.459	1.06	0	0.458	0.053	0.118
0.887	0.015	0.032	0.028	0.328	0.032	0.427	0.104	0.146	0.216	0.303	0	0.634	0.053	0.08
0.131	0.038	0.044	0.361	0.343	0.018	0.125	0.182	0.164	0.085	0.315	0	0.464	0.068	0.092
0.037	0.058	0.033	0.032	0.014	0	0.014	0.617	0.007	0.051	1.18	0	0.39	0	0
0.039	0.051	0.041	0.07	0.042	0.018	0.01	0.53	0.009	0.053	1.29	0	0.354	0.048	0.055
0.031	0	0.036	0.038	0.027	0.021	0.014	0	0.004	0	2	0	0.432	0.048	0.087
0.034	0.017	0.032	0.04	0.01	0.022	0.005	0	0.007	0	0.6	0	0.324	0.048	0.055
0.042	0.044	0.032	0.038	0.004	0.022	0.01	0.055	0.004	0	4	0	0.292	0.048	0.076
0.039	0.011	0.037	0.021	0.004	0.043	0.021	0	0.006	0	0.099	0	0.64	0	0.055
0.375	0	0	0.036	0.098	0.02	0.26	0	0.05	0.025	0.366	3	0.746	0.054	0.055
0.042	0.045	0.046	0.025	0.004	0.025	0.005	0	0.006	0.138	1.12	0	0.462	0.048	0.055
0	0.018	0.033	0.032	0.007	0.018	0.005	0.07	0.006	0.021	1.09	0	0.418	0.048	0
0.045	0.067	0.032	0.021	0.023	0.032	0.041	0.558	0.009	0.053	0.631	0	0.49	0.048	0.074
0.035	0.05	0.035	0.031	0.004	0.035	0.019	0.323	0.006	0.04	0.489	0	0.358	0.048	0.055
0.031	0.059	0.032	0.039	0.011	0.021	0.005	0.182	0.006	0.205	0.435	0	0.316	0.064	0.055
0.034	0.016	0.032	0.04	0.004	0	0.019	0.618	0.005	0.138	3.11	0	0.526	0	0
0.724	0.013	0.032	0.038	0.399	0.025	0.558	0.508	0.12	0.192	0.397	2	0.642	0.056	0.091
0.038	0.038	0.045	0.021	0.018	0.034	0.022	0	0.005	0.056	1.69	0	0.442	0.048	0.055
0.052	0.106	0.034	0.07	0.017	0.023	0.051	0.689	0.011	0.021	0.257	0	0.5	0.061	0.071
0.041	0.015	0.032	0.031	0.025	0.018	0.016	0	0.009	0	0.228	1	0.68	0.058	0.059
0.043	0.042	0.032	0.032	0.014	0.02	0.005	0.74	0.005	0.049	0.995	0	0.422	0.048	0.055
0.056	0	0.032	0	0.077	0	0.242	0.098	0.052	0.049	0.326	1	0.708	0	0.09
0.034	0.035	0.035	0.024	0.024	0.033	0.038	0.558	0.006	0.044	1.23	0	0.492	0.048	0
0.694	0.011	0.032	0.026	0.225	0.021	0.487	0.28	0.233	0.328	0.26	1	0.662	0.067	0.081
0.033	0.019	0.032	0	0.004	0.021	0.01	0	0.008	0.034	0.521	0	0.626	0.048	0.055
0	0.048	0.032	0.038	0.034	0.022	0.034	0.182	0.007	0.04	0.438	0	0.558	0.048	0.067
0.041	0	0.032	0.038	0.004	0.037	0.018	0	0.005	0.063	0.194	2	0.566	0.048	0.055
0.034	0.025	0.038	0	0.013	0.02	0.01	0.349	0.005	0.021	0.611	0	0.462	0.048	0.079
0.507	0.018	0.032	0.104	0.426	0.021	0.394	0.077	0.031	0.047	1.11	0	0.498	0.064	0.083
0.034	0.016	0.032	0	0.004	0.018	0.005	0.546	0.007	0.021	1.26	0	0.304	0	0.055
0.035	0.014	0.035	0	0.004	0	0.005	0.53	0.006	0.021	1.75	0	0.438	0	0
0.034	0.073	0.035	0.041	0.014	0.036	0.016	0.648	0.019	0.043	0.509	0	0.344	0.059	0.112
0.035	0.03	0.033	0.045	0.022	0.023	0.018	0.057	0.01	0.03	0.371	0	0.424	0.07	0.055
0	0.036	0.033	0.028	0.004	0.021	0.005	0.944	0.009	0.052	1.73	0	0.372	0.048	0.055
0.035	0.055	0.032	0.039	0.02	0.018	0.022	0.84	0.009	0.023	1.77	0	0.502	0	0.063
0	0.016	0.032	0	0.007	0.026	0.005	0.07	0.005	0.021	3.82	0	0.462	0.048	0.055
0.058	0.038	0.034	0.021	0.014	0.02	0.026	0.037	0.007	0	0.436	0	0.592	0.048	0.055
0.067	0.031	0.035	0.077	0.03	0.02	0.026	0.202	0.042	0.03	0.212	0	0.384	0.066	0.106
0.744	0.014	0.033	0.03	0.604	0.029	0.428	0	0.202	0.102	0.083	0	0.502	0.073	0.14
0.042	0.024	0.034	0.039	0.004	0.021	0.026	6.86	0.015	0.09	2.31	0	0.518	0.083	0.055
0.034	0.034	0.036	0.037	0.016	0.021	0.02	0.092	0.01	0.041	0.801	0	0.36	0.048	0.058
0.031	0.043	0.032	0.021	0.011	0.023	0.018	0.221	0.003	0.043	1.05	0	0.444	0.056	0.087
0	0.032	0.032	0.026	0.004	0.021	0.005	0.204	0.006	0.138	0.558	0	0.318	0.048	0.055
0	0.045	0.032	0.021	0.004	0.021	0.018	0.134	0.005	0.021	1.81	0	0.492	0.069	0.055
0.034	0.015	0.037	0.032	0.01	0.021	0.018	0.07	0.009	0.036	0.783	0	0.506	0.048	0.07
0	0.046	0.037	0.031	0.018	0.024	0.014	2.07	0.009	0.041	2.13	0	0.466	0.048	0.067
0	0.037	0.033	0.039	0.011	0.028	0.025	0.468	0.006	0.043	1.06	0	0.44	0.048	0.055
0.031	0.044	0.041	0	0.023	0.021	0.014	0.082	0.011	0.021	0.808	0	0.362	0.056	0.055
0.669	0.014	0.035	0.041	0.492	0.018	0.46	0	0.172	0.246	0.509	0	0.6	0.061	0.123
0.036	0.027	0.033	0.043	0.025	0.034	0.005	0.843	0.01	0.078	1.01	0	0.392	0.048	0.059
0.031	0.037	0.032	0.073	0.004	0.025	0.005	0.161	0.011	0.074	0.792	0	0.312	0.048	0.055
0.034	0.026	0.037	0.028	0.014	0.027	0.014	0.329	0.009	0.051	1.69	0	0.42	0.048	0.055
0.031	0.052	0.032	0.028	0.014	0.023	0.018	0.409	0.007	0.059	1.12	0	0.43	0.048	0.055
0.044	0.03	0.064	0.08	0.126	0.021	0.062	0.283	0.019	0.055	1.01	0	0.468	0.051	0.055
0.574	0.017	0.049	0	0.156	0.044	0.318	0.105	0.092	0.145	0.413	2	0.73	0.058	0.091
0	0.014	0.034	0.032	0.014	0.029	0.026	0	0.014	0.042	0.159	0	0.4	0.048	0.055
0.04	0.037	0.033	0.068	0.004	0.02	0.03	0.446	0.011	0.034	0.765	0	0.416	0.048	0.064
0.057	0.038	0.032	0.038	0.004	0.026	0.01	0.369	0.006	0.248	0.803	0	0.364	0.048	0.055
0.034	0.019	0.034	0.032	0.025	0.024	0.03	0	0.007	0.021	0.7	1	0.472	0.067	0.055
0	0.024	0.036	0.021	0.014	0.018	0.018	0	0.009	0.044	0.867	0	0.418	0.062	0.055
0.429	0	0	0	0.382	0.028	0.548	0	0.074	0.068	0.526	6	0.746	0.048	0.061
0.038	0.067	0.032	0.025	0.011	0.03	0.005	0.373	0.009	0.024	0.757	0	0.414	0.048	0.055
0.905	0.016	0.034	0.048	0.337	0.03	0.408	0.563	0.078	0.066	0.098	0	0.54	0.078	0.111
0.213	0.014	0.035	0.035	0.027	0.041	0.037	0.07	0.034	0.1	0.206	2	0.67	0.056	0.063
0.035	0.011	0.032	0.028	0.025	0.036	0.005	0.163	0.009	0.044	0.265	0	0.398	0.048	0.055
0	0.017	0.035	0	0.004	0.018	0.005	0	0.003	0	3.05	0	0.456	0	0.055
0.186	0	0.032	0	0.189	0.021	0.176	0	0.176	0.128	0.401	9	0.69	0.264	0.071
0.043	0.031	0.035	0.064	0.027	0.023	0.005	0.195	0.013	0.021	1.12	0	0.446	0.048	0.076
0	0.054	0.032	0.028	0.01	0.022	0.022	0.342	0.004	0.073	1.6	0	0.46	0.048	0
0.034	0.031	0.033	0.03	0.021	0.023	0.03	0.591	0.017	0.041	0.424	0	0.372	0.051	0.084
0	0.011	0.032	0	0.025	0.025	0.005	0.362	0.003	0.138	1.81	0	0.426	0	0.055
0	0.023	0.041	0.021	0.01	0.018	0.01	0.468	0.007	0	2.99	0	0.318	0.048	0
0.572	0	0.046	0	0.542	0.025	0.55	0.693	0.156	0.122	0.151	0	0.632	0.078	0.08
0.54	0.014	0.042	0.025	1.01	0.021	1.06	0.405	0.251	0.275	0.386	1	0.604	0.055	0.091
0.034	0.024	0.047	0.028	0.018	0.018	0.01	1.63	0.009	0.09	1.16	0	0.52	0.048	0.055
0.049	0.017	0.032	0.021	0.014	0.021	0.024	2.31	0.008	0.051	0.765	0	0.516	0.048	0.055
0.034	0.028	0.037	0.038	0.01	0.024	0.024	0.07	0.009	0.138	2.22	0	0.43	0.048	0.055
0.686	0.014	0.032	0.046	0.232	0.031	0.451	0.054	0.106	0.093	0.233	0	0.656	0.06	0.101
0.031	0.028	0.032	0	0.004	0.03	0.022	0.037	0.008	0.585	1.79	0	0.426	0.048	0.055
0.047	0.044	0.033	0.04	0.045	0.018	0.018	0.783	0.005	0.04	1.9	0	0.348	0.048	0
0.031	0.071	0.032	0	0.014	0.024	0.022	0.521	0.009	0.055	0.665	0	0.398	0.048	0
0.04	0.125	0.032	0.04	0.014	0.035	0.022	0.678	0.006	0.089	1	0	0.368	0.048	0.055
0.034	0.053	0.032	0.057	0.013	0.045	0.022	1.01	0.009	0.046	0.808	0	0.444	0	0.07
0.042	0.074	0.032	0	0.014	0.036	0.01	0.123	0.009	0.021	2.08	0	0.456	0.065	0.055
0.728	0	0.042	0.051	0.283	0.025	0.278	0.164	0.072	0.053	0.195	2	0.578	0.048	0.079
0.051	0.014	0.037	0.021	0.017	0.027	0.014	0	0.008	0.021	0.315	3	0.666	0.048	0.055
0	0.011	0.032	0.044	0.004	0.021	0.014	0.056	0.005	0.021	1.35	0	0.34	0.048	0.055
0.034	0.069	0.032	0.03	0.01	0.021	0.012	0.663	0.008	0.021	0.114	0	0.3	0	0.055
0	0.053	0.032	0.021	0.014	0	0.014	0.79	0.004	0.036	0.412	0	0.308	0.052	0.055
0.036	0.058	0.041	0.043	0.027	0.021	0.035	0.283	0.007	0.021	0.669	0	0.388	0.048	0.055
0.035	0.069	0.039	0.03	0.031	0.021	0.014	0.28	0.006	0.021	0.19	0	0.314	0.048	0.055
0.031	0.03	0.032	0.032	0.004	0.018	0.014	0.233	0.008	0.021	0.598	0	0.268	0.048	0.055
0	0.045	0.032	0.034	0.016	0.022	0.005	0.409	0.007	0.138	1.23	0	0.294	0	0.055
0.036	0.033	0.036	0.04	0.004	0.021	0.014	0.376	0.007	0.03	0.675	0	0.342	0.048	0.055
0.04	0.027	0.037	0.039	0.026	0.026	0.022	0.398	0.011	0.06	1.57	0	0.414	0	0.071
0.035	0.03	0.032	0	0.011	0.018	0.014	0.037	0.007	0.027	0.45	0	0.288	0	0.055
0.035	0.025	0.037	0.045	0.01	0.023	0.034	0	0.006	0	0.439	0	0.406	0.048	0.055
0.033	0.022	0.043	0.044	0.007	0.03	0.01	0.07	0.006	0.06	1.09	0	0.442	0.048	0
0.049	0.04	0.036	0.032	0.004	0.026	0.01	0.129	0.005	0.044	2.12	0	0.454	0.048	0.055
0.036	0.046	0.032	0.031	0.027	0.023	0.01	0.143	0.01	0.021	1.57	0	0.47	0.062	0.055
0.033	0.027	0.046	0.021	0.004	0.018	0.022	0	0.004	0	0.927	0	0.402	0.076	0.063
0.965	0.011	0.042	0	0.721	0.023	0.844	0.795	0.08	0.088	0.597	3	0.602	0.05	0.055
0.047	0.032	0.032	0.028	0.004	0.021	0.014	0.737	0.007	0.021	2.47	0	0.464	0	0.055
0.034	0.016	0.033	0.026	0.007	0.023	0.024	0	0.007	0	0.223	0	0.396	0.048	0.058
0	0.011	0.035	0.028	0.01	0.025	0.005	0	0.005	0	1.89	0	0.5	0.048	0.055
0.034	0.027	0.032	0	0.01	0.02	0.022	0.907	0.012	0.041	2.24	0	0.422	0.056	0.067
0.034	0.037	0.032	0.028	0.025	0.022	0.014	0.082	0.008	0.028	0.843	0	0.434	0.048	0.055
0	0.031	0.032	0.021	0.024	0	0.014	0.484	0.006	0.066	0.605	0	0.34	0	0.055
0.033	0.062	0.032	0.029	0.025	0.026	0.01	0.471	0.007	0.056	0.327	0	0.382	0.048	0.07
0.036	0.029	0.032	0.021	0.014	0.021	0.036	0.528	0.01	0.024	1.84	1	0.472	0.048	0.055
0.034	0.055	0.039	0.021	0.015	0.029	0.014	1.02	0.009	0.048	1.25	0	0.448	0	0.055
0.033	0.014	0	0.028	0.041	0.026	0.005	0.209	0.012	0.022	0.393	0	0.37	0.072	0.055
0.033	0.021	0.032	0.032	0.031	0.028	0.026	0.498	0.007	0.05	0.702	0	0.38	0	0.068
0.031	0.011	0.033	0.053	0.01	0.021	0.005	0	0.008	0	1.86	0	0.41	0.054	0.063
0	0.022	0.032	0.021	0.004	0.021	0.018	0.06	0.005	0	1.24	0	0.39	0.048	0.055
0.748	0.033	0.033	0.036	0.393	0.032	0.55	0.643	0.116	0.165	0.494	0	0.576	0.057	0.093
0.034	0.095	0.034	0.038	0.042	0	0.03	17.5	0.011	0.08	0.844	0	0.41	0.048	0.058
0	0.022	0.032	0.032	0.023	0	0.026	0.11	0.008	0.058	0.272	0	0.382	0.048	0.055
0.038	0.046	0.048	0.035	0.004	0.036	0.005	0.123	0.011	0.021	2.31	0	0.446	0	0.079
0.042	0.03	0.035	0.032	0.004	0.026	0.028	0.164	0.011	0.051	2.35	0	0.508	0.048	0.055
0	0.033	0.032	0	0.007	0.02	0.01	0.123	0.004	0.021	0.923	0	0.348	0.048	0.055
0.034	0.046	0.037	0.039	0.011	0.021	0.03	0.532	0.009	0.021	0.21	0	0.42	0.048	0.055
0.035	0.046	0.034	0.03	0.03	0.028	0.034	0	0.006	0.068	1.47	0	0.418	0.048	0.067
0	0.018	0.032	0	0.004	0	0.014	0.056	0.007	0.106	3.15	0	0.52	0.054	0.055
0.064	0.077	0.037	0.028	0.053	0.02	0.005	0.408	0.009	0.048	1.22	0	0.4	0.066	0.074
0	0.048	0.033	0.028	0.014	0.023	0.051	0.498	0.01	0.059	1.33	0	0.48	0.056	0.069
0	0.014	0.034	0.028	0.004	0.022	0.03	0.037	0.006	0.021	1.05	0	0.468	0.048	0.055
0.034	0.081	0.035	0.044	0.007	0.021	0.005	0.608	0.004	0.034	0.147	0	0.324	0	0.055
0.048	0.043	0.035	0.032	0.004	0.018	0.022	0.657	0.006	0.021	1.05	0	0.444	0.065	0.055
0.036	0.06	0.032	0.028	0.004	0.032	0.024	0	0.009	0.026	1.25	0	0.462	0.048	0.055
0.061	0.078	0.034	0.028	0.014	0.025	0.014	0.096	0.01	0.088	0.535	0	0.412	0.048	0.067
0.031	0	0.032	0.032	0.011	0.02	0.005	0.147	0.006	0.021	1.14	0	0.438	0	0.055
0.035	0.064	0.039	0.026	0.011	0.02	0.014	0.037	0.007	0.021	0.958	0	0.414	0.056	0
0.034	0.016	0.035	0.021	0.022	0.024	0.022	0.218	0.006	0.021	0.33	0	0.436	0.067	0.055
0.031	0.018	0.036	0.028	0.004	0.026	0.014	0	0.005	0.038	1.05	0	0.464	0.048	0
0.031	0.057	0.036	0.028	0.011	0.018	0.022	0.345	0.008	0.054	0.437	0	0.372	0	0.055
0.033	0.013	0.032	0.021	0.004	0.021	0.014	0.322	0.008	0.059	1.57	0	0.47	0.058	0.055
0.044	0.067	0.047	0.039	0.01	0.023	0.018	1.02	0.005	0.023	0.197	0	0.368	0.056	0.055
0.488	0.09	0.032	0.034	0.203	0.025	0.217	21.6	0.051	0.257	1.2	1	0.404	0.063	0.096
0.035	0.131	0.032	0.04	0.014	0.021	0.005	19.7	0.01	0.073	0.702	0	0.37	0.048	0.064
0.085	0.095	0.048	0.126	0.062	0.028	0.066	1.14	0.011	0.054	0.478	0	0.41	0.048	0.055
0.031	0.014	0.032	0	0.01	0.023	0.005	0.051	0.006	0.042	0.268	0	0.428	0.048	0.055
0.043	0.016	0.035	0.097	0.057	0.024	0.024	0	0.317	0	0.402	0	0.342	0.048	0.142
0.031	0.014	0.032	0.076	0.017	0.021	0.026	0	0.007	0	0.136	0	0.324	0.048	0.065
0.269	0.016	0.032	0.028	0.182	0.023	0.324	0.037	0.073	0.08	0.184	1	0.708	0.214	0.089
0.043	0.022	0.035	0.029	0.017	0.025	0.005	0.039	0.009	0.042	2.87	0	0.36	0.056	0.055
0.25	0.016	0.033	0.032	0.042	0.026	0.115	0.04	0.039	0.023	0.345	2	0.66	0.048	0.057
0	0.031	0.032	0.041	0.032	0.021	0.014	0.217	0.011	0.076	0.151	0	0.418	0.048	0.055
0.062	0.038	0.032	0.066	0.064	0.021	0.027	0.843	0.01	0.023	1.7	0	0.484	0.048	0
0.049	0.057	0.032	0.034	0.004	0.032	0.014	3.37	0.011	0.068	0.819	0	0.47	0.062	0
0.047	0.011	0	0.06	0.048	0.018	0.052	0	0.104	0.021	0.645	0	0.564	0.396	0.473
0.043	0.096	0.032	0.035	0.004	0.022	0.014	0.458	0.011	0.053	0.283	0	0.544	0.058	0.055
0	0.016	0.032	0	0.014	0.039	0.01	0	0.01	0	0.312	0	0.622	0.048	0.063
0	0.026	0.033	0.034	0.014	0.029	0.014	0.072	0.006	0.032	1.52	0	0.482	0.059	0.055
0.042	0.011	0.034	0	0.004	0.026	0.014	0.133	0.007	0	0.25	0	0.424	0.048	0.079
0.031	0.091	0.044	0.061	0.004	0.021	0.04	1.21	0.01	0.051	0.418	0	0.408	0.058	0.055
0.051	0.014	0.054	0.062	0.053	0.025	0.032	0	0.111	0.052	3.18	0	0.458	0.072	0.106
0.034	0.032	0.039	0	0.022	0.03	0.018	0.037	0.007	0.021	1.61	0	0.492	0.048	0.055
0.031	0.023	0.037	0.032	0.015	0.023	0.022	0.064	0.051	0.069	1.72	0	0.5	0.426	0.352
