H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0.078	0.036	0.056	0.066	0.076	0.065	0.101	0.017	0.032	0
0.367	0.057	0.048	0.047	0.083	0.094	0.083	0.204	0.043	0.0279
0.022	0.052	0.058	0.038	0.177	0	0.077	0.639	0.032	0.0327
0.044	0	0.065	0.038	0.087	0.198	0.102	0.023	0.039	0.015
0.184	0.051	0.054	0.168	0.071	0.879	0.048	0.07	1.34	0.233
0.195	0.035	0.061	0.068	0.135	0.063	0.089	0.011	0.034	0.017
0.022	0.045	0.052	0.097	0.098	0.08	0.085	0.019	0.115	0.0319
0.122	0.03	0.074	0.038	0.091	0.093	0.018	0.002	0.032	0
0.075	0.03	0.048	0	0.083	0	0.08	0.002	0.032	0
0.022	0.03	0.063	0.038	0.071	0	0.041	0.002	0.032	0.0152
0.155	0.033	0.06	0.038	0.071	0	0.036	0	0.032	0
0.022	0.03	0.048	0	0.1	0	0.056	0.004	0.035	0
0.102	0.038	0.063	0.038	0.101	0.077	0.059	0.011	0.033	0
0.031	0.035	0.061	0.093	0.113	0	0.071	0.013	0.038	0
0.022	0.032	0.048	0.072	0.071	0.224	0.05	0.019	0.032	0
0.022	0.034	0.097	0.068	0.071	0.137	0.018	0.003	0.036	0.0365
0.048	0.041	0.06	0.072	0.078	0.078	0.085	0.012	0.29	0
0.188	0.03	0.067	0.082	0.081	0	0.049	0.02	0.035	0.0158
0.022	0.04	0.048	0.038	0.08	0.072	0.061	0.028	0.032	0.0182
0.08	0.051	0.053	0.038	0.17	0	0.054	0.047	0.032	0.0142
0	0.05	0.05	0.038	0.081	0.192	0.033	0.044	0.033	0
0.022	0.03	0.048	0.038	0.071	0.121	0.048	0.028	0.033	0.0127
0.145	0.038	0.052	0.07	0.073	0	0.035	0	0.039	0
0.032	0.03	0.065	0.038	0.08	0.074	0.068	0.004	0.032	0
0.154	0.038	0.051	0.038	0.122	0	0.059	0.017	0.032	0
0.022	0	0.048	0.038	0.071	0.076	0.042	0.017	0.032	0
0.153	0.036	0.048	0.038	0.083	0	0.199	0.089	0.04	0.0321
0.078	0.036	0.072	0.074	0.077	0.269	0.208	0.042	0.072	0.005
0.278	0.03	0.05	0.038	0.091	0	0.084	0.033	0.033	0
0.133	0.056	0.053	0.066	0.071	0	0.078	0.074	0.033	0
0.022	0.05	0.054	0.038	0.074	0.308	0.018	0.371	0.032	0.0351
0.064	0.037	0.048	0.047	0.112	0	0.067	0.041	0.032	0.0396
0.442	0.03	0.056	0.201	0.083	0.144	0.185	0.01	0.092	0
1.64	0.04	0.052	0.038	0.111	0.063	0.018	0.021	0.038	0.0307
0.022	0.041	0.07	0.092	0.092	0.072	0.054	0.035	0.032	0.0125
0.022	0.034	0.048	0.038	0	0.063	0.018	0.031	0.041	0.0143
0.12	0.048	0.048	0.038	0.071	0	0.037	0.04	0.032	0
0.932	0.03	0.079	0.532	0.504	1.45	0.119	0.097	1.18	0.186
0.293	0.03	0.074	0.038	0.078	0.082	0.084	0.052	0.034	0
0.227	0.03	0.056	0.044	0.102	0	0.148	0.202	0.039	0
0.263	0.043	0.073	0.073	0.426	0.187	0.14	0.119	0.062	0.0235
0.08	0.035	0.058	0.059	0.126	0.063	0.082	0.086	0.048	0.0228
0.152	0.03	0.07	0.038	0.11	0	0.086	0.002	0.032	0
0.064	0.03	0.082	0.074	0.116	0.237	0.076	0.032	0.095	0.0173
0.057	0.033	0.06	0.038	0.071	0.112	0.055	0.006	0.032	0
0.261	0.04	0.063	0.066	0.091	0	0.073	0.006	0.034	0
0.048	0.047	0.067	0.059	0.09	0.174	0.105	0.034	0.032	0.018
0.041	0.042	0.098	0.085	0.081	0.608	0.106	0.057	0.039	0.0162
0.022	0.03	0.069	0.038	0.074	0.074	0.082	0.054	0	0
0.028	0.033	0.066	0.038	0.085	0	0.044	0.052	0.033	0
0.056	0.036	0	0.038	0.088	0	0.078	0.606	0.032	0.0273
0.12	0.03	0.048	0.055	0.084	0.159	0.144	0.627	0.043	0.054
0.096	0.046	0.048	0.062	0.111	0.112	0.088	0.161	0.041	0.114
0.18	0.03	0.079	0.045	0.174	0.08	0.153	0.56	0.036	0.0212
0.022	0.04	0.054	0.044	0.081	0.076	0.078	0.066	0.04	0
0.022	0.043	0.048	0.056	0.071	0.126	0.038	0.369	0.032	0.0197
0.488	0.03	0.051	0.052	0	0	0.018	0.024	0.036	0
0.022	0.03	0.054	0.038	0.089	0.147	0.063	0.027	0.032	0
0	0.052	0.055	0.044	0.071	0	0.048	0.025	0	0
0.022	0.03	0.048	0.083	0.135	0	0.059	0.044	0.034	0.0085
0.214	0.042	0.062	0.113	0.081	0.106	0.104	0.021	0.302	0.0225
0.033	0.034	0.048	0.038	0.078	0.072	0.063	0.035	0.035	0
0.022	0.066	0.068	0.038	0.077	0.16	0.073	0.104	0.037	0.0153
0.087	0.047	0.048	0.074	0.105	0.17	0.328	0.02	0.048	0.0347
0.022	0.035	0.054	0.045	0.13	0.215	0.043	0.722	0.034	0.0645
0.187	0.035	0.05	0.066	0.15	0.119	0.148	0.866	0.032	0.0786
0.022	0.04	0.048	0.055	0.071	0.655	0.043	0.968	0.032	0.0304
0.063	0.03	0.063	0	0.071	0.177	0.046	0.396	0.039	0
0.022	0.03	0.071	0.038	0.108	0.072	0.065	0.164	0.032	0.0168
0.318	0.045	0.099	0.132	0.108	0	0.116	0.028	0.086	0.0105
0.259	0.035	0.06	0.115	0.081	0.104	0.152	0.03	0.073	0.0382
0.448	0.047	0.1	0.038	0.144	0	0.035	0.024	0.033	0
0.209	0.042	0.072	0.15	0.106	0.351	0.136	0.017	0.08	0
0.133	0.034	0.064	0.119	0	0.063	0.086	0.021	0.147	0.0176
0.615	0.03	0.066	0.038	0.092	0.074	0.078	0.033	0.038	0.0122
0.078	0.045	0.072	0.049	0.084	0.229	0.082	0.044	0.034	0.0173
0.148	0.046	0.064	0.086	0.117	0.27	0.173	0.021	0.041	0.0121
0.074	0.036	0.088	0.061	0.096	0	0.141	0.047	0.04	0
0.102	0.037	0.058	0.08	0.076	0.08	0.121	0.005	0.032	0
0.028	0.03	0.06	0.055	0.084	0.063	0.092	0.031	0.043	0.0121
0	0	0	0	0	0	0	0.004	0	0
0.022	0.04	0.048	0.058	0.081	0.106	0.046	0.052	0.032	0
0.384	0.036	0.068	0.391	0.079	0.067	0.049	0.009	0.16	0.061
0	0.03	0.065	0	0	0	0	0.004	0.032	0
0.282	0.043	0.048	0.038	0.12	0.063	0.062	0.009	0.032	0
0.022	0.05	0.048	0.038	0.242	0.224	0.034	0	0.032	0
0.022	0.035	0.074	0.038	0.1	0.08	0.086	0.007	0.038	0
0.022	0.03	0	0.038	0.083	0.148	0.018	0.009	0.034	0
0.022	0.041	0.073	0.051	0.092	0.246	0.109	0.599	0.032	0.0458
0	0	0.05	0.038	0.071	0	0.018	0.019	0.032	0
0.022	0.035	0.048	0.038	0.147	0.063	0.046	0.004	0.033	0.0333
0	0.03	0.048	0.038	0	0	0	0.1	0.032	0
0	0.038	0.053	0.038	0	0	0.018	0.116	0.032	0
0	0.036	0.068	0.071	0	0.089	0	0.116	0.032	0
0.282	0.044	0.048	0.038	0	0	0	0.002	0.032	0
0.022	0.032	0.074	0.038	0	0	0.033	0.02	0.032	0
0	0.038	0.048	0.038	0	0	0.018	0.002	0.034	0
0	0.046	0.048	0	0	0.11	0.038	0.005	0.034	0
0.022	0.03	0.048	0.052	0.074	0.067	0.026	0	0.032	0
0.037	0.042	0.058	0.038	0.071	0.068	0.066	0	0.05	0
0.282	0.043	0.049	0.052	0.071	0.063	0.038	0.05	0.033	0
0.022	0.047	0.048	0.045	0.071	0	0.018	0.033	0.032	0.017
0.022	0.03	0.07	0.038	0.071	0	0.018	0.009	0.032	0.0232
0	0.039	0.07	0.057	0	0.102	0.018	0.002	0.032	0
0.051	0.045	0.051	0.049	0.071	0.136	0.08	0	0.049	0.03
0.268	0.074	0.055	0.038	0.071	0.084	0.018	0.002	0.032	0
0.725	0.034	0.058	0.038	0	0	0.018	0.011	0.034	0
0.022	0.036	0.051	0.038	0.091	0.063	0.065	0.002	0.033	0
0.022	0.047	0.048	0.038	0	0.119	0.018	0.044	0.04	0.0167
0.073	0.035	0.057	0.038	0.074	0	0.05	0.062	0.032	0
0	0.035	0.054	0.049	0.096	0.169	0.018	0.057	0.032	0.0238
0	0.03	0.058	0.106	0.071	0	0.018	0.031	0.032	0
0.022	0.04	0.079	0.054	0.071	0.119	0.051	0.009	0.038	0
0.116	0.034	0.051	0.038	0.088	0.08	0.097	0.004	0.035	0.0232
0.282	0.041	0.048	0.066	0.071	0.231	0.018	0.101	0.042	0.0499
0.188	0.05	0.055	0.038	0.08	0.11	0.049	0.02	0.032	0.0501
0.162	0.049	0.06	0.038	0.1	0.124	0.118	0.072	0.036	0.0313
0.022	0.06	0.054	0.06	0.127	0.186	0.059	0.012	0.032	0
0.074	0.043	0.065	0.074	0.139	0.754	0.074	0.259	0.032	0.0444
0.022	0.038	0.066	0.062	0.071	0.08	0.018	0.002	0.036	0
0.069	0.038	0.048	0.038	0.106	0.086	0.095	0.017	0.034	0.0246
0.022	0.035	0.048	0.038	0.077	0	0.018	0.002	0.038	0
0.108	0.05	0.048	0.056	0.147	0	0.048	0.015	0.036	0
0.103	0.038	0.058	0.046	0.111	0	0.097	0.013	0.059	0
0	0.033	0.1	0.038	0	0	0.018	0.006	0.032	0
0.04	0.039	0.058	0.038	0.079	0.063	0.018	0.008	0.033	0
0.07	0.033	0.048	0.038	0.071	0.063	0.034	0.004	0.032	0
0	0.056	0.048	0	0	0.097	0	1.64	0.032	0.0291
0.089	0.044	0.053	0.055	0.071	0.089	0.073	0.022	0.032	0.0255
0.188	0.037	0.051	0.038	0.071	0.105	0.018	0.011	0.033	0
0.022	0.034	0.052	0.049	0.076	0.22	0.1	0.023	0.036	0
0	0.037	0.048	0.134	0.077	0.135	0.018	0.036	0.034	0
0.022	0	0.048	0.038	0.071	0.19	0.038	0.046	0.036	0
0.022	0.044	0.05	0.08	0.093	0	0.018	0.013	0.033	0
0	0.044	0.058	0.038	0	0.224	0.026	0.006	0.032	0
0.033	0.03	0.054	0.038	0.096	0	0.05	0.002	0.033	0
0.022	0.047	0.051	0.038	0.075	0.078	0.03	0.043	0.036	0.0285
0.645	0.03	0.062	0.261	0.199	0.066	0.098	0.017	0.129	0.0167
0.022	0.03	0.073	0.052	0.081	0.076	0.085	0.015	0.034	0
0.119	0.044	0.061	0.056	0.106	0.074	0.044	0.057	0.036	0.0188
0.022	0.038	0.075	0.061	0.106	0	0.059	0.084	0.046	0.0194
0	0.057	0.048	0	0.088	0	0	1.51	0.037	0.196
0.407	0.054	0.055	0.05	0.089	0	0.059	0.025	0.036	0
0.174	0.03	0.052	0.049	0.071	0.083	0.051	0.075	0.032	0.025
0.179	0.032	0.1	0.038	0.113	0.114	0.034	0	0.032	0
0.116	0.038	0.048	0	0.071	0.078	0.027	0	0.032	0
0.064	0.045	0.048	0.038	0.079	0	0.051	0	0.035	0
0	0.047	0.065	0.038	0.071	0.077	0.018	0.04	0.04	0
0.022	0.04	0.055	0.05	0.148	0	0.044	0	0.032	0
0	0.03	0.048	0.038	0	0.116	0	0	0.044	0
0.022	0.03	0.058	0.073	0	0.153	0.072	0.04	0.04	0
0.022	0.04	0.048	0.038	0.096	0.097	0.063	0.047	0.032	0.0243
0	0.037	0.056	0.049	0	0.417	0.046	0.019	0.039	0
0	0.062	0.048	0.038	0	0	0	0.105	0.032	0.0357
0	0.042	0.063	0.059	0	0	0	0.033	0.04	0
0	0.064	0.048	0.038	0	0	0	0.004	0.032	0
0.044	0.03	0.048	0.043	0	0	0.034	0.006	0.036	0
0	0.03	0.054	0	0.071	0	0.018	0.003	0	0
0.022	0.032	0.048	0.062	0.071	0.063	0.039	0.011	0.032	0
0.022	0.03	0.048	0	0.084	0	0.097	0.632	0.032	0.11
0	0.039	0.063	0.047	0.08	0	0.028	0.51	0.036	0.0892
0.051	0.052	0.07	0.038	0.087	0.063	0.046	0.009	0.032	0
0.221	0.034	0.048	0.038	0.091	0.063	0.08	0.015	0.036	0
0.033	0.03	0.048	0.038	0.071	0.08	0.063	0	0.032	0
0.033	0.03	0.048	0	0.071	0	0.018	0	0.032	0
0.022	0.034	0.048	0.052	0.101	0	0.048	0.03	0.032	0
0.073	0.038	0.048	0.056	0.076	0	0.018	0	0.032	0
0.269	0.03	0.048	0.045	0.086	0.114	0.018	0	0.032	0
0.263	0.03	0.048	0.06	0.113	0.076	0.024	0.038	0.032	0
0.315	0.036	0.063	0.061	0.084	0.063	0.082	0.005	0.034	0
0.09	0.036	0.048	0.199	0.088	0.416	0.195	0.31	0.337	0.172
0.164	0.03	0.075	0.1	0.081	0.097	0.156	0.004	0.142	0.0366
0.076	0.034	0.088	0.05	0.075	0.063	0.092	0.009	0.083	0
0	0.035	0.053	0.056	0	0.063	0	0	0.032	0
0.078	0.049	0.058	0.038	0.08	0	0.048	0.011	0.035	0
0.161	0.057	0.064	0.066	0.071	0	0.098	0.002	0.032	0
0.022	0.034	0.048	0	0.079	0	0.018	0.009	0.032	0
0.188	0.03	0.062	0.038	0.137	0	0.018	0.04	0.032	0.0162
0.022	0.064	0.064	0	0.104	0.063	0.042	0.006	0.032	0
0.022	0.037	0.072	0.038	0.084	0	0.062	0.032	0.032	0
0.022	0.032	0.06	0.038	0.082	0.063	0.04	0.036	0.032	0.0192
0.246	0.03	0.048	0.038	0.075	0	0	0.004	0.032	0.033
0.022	0.033	0.069	0.038	0.144	0.063	0.039	0.002	0.032	0
0	0.03	0.048	0.038	0.1	0	0.03	0.124	0.033	0.046
0.022	0.03	0.048	0.038	0.071	0	0.063	0.011	0	0
0	0.033	0.048	0.092	0	0	0.018	0.004	0.032	0
0	0.065	0.063	0.052	0	0.063	0	0.068	0.038	0
0	0.039	0.051	0.069	0.071	0	0.018	0.002	0.032	0
0.022	0.039	0.048	0.038	0	0	0	0	0.04	0
0.477	0.064	0.086	0.243	0.08	1.01	0.172	0.006	0.164	0
0.022	0.037	0.074	0.052	0.096	0	0.041	0.009	0.032	0
0	0.04	0.048	0.038	0	0	0.048	0.004	0.035	0
0	0.03	0.048	0	0	0	0.03	0.009	0.032	0
0.088	0.03	0.048	0.118	0.084	0.076	0.08	0.026	0.048	0.0126
0.136	0.035	0.054	0.038	0.105	0.063	0.126	0.04	0.032	0.0239
0.832	0.044	0.056	0.038	0	0	0	0.011	0.032	0
0.201	0.035	0.048	0.038	0.108	0.076	0.018	0.838	0.038	0.0628
0.063	0.052	0.048	0.038	0.109	0	0.018	0.91	0.033	0.0965
0.073	0.045	0.048	0.049	0.347	0.179	0.054	0.033	0.053	0
0.022	0.038	0.056	0.038	0.096	0	0.144	0.017	0.034	0.0225
0	0.037	0.072	0.068	0.071	0.294	0.026	0.006	0.259	0.0642
0	0.042	0.055	0.038	0	0.248	0	0.013	0.032	0
0	0.037	0.048	0.049	0	0	0	0.002	0.032	0
0	0.03	0.068	0.038	0	0.08	0	0.062	0.032	0
0	0.03	0.048	0.093	0	0	0.018	0.013	0.033	0
0	0.053	0.051	0.038	0	0	0.018	0.002	0.032	0
0	0.035	0.048	0.038	0.071	0	0.018	0.002	0.034	0
0.022	0.047	0.085	0.056	0.096	0	0.018	0.026	0.033	0.018
0.051	0.044	0.056	0.108	0.071	0.135	0.05	0.006	0.037	0
0.146	0.052	0.052	0.049	0.071	0	0.048	0.036	0	0
0	0.038	0.048	0.107	0	0	0.018	0.206	0.036	0.0325
0.211	0.034	0.053	0.049	0.097	0.095	0.063	0.516	0.038	0.053
0.089	0.057	0.072	0.068	0.089	0.08	0.072	0.085	0.032	0.014
1.01	0.03	0.048	0.407	0.177	0.083	0.208	0.019	0.213	0.0327
0.022	0.034	0.069	0	0.088	0.148	0.018	0.017	0.037	0
0.147	0.033	0.048	0.044	0.105	0.063	0.115	0.074	0.05	0.0197
0.197	0.032	0.048	0.038	0.109	0	0.059	0.385	0.035	0.0272
0.469	0.03	0.055	0.314	0.1	0.074	0.138	0.038	0.123	0.0475
0.084	0.053	0.062	0.074	0.125	0	0.103	0.046	0.04	0
0.046	0.03	0.057	0.049	0.116	0.091	0.061	0.042	0.034	0.0141
0.063	0.042	0.058	0.038	0.084	0.08	0.042	0.063	0.032	0.0131
0.3	0.047	0.048	0.063	0.107	0.098	0.064	0.716	0.033	0.0253
0.118	0.045	0.048	0.063	0.285	0.291	0.097	0.803	0.065	0.0322
0.022	0.032	0.048	0.069	0.071	0.089	0.036	0.013	0.032	0
0.335	0.045	0.052	0.078	0.108	0.148	0.104	0.057	0.068	0.0278
0.228	0.043	0.079	0.038	0.073	0	0.036	0.057	0.032	0
0.105	0.052	0.048	0.038	0.071	0	0.041	0	0.033	0
0	0.034	0.06	0.038	0.096	0.696	0.039	0.006	0.032	0
0.181	0.032	0.056	0.089	0.079	0.101	0.188	0.169	0.054	0.0179
0.022	0.035	0.068	0.038	0.092	0	0.068	0.428	0.036	0.0346
0.51	0.03	0.048	0.038	0.071	0	0.053	0.002	0.032	0
0.274	0.03	0.085	0.038	0.101	0.2	0.042	0.002	0.036	0
0.022	0.03	0.055	0.052	0.071	0	0.028	0.011	0.041	0
0	0.034	0.058	0.052	0.084	0	0.033	0	0.032	0.0045
0.096	0.033	0.051	0.038	0.08	0.074	0.085	0.147	0.032	0.0286
0.035	0.033	0.065	0.052	0.079	0.076	0.041	0.004	0.037	0
0	0.04	0.048	0.08	0	0.297	0.018	0.128	0.032	0.0162
0.06	0.043	0.067	0.049	0.111	0	0.064	0.012	0.04	0.0197
0.856	0.035	0.048	0.038	0.072	0.092	0.094	0.037	0.05	0.0331
0.022	0.052	0.057	0.048	0.071	0	0.018	0.006	0.035	0
0.022	0.038	0.048	0.038	0	0.098	0.018	0.012	0.032	0.0265
0	0.042	0.048	0.093	0	0	0.018	0	0.032	0
0.022	0.04	0.048	0.059	0	0.063	0.018	0	0.032	0
0.111	0.044	0.052	0.073	0.097	0	0.072	0.009	0.033	0.0163
0.283	0.034	0.051	0.126	0.133	0.186	0.08	0.007	0.038	0.005
0	0.039	0.048	0.059	0.083	0.131	0.071	0.048	0.064	0.0224
0.022	0.048	0.048	0.076	0.1	0	0.018	0.006	0.04	0
0.022	0.047	0.082	0.038	0	0	0.018	0.024	0.032	0
0	0.066	0.048	0.038	0	0	0.018	0.057	0.035	0
0.022	0.037	0.068	0.056	0	0	0	0.019	0.032	0
0	0.053	0.053	0.059	0	0	0	0.014	0.032	0
0	0.034	0.054	0.038	0	0	0.068	0.004	0.033	0
0.022	0.045	0.064	0	0	0.084	0.033	0.004	0.032	0
0.022	0.044	0.048	0.038	0.071	0.063	0.03	0.013	0.032	0
0	0.034	0.054	0.038	0.071	0	0.082	0.024	0.033	0
0.136	0.03	0.065	0.073	0.11	0.067	0.06	0.397	0.034	0.0292
0.022	0.03	0.058	0.047	0.096	0.063	0.028	0.693	0.032	0.0234
0.188	0.036	0.058	0	0.071	0.14	0.08	0.013	0.039	0
0	0.049	0.05	0.074	0	0	0	0	0.036	0
0	0.044	0.048	0	0	0.123	0	0	0.036	0
0.073	0.036	0.053	0.038	0.21	0.063	0.062	0.046	0.035	0
0.064	0.03	0.062	0.038	0.082	0.099	0.074	0.006	0.032	0
0.089	0.048	0.048	0.06	0.09	0	0.043	0.017	0.032	0
0.493	0.034	0.053	0.038	0.13	0.082	0.142	0.033	0.032	0.0107
0	0.046	0.052	0.038	0	0	0.018	0.019	0.036	0
0.111	0.03	0.054	0.038	0.078	0	0.078	0.024	0.032	0
0.126	0.03	0.073	0	0.096	0	0.047	0.009	0.033	0
0.03	0.03	0.048	0.073	0.093	0	0.057	0.006	0.032	0
0	0.032	0.048	0.038	0.071	0	0.08	0	0.032	0
0.434	0.043	0.063	0.038	0.074	0	0.071	0.06	0.039	0.0317
0.022	0.035	0.051	0.059	0.071	0.063	0.056	0	0.032	0
0.363	0.044	0.048	0.038	0.071	0	0.076	0.006	0.032	0
0.147	0.046	0.048	0.049	0.078	0	0.061	0.007	0.032	0.0153
0.033	0.036	0.048	0.038	0.084	0.132	0.07	0.154	0.046	0.0271
0.183	0.032	0.055	0.113	0.098	0	0.118	0.025	0.168	0.037
0.073	0.054	0.048	0.038	0.23	0.162	0.036	0.043	0.032	0
0.022	0.03	0.048	0.066	0.105	0.068	0.032	0.04	0.045	0
0.11	0.034	0.098	0.062	0.08	0.106	0.067	0.025	0.045	0
0.027	0.048	0.051	0.08	0.072	0.125	0.036	0.013	0.033	0.05
0.022	0.03	0.058	0.038	0.074	0	0.05	0.013	0.032	0
0.154	0.034	0.059	0.038	0.082	0	0.062	0.002	0.032	0
0.102	0.03	0.051	0.059	0.121	0.098	0.041	0.003	0.034	0
0.111	0.04	0.072	0.038	0.079	0.132	0.036	0.013	0.036	0
0.056	0.032	0.048	0.132	0.071	0.154	0.101	0.01	0.514	0.0598
0.079	0.038	0.056	0.096	0.116	0	0.119	0.027	0.065	0.0123
0	0.042	0.072	0.085	0.077	0.502	0.052	0.033	0.035	0
0.306	0.035	0.048	0.038	0.116	0.105	0.07	0.169	0.06	0.0227
0.022	0.05	0.063	0.054	0.128	0.07	0.12	0.107	0.179	0.113
0.122	0.03	0.048	0.056	0.206	0.065	0.096	1.27	0.033	0.083
0	0.041	0.063	0.038	0	0	0.018	0.152	0.032	0
0.064	0.034	0.07	0.072	0.088	0.069	0.166	0.108	0.039	0.0334
0.161	0.03	0.071	0.038	0.096	0.27	0.122	0.032	0.035	0.0238
0.022	0.05	0.06	0.086	0.096	0.063	0.025	0	0.037	0
0.043	0.03	0.068	0.045	0.071	0	0.018	0.011	0.036	0
0.022	0.034	0.071	0.038	0.115	0	0.033	0.011	0	0
0	0.032	0.05	0.049	0.071	0.721	0.084	0.013	0.038	0.0241
0.284	0.039	0.054	0.053	0.103	0.063	0.051	0.02	0.032	0
0.377	0.042	0.072	0.054	0.076	0.072	0.058	0.015	0.032	0
0.022	0.036	0.054	0.05	0.073	0.084	0.072	0.013	0.033	0
0.022	0.054	0.048	0.038	0.075	0.122	0.041	0.013	0.039	0
0.067	0.03	0.058	0.074	0.079	0	0.073	1.37	0.032	0.0179
0.022	0.035	0.06	0.055	0.138	0.342	0.042	1.09	0.035	0.0249
0.022	0.035	0.103	0.046	0.071	0.143	0.028	0.002	0.032	0
0	0.03	0.057	0.049	0.218	0.067	0.03	0.015	0.037	0
0.022	0.035	0.059	0.038	0	0.11	0	0.006	0.032	0
0.109	0.041	0.048	0.126	0.183	0.067	0.088	0.301	0.032	0.0445
0.378	0.046	0.048	0.055	0.077	0	0.018	0.015	0	0
0.022	0.043	0.068	0.038	0.071	0.13	0.042	0	0.032	0
0.022	0.04	0.05	0	0.079	0.239	0.039	0	0.032	0
0.022	0.041	0.048	0.068	0.071	0.063	0.018	0.609	0.032	0.0281
0.178	0.03	0.06	0.038	0	0	0.018	0	0.032	0
0.022	0.03	0.048	0.038	0.096	0.114	0	0.004	0.039	0
0	0.03	0.053	0.038	0	0	0.018	0.004	0.032	0
0.085	0.03	0.067	0.051	0.12	0	0.047	0	0.032	0
0.606	0.034	0.048	0.602	0.308	0.526	0.098	0.313	0.093	0.0691
0.082	0.035	0.061	0.061	0.097	0.072	0.173	0.265	0.035	0.0215
0.084	0.042	0	0.083	0.071	0	0.051	0	0.034	0
0.044	0.042	0.05	0.038	0.071	0	0.03	0	0.041	0
0.143	0.036	0.048	0.048	0.115	0.124	0.162	0.11	0.036	0.0498
0.474	0.03	0.066	0.038	0.074	0	0.054	0.005	0.032	0
0.031	0.045	0.07	0.038	0.114	0.072	0.163	0.018	0.036	0.0369
0.296	0.051	0.048	0.072	0.081	0	0.074	0.017	0.037	0.012
0.022	0.04	0.048	0.038	0.087	0.241	0.05	196	0.036	0
0.075	0.038	0.067	0.062	0.071	0.09	0.056	196	0.032	0
0	0.038	0.048	0.06	0.101	0.097	0.08	0.022	0.066	0
0	0.043	0.056	0.047	0	0	0.018	0.009	0.032	0
0.052	0.057	0.056	0.066	0.084	0.084	0.096	0.235	0.032	0.0455
0.151	0.056	0.048	0.038	0.096	0.41	0.082	0.243	0.032	0.0153
0.022	0.042	0.065	0.038	0.098	0.254	0.105	0.009	0.032	0.012
0.482	0.038	0.048	0.044	0.073	0.16	0.042	0.035	0.032	0.018
0.03	0.04	0.048	0.038	0.079	0.063	0.036	0.036	0.037	0
0.078	0.064	0.076	0.052	0.081	0.076	0.046	0.009	0.04	0
0	0.04	0.051	0.083	0.102	0.215	0.072	0.831	0.033	0.252
0.773	0.05	0.061	0.557	0.449	0.1	0.23	0.14	0.182	0.271
0.051	0.036	0.048	0.044	0.115	0	0.076	0.472	0.054	0.0759
0.434	0.03	0.057	0.212	0.071	1.51	0.071	0.101	0.152	0.0294
0.364	0.038	0.063	0.061	0.084	0.443	0.137	0.081	0.042	0.0232
0.21	0.03	0.068	0.096	0.074	0.278	0.128	0.103	0.051	0.0271
0	0.034	0.062	0.038	0.515	0	0.018	0.017	0.033	0.0305
0.022	0.03	0.048	0.038	0.096	0.135	0.018	0.007	0.032	0
0.193	0.044	0.067	0.038	0.075	0	0.038	0.073	0.032	0.0208
0	0.03	0.056	0.038	0	0	0	0.004	0.032	0.0173
0.022	0.035	0.048	0.038	0.071	0.074	0.038	0.086	0.034	0
0.022	0.03	0.058	0.08	0.516	0.119	0.03	0.033	0.034	0
0.143	0.034	0.048	0.278	0.112	0.174	0.103	0.348	0.134	0.051
0.203	0.045	0.084	0.176	0.115	0.124	0.159	0.283	0.121	0.028
0.192	0.03	0.048	0.038	0.088	0.063	0.076	0.775	0.032	0.104
0.022	0.04	0.048	0.059	0.084	0.1	0.053	0.95	0.036	0.0404
0.145	0.03	0.064	0.108	0.094	0.118	0.153	0.122	0.09	0.0918
0.123	0.063	0.06	0.07	0.079	0	0.018	0.12	0.035	0
0.123	0.041	0.048	0.074	0.117	0.144	0.185	0.066	0.163	0.115
0.138	0.043	0.08	0.048	0.104	0.144	0.142	0.006	0.038	0
0.087	0.03	0.067	0.096	0.084	0.072	0.175	0.188	0.046	0.0177
0.602	0.035	0.06	0.357	0.092	0.251	0.118	0.134	0.06	0.0658
0.109	0.082	0.051	0.068	0.079	0.096	0.055	1.47	0.032	0.0516
0.05	0.036	0.065	0.068	0.138	0.076	0.075	0.059	0.036	0.0203
0.022	0.04	0.06	0.038	0.085	0.065	0.032	0.013	0.032	0
0.022	0.032	0.05	0.121	0.071	0.064	0.148	0.091	0.043	0.0274
0.081	0.03	0.054	0.06	0.126	0.143	0.103	0.477	0.032	0.111
0.427	0.033	0.056	0.439	0.078	0.117	0.098	0.083	0.263	0.083
0.155	0.038	0	0.143	0.071	0.15	0.145	0.168	0.062	0.0246
0.093	0.033	0.048	0.038	0.087	0.098	0.076	0.227	0.032	0.0328
0.19	0.038	0.061	0.11	0.078	0.126	0.209	0.18	0.07	0.0555
0.144	0.049	0.079	0.038	0.086	0.063	0.106	0.193	0.037	0.0238
0.45	0.034	0.065	0.155	0.075	0.138	0.133	0.141	0.046	0.0372
0.646	0.03	0.048	0.708	0.24	0.836	0.083	0.052	0.713	0.204
0.06	0.05	0.061	0.038	0.086	0.08	0.196	0.094	0.04	0
0	0.048	0.048	0.038	0.077	0.139	0.071	0.046	0.078	0
0.135	0.035	0.066	0.038	0.098	0.063	0.116	0.021	0.032	0.0121
0.225	0.039	0.071	0.052	0.11	0.069	0.146	0.033	0.072	0.0167
0.579	0.034	0.098	0.222	0.099	0.096	0.188	0.049	0.132	0.0249
0.342	0.03	0.048	0.038	0.121	0	0.069	0.009	0	0
0.022	0.033	0.1	0.038	0.082	0	0.055	0.003	0.032	0
