H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0.03	0.036	0.074	0.038	0.092	0.128	0.04	0.004	0.035	0.013
0.022	0.041	0.048	0.038	0.096	0	0.018	0.006	0.034	0
0.104	0.038	0.055	0.038	0.209	0.327	0.074	3.21	0.032	0.0268
0.022	0.03	0.048	0.069	0.075	0.134	0.095	0.013	0.034	0.0122
0.282	0.047	0.061	0.038	0.071	0	0.042	0.038	0.043	0.0208
0.354	0.041	0.048	0.22	0.093	0.297	0.106	0.043	0.426	0.0533
0.022	0.035	0.052	0.038	0.071	1.19	0.018	0.004	0	0
0	0.03	0.057	0.038	0.071	0	0.018	0.065	0.032	0.0124
0.022	0.04	0.06	0.066	0.092	0.063	0.072	0.797	0.032	0.0305
0.126	0.03	0.062	0.064	0.078	0.089	0.066	0.006	0.036	0
0.855	0.03	0.063	0.386	0.239	0.078	0.159	0.026	0.186	0.0697
0	0.042	0.048	0.038	0.075	0.219	0.018	0.003	0.032	0
0.111	0.032	0.058	0.071	0.071	0	0.073	0.003	0.033	0
0.109	0.04	0.076	0.038	0.071	0.063	0.058	0.002	0.037	0
0.022	0.045	0.048	0.038	0.079	0	0.049	0.016	0.036	0.0166
0.123	0.056	0.05	0.038	0.08	0.063	0.072	0.03	0.036	0.0127
0.04	0.03	0.068	0.073	0.177	0.091	0.077	0.454	0.032	0.31
0.089	0.04	0.063	0.052	0.086	0.077	0.102	0.034	0.044	0.0194
0.105	0.049	0.054	0.038	0.078	0.108	0.067	0.399	0.032	0.0276
0.188	0.036	0.072	0.09	0.077	0.076	0.042	0.002	0.035	0
0	0.03	0.048	0.12	0.071	0	0	0	0.035	0
0.178	0.047	0.048	0.038	0.071	0	0.018	0.002	0.032	0
0.152	0.079	0.048	0.038	0.071	0.063	0.018	0.002	0.036	0.0045
0.022	0.044	0.048	0.071	0.092	0.164	0.018	0.003	0.034	0
0.133	0.033	0.068	0.072	0.094	0.097	0.085	0.084	0.035	0.0269
0.166	0.03	0.058	0.038	0.074	0.324	0.11	0.002	0.032	0
0.022	0.059	0.062	0.056	0.098	0	0.034	0.003	0.036	0
0.022	0.037	0.05	0.038	0.072	0	0.043	0.003	0.05	0
0.122	0.037	0.06	0.073	0.086	0.072	0.104	0.015	0.038	0
0.286	0.036	0.068	0.128	0.096	0.087	0.117	0.03	0.078	0.0315
0.119	0.032	0.048	0.08	0.084	0.076	0.137	0.073	0.078	0.0159
0.203	0.053	0.048	0.052	0.127	0.253	0.044	0.041	0.033	0
0.022	0.051	0.048	0.038	0.09	0	0.042	0.002	0.032	0
0.022	0.035	0.048	0.038	0.087	0.156	0.123	0.002	0.037	0.0126
0.022	0.03	0.048	0.038	0	0	0.018	0.003	0.032	0
0.022	0.039	0.079	0.048	0.169	0	0.028	0.002	0.036	0
0.022	0.046	0.048	0.093	0.084	0	0.018	0.011	0	0.042
0.172	0.047	0.048	0.038	0	0.102	0.049	0.099	0.036	0.0401
0.528	0.04	0.048	0.375	0.072	0.121	0.081	0.121	0.137	0.0493
0.177	0.034	0.057	0.049	0.092	0	0.078	0.032	0.036	0
0.046	0.03	0.048	0.046	0.096	0	0.024	0.031	0.04	0
0.117	0.04	0.063	0.047	0.095	0	0.056	0.778	0.032	0.0568
0.059	0.03	0.048	0.092	0.074	0.063	0.057	0.07	0.033	0
0.115	0.045	0.048	0.062	0.087	0.152	0.044	0.004	0.032	0
0.056	0.061	0.051	0	0.243	0.063	0.071	1.04	0.034	0.0591
0	0.041	0.076	0.038	0.1	0.098	0.088	0.002	0.032	0
0	0.038	0.05	0.038	0.071	0.063	0.036	0	0.032	0
0.257	0.054	0.048	0.08	0.082	0	0.105	0.006	0.097	0
0	0.03	0.051	0.038	0	0	0.018	0.006	0.052	0
0.056	0.036	0.054	0.059	0.072	0	0.032	0.03	0.035	0
0.097	0.03	0.066	0.062	0.101	0.156	0.044	0.038	0.033	0
0.084	0.045	0.051	0.038	0.079	0	0.055	0.037	0.033	0
0.161	0.03	0.048	0.038	0.091	0.112	0.089	0.031	0.035	0
0	0.03	0.048	0.08	0.071	0	0.018	0	0.037	0
0.022	0.037	0.051	0.08	0.071	0	0.048	0	0.032	0
0	0.03	0.048	0.066	0	0.136	0	0	0.039	0
0	0.039	0.063	0.038	0	0	0	0	0.032	0
0	0.036	0.056	0.038	0	0.166	0	0.013	0.038	0
0	0.03	0.073	0.038	0	0.063	0	0.108	0.032	0
0.022	0.03	0	0.038	0.112	0.114	0.051	0.264	0.032	0.0604
1.24	0.03	0.048	0	0.071	0.089	0.046	0.026	0.034	0.0313
0	0.051	0.053	0.052	0.071	0.063	0.026	0.035	0.033	0
0.022	0.034	0.052	0.072	0	0.128	0.018	0.399	0.032	0.017
0.078	0.03	0.048	0.038	0	0.063	0.03	0.098	0.032	0
0.022	0.032	0.079	0.038	0.071	0.063	0.054	0.04	0	0
0.056	0.04	0.058	0.038	0.107	0	0.07	0.007	0.032	0.029
0.035	0.035	0.048	0.038	0.103	0.112	0.043	0.382	0.032	0.0125
1.02	0.03	0.052	0.926	0.781	0.108	0.146	4.35	0.312	0.0498
0.12	0.038	0.048	0.038	0.082	0.586	0.115	0.027	0.045	0
0.022	0.034	0.06	0.038	0.192	0.084	0.078	0.017	0.033	0
0.022	0.03	0.048	0.038	0.096	0	0.033	0.004	0.036	0
0.118	0.044	0.1	0.038	0.074	0.097	0.073	0.099	0.033	0.0124
0.133	0.036	0.051	0.055	0.156	0.159	0.07	0.18	0.032	0.0419
0.022	0.037	0.063	0.038	0.083	0	0.049	0	0.032	0
0.022	0.03	0.058	0.058	0.08	0.114	0.049	0.004	0.038	0
0.071	0.036	0.048	0.066	0.092	0	0.064	0	0.032	0
0.188	0.03	0.048	0.066	0.091	0.157	0.075	0.026	0.091	0.0343
0.022	0.03	0.07	0.038	0.09	0.366	0.047	0.062	0.032	0
0.731	0.057	0.048	0.038	0.103	0.76	0.104	0.011	0.036	0
0.108	0.042	0	0.055	0.086	0.08	0.018	0.225	0.032	0.0158
0.031	0.03	0.048	0.038	0.096	0.156	0.036	0.002	0.036	0
0.074	0.04	0.071	0.066	0.103	0	0.116	0.002	0.032	0
0.031	0.03	0.06	0.049	0.093	0.076	0.099	0.114	0.04	0.0231
0.031	0.03	0.05	0.045	0.071	0.125	0.039	0.011	0.041	0.0153
0.097	0.032	0.062	0.052	0.071	0.063	0.065	0.015	0.035	0
0.022	0.03	0.048	0.052	0.071	0.08	0.056	0.017	0.035	0
0.078	0.035	0.048	0.038	0.098	0.063	0.018	0.034	0.032	0.015
0.188	0.03	0.048	0.049	0.103	0	0.133	0.004	0.048	0
0.172	0.032	0.048	0.052	0.077	0.067	0.15	0.03	0.323	0.0444
0.064	0.034	0.048	0.056	0.115	0.256	0.027	0.068	0.035	0.011
0.078	0.064	0.065	0.082	0.083	0.072	0.048	0.004	0.04	0
0.022	0.038	0.048	0.047	0.077	0	0.048	0.004	0.219	0
0	0.043	0.054	0.038	0.096	0.123	0.03	0.107	0.032	0.0247
0.186	0.03	0.063	0.054	0.086	0.27	0.107	0.019	0.034	0.017
0.022	0.035	0.062	0.066	0.128	0.109	0.038	0.019	0.036	0.0285
0.022	0.042	0.048	0.038	0.084	0.131	0.055	0.444	0.032	0
0.21	0.034	0.048	0.038	0.086	0.106	0.043	0.006	0.034	0
0.119	0.03	0.06	0.038	0.09	0	0.086	0.004	0.032	0
0.118	0.044	0.079	0.064	0.179	0.144	0.127	0.004	0.081	0
0.434	0.034	0.055	0.128	0.236	0.072	0.127	0.005	0.092	0
0.113	0.032	0	0.093	0.133	0	0.039	0.074	0.038	0.0478
0.102	0.03	0.054	0.047	0.098	0.086	0.058	0.389	0.036	0.0126
0.044	0.043	0.066	0.038	0.094	0	0.08	0.417	0.036	0
0.056	0.04	0.048	0.066	0.124	0	0.075	0.011	0.032	0
0.048	0.034	0.058	0.054	0.187	0.114	0.071	0.034	0.032	0
0.084	0.034	0.048	0.044	0.092	0.108	0.095	0.045	0.035	0.032
0.329	0.034	0.095	0.155	0.183	0.689	0.161	0.036	0.102	0.0144
0.04	0.048	0.048	0.168	0.071	0	0.063	0.002	0.032	0
0.109	0.036	0.061	0	0.071	0	0.028	0.003	0.032	0
0.112	0.04	0.048	0.038	0.073	0.063	0.046	0.005	0.032	0
0.022	0.04	0.048	0.038	0	0.063	0.018	0.009	0.036	0
0.322	0.042	0.048	0	0.073	0	0.018	0.011	0.041	0
0.282	0.039	0.048	0.08	0.071	0	0.018	0.006	0.032	0
0.022	0.048	0.051	0	0	0	0.018	0.033	0.032	0
0.022	0.045	0.048	0.038	0.079	0	0.018	0.006	0.042	0
0.022	0.03	0.048	0.038	0.088	0.063	0.08	0.083	0.035	0.0143
0.156	0.035	0.048	0.058	0.127	0.114	0.076	0.065	0.032	0.0187
0.022	0.053	0.048	0	0.071	0	0.042	0.002	0.036	0
0	0.03	0.048	0.038	0.071	0.106	0.018	0	0.032	0
0	0.053	0.051	0.074	0	0.141	0.045	0.114	0.043	0.194
0.245	0.035	0	0.038	0.071	0.08	0.076	0.006	0.034	0
0	0.045	0.048	0.038	0	0.063	0.038	0.002	0.032	0
0.022	0.037	0.054	0.056	0.108	0.3	0	0.192	0.032	0.0188
0.188	0.033	0.048	0.038	0.084	0	0.079	0.013	0.032	0
0.666	0.032	0.048	0.615	0.166	0.24	0.127	0.09	0.278	0.218
0.188	0.042	0.051	0.038	0.071	0	0	0.301	0	0.0334
0.022	0.04	0.058	0.054	0.076	0.766	0.033	0.009	0.032	0
0.188	0.03	0	0.038	0	0.069	0	0.004	0.04	0
0.139	0.064	0.081	0.137	0.091	0.144	0.13	0.077	0.13	0.0124
0.022	0.032	0.048	0.038	0	0	0.033	0.261	0.036	0.0293
0	0.039	0.062	0.047	0	0	0	0	0.032	0
0.022	0.045	0.072	0.038	0.077	0	0.018	0	0.033	0
0	0.03	0.048	0.038	0.071	0.069	0.052	0.002	0.032	0
0	0.034	0.06	0.08	0	0	0.018	0.009	0.032	0
0.142	0.03	0.076	0.099	0.073	0	0.107	0.009	0.047	0
0	0.03	0.048	0.056	0	0	0	0.002	0.032	0
0.022	0.036	0.054	0.038	0.071	0	0.018	0	0.032	0
0.022	0.03	0.076	0.038	0.242	0.572	0.041	0	0.033	0
0.698	0.03	0.056	0.038	0.071	0	0.018	0	0.04	0
0.037	0.043	0.06	0.1	0.073	0.113	0.128	0.013	0.088	0
0	0.04	0.05	0.038	0.071	0	0.058	0.011	0.037	0
0.072	0.03	0.048	0.038	0.113	0.063	0.066	0.163	0.043	0.07
0.022	0.05	0.074	0.038	0.074	0.53	0.081	0.268	0.034	0.0563
0.022	0.045	0.048	0.049	0.11	0.183	0.051	0.286	0.041	0.0678
0.269	0.036	0.048	0.038	0.071	0	0.018	0	0.032	0
0.022	0.049	0.048	0	0	0	0.018	0.004	0.032	0
0	0.032	0.068	0.063	0.101	0.063	0.036	0.252	0.054	0.0197
0.051	0.03	0.048	0	0.084	0	0.026	0.004	0.033	0
0.022	0.053	0.048	0.038	0.071	0	0.052	0.002	0.037	0
0.188	0.043	0.063	0.087	0.088	0.215	0.061	0.006	0.252	0.0122
0	0.047	0.06	0.038	0	0.492	0.018	0.029	0.036	0.0122
0.022	0.051	0.048	0.038	0	0.278	0	0.002	0.046	0
0.558	0.036	0.103	0.244	0.33	0.085	0.149	0.226	0.113	0.047
0.022	0.03	0.06	0.049	0.071	0.083	0.026	0.16	0.034	0
0	0.041	0.056	0.047	0.09	0.063	0.048	0.006	0.032	0
0.116	0.03	0.048	0.066	0.08	0.467	0.138	0.015	0.077	0.0243
0.022	0	0.048	0.093	0	0.102	0.018	0	0.032	0
0	0.039	0.048	0.206	0	0	0.018	0.002	0.032	0.0153
0	0.036	0.061	0.045	0	0.063	0.018	0.046	0.032	0
0.022	0.039	0.06	0.038	0.338	0.298	0.078	0.013	0.035	0
0.516	0.037	0.056	0.038	0.071	0.067	0.058	0.013	0.037	0
0	0.03	0.116	0.038	0	0.092	0	0.013	0.032	0.0127
0.105	0.042	0.06	0.038	0.073	0	0.018	0.007	0.032	0
0	0.03	0.048	0.038	0	0.08	0.082	0.007	0.032	0
0	0.047	0.068	0.043	0.071	0.108	0.018	0.027	0.032	0
0.089	0.036	0.048	0.071	0.072	0	0.025	0.009	0.037	0
0.071	0.064	0.082	0.048	0.078	0.084	0.036	0.251	0.04	0.0209
0.538	0.043	0.067	0.259	0.674	0	0.161	0.019	0.094	0
0.123	0.03	0.07	0.038	0.172	0.063	0.084	1.59	0.032	0.0239
0.056	0.034	0.048	0.038	0.14	0.069	0.071	0.02	0.039	0.012
0	0.048	0.06	0.038	0	0	0.018	0.011	0.034	0
0.022	0.047	0.052	0.038	0.071	0.063	0.068	0.006	0.034	0.006
0.022	0.036	0.06	0.038	0.1	0	0.068	0.225	0.036	0.025
0.022	0.047	0.057	0.038	0.084	0	0.1	0.266	0.036	0.048
0.452	0.046	0.048	0.122	0.089	0.067	0.039	0.006	0.032	0
0.189	0.03	0.053	0.044	0.108	0.102	0.148	0.018	0.032	0.032
0.214	0.038	0.063	0.066	0.134	0.063	0.055	0.246	0.032	0
0.123	0.03	0.079	0.06	0.195	0.153	0.126	0.032	0.036	0.0118
0.022	0.057	0.063	0.093	0.071	0.181	0.018	0.778	0.033	0
0	0.038	0.093	0.038	0.071	0.265	0.03	0.073	0.032	0
0	0.039	0.062	0.038	0	0.063	0	0.02	0.033	0
0	0.047	0.054	0.054	0	0	0	0.004	0.032	0
0	0.05	0.051	0.038	0	0	0	0	0.032	0
0.022	0.032	0.059	0.093	0.071	0	0.087	0.016	0.032	0.0163
0.48	0.054	0.05	0.356	0.259	0	0.108	0.043	0.125	0.0202
0	0.036	0.057	0.08	0.071	0.076	0.018	0.272	0.032	0.0799
0	0.03	0.048	0.038	0	0	0	0.157	0.032	0.0266
0	0.043	0.048	0.062	0.074	0.063	0.036	0	0.032	0
0	0.042	0.065	0.038	0.071	0.186	0.018	0	0.033	0
0.063	0.034	0.055	0.074	0.074	0.539	0.048	0.002	0.035	0
0.064	0.03	0	0.038	0.111	0	0.112	0.682	0.035	0.0517
0.063	0.053	0.05	0.05	0	0.189	0.018	0.009	0.039	0
0.089	0.034	0.057	0.038	0	0.337	0.039	0.015	0.032	0
0.133	0.032	0.052	0.089	0.093	0.156	0.033	0.015	0.032	0
0.022	0.038	0.059	0.066	0.071	0	0.073	0.018	0.05	0.0125
0.037	0.04	0.048	0.1	0.086	0.219	0.028	0	0.033	0
0	0.044	0.048	0.057	0.084	0.164	0	0	0.034	0
0.022	0.054	0.052	0.038	0.073	0.277	0.018	0	0.032	0
0	0.036	0.048	0.054	0.071	0.28	0.018	0.036	0.039	0
0.022	0.033	0.048	0.038	0.096	0.091	0.018	0	0.032	0
0	0.03	0.048	0.038	0	0.063	0	0.006	0.032	0
0	0.042	0.048	0.059	0	0.063	0	0.017	0.038	0
0.282	0.032	0.048	0.038	0.071	0	0.093	0.002	0.032	0
0.022	0.04	0.048	0.059	0	0	0.018	0.004	0	0
0.044	0.041	0.051	0.038	0.101	0.131	0.108	0.492	0.034	0.0142
0.022	0.03	0.065	0.059	0.071	0	0.083	0.016	0.036	0.0158
0	0.033	0.074	0.038	0	0.114	0	0.002	0.033	0
0.022	0.069	0.048	0.071	0.085	0.08	0.018	0	0.032	0
0	0.036	0.048	0.052	0.085	0	0.018	0.004	0.032	0
0.51	0.064	0.048	0.038	0.12	0	0.078	0.211	0.034	0.0163
0.115	0.03	0.066	0.038	0.1	0.371	0.142	0.047	0.044	0
0.108	0.035	0.056	0.047	0.071	0.145	0.086	0.017	0.162	0
0.022	0.039	0.048	0.038	0.071	0.11	0.061	0.017	0.032	0
0.185	0.03	0.055	0.049	0.071	0.063	0	0.009	0.038	0
0	0.039	0.051	0.084	0	0	0.018	0.004	0.032	0
0.022	0.03	0.068	0	0.268	0	0.034	0.074	0.033	0.016
0.022	0.04	0.048	0.038	0.071	0	0.07	0.008	0.034	0
0.022	0.038	0.051	0.038	0.071	0.063	0.018	0.025	0.032	0
0.132	0.048	0.048	0.038	0.124	0.083	0.059	1.06	0.032	0.0287
0.022	0.039	0.048	0.059	0.077	0.091	0.048	0.017	0.042	0
0.264	0.03	0.048	0.047	0.078	0	0.018	0.015	0.032	0
0.022	0.03	0	0.038	0.071	0	0.054	0	0.032	0
0.022	0.037	0.048	0.038	0.074	0.063	0.039	0.041	0.034	0.0129
0.022	0.032	0.059	0.038	0.071	0	0.058	0.013	0.032	0
0.129	0.044	0.06	0.038	0.208	0.097	0.041	0.048	0.032	0.0117
0.084	0.045	0.058	0.092	0.071	0	0.032	0.021	0.032	0
0.091	0.038	0.058	0.06	0.081	0	0.11	0.033	0.033	0
0.022	0.034	0.06	0.066	0.071	0.08	0.018	0.029	0.032	0
0.022	0.03	0.081	0.052	0.071	0.164	0.044	0.029	0.044	0
0.964	0.053	0.048	0.404	0.074	0.299	0.198	0.016	0.904	0.218
0	0.034	0.057	0	0.075	0.29	0.044	0.004	0.036	0
0	0.043	0.068	0.038	0.071	0.217	0.043	0.004	0.032	0
0.033	0.04	0.058	0.038	0.11	0.063	0.055	0.021	0.032	0
0	0.043	0.058	0.038	0	0.063	0.018	0.552	0.032	0.0621
0	0.036	0.064	0.038	0	0.084	0	0.09	0.042	0.0129
0.175	0.049	0.048	0.038	0.084	0	0.067	0.198	0.036	0
0.022	0.063	0.048	0.038	0.17	0.08	0.018	0.024	0.038	0
0.022	0.034	0.048	0.038	0.084	0.08	0.028	0.011	0.034	0.006
0	0.04	0.055	0.038	0	0.074	0.018	0.006	0.035	0
0.192	0.077	0.054	0	0.071	0	0.028	0.009	0.032	0
0	0.042	0.056	0.066	0.071	0.065	0.038	0.379	0.033	0.0615
0.022	0.039	0.051	0.038	0.071	0.172	0.018	0.004	0.04	0
0.188	0.038	0.078	0.07	0.071	0.699	0.018	0.002	0.036	0.0323
0.022	0.035	0.065	0.059	0.132	0	0.074	0.011	0.032	0
0	0.048	0.048	0.049	0.096	0	0.048	0.042	0.032	0
0.277	0.03	0.058	0.08	0.074	0.087	0.068	1.07	0.044	0.0348
0.022	0.035	0.067	0.038	0.071	0	0.03	0.024	0.038	0
0.022	0.03	0.048	0.115	0.084	0	0.048	0.013	0	0
0.282	0.044	0.048	0.038	0.071	0.063	0.018	0.03	0.032	0.0195
0.022	0.043	0.048	0.059	0.08	0.063	0.052	0.066	0.032	0.0222
0.022	0.034	0.048	0.038	0.071	0.097	0.018	0	0.046	0
0	0.03	0.051	0.038	0	0	0.018	0.024	0.032	0
0.188	0.038	0.065	0.05	0.071	0.133	0.078	0.147	0.059	0.0249
0.022	0.042	0.063	0.038	0.112	0.079	0.073	0.031	0.037	0
0.323	0.034	0.048	0.052	0.096	0	0.078	0.03	0.036	0
0.022	0.049	0.048	0.063	0.083	0.235	0.068	0.027	0.035	0
0.123	0.04	0.051	0.038	0	0	0	0.015	0.039	0
0.022	0.03	0.063	0.068	0	0	0.054	0.002	0.032	0
0	0.03	0.055	0.038	0	0	0.038	0.002	0.032	0
0.022	0.039	0.068	0.059	0.089	0.072	0.049	0.01	0.032	0.0035
0.108	0.042	0.084	0.038	0.079	0	0.099	0.022	0.035	0
0.077	0.03	0.08	0.038	0.071	0.076	0.092	0.027	0.041	0
0.122	0.043	0.068	0.049	0.076	0	0.039	0.021	0.032	0
0.022	0.044	0.056	0.038	0.071	0.16	0.018	0.002	0.034	0
0.308	0.03	0.048	0.094	0.112	0.25	0.289	0	0.112	0.028
0.105	0.048	0.062	0.038	0.089	0.198	0.094	0	0.044	0
0.022	0.041	0.048	0.074	0.125	0.093	0.063	0	0.038	0.0248
0	0.03	0.054	0.038	0.071	0	0.018	0.004	0.04	0
0.022	0.044	0.074	0.038	0.071	0.146	0.018	0.004	0.032	0
0	0.03	0.059	0.066	0.071	0.114	0.018	0.006	0.044	0
0.022	0.053	0.057	0	0	0.074	0.018	0	0.033	0
0.126	0	0.06	0.038	0.09	0	0.039	0.004	0.032	0
0.738	0.045	0.09	0.243	0.096	0.324	0.051	0.124	1.04	0.185
0	0.03	0.059	0.12	0	0	0.027	0.057	0.038	0.0295
0.152	0.036	0.051	0.049	0	0	0.018	0.002	0.037	0
0.022	0.05	0.05	0.045	0	0	0.025	0.006	0.04	0
0	0.073	0.087	0.038	0	0	0	0.002	0.032	0
0.044	0.05	0.048	0.038	0.084	0.063	0.07	0.054	0.032	0.0157
0.07	0.042	0.059	0.06	0.149	0	0.03	0.002	0.034	0
0.022	0.054	0.048	0.092	0.071	0	0.018	0	0.036	0
0	0.047	0.054	0.038	0	0.106	0.042	0.019	0.032	0
0	0	0.06	0.038	0.087	0.099	0.039	0.038	0.04	0.0157
0	0.06	0.048	0.097	0.071	0.093	0.018	0.017	0.032	0
0.105	0.03	0.048	0.038	0.146	0.093	0.018	0.007	0.036	0
0.122	0.03	0	0	0.071	0.063	0.066	0.039	0.032	0.0238
0	0.054	0.07	0.105	0	0	0	0.013	0.032	0
0	0.05	0.05	0	0	0	0.018	0.033	0.032	0
0	0.039	0.048	0.038	0	0	0	0.006	0.032	0
0	0.035	0.048	0.038	0	0.08	0.082	0.011	0	0
0.022	0.03	0.048	0	0.144	0.178	0.018	0.019	0.036	0
0	0.04	0.048	0	0	0	0	0.009	0.036	0
0.022	0.034	0.048	0.038	0.071	0.072	0.018	0.009	0.044	0
0.04	0.055	0	0.049	0.071	0.066	0.018	0.04	0.033	0
0.022	0	0.048	0.093	0.071	0.063	0.018	0	0.032	0
0	0.03	0.048	0.168	0.071	0	0	0.003	0.036	0
0.129	0.03	0.048	0.044	0.093	0	0.09	0.083	0.032	0.0317
0.022	0.041	0.058	0.078	0.122	0.168	0.06	0.259	0.032	0.0269
0	0.032	0.062	0.038	0	0.119	0.018	0.241	0.032	0.0361
0.721	0.047	0.048	0.636	0.19	0.163	0.194	0.344	0.16	0.113
0.022	0.048	0.068	0.071	0	0	0.038	0.042	0.032	0
0.209	0.032	0.064	0.038	0.071	0.078	0.045	0.009	0.032	0
0.022	0.03	0.054	0.038	0.494	0.493	0.069	0.009	0.034	0
0.103	0.033	0.051	0.038	0.123	0.089	0.065	0.011	0.032	0
0.106	0.03	0.048	0	0.13	0	0.076	0.009	0.036	0
0.099	0.03	0.079	0.066	0.09	0.114	0.086	0.006	0.235	0.0422
0.232	0.036	0.048	0.054	0.254	0.072	0.089	0.781	0.032	0.026
0.244	0.038	0.056	0.119	0.13	0.123	0.193	0.241	0.043	0.0273
0.074	0.036	0.048	0.08	0.136	0.148	0.055	0.589	0.034	0
0.118	0.047	0.052	0.08	0.083	0.106	0.188	0.559	0.035	0.0458
0.087	0.037	0.06	0.062	0.074	0.461	0.113	0.709	0.04	0.0639
0.022	0.043	0.11	0.062	0.081	0	0.051	0.022	0.033	0
0.022	0.038	0.064	0.038	0.192	0.098	0.048	0.011	0.034	0
0.099	0.054	0.073	0.132	0.093	0.21	0.034	0.018	0.032	0
0.082	0.03	0.048	0.059	0.105	0.065	0.055	0.015	0.032	0
0.051	0.036	0.057	0.038	0.076	0.076	0.039	0.013	0.032	0
1.59	0.03	0.058	0.449	1.39	0.126	0.288	0.224	0.12	0.183
0.149	0.03	0.082	0.038	0.144	0.074	0.096	0.115	0.04	0.0337
0.467	0.03	0.05	0.33	0.22	0.128	0.155	0.088	0.092	0.104
0.12	0.038	0.067	0.074	0.102	0.067	0.056	0.15	0.037	0.0246
0.396	0.034	0.048	0.093	0.085	0.089	0.049	0.035	0.036	0
0.087	0.03	0.064	0.049	0.107	0.084	0.052	0.02	0.033	0
0.089	0.044	0.053	0.038	0.11	0.063	0.067	0.011	0.032	0
0.022	0.041	0.048	0	0.11	0.164	0.045	0.006	0.032	0
0.022	0.053	0.062	0.049	0.071	0.09	0.066	0.006	0.037	0
0.05	0.04	0.066	0.112	0.086	0	0.095	0.727	0.036	0.03
0.356	0.05	0.075	0.373	0.101	0.263	0.152	0.072	0.11	0.0156
0.223	0.03	0.056	0.051	0.086	0.237	0.122	0.068	0.04	0.0289
0.096	0.059	0.082	0.063	0.089	0.22	0.144	0.106	0.046	0.0324
0.105	0.046	0.061	0.092	0.173	0	0.045	0.553	0.06	0.0924
0.135	0.042	0.048	0.055	0.087	0.342	0.205	0.021	0.074	0.0752
0.063	0.032	0.058	0.075	0.114	0	0.049	0.186	0.128	0.0263
0.038	0.03	0.048	0.052	0.095	0.063	0.055	0.175	0.035	0.014
0.345	0.035	0.06	0.043	0.111	0.155	0.069	0.179	0.032	0.027
0.033	0.052	0.062	0.038	0.116	0	0.052	0.062	0.033	0
0.057	0.036	0.061	0.038	0.075	0.08	0.036	0.077	0.033	0
0.142	0.044	0.048	0.083	0.077	0.182	0.114	0.967	0.042	0.0491
0.363	0.053	0.055	0.038	0.076	0	0.047	0.03	0.032	0
0.222	0.03	0.05	0.044	0.112	0	0.063	0.022	0.042	0.0256
0.131	0.036	0.054	0.082	0.075	0.063	0.103	0.018	0.042	0.0318
0.06	0.037	0.058	0.045	0.072	0.063	0.055	0.069	0.046	0.107
0.046	0.033	0.088	0.049	0.153	0.08	0.131	1.14	0.032	0.0341
0.098	0.034	0.048	0.052	0.091	0	0.064	0.628	0.035	0.0153
0.069	0.041	0.064	0	0.077	0.168	0.043	0.013	0.032	0
0.066	0.038	0.048	0.038	0.084	0.098	0.046	0.002	0.048	0
0.022	0.03	0.079	0.038	0.071	0.257	0.036	0.002	0.036	0
0.022	0.037	0.048	0.038	0	0.094	0.058	0	0.033	0
0.147	0.03	0.048	0	0.071	0.078	0.043	0	0.032	0
0.043	0.047	0.048	0.038	0.093	0.099	0.069	0.066	0.032	0
0.022	0.032	0.048	0	0.083	0	0.041	0.043	0.044	0
0.088	0.053	0.048	0.038	0.084	0	0.065	0.026	0.032	0
0.164	0.038	0.048	0.038	0.101	0	0.036	0.002	0.032	0
0.029	0.04	0.062	0.049	0.204	0	0.043	0	0.032	0
0.022	0.038	0.068	0.038	0	0	0.028	0.002	0.033	0
0.022	0.034	0.057	0.038	0.102	0	0.028	0	0.032	0
0.022	0.03	0.05	0.038	0.071	0.219	0.026	0	0.034	0
0.102	0.035	0.063	0.038	0.111	0.063	0.044	0	0.032	0
0.022	0.03	0.052	0.038	0.071	0	0.062	0	0.038	0
0.022	0.036	0.073	0.038	0.091	0.063	0.083	0.006	0.043	0
0.022	0.057	0.068	0.086	0.071	0.063	0.058	0.009	0.032	0
0	0.03	0.048	0.049	0.11	0.08	0.074	0.018	0.032	0
0.022	0.043	0.048	0.046	0.086	0.08	0.044	0.011	0.032	0
0.022	0.056	0.067	0.038	0	0	0.059	0.002	0.032	0
0.022	0.03	0.06	0.038	0.238	0.063	0.081	0.004	0.035	0
0	0.03	0.062	0.044	0.144	0	0.018	0.002	0.032	0
0.196	0.046	0.079	0.038	0.096	0	0.018	0.002	0.032	0
0.022	0.032	0.051	0	0.087	0	0.035	0.004	0.032	0
0	0.03	0.061	0	0	0.114	0	0.002	0.032	0
0.022	0.042	0.055	0.038	0.071	0.145	0.068	0	0.04	0
0	0.037	0.067	0.038	0.071	0	0.065	0.006	0.032	0
0.046	0.034	0.05	0	0.094	0.756	0.07	0.009	0.043	0
0.022	0.033	0.056	0.091	0.072	0.15	0.068	0.16	0.04	0.0192
0	0.034	0.048	0.08	0.071	0	0.018	0.006	0.036	0
0.022	0.03	0.087	0.052	0.078	0	0.032	0.027	0.039	0
0.022	0.038	0.054	0	0.112	0	0.091	0.002	0.036	0
0.188	0.039	0.059	0.038	0.084	0.063	0.057	0.004	0.033	0
0	0.047	0.048	0.054	0	0.063	0.018	0.024	0.033	0
0.022	0.034	0.048	0.059	0	0.08	0.018	0.007	0.036	0
