H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0.031	0.063	0.032	0.044	0.035	0.016	0.026	0.265	0.009	0.053	0.78	0	0.4	0.033	0.085
0.031	0.081	0.032	0.052	0.045	0.022	0.044	0.187	0.013	0.052	0.229	0	0.442	0.04	0.06
0.035	0.046	0.034	0	0.017	0.016	0.031	0.188	0.005	0.064	0.413	0	0.374	0.033	0
0.031	0.052	0.032	0.064	0.012	0.019	0.021	0.031	0.006	0.089	1.88	0	0.42	0.049	0.111
0.031	0.046	0.041	0.06	0.025	0.017	0.049	1.76	0.01	0.06	1.29	0	0.46	0.033	0.06
0	0.05	0.032	0.057	0.011	0.014	0.029	0.267	0.012	0.06	1.31	0	0.598	0.041	0.06
0.669	0.046	0	0.098	0.148	0.016	0.189	0.13	0.888	0.073	0.736	0	0.622	0.066	0.06
1.22	0.097	0.032	0.087	0.501	0.02	0.363	0.131	0.2	0.079	0.83	1	0.638	0.062	0.06
0.194	0.046	0.032	0.054	0.891	0.026	0.345	0	0.062	0.11	0.235	0	0.49	0.048	0.06
0.031	0.056	0.036	0.044	0.014	0.018	0.018	0.716	0.009	0.05	0.599	0	0.38	0.038	0.06
0.035	0.064	0.033	0.044	0.023	0.017	0.037	0.615	0.01	0.155	0.737	0	0.48	0.041	0.06
0.899	0.057	0.037	0.079	0.052	0.024	0.162	1.12	0.01	0.304	0.419	0	0.416	0.033	0.06
0.031	0.046	0.032	0	0.028	0.016	0.014	1.51	0.006	0.05	0.132	1	0.552	0.033	0.06
0	0.122	0	0	0.012	0.023	0.046	1.8	0.014	0.064	1.62	0	0.518	0.033	0.06
0.035	0.046	0.038	0.158	0.043	0.023	0.058	0.711	0.294	0.059	1.81	0	0.472	0.045	0.115
0.031	0.057	0.034	0.044	0.018	0.019	0.038	0.537	0.01	0.05	0.353	0	0.466	0.033	0.085
0.031	0.046	0.032	0.044	0.007	0	0.005	0.5	0.004	0.091	0.549	0	0.508	0.033	0.06
0.031	0.046	0.039	0.044	0.019	0.02	0.005	0.104	0.008	0.05	1.11	0	0.386	0.033	0.06
0.034	0.054	0	0.064	0.008	0.022	0.066	0.148	0.015	0.056	0.628	0	0.556	0.033	0.06
0.064	0.046	0.032	0.044	0.014	0.019	0.037	0.016	0.011	0.063	0.881	0	0.47	0.043	0.06
0.039	0.064	0.039	0.047	0.026	0.024	0.018	0.016	0.01	0.217	0.705	0	0.42	0.033	0.06
0.038	0.113	0.042	0	0.019	0.022	0.01	0.511	0.006	0.076	1.36	0	0.446	0.047	0.06
0.457	0.046	0.032	0.271	0.035	0.014	0.199	0.289	0.019	0.084	2.85	0	0.674	0.057	0.082
0.065	0.046	0.035	0.07	0.023	0.019	0.036	1.6	0.01	0.078	0.97	0	0.404	0.04	0.067
0.031	0.085	0.034	0	0.024	0.021	0.037	0.455	0.009	0.05	0.452	0	0.448	0.037	0.06
0.077	0.046	0.034	0.163	0.052	0.025	0.092	0.25	0.019	0.05	0.442	0	0.55	0.045	0.06
0.031	0.046	0.032	0.044	0.013	0.03	0.01	0.037	0.008	0.05	1.86	0	0.456	0.033	0.06
0.034	0.046	0.038	0.044	0.007	0.023	0.056	0.068	0.004	0.055	1.08	0	0.494	0.033	0.085
0.031	0.06	0.032	0.076	0.041	0.016	0.07	0.598	0.009	0.061	2	0	0.538	0.04	0.06
0	0.094	0.037	0.054	0.015	0.015	0.046	10	0.011	0.166	0.558	0	0.586	0.04	0.06
0.033	0.1	0.033	0.051	0.042	0.029	0.067	5.48	0.008	0.215	1.76	0	0.394	0.033	0.06
0.319	0	0.036	0.087	0.144	0.018	0.25	0	0.306	7.67	0.913	0	0.6	0.35	0.067
0.468	0.046	0.033	0.176	0.323	0.022	0.268	0.018	0.48	0.331	0.538	0	0.56	0.165	0.189
0.031	0.046	0	0.068	0.012	0	0.029	0.026	0.006	0.05	2.37	0	0.534	0.033	0
0.031	0.046	0.034	0.059	0.051	0.022	0.01	0.779	0.013	0.076	0.874	0	0.396	0.039	0
0.031	0.056	0.032	0.044	0.008	0.021	0.029	0.995	0.008	0.137	1.53	0	0.452	0.036	0.06
0.314	0.046	0.036	0.088	0.079	0.02	0.21	0.083	0.044	0.06	0.774	0	0.528	0.042	0.06
0.694	0.046	0.032	0.114	0.703	0.014	0.297	0.098	0.308	0.716	0.582	9	0.746	0.04	0.118
0	0.103	0.034	0.08	0.023	0.019	0.042	0.699	0.009	0.098	2.63	2	0.57	0.033	0
0.033	0.106	0.032	0.197	0.043	0.016	0.117	0.417	0.039	0.147	0.815	0	0.576	0.04	0.073
0.031	0.079	0	0.044	0.042	0.014	0.027	5.38	0.005	0.129	1.79	0	0.47	0.033	0.073
0.034	0.046	0.038	0.118	0.008	0.014	0.036	0	0.014	0.05	1.54	0	0.552	0	0.06
0.031	0.087	0	0.06	0.013	0.016	0.021	0.383	0.008	0.05	1.4	0	0.57	0.033	0.06
0.488	0.046	0.032	0.155	0.664	0.014	0.505	0.084	0.173	0.129	1.19	0	0.616	0.084	0.06
0.031	0.083	0.038	0.044	0.013	0.02	0.036	0.032	0.014	0.14	0.15	0	0.498	0.033	0
0.553	0.046	0.04	0.125	0.341	0.017	0.513	0.312	0.113	0.074	0.379	0	0.596	0.046	0.06
0.037	0.109	0.033	0.044	0.03	0.021	0.046	0.799	0.013	0.052	0.391	0	0.444	0.033	0.06
0.031	0.101	0.034	0.075	0.011	0.021	0.021	0.568	0.012	0	0.202	0	0.652	0.033	0.073
0.034	0.07	0.038	0.048	0.032	0.028	0.027	0.493	0.011	0.05	0.651	0	0.374	0.055	0.06
0.035	0.115	0.039	0.071	0.007	0.021	0.038	0.376	0.011	0.086	4.68	0	0.524	0.033	0.314
0.046	0.063	0.04	0.048	0.035	0.025	0.022	0.144	0.037	0.05	0.296	0	0.424	0.044	0.06
0.048	0.073	0.042	0.044	0.022	0.016	0.043	0.145	0.017	0.057	0.27	0	0.44	0.04	0.085
1.15	0.054	0.032	0.217	0.259	0.028	0.531	0.128	0.183	0.111	0.743	1	0.676	0.041	0.06
0.121	0.076	0	0.308	0.031	0.014	0.139	1.36	0.021	0.064	1.05	3	0.638	0.033	0.06
0.537	0.072	0.045	0.059	0.136	0.031	0.101	0.348	0.042	0.365	1.23	0	0.4	0.066	0.072
0.04	0.065	0.035	0	0.038	0.026	0.01	0.681	0.009	0.073	0.382	0	0.334	0.042	0.068
0.036	0.046	0.034	0.051	0.044	0.019	0.014	0.506	0.014	0.114	3.18	0	0.378	0.033	0.06
0	0.046	0	0.044	0.011	0.021	0.014	0.098	0.009	0.085	2.76	0	0.482	0.033	0.06
0.038	0.052	0.036	0.044	0.007	0.024	0.065	0.586	0.006	0.076	2.99	0	0.46	0.046	0
0.914	0.075	0.034	0.11	0.158	0.021	0.416	0.46	0.038	0.05	0.297	0	0.456	0.05	0.091
0.049	0.15	0.035	0.055	0.028	0.018	0.079	0.39	0.015	0.113	0.256	0	0.566	0.033	0
1.38	0	0.047	0.049	1.21	0.02	1.12	0.38	0.473	0.233	0.142	0	0.554	0.106	0.077
0.031	0.078	0.036	0.104	0.038	0.018	0.078	0.708	0.05	0.06	0.874	0	0.582	0.046	0.06
0.298	0.101	0.033	0.54	0.229	0.018	0.345	0.027	0.1	0.135	0.418	0	0.644	0.2	0.17
0.031	0.094	0.032	0.054	0.029	0.023	0.041	0.492	0.013	0.133	0.694	0	0.46	0.033	0.06
0	0.046	0.032	0	0.02	0.035	0.018	0.293	0.004	0.05	1.89	0	0.432	0.033	0
0.034	0.061	0.042	0.044	0.037	0.021	0.036	0.198	0.009	0.172	0.908	0	0.524	0.056	0.06
0.031	0.097	0.046	0.044	0.025	0.029	0.005	1.67	0.009	0.102	2.68	0	0.528	0.033	0
0.035	0.068	0.035	0.044	0.025	0.026	0.014	0.05	0.014	0.07	1.4	0	0.444	0.033	0.068
0.031	0.073	0.033	0.078	0.037	0.016	0.051	0.57	0.019	0.066	1.98	0	0.494	0.046	0.06
1.23	0.046	0.054	0.093	0.56	0.022	0.958	0.227	0.524	0.489	0.339	2	0.64	0.125	0.088
0.044	0.062	0.036	0.076	0.036	0.028	0.04	0.26	0.012	0.209	0.235	0	0.384	0.033	0.06
0.039	0.091	0.033	0.044	0.035	0.027	0.01	0.503	0.014	0.139	1.43	0	0.372	0.037	0.07
0.045	0.109	0.036	0.057	0.028	0.02	0.018	6.45	0.008	0.247	3.96	0	0.468	0.062	0.06
0.036	0.125	0.037	0.067	0.047	0.026	0.017	0.198	0.01	0.095	0.544	0	0.378	0.038	0.06
0.04	0.131	0.045	0.044	0.029	0.023	0.036	0.606	0.01	0.129	2.08	0	0.444	0.033	0.06
0.701	0.046	0.032	0.051	0.273	0.029	0.366	0.038	0.302	4.52	0.242	0	0.522	0.201	0.192
0.903	0.046	0.037	0.052	0.296	0.035	0.559	0.19	0.18	5.65	0.165	0	0.55	0.098	0.104
0.745	0.046	0.034	0.051	0.278	0.039	0.492	0.177	0.18	5.72	0.166	0	0.538	0.095	0.097
0.032	0.053	0.032	0.044	0.032	0.024	0.005	0.915	0.007	0.076	0.819	0	0.346	0.054	0.111
0.054	0.046	0.036	0.058	0.076	0.021	0.005	1.46	0.047	0.059	0.373	0	0.344	0.441	0.145
0.868	0.054	0.032	0.056	1.1	0.029	0.464	0.525	0.324	0.584	0.72	0	0.546	0.062	0.077
0.034	0.098	0.034	0.051	0.046	0.023	0.07	0.813	0.009	0.08	0.474	0	0.476	0.033	0.06
0.04	0.053	0.044	0.044	0.03	0.02	0.025	0.539	0.01	0.097	0.549	0	0.412	0.067	0.073
0.038	0.051	0.041	0.044	0.026	0.019	0.04	0.726	0.009	0	0.507	0	0.388	0.037	0.06
0.031	0.06	0.042	0.044	0.03	0.018	0.034	0.117	0.015	0.12	1.74	0	0.456	0.033	0.089
0.031	0	0.047	0.044	0.032	0.022	0.005	0.085	0.008	0.075	0.147	0	0.3	0.038	0.08
0.034	0.05	0.041	0.058	0.046	0.015	0.056	0.669	0.012	0.077	0.588	0	0.476	0	0.06
0.033	0.084	0.04	0.083	0.065	0.014	0.044	0.59	0.026	0.068	0.612	0	0.438	0.046	0.085
0.031	0.082	0.032	0.044	0.021	0.016	0.014	0.194	0.006	0.094	2.11	0	0.51	0.033	0
0.05	0.064	0.032	0.044	0.011	0	0.038	0.201	0.006	0.649	2.02	0	0.422	0.047	0.06
0.031	0.078	0.043	0.044	0.019	0.019	0.014	0.602	0.013	0.14	0.796	0	0.428	0.033	0.06
0.033	0.085	0.034	0.044	0.007	0.018	0.047	0.477	0.01	0.131	1.03	0	0.462	0.035	0.06
0.83	0.046	0.039	0.14	0.709	0.025	0.752	0.658	0.407	0.623	0.678	1	0.704	0.115	0.089
0.031	0.101	0.04	0.049	0.034	0.016	0.028	0.038	0.01	0.131	3.66	0	0.496	0.061	0
0.046	0.067	0.041	0.044	0.05	0.018	0.026	0.669	0.014	0.113	0.236	0	0.418	0.038	0.073
0.048	0.095	0.032	0.044	0.063	0.023	0.029	0.108	0.016	0.08	0.611	0	0.486	0.115	0.066
0.064	0.061	0.042	0.13	0.024	0.019	0.037	0.064	0.014	0.052	0.795	0	0.486	0.047	0.085
0.048	0.112	0.038	0	0.012	0.024	0.014	1.84	0.009	0.205	0.336	0	0.422	0.033	0.06
0.408	0.098	0.036	0.095	0.072	0.022	0.064	12.2	0.014	0.123	1.17	0	0.402	0.046	0.14
0.057	0.075	0.035	0.044	0.044	0.016	0.033	4.43	0.01	0.128	1.45	0	0.476	0.039	0
0.044	0.072	0.037	0.069	0.053	0.014	0.043	0.246	0.02	0.181	1.2	1	0.456	0.033	0.069
0.052	0.073	0.038	0.052	0.019	0.015	0.049	0.216	0.019	0.285	0.762	0	0.484	0.033	0
0.034	0.059	0.05	0.044	0.024	0.023	0.021	0.648	0.011	0.077	0.211	0	0.438	0.036	0.077
0.037	0.085	0.049	0.044	0.018	0.023	0.014	0.967	0.007	0.093	1.72	0	0.356	0.036	0.07
1.19	0.081	0.038	0.107	0.892	0.014	0.845	0.248	0.296	0.2	0.922	3	0.706	0.085	0.099
0.038	0.046	0.032	0.044	0.015	0	0.014	0.811	0.003	0.092	3.41	0	0.484	0.033	0
0.802	0	0.032	0.124	0.412	0.015	0.447	1.73	0.476	0.412	0.837	1	0.612	0.049	0.073
0.031	0.074	0.036	0.078	0.015	0.019	0.022	3.91	0.009	0.102	0.444	0	0.432	0.033	0.06
0.037	0.082	0.057	0.071	0.047	0.018	0.051	1.67	0.018	0.123	0.435	0	0.412	0.04	0.06
0.031	0.101	0.038	0	0.007	0.014	0.014	0.427	0.003	0.069	3.24	0	0.466	0.044	0
0.031	0.101	0.037	0	0.04	0.02	0.043	0.685	0.015	0.102	0.855	0	0.472	0.033	0.103
0.044	0.073	0.037	0.066	0.152	0.025	0.063	0.726	0.21	0.148	0.218	0	0.45	0.499	0.604
0.896	0.046	0.032	0.102	0.878	0.028	0.635	0.801	0.389	0.309	2.68	0	0.578	0.094	0.06
0.04	0.14	0.04	0.095	0.028	0.024	0.066	5.72	0.017	0.182	0.662	0	0.504	0.053	0.06
0.187	0.046	0.048	0.103	0.142	0.02	0.045	0.07	0.015	0.05	0.627	0	0.446	0.047	0.189
0.034	0.115	0.036	0.044	0.033	0.017	0.021	1.5	0.008	0.145	0.81	0	0.398	0.037	0.06
0.031	0	0.039	0	0.026	0.022	0.005	0.016	0.004	0.05	3.8	0	0.358	0.033	0
0.031	0.046	0.036	0.044	0.018	0.02	0.026	0.318	0.01	0.086	1.04	0	0.458	0.033	0.06
0.031	0.046	0.032	0.063	0.014	0.021	0.044	0.039	0.011	0.054	1.31	0	0.424	0.039	0.06
0.112	0.046	0.037	0.068	0.282	0.022	0.094	0.092	0.18	0.795	5.55	0	0.452	0.113	0.118
0.057	0.051	0.032	0.044	0.021	0.016	0.029	0.805	0.009	0.117	1.65	0	0.372	0.036	0.06
0.813	0	0.032	0.092	0.452	0.026	0.555	0.062	0.566	47.8	0.225	0	0.576	0.26	0.284
0.048	0.105	0.037	0.044	0.043	0.03	0.051	0.082	0.009	0.148	0.457	0	0.458	0.033	0.095
0.307	0.046	0.032	0.102	0.086	0.019	0.489	0.151	0.012	0.104	1.32	0	0.52	0.042	0.06
0.038	0.046	0.032	0.044	0.022	0.016	0.044	0.423	0.022	0.073	1.22	0	0.472	0.059	0.06
0.034	0.086	0.046	0.044	0.019	0.014	0.028	0.149	0.012	0.065	1.74	0	0.512	0.041	0.06
0.031	0.046	0.032	0.07	0.018	0.023	0.054	0.468	0.006	0.134	2.92	0	0.41	0.033	0.146
0	0.046	0.032	0.058	0.023	0.014	0.018	0.049	0.006	0.056	3.22	0	0.516	0.033	0
0.04	0.06	0.036	0.044	0.029	0.024	0.005	0.526	0.019	0.173	1.55	0	0.298	0.268	0.417
0.038	0.12	0.033	0.049	0.048	0.016	0.053	0.79	0.015	0.07	0.997	0	0.446	0.033	0.06
0.033	0.06	0.033	0	0.037	0.029	0.018	0.588	0.012	0.085	0.068	0	0.364	0.038	0.077
0.036	0.082	0.032	0	0.02	0.025	0.029	1.63	0.014	0.13	0.392	0	0.512	0.033	0.06
0.036	0.054	0.033	0.092	0.024	0.014	0.04	0.722	0.011	0.082	1.54	0	0.52	0.033	0
0.939	0.046	0.032	0.129	0.568	0.018	0.424	0.547	0.767	0.067	0.857	0	0.684	0.058	0.06
0.044	0.054	0.032	0.062	0.036	0.017	0.033	0.361	0.007	0.091	3.78	0	0.482	0.054	0.06
0.04	0.064	0.032	0.049	0.042	0.023	0.026	7.1	0.009	0.091	0.761	0	0.348	0.048	0.06
1.07	0.058	0.04	0.189	0.309	0.021	0.797	1.36	0.058	0.1	0.495	1	0.532	0.061	0.06
1.06	0.046	0.032	0.182	0.251	0.026	0.656	0.2	0.513	0.873	0.277	0	0.624	0.095	0.071
0.86	0.082	0.033	0.124	0.338	0.024	0.458	0.222	0.533	0.561	0.209	2	0.58	0.285	0.099
0.073	0.054	0.032	0.044	0.024	0.022	0.026	0.03	0.011	0.071	1.52	0	0.458	0.051	0.06
0.065	0.111	0.041	0.044	0.035	0.021	0.051	0.028	0.019	0.069	1.18	0	0.424	0.036	0.06
0.031	0.126	0.034	0.07	0.035	0.017	0.048	0.045	0.008	0.078	1.68	0	0.5	0.038	0.06
0	0.094	0.032	0	0.028	0.014	0.026	0.175	0.011	0.05	2.17	0	0.502	0.033	0
0.034	0.073	0.046	0.101	0.027	0.042	0.021	0.181	0.016	0.071	0.829	1	0.484	0.046	0
0.031	0.046	0.032	0.044	0.026	0.015	0.031	0.607	0.007	0.059	3.39	0	0.504	0.033	0.06
0.031	0.104	0.04	0	0.029	0.017	0.034	0.196	0.01	0.062	1.36	0	0.408	0.033	0.103
0.04	0.056	0	0.127	0.026	0.018	0.091	0.179	0.069	0.067	1.03	0	0.604	0.036	0.06
0.052	0.046	0.035	0.044	0.011	0.019	0.014	0.111	0.009	0.514	1.55	0	0.36	0.036	0.06
0.069	0.046	0.032	0.044	0.013	0.016	0.018	0.242	0.008	0.056	2.52	0	0.492	0.033	0.06
0.038	0.046	0.042	0.087	0.017	0.015	0.039	0.016	0.013	0.067	0.256	1	0.616	0.033	0.06
0.031	0.124	0.038	0.044	0.02	0.02	0.025	1.29	0.01	0.092	1.32	0	0.42	0.033	0.06
0.034	0.046	0.041	0.044	0.018	0.023	0.034	0.039	0.017	0.073	0.22	0	0.476	0.033	0.06
1.26	0.046	0.033	0.055	0.359	0.021	0.761	0.422	0.252	0.171	0.394	1	0.638	0.054	0.06
0.038	0.046	0.032	0.054	0.036	0.029	0.034	0.325	0.015	0.062	0.715	0	0.394	0.096	0.068
0.041	0.165	0.034	0.044	0.012	0.022	0.038	0.333	0.01	0.068	0.293	0	0.464	0.045	0.06
0.31	0	0.032	0.592	0.867	0.021	0.539	0.284	0.15	0.066	1.22	3	0.71	0.054	0.06
1.03	0.046	0.032	0.044	0.474	0.026	0.91	0.12	0.436	5.34	0.422	0	0.596	0.073	0.093
0.035	0.13	0.038	0.044	0.031	0.02	0.068	0.051	0.01	0.105	0.378	0	0.468	0.033	0.103
0.042	0.06	0.036	0.059	0.04	0.021	0.025	0.036	0.013	0.076	0.474	0	0.422	0.033	0.068
0.047	0.098	0.034	0.044	0.011	0.028	0.042	0.216	0.01	0.123	1.45	0	0.468	0.04	0.06
0.052	0.07	0.032	0.044	0.012	0.014	0.043	0.022	0.015	0.26	0.68	0	0.524	0.033	0.06
0	0.046	0	0.044	0.013	0.014	0.037	0.078	0.008	0.056	2.34	0	0.438	0.033	0.06
0.044	0.046	0.032	0.054	0.021	0.018	0.014	0.074	0.009	0.072	2.83	0	0.45	0.043	0.06
0.031	0.057	0.042	0.044	0.017	0.021	0.014	0.31	0.008	0.05	1.09	0	0.348	0.033	0.06
0.031	0.068	0.033	0.044	0.008	0.025	0.038	1.68	0.013	0.102	1.81	0	0.476	0.033	0.06
0.031	0.093	0.039	0.044	0.02	0.018	0.021	1.52	0.004	0.056	2.3	0	0.498	0.054	0
0.031	0.176	0.043	0.084	0.038	0.021	0.048	0.32	0.013	0.119	2.29	0	0.566	0.037	0.073
0.031	0.051	0.032	0.051	0.023	0.014	0.06	0.623	0.01	0.052	0.953	0	0.484	0.064	0.06
1.24	0.087	0.042	0.239	0.621	0.025	0.908	0.447	0.267	0.333	0.335	1	0.626	0.398	0.109
0.042	0.138	0.037	0.044	0.053	0.018	0.048	0.945	0.018	0.337	0.946	0	0.444	0.043	0.118
0.04	0.115	0.047	0.044	0.02	0.027	0.022	1.26	0.015	0.127	1.11	0	0.452	0.044	0.082
0.677	0.057	0.037	0.065	0.234	0.03	0.172	0.247	0.034	0.077	0.949	0	0.372	0.047	0.06
0.031	0	0	0.252	0.03	0.025	0.046	0.187	0.023	0.05	3.02	4	0.748	0.033	0.06
0	0.081	0.034	0	0.026	0.014	0.019	0.12	0.006	0.05	1.92	0	0.466	0.033	0
0.031	0.046	0.05	0	0.013	0.014	0.005	0.066	0.01	0.05	1.34	0	0.45	0.044	0.06
0.066	0.115	0.033	0.047	0.012	0.018	0.07	0.405	0.012	0.079	0.681	0	0.534	0.051	0.094
0.031	0.046	0.032	0	0.02	0.014	0.005	0.216	0.01	0.084	1.9	0	0.432	0	0
0.037	0.133	0.032	0.044	0.038	0.032	0.049	1.77	0.013	0.079	0.65	0	0.53	0.064	0.06
0.509	0.06	0.032	0.395	0.288	0.027	0.501	44.5	0.152	0.133	0.309	5	0.656	0.033	0.06
0.031	0.087	0.034	0.086	0.011	0.015	0.049	0.852	0.012	0.05	0.868	0	0.622	0.033	0.146
0.031	0.061	0.033	0.217	0.029	0.029	0.113	1.35	0.02	0.076	0.546	0	0.626	0.051	0.06
0.035	0.139	0.046	0.102	0.022	0.026	0.077	1.02	0.011	0.067	0.461	0	0.57	0.033	0.064
0.031	0.057	0.039	0.223	0.011	0.016	0.093	0.476	0.029	0.062	3.77	1	0.664	0.044	0.06
0.031	0.064	0.035	0.059	0.041	0.019	0.034	0.016	0.043	0.065	1.03	4	0.676	0.064	0.06
0.121	0.06	0.032	0.501	0.044	0.022	0.161	0.406	0.01	0.079	1.65	0	0.606	0.038	0.06
1.54	0.046	0.035	0.104	0.397	0.024	0.972	0.355	0.452	0.115	0.37	0	0.66	0.061	0.06
0.04	0.142	0.034	0.07	0.018	0.023	0.056	0.345	0.016	0.074	0.55	1	0.616	0.033	0.06
0.031	0.068	0	0.044	0.007	0.03	0.035	0.393	0.004	0.055	1.79	0	0.508	0.044	0.06
0.443	0.046	0.032	0.105	0.142	0.014	0.277	0.051	0.05	0.294	4.31	0	0.518	0.057	0
0.031	0.101	0.041	0.1	0.036	0.02	0.046	1.38	0.013	0.067	2.22	1	0.654	0.033	0.06
0.036	0.083	0.036	0.511	0.015	0.02	0.119	0.156	0.025	0.165	3.02	1	0.666	0.048	0.06
0.04	0.06	0.033	0.118	0.018	0.029	0.049	0.554	0.018	0.065	0.468	0	0.598	0.033	0.06
0.047	0.082	0.032	0.078	0.044	0.026	0.043	0.54	0.023	0.11	0.775	0	0.394	0.037	0.06
0.065	0.177	0.062	0.044	0.019	0.018	0.05	3.49	0.022	0.16	13.3	0	0.5	0.05	0.06
0.031	0.095	0.032	0.127	0.02	0.021	0.077	1.51	0.014	0.106	3.3	3	0.61	0.043	0.06
0.67	0	0.032	0.233	0.326	0.018	0.796	0.517	0.051	0.093	0.625	4	0.646	0.057	0.06
0.083	0.073	0.04	0.281	0.072	0.028	0.323	0.107	0.669	0.053	0.574	1	0.618	0.048	0.083
0.031	0.085	0.039	0.084	0.008	0.021	0.055	0.354	0.014	0.05	0.959	0	0.68	0.033	0.06
0.49	0.046	0.032	0.123	0.274	0.018	0.2	0.112	0.801	4.96	1.48	0	0.622	0.129	0.12
0.847	0.046	0.033	0.056	0.473	0.017	0.481	0.141	0.303	0.659	0.41	0	0.58	0.414	0.334
0.802	0	0.032	0.158	0.45	0.019	0.451	0.106	0.803	5.33	2.52	5	0.64	0.085	0.103
0.062	0.046	0.04	0.234	0.056	0.026	0.093	0.112	0.21	1.55	0.623	0	0.58	0.052	0.06
0.486	0.073	0.037	0.251	0.04	0.022	0.345	0.105	0.232	7.25	0.704	1	0.592	0.078	0.145
0.712	0.046	0.032	0.347	0.083	0.024	0.725	0.112	0.21	0.057	0.35	0	0.69	0.308	0.132
0.634	0.074	0.038	0.109	0.061	0.02	0.229	0.105	0.1	1.07	0.361	0	0.584	0.055	0.108
0.887	0.046	0.032	0.164	0.08	0.016	0.383	0.113	0.113	1.23	1.51	0	0.534	0.048	0.072
0.501	0	0.032	0.232	0.082	0.016	0.372	0.114	0.239	4.37	0.867	0	0.61	0.075	0.085
0.035	0.046	0.041	0	0.018	0.028	0.035	0.104	0.007	0.05	1.89	0	0.436	0.037	0.06
0.673	0.046	0.033	0.22	1.14	0.021	0.798	0.15	0.49	4.48	0.509	1	0.678	0.075	0.11
0.031	0.059	0.037	0.044	0.017	0.025	0.071	0.32	0.022	0.062	0.754	0	0.582	0.033	0.06
0	0.046	0.032	0.076	0.047	0.014	0.037	3.66	0.007	0.063	1.05	0	0.47	0.033	0.06
0.031	0.08	0.038	0.056	0.042	0.029	0.038	3.68	0.011	0.063	0.803	0	0.474	0.054	0.06
0.031	0.068	0.033	0.044	0.01	0.043	0.032	3.52	0.008	0.077	2.11	0	0.518	0.033	0
0.059	0.046	0.032	0.188	0.12	0.014	0.055	0.052	0.017	0.053	1.83	0	0.55	0.033	0
0.392	0.096	0.033	0.083	0.192	0.014	0.29	1.51	0.011	0.13	1.71	0	0.47	0.043	0.095
0.031	0.076	0.035	0.044	0.021	0.021	0.025	0.041	0.027	0.118	1.35	0	0.478	0.033	0.06
0.036	0.054	0.033	0.044	0.014	0.017	0.021	0.127	0.012	0.055	2.63	1	0.474	0.064	0.06
0.034	0.072	0.043	0.044	0.007	0.023	0.045	0.552	0.008	0.102	1.06	0	0.408	0.042	0.06
0.036	0.072	0.039	0.06	0.205	0.023	0.064	0.741	0.026	0.085	0.122	0	0.462	0.042	0.06
0.035	0.129	0.051	0.044	0.02	0.026	0.054	1.63	0.013	0.081	0.631	0	0.512	0.038	0.06
0.036	0.068	0.036	0.044	0.02	0.019	0.07	0.814	0.011	0.064	0.662	1	0.496	0.033	0.146
0.624	0.046	0.054	0.143	0.767	0.014	0.35	0.347	0.608	0.989	0.257	1	0.654	0.06	0.068
0	0.121	0.045	0.044	0.02	0.015	0.062	0.452	0.013	0.113	0.434	0	0.568	0.033	0.085
0.039	0.098	0.034	0.044	0.03	0.033	0.028	2.46	0.011	0.163	1.23	0	0.434	0.046	0.06
0.035	0.111	0.039	0.077	0.036	0.019	0.046	5.25	0.017	0.15	1.16	0	0.496	0.033	0.06
0.637	0	0	0.124	0.108	0.027	0.117	0.11	0.583	1.2	0.282	0	0.654	0.072	0.102
0.637	0	0	0.124	0.108	0.027	0.117	0.11	0.583	1.2	0.282	0	0.658	0.072	0.102
0.038	0.046	0.052	0.044	0.037	0.022	0.037	0.803	0.012	0.05	0.211	0	0.418	0.054	0.06
0.035	0.05	0.041	0.044	0.024	0.018	0.041	0.78	0.011	0.055	0.338	0	0.448	0.046	0
0.154	0.051	0.051	0.094	0.13	0.033	0.108	0.383	0.384	0.064	1.43	0	0.498	0.049	0.237
0.031	0.06	0.032	0.11	0.014	0.014	0.03	1.88	0.012	0.05	1.29	4	0.71	0.049	0
0.037	0.073	0.034	0.057	0.052	0.015	0.025	0.436	0.021	0.058	1.02	0	0.394	0.044	0.096
0.044	0.046	0.042	0.103	0.053	0.025	0.07	0.899	0.022	0.062	1.75	0	0.482	0.038	0.06
0.031	0.046	0.047	0.044	0.023	0.02	0.026	0.022	0.012	0.05	3.04	3	0.524	0.033	0.06
0.073	0.061	0.039	0.054	0.053	0.022	0.055	0.252	0.012	0.088	2.06	0	0.476	0.033	0.06
0.528	0	0.032	0.12	0.26	0.022	0.203	1.07	0.721	1.07	1.81	0	0.562	0.114	0.104
0.041	0.059	0.032	0.076	0.056	0.027	0.014	4.4	0.008	0.135	0.598	0	0.358	0.06	0.06
0.034	0	0.032	0	0.011	0.028	0.038	0.174	0.008	0.109	1.82	0	0.482	0	0.06
0.031	0.064	0.046	0.095	0.028	0.027	0.018	0.027	0.007	0.099	4.95	0	0.444	0.033	0.094
0.074	0.078	0.035	0.095	0.051	0.026	0.118	0.405	0.017	0.265	0.688	0	0.486	0.035	0.06
0.035	0.053	0.032	0.044	0.016	0.031	0.036	0.129	0.009	0	4.39	0	0.46	0.033	0.136
0	0.066	0.034	0.044	0.022	0.016	0.057	0.05	0.009	0.088	0.993	0	0.494	0.054	0.06
