H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0.098	0.057	0.041	0.051	0.249	0.022	0.053	0.24	0.112	0.095	0.498	0	0.378	0.045	0.126
0.031	0.051	0.034	0.044	0.012	0.031	0.032	0	0.01	0	0.069	0	0.452	0.039	0.06
0.031	0.046	0.038	0.044	0.022	0.044	0.014	0	0.01	0	1.01	0	0.492	0.033	0.06
0.031	0.064	0.032	0.088	0.037	0.017	0.032	0.586	0.007	0.05	2.24	0	0.418	0.033	0
0.052	0.046	0.032	0.044	0.043	0.029	0.01	0.274	0.008	0.05	0.444	0	0.298	0.049	0.06
0.047	0.103	0.039	0.051	0.045	0.021	0.005	3.25	0.007	0.11	0.513	0	0.328	0.053	0.06
0.053	0	0.033	0.044	0.019	0.065	0.005	0	0.01	0.05	0.053	0	0.364	0.033	0.06
0.067	0.108	0.033	0.044	0.033	0.049	0.058	0.022	0.029	0.05	0.283	0	0.4	0.091	0.06
0.04	0.046	0.041	0.044	0.012	0.03	0.01	0	0.016	0	0.08	0	0.424	0.033	0.06
0.033	0.046	0.036	0.044	0.018	0.027	0.028	0	0.013	0	0.138	0	0.442	0.033	0.06
0.031	0.046	0.038	0	0.014	0.031	0.051	0	0.008	0	0.102	0	0.472	0.036	0.06
0.034	0.046	0.032	0	0.025	0.033	0.019	0	0.005	0	0.891	0	0.436	0	0.071
0.031	0.073	0.033	0.044	0.026	0.033	0.01	0	0.006	0	0.04	0	0.384	0.042	0.06
0.037	0	0.037	0.044	0.027	0.028	0.014	0	0.007	0	0.145	0	0.404	0.033	0.06
0.031	0.046	0.032	0	0.008	0.023	0.005	0	0.007	0	2.2	0	0.454	0.033	0
0.048	0.046	0.048	0.044	0.017	0.048	0.005	0	0.008	0	0.256	0	0.322	0.033	0
0.041	0.046	0.051	0.054	0.041	0.034	0.005	0	0.01	0.059	0.872	0	0.346	0.045	0.184
0.031	0	0.048	0.05	0.022	0.014	0.041	0	0.013	0.05	0.662	0	0.502	0.033	0.06
0.031	0.064	0.032	0.044	0.007	0.025	0.06	0	0.013	0	0.53	3	0.59	0.041	0.06
0.035	0.057	0.044	0.044	0.029	0.052	0.023	0	0.008	0	0.659	0	0.41	0.039	0.073
0.031	0.054	0.032	0	0.017	0.03	0.014	0	0.008	0	0.084	0	0.446	0.049	0.06
0.415	0.046	0.032	0.044	0.16	0.027	0.323	0.09	0.417	0.558	1.04	0	0.426	0.742	0.152
0.033	0.046	0.04	0	0.026	0.041	0.036	0.317	0.013	0	0.064	0	0.484	0.062	0.06
0.031	0	0.034	0	0.017	0.026	0.005	0.317	0.008	0	0.29	0	0.362	0.033	0.06
0.031	0.046	0.035	0	0.023	0.02	0.01	0	0.006	0.05	0.31	0	0.456	0	0.06
0.044	0	0.043	0.044	0.025	0.02	0.01	0	0.014	0	0.089	0	0.404	0.033	0.06
0.034	0	0.036	0.044	0.007	0.028	0.014	0	0.008	0	0.25	0	0.36	0.04	0.06
0.031	0.046	0.046	0.044	0.015	0.018	0.028	0	0.009	0	0.042	0	0.44	0.041	0.06
0.072	0.101	0.036	0.044	0.016	0.014	0.005	0	0.008	0	0.229	0	0.348	0.033	0.06
0.042	0.09	0.037	0	0.028	0.046	0.019	0	0.008	0	0.342	0	0.428	0.033	0.073
0.031	0.046	0.041	0	0.032	0.034	0.01	0	0.008	0	0.584	0	0.358	0.041	0.06
0.031	0.046	0.045	0.044	0.034	0.019	0.02	0.032	0.01	0.05	0.11	0	0.44	0.033	0.06
0.031	0.074	0.041	0	0.007	0.029	0.01	0.046	0.008	0.05	0.865	0	0.422	0	0.085
0.037	0.046	0.032	0	0.04	0.018	0.005	0.521	0.008	0.05	0.439	0	0.324	0.061	0.06
0.031	0.063	0.032	0.061	0.027	0.014	0.005	0	0.006	0	0.1	0	0.268	0.064	0.06
0.031	0.046	0.032	0	0.007	0.034	0.048	0.084	0.01	0	0.512	0	0.488	0.049	0.06
0.035	0	0.032	0.044	0.011	0.021	0.005	0	0.007	0	0.222	0	0.328	0	0
0.031	0.046	0.032	0.044	0.012	0.022	0.005	0.153	0.003	0	0.163	0	0.242	0.033	0
0.031	0.064	0.032	0	0.021	0.017	0.019	0.201	0.007	0.05	0.885	0	0.46	0.033	0.06
0.031	0.046	0.032	0	0.008	0.046	0.01	0.039	0.009	0	0.086	0	0.394	0.048	0.06
0.036	0.046	0.032	0.044	0.007	0.037	0.01	0	0.011	0	0.401	0	0.476	0.044	0
0.036	0.046	0.034	0.044	0.023	0.046	0.031	0	0.009	0	0.201	0	0.542	0.033	0
0.044	0.051	0.043	0.059	0.027	0.017	0.005	0	0.008	0.05	0.111	0	0.482	0.033	0.06
0.031	0.046	0.037	0	0.024	0.027	0.01	0	0.006	0	0.301	0	0.328	0.033	0.06
0.035	0.064	0.032	0	0.007	0.024	0.005	0.016	0.006	0.05	0.08	0	0.428	0	0.06
0.031	0.053	0.047	0	0.017	0.048	0.031	0.129	0.012	0	0.1	0	0.464	0.046	0.06
0.034	0	0.037	0.044	0.018	0.019	0.019	0	0.006	0	0.065	0	0.42	0.033	0.06
0.044	0.046	0.032	0.044	0.007	0.024	0.028	0	0.008	0	0.121	0	0.516	0.033	0.06
0.045	0.046	0.034	0.057	0.031	0.022	0.005	0.073	0.009	0.05	0.618	0	0.356	0.053	0.06
0.031	0.046	0.033	0	0.007	0.046	0.019	0	0.01	0	0.528	0	0.35	0.033	0.06
0.044	0	0.032	0.057	0.007	0.038	0.024	0	0.011	0	0.08	2	0.62	0	0.06
0.031	0	0.035	0.044	0.007	0.018	0.005	0	0.003	0	0.526	0	0.37	0.043	0.06
0.031	0.046	0.032	0	0.023	0.026	0.028	0	0.009	0	0.347	1	0.446	0.033	0.06
0.031	0	0.032	0.044	0.019	0.032	0.005	0	0.005	0	0.359	0	0.37	0.054	0.06
0.031	0	0.049	0	0.028	0.018	0.005	0.029	0.006	0.054	0.419	0	0.358	0.033	0.06
0.042	0.046	0.033	0.044	0.008	0.019	0.005	0	0.007	0	0.08	0	0.354	0.033	0
0.033	0.046	0.036	0.044	0.007	0.017	0.019	0	0.007	0	0.028	0	0.476	0.033	0.06
0.031	0.046	0.037	0.044	0.012	0.024	0.005	0	0.004	0	0.27	0	0.334	0	0.06
0.038	0	0.038	0	0.007	0.014	0.005	0	0.006	0.05	0.516	0	0.372	0.033	0
0.042	0	0.043	0	0.011	0.018	0.005	0	0.005	0	0.137	0	0.352	0.033	0.06
0.031	0.046	0.036	0.059	0.016	0.014	0.005	0	0.004	0	0.79	0	0.312	0.049	0.06
0.034	0	0.036	0	0.007	0.018	0.005	0	0.005	0	0.258	0	0.366	0	0.06
0.031	0.053	0.032	0	0.007	0.014	0.005	0	0.006	0	0.999	0	0.414	0.033	0
0.031	0.046	0.035	0.044	0.026	0.015	0.005	0.221	0.008	0.05	0.129	0	0.338	0.033	0.06
0.051	0	0	0.073	0.008	0.024	0.052	0	0.107	0	0.932	4	0.796	0.04	0
0.031	0	0.036	0	0.04	0.018	0.005	0	0.005	0	0.034	0	0.272	0	0.06
0.034	0.046	0.033	0.063	0.027	0.025	0.01	0	0.01	0	0.029	0	0.38	0.039	0.06
0.065	0	0.032	0.044	0.022	0.018	0.005	0	0.007	0	0.077	0	0.374	0.044	0.06
0.031	0.046	0.032	0	0.018	0.016	0.023	0	0.006	0	0.122	0	0.398	0.033	0.06
0.031	0	0.032	0	0.018	0.03	0.01	0	0.004	0	0.042	0	0.336	0.033	0
0.031	0.046	0.032	0.044	0.011	0.02	0.005	0	0.007	0	0.105	0	0.304	0.033	0
0.033	0	0.039	0.044	0.008	0.019	0.014	0	0.01	0	0.494	0	0.366	0.033	0.06
0.035	0	0.035	0	0.02	0.022	0.011	0	0.007	0	0.13	0	0.38	0.033	0.06
0.031	0	0.032	0	0.018	0.018	0.005	0	0.008	0	0.175	0	0.342	0.033	0.06
0.037	0.054	0.042	0.056	0.036	0.018	0.014	0.433	0.01	0.064	0.216	0	0.358	0.033	0.06
0.051	0.056	0.044	0.044	0.021	0.021	0.037	0.077	0.009	0.05	0.259	0	0.456	0.039	0.06
0.031	0	0.035	0.044	0.012	0.022	0.005	0.244	0.005	0.072	0.374	0	0.268	0.051	0.06
0.031	0	0.032	0.044	0.023	0.034	0.029	0	0.009	0	1.62	0	0.454	0.039	0.06
0.044	0.057	0.037	0	0.019	0.022	0.019	0	0.007	0	0.044	0	0.434	0.033	0.06
0.05	0.046	0.036	0.044	0.007	0.028	0.022	0	0.007	0	0.07	0	0.416	0	0.06
0.031	0.046	0.034	0.044	0.046	0.029	0.005	0.215	0.008	0.063	0.116	0	0.338	0.033	0.06
0.031	0.046	0.032	0	0.04	0.028	0.005	0	0.006	0	0.263	0	0.364	0.033	0
0.031	0.046	0.032	0	0.016	0.029	0.02	0	0.007	0	0.128	0	0.462	0.033	0.07
0.031	0	0.032	0	0.021	0.044	0.014	0	0.007	0	0.174	0	0.362	0.033	0.06
0.038	0.061	0.037	0.044	0.021	0.018	0.014	0.489	0.009	0.138	0.781	0	0.406	0.033	0.06
0.035	0.046	0.034	0.044	0.031	0.025	0.005	0	0.009	0	0.043	0	0.38	0.042	0.06
0.031	0	0.045	0	0.031	0.02	0.005	0	0.008	0	0.308	0	0.378	0.033	0.06
0.031	0.046	0.032	0	0.021	0.029	0.005	0	0.008	0	0.221	0	0.384	0.033	0
0.031	0	0.032	0.044	0.007	0.044	0.035	0	0.007	0	0.383	0	0.568	0	0
0.031	0	0.034	0.044	0.026	0.026	0.005	0	0.007	0	0.669	0	0.348	0.051	0.06
0.031	0.046	0.047	0.059	0.025	0.022	0.019	0.132	0.008	0.061	0.55	0	0.384	0.053	0.06
0.037	0.101	0.036	0	0.007	0.023	0.019	0	0.01	0	0.265	0	0.456	0.086	0.06
0.031	0	0.033	0.044	0.007	0	0.005	0.016	0.005	0	0.483	0	0.378	0.033	0.06
0.034	0.046	0.039	0	0.007	0.017	0.005	0	0.005	0	0.07	0	0.342	0.033	0
0.031	0	0.034	0	0.019	0.014	0.005	0	0.006	0	0.08	0	0.362	0	0
0.034	0.046	0.033	0.044	0.012	0.015	0.01	0	0.003	0	0.065	0	0.364	0.039	0.077
0.069	0	0.038	0	0.015	0.014	0.005	0	0.003	0	0.05	0	0.35	0.037	0.06
0.031	0	0.032	0.044	0.017	0.016	0.005	0	0.006	0	0.049	0	0.274	0.033	0.06
0.031	0	0.052	0	0.011	0.018	0.005	0	0.006	0	0.057	0	0.384	0.033	0.06
0.031	0.046	0.032	0.044	0.007	0.019	0.005	0	0.006	0	0.075	2	0.604	0.033	0.06
0.031	0.046	0.032	0.044	0.023	0.014	0.005	0	0.003	0	0.187	0	0.264	0.033	0.06
0.044	0.046	0.033	0.044	0.007	0.015	0.005	0	0.006	0	0.071	0	0.404	0	0.06
0.057	0	0.033	0	0.035	0.019	0.005	0	0.004	0	0.073	0	0.292	0.033	0.06
0.033	0.046	0.038	0	0.007	0.018	0.005	0	0.007	0	0.125	0	0.336	0.033	0
0.031	0	0.047	0	0	0.018	0.005	0.016	0.007	0	0.552	0	0.38	0.033	0.06
0.031	0	0.035	0.044	0.022	0.015	0.005	0	0.003	0	1.09	0	0.31	0.049	0.06
0.031	0	0.032	0	0.02	0.014	0.005	0	0.006	0	0.426	0	0.26	0.086	0.06
0	0.064	0.032	0.044	0.008	0.014	0.005	0	0.004	0	2.1	0	0.376	0	0.06
0.031	0.046	0.032	0	0.011	0.016	0.005	0	0.005	0	0.164	0	0.3	0.049	0
0.031	0.068	0.032	0	0.007	0.021	0.005	0	0.005	0	0.096	0	0.448	0.033	0
0.031	0	0.032	0	0.014	0.014	0.005	0	0.009	0	0.107	0	0.442	0.033	0
0.031	0.046	0.036	0	0.011	0.014	0.005	0	0.005	0	0.015	0	0.342	0.033	0.06
0.034	0.046	0.04	0	0.007	0.014	0.005	0	0.008	0	0.079	0	0.366	0	0
0.031	0.075	0.034	0.044	0.007	0.029	0.019	0	0.009	0	0.155	0	0.442	0.033	0.06
0.031	0.046	0.032	0	0.021	0.029	0.01	0	0.01	0	0.052	0	0.402	0.033	0.06
0.031	0	0.037	0.044	0.007	0.027	0.01	0.513	0.005	0.065	0.218	0	0.358	0.04	0.074
0.033	0.046	0.037	0.071	0.051	0.024	0.028	0.058	0.012	0	0.132	0	0.392	0.035	0.06
0.038	0	0.034	0.044	0.016	0.019	0.005	0	0.006	0	0.497	0	0.366	0.033	0
0.034	0.046	0.032	0.044	0.018	0.018	0.005	0	0.006	0	0.523	0	0.41	0.033	0.095
0.031	0	0.032	0.044	0.02	0.019	0.005	0	0.004	0	0.019	0	0.254	0.033	0
0	0	0.032	0	0.012	0.014	0.005	0	0.006	0	0.035	0	0.254	0.033	0.06
0.031	0.046	0.032	0	0.007	0.019	0.005	0	0.008	0	0.55	0	0.306	0.033	0.06
0	0.063	0.039	0	0.02	0.019	0.028	0.309	0.007	0.068	0.257	0	0.442	0.044	0.06
0.031	0	0.039	0	0.016	0.015	0.01	0	0.006	0	0.025	0	0.276	0.033	0.06
0.031	0	0.032	0	0.013	0.018	0.005	0.016	0.007	0	0.016	0	0.274	0.033	0.06
0.031	0.046	0.033	0	0.007	0	0.005	0	0.005	0	0.326	0	0.46	0	0
0.048	0	0.047	0.044	0.011	0.024	0.005	0	0.008	0	0.066	0	0.336	0.033	0.06
0.044	0	0.032	0	0.008	0.023	0.005	0	0.005	0	0.058	0	0.372	0.033	0.06
0.039	0.046	0.032	0.044	0.021	0.014	0.005	0	0.004	0	0.034	0	0.262	0.033	0.06
0.031	0	0.043	0	0.017	0.014	0.005	0	0.006	0	0.251	0	0.356	0.038	0
0.031	0.046	0.032	0	0.008	0.014	0.014	0.05	0.005	0	0.221	0	0.374	0.038	0.06
0.033	0.046	0.033	0.044	0.055	0.018	0.005	0.072	0.005	0.05	0.035	0	0.296	0.033	0.06
0.057	0	0.032	0.044	0.018	0.025	0.005	0	0.006	0	0.532	0	0.27	0	0.06
0.031	0.046	0.041	0.044	0.016	0.027	0.005	0.016	0.006	0.05	0.044	0	0.288	0.045	0
0.073	0	0.032	0	0.022	0.022	0.014	0	0.004	0	0.327	0	0.274	0.039	0.06
0.031	0.073	0.032	0.044	0.054	0.014	0.028	0	0.009	0.05	0.358	0	0.37	0.033	0
0.041	0.046	0.037	0.044	0.016	0.019	0.005	0	0.006	0	0.226	0	0.338	0	0
0.031	0	0.046	0.044	0.021	0.016	0.005	0	0.007	0	0.069	0	0.32	0.033	0.06
0.031	0.046	0.036	0.044	0.007	0.022	0.005	0	0.005	0	0.048	0	0.59	0	0
0.031	0.046	0.032	0	0.007	0.019	0.005	0	0.005	0	0.015	0	0.262	0.033	0
0.031	0	0.042	0	0.007	0.018	0.005	0	0.003	0	1.27	0	0.294	0	0.06
0.048	0	0.033	0	0.025	0.014	0.005	0	0.005	0	0.052	0	0.248	0.038	0
0.031	0	0.032	0	0.007	0.014	0.005	0	0.004	0	0.063	0	0.238	0.033	0
0.031	0.046	0.033	0.044	0.02	0.02	0.01	0	0.008	0	0.033	0	0.344	0.039	0.06
0.031	0	0.032	0	0.016	0.016	0.01	0	0.009	0	1.4	0	0.418	0.037	0
0.031	0	0.032	0.044	0.023	0.021	0.005	0	0.005	0	0.059	0	0.318	0.036	0.06
0.031	0.046	0.05	0	0.012	0.033	0.014	0	0.006	0	0.105	0	0.346	0.033	0.06
0.031	0.046	0.052	0.044	0.025	0.024	0.005	0	0.003	0	0.106	0	0.374	0.033	0.06
0.034	0	0.037	0	0.008	0.017	0.005	0	0.007	0	0.12	0	0.412	0.039	0.06
0.031	0.046	0.034	0	0.036	0.014	0.005	0	0.004	0	0.063	0	0.352	0.033	0.06
0.031	0.046	0.033	0.044	0.027	0.016	0.023	0	0.005	0	0.066	0	0.508	0.037	0.06
0.042	0.046	0.032	0	0.03	0.014	0.043	0.71	0.003	0.05	0.589	0	0.456	0.044	0.06
0.031	0	0.032	0	0.012	0.016	0.005	0	0.005	0	0.095	0	0.33	0	0.06
0.031	0	0.032	0	0.035	0.014	0.01	0	0.004	0	0.191	0	0.296	0.033	0.06
0.031	0	0.037	0	0.007	0.014	0.021	0	0.007	0	0.175	0	0.314	0.033	0.06
0.031	0.046	0.032	0	0.022	0.019	0.028	0	0.006	0	0.047	0	0.436	0.039	0
0.031	0.046	0.033	0.044	0.008	0.03	0.005	0.089	0.008	0	0.692	0	0.378	0.039	0.06
0.035	0.046	0.038	0	0.007	0.014	0.005	0	0.008	0.05	0.667	0	0.352	0.033	0.06
0	0	0.032	0	0.024	0.018	0.005	0	0.008	0	0.495	0	0.316	0	0.06
0.034	0.046	0.032	0.044	0.035	0.027	0.041	0	0.007	0	0.112	0	0.458	0	0.06
0.037	0	0.032	0	0.02	0.016	0.005	0.016	0.005	0	0.062	0	0.26	0.033	0.06
0	0	0.033	0.044	0.011	0.016	0.005	0	0.005	0	0.288	0	0.398	0.044	0.073
0.031	0	0.032	0.044	0.012	0.016	0.01	0	0.007	0	0.041	0	0.386	0.033	0.06
0.031	0	0.044	0	0.007	0.014	0.005	0	0.009	0	1.01	0	0.394	0.033	0
0.034	0.046	0.032	0	0.012	0.02	0.01	0	0.004	0	0.054	0	0.254	0	0.06
0	0	0.034	0.044	0.007	0.025	0.005	0	0.005	0	0.117	0	0.284	0.04	0
0	0	0.039	0.044	0.015	0.023	0.005	0	0.007	0	0.079	0	0.358	0.033	0.06
0.036	0	0.032	0.044	0.007	0.014	0.005	0	0.005	0	0.035	0	0.274	0.033	0
0.034	0	0.033	0.073	0.02	0.019	0.005	0	0.006	0	0.036	0	0.312	0.033	0.162
0.051	0.046	0.033	0	0.021	0.016	0.005	0	0.004	0	0.062	0	0.27	0.033	0.06
0.031	0.046	0.032	0	0.013	0	0.005	0	0.005	0	0.282	0	0.268	0.039	0.06
0.035	0	0.039	0.044	0.024	0.016	0.005	0	0.006	0	0.031	0	0.358	0.033	0.06
0.031	0	0.032	0	0.023	0.019	0.014	0	0.004	0	0.617	0	0.382	0.033	0.06
0.031	0.046	0.034	0.044	0.007	0.014	0.014	0	0.007	0	0.131	0	0.478	0.04	0.06
0.044	0	0.034	0	0.016	0.014	0.005	0	0.004	0	4.01	0	0.37	0.033	0
0.031	0	0.032	0	0.017	0.017	0.005	0	0.005	0	0.051	0	0.35	0.033	0
0	0.046	0.039	0.044	0.018	0.014	0.005	0	0.005	0	0.119	0	0.36	0.033	0.06
0.041	0	0.033	0	0.008	0.017	0.005	0	0.005	0	0.034	0	0.304	0.033	0.06
0.031	0	0.034	0	0.007	0.016	0.005	0	0.006	0	0.169	0	0.442	0.033	0.06
0.031	0	0.032	0.044	0.021	0.029	0.005	0	0.004	0	0.111	0	0.332	0.033	0
0.031	0.046	0.045	0.044	0.018	0.014	0.01	0	0.006	0	0.463	0	0.454	0.033	0
0.031	0	0.038	0	0.016	0.014	0.005	0.016	0.005	0	0.059	0	0.332	0.033	0
0.031	0.046	0.032	0.044	0.007	0.014	0.005	0	0.008	0	0.253	0	0.394	0.033	0.06
0.031	0	0.032	0	0.019	0.022	0.01	0	0.006	0	0.088	0	0.278	0.049	0.06
0.031	0	0.032	0	0.012	0.034	0.014	0	0.006	0	0.759	0	0.426	0.033	0
0.031	0.046	0	0	0.016	0.022	0.005	0	0.009	0.05	0.506	0	0.368	0.033	0.085
0.031	0	0.032	0.054	0.007	0.017	0.037	0	0.009	0	0.127	0	0.4	0	0
0.037	0	0	0.044	0.025	0.026	0.005	0	0.008	0	0.411	0	0.292	0.033	0.06
0.031	0.053	0.033	0.044	0.014	0.039	0.023	0	0.007	0	0.079	0	0.424	0.049	0.06
0.038	0.046	0.032	0	0.008	0.019	0.005	0	0.006	0	0.074	0	0.36	0.033	0.06
0.041	0	0.032	0.044	0.022	0.059	0.028	0.016	0.01	0	0.945	0	0.55	0.038	0
0.031	0	0.032	0.044	0.008	0.03	0.014	0	0.009	0	0.507	0	0.428	0.033	0.06
0.031	0.046	0.034	0.044	0.014	0.03	0.035	0.203	0.008	0.05	0.196	0	0.496	0.041	0.06
0.031	0.046	0.039	0	0.022	0.016	0.005	0.039	0.006	0	0.037	0	0.336	0.049	0.06
0.034	0.046	0.033	0	0.031	0.014	0.015	0	0.007	0	0.097	0	0.474	0.033	0.06
0.035	0.053	0.04	0.044	0.014	0.018	0.019	0.436	0.006	0.062	0.22	0	0.4	0.033	0.077
0.031	0.046	0.034	0.044	0.007	0.014	0.005	0	0.006	0	0.824	0	0.374	0.033	0.06
0.034	0	0.033	0.044	0.008	0.019	0.005	0	0.003	0	0.03	0	0.298	0.064	0.06
0.031	0.046	0.033	0.044	0.012	0.018	0.005	0	0.005	0	0.224	0	0.37	0.033	0.06
0.031	0.046	0.041	0.044	0.014	0.024	0.005	0	0.007	0	0.044	0	0.366	0.033	0.06
0.041	0	0.035	0.044	0.012	0.022	0.005	0	0.006	0	0.025	0	0.382	0.033	0.06
0.031	0	0.034	0	0.013	0.034	0.01	0	0.006	0	0.386	0	0.346	0.033	0.06
0.031	0.046	0.032	0.044	0.025	0.017	0.005	0	0.007	0	0.246	0	0.354	0.033	0
0.031	0	0	0	0.02	0.018	0.005	0	0.005	0	0.06	0	0.234	0	0.06
0.035	0.046	0.043	0.044	0.011	0.022	0.005	0	0.008	0	0.052	0	0.316	0.064	0
0.031	0.046	0.032	0.044	0.011	0.025	0.005	0	0.008	0	0.059	0	0.37	0.033	0.06
0.038	0.046	0.032	0	0.028	0.015	0.014	0	0.007	0	0.186	0	0.37	0.033	0.06
0.038	0	0.032	0.044	0.038	0.022	0.01	0	0.008	0	0.106	0	0.47	0.038	0
0.031	0	0.041	0.059	0.023	0.014	0.005	0	0.006	0.05	0.065	0	0.37	0.033	0
0.031	0.046	0.032	0.044	0.018	0.014	0.023	0.016	0.006	0	0.76	0	0.432	0.033	0.06
0.049	0.046	0.032	0	0.036	0.016	0.019	0	0.008	0	0.502	0	0.356	0.045	0.06
0.031	0.046	0.034	0.044	0.032	0.014	0.014	0.068	0.008	0	0.085	0	0.31	0.033	0.06
0.031	0.046	0.034	0.044	0.015	0.017	0.005	0.082	0.007	0.05	0.297	0	0.336	0.044	0
0.031	0.046	0.034	0	0.007	0.015	0.019	0	0.009	0	0.5	0	0.45	0	0.06
0.033	0.046	0.034	0.044	0.007	0.018	0.005	0	0.006	0	0.403	0	0.38	0.077	0.125
0.031	0.046	0.032	0.044	0.013	0.034	0.01	0	0.006	0	0.343	0	0.49	0.033	0
0.042	0	0.036	0.044	0.007	0.034	0.01	0	0.009	0	0.19	0	0.51	0.036	0.06
0.031	0.046	0.032	0.076	0.007	0.038	0.026	0	0.01	0	0.183	3	0.612	0.033	0.06
0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0
0.031	0	0.032	0.044	0.056	0	0.005	0	0.004	0	1.13	0	0.39	0.041	0.06
0.031	0	0.033	0	0.015	0.014	0.005	0.029	0.007	0.062	0.207	0	0.318	0.051	0.06
0.031	0.046	0.032	0.071	0.007	0.014	0.022	0.029	0.009	0.107	0.392	0	0.518	0	0.06
0.048	0	0.046	0	0.023	0.02	0.005	0	0.009	0	0.082	0	0.312	0.044	0.06
0.031	0	0.032	0.059	0.03	0.031	0.024	0.016	0.005	0.05	1.16	0	0.448	0.033	0.06
0.036	0.054	0.036	0.07	0.035	0.026	0.051	0.016	0.024	0.072	0.242	0	0.452	0.039	0.06
0.031	0	0.043	0	0.007	0.015	0.005	0	0.012	0	0.136	0	0.45	0.033	0
0.031	0	0.04	0	0.008	0.022	0.005	0	0.006	0	0.053	0	0.366	0	0.06
0.034	0.046	0.034	0	0.015	0.02	0.005	0	0.008	0	0.048	0	0.388	0.033	0.06
0.031	0.046	0.045	0.044	0.007	0.016	0.005	0	0.003	0	0.07	0	0.316	0.033	0.083
0.031	0.046	0.032	0.044	0.021	0.019	0.005	0.016	0.003	0	0.132	0	0.272	0.036	0.06
0.031	0.046	0.035	0	0.015	0.018	0.005	0	0.005	0	1.16	0	0.362	0.033	0.06
0.031	0.101	0.052	0.044	0.007	0.022	0.005	0	0.006	0	0.203	0	0.408	0	0.06
0.031	0	0.039	0	0.016	0.014	0.005	0	0.007	0	0.133	0	0.238	0.038	0
0.036	0.046	0.032	0.044	0.012	0.014	0.01	0.042	0.005	0.05	0.047	0	0.39	0.054	0.06
0.031	0	0.034	0	0.008	0.018	0.005	0.056	0.005	0.05	0.519	0	0.374	0.044	0
0.031	0	0.036	0	0.021	0.017	0.005	0	0.004	0	0.193	0	0.286	0.033	0
0.031	0	0.042	0.044	0.012	0.019	0.019	0	0.01	0	0.075	0	0.416	0	0
0.034	0	0.032	0	0.007	0.021	0.005	0	0.009	0.05	0.052	0	0.316	0.033	0.06
0.042	0	0.036	0	0.021	0.027	0.01	0	0.008	0	0.045	0	0.252	0.033	0.06
0.048	0.063	0.052	0.044	0.027	0.028	0.01	0	0.007	0	0.124	0	0.34	0.033	0.06
0.034	0.046	0.033	0.044	0.011	0.018	0.01	0.016	0.007	0.153	0.196	0	0.398	0.033	0.06
0.044	0	0.038	0.044	0.008	0.025	0.014	0.016	0.005	0	0.081	0	0.358	0.033	0
0.06	0	0.036	0.044	0.008	0.026	0.01	0	0.008	0	0.393	0	0.464	0.033	0.06
0.031	0	0.032	0.044	0.018	0.029	0.005	0	0.007	0	0.951	0	0.396	0.033	0.06
0.031	0.052	0.033	0.044	0.014	0.021	0.023	0	0.011	0	0.119	0	0.42	0.039	0.06
0.031	0	0.032	0.044	0.015	0.024	0.005	0.247	0.006	0.05	0.33	0	0.366	0.039	0.089
0.072	0.073	0.034	0.044	0.011	0.022	0.022	0	0.007	0.084	0.138	0	0.39	0.033	0.06
0.031	0	0.032	0.044	0.021	0.025	0.014	0	0.005	0	0.082	0	0.322	0	0
0.031	0	0.034	0	0.023	0.029	0.005	0	0.005	0	0.504	0	0.282	0.033	0.06
0.038	0.046	0.032	0	0.018	0.024	0.01	0	0.01	0	0.096	0	0.406	0.064	0.06
0.05	0.046	0.035	0	0.016	0.037	0.005	0	0.005	0	0.04	0	0.32	0.033	0
0.071	0.046	0.032	0	0.019	0.018	0.005	0	0.007	0	0.538	0	0.34	0.033	0.06
0.035	0.059	0.036	0.044	0.007	0.019	0.005	0	0.007	0	0.166	0	0.542	0	0.06
0.031	0	0	0.044	0.014	0.015	0.005	0	0.005	0	0.047	0	0.292	0	0
0.031	0.046	0.043	0.044	0.014	0.014	0.005	0	0.006	0	0.463	0	0.318	0	0
0.033	0.046	0.046	0	0.016	0.021	0.01	0.016	0.009	0	0.04	0	0.396	0.033	0.06
0.031	0.046	0.033	0	0.008	0.016	0.005	0	0.004	0	0.286	0	0.402	0.033	0.06
0.031	0.046	0.035	0	0.013	0.015	0.005	0	0.005	0	0.308	0	0.394	0.04	0
0.044	0	0.039	0.044	0.007	0.017	0.005	0	0.009	0	0.148	0	0.344	0.033	0.06
0.031	0	0.032	0.044	0.007	0.016	0.005	0	0.007	0	1.68	0	0.41	0	0
0.031	0	0.032	0	0.035	0.017	0.005	0	0.004	0	1.08	0	0.342	0.033	0
0.06	0	0.032	0	0.007	0.014	0.005	0	0.006	0.05	0.051	0	0.274	0.033	0.06
0.031	0.046	0.034	0.044	0.007	0.022	0.005	0.086	0.003	0	0.951	0	0.306	0.033	0.06
0.031	0	0.032	0	0.017	0.019	0.005	0.086	0.006	0	0.092	0	0.294	0.033	0
0.031	0	0.033	0.044	0.029	0.018	0.01	0.134	0.007	0	0.233	0	0.284	0.033	0.06
0.052	0	0.032	0	0.007	0.02	0.005	0	0.006	0	0.75	0	0.39	0.033	0.06
0.031	0.057	0.034	0	0.008	0.024	0.005	0	0.009	0	0.064	0	0.42	0.033	0.06
